"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","scientificNameAuthorship","continentOcean","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","sex"
"46","2019-09-23 10:16:17-03","UNICAMP","UEC","121740","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, NM","Farah, FT; Souza, VC; Rodrigues, RR; Tamashiro, JY; Gandolfi, S; Aguiar, S; Breier, TB","2200","2001","04","13","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.775278","-23.988889","-46.775278","-23.988889","750","750","UEC025087","UEC025087","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto. Frutos imaturos vermelhos, maduros negros. Floresta ribeirinha ao longo do Rio Mambu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-09-23 10:16:17-03","UNICAMP","UEC","121746","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, NM","Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","59","2001","04","11","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.733333","-23.983333","-46.733333","-23.983333","800","800","UEC025099","UEC025099","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de 2 m de altura. Frutos verde-avermelhados. Borda de mata. Floresta ribeirinha altomontana com campo adjacente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:19:13-03","UNICAMP","UEC","133782","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Ferreira, GMP; Pimentel, CMA; Bellenzani, MLR; Garcia, RJF","64","1996","03","28","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo, Distrito de Marsilac.","-46.743333","-23.991111","-46.743333","-23.991111",NA,NA,"UEC025093","UEC025093","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto, 1 m de altura, frutos verdes a vermelhos.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:34:42-03","UNICAMP","UEC","138106","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Shepherd, GJ; Belinello, R","1506","2004","02","19","Brazil","Minas Gerais","Itamonte","Serra Fina, Hotel Alpina","-44.816944","-22.374167","-44.816944","-22.374167","2000","2000","UEC028097","UEC028097","Magnoliopsida",NA,"Wurdack",NA,NA,"Arbusto, folhas ferrugìneas, frutos enegrescidos.; Campo de altitude.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:34:42-03","UNICAMP","UEC","165463","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA; Castaho, GG","2356","2006","06","07","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Pedra da Mina (Baixa)","-44.846944","-22.404861","-44.846944","-22.404861","1945","2087","UEC050631","UEC050631","Magnoliopsida",NA,"Wurdack",NA,NA,"Arbusto, cc 1,8m, folhas discolores, frutos de vermelho à púrpura.; Mata de Candeia.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-25 09:28:14-03","UNICAMP","UEC","71545","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Yamamoto, K","26732","1992","06","09","Brazil","São Paulo","Campos do Jordão","Pico do Itapeva, Pico do Itapeva - Pindamonhagaba","-45.880303","-23.284119","-45.880303","-23.284119",NA,NA,"UEC025106","UEC025106","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de cerca de 2 m de altura, frutos maduros alaranjados, borda de mata.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-25 09:28:14-03","UNICAMP","UEC","77186","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Cordeiro, I; Rossi, L; Pastore, JFB; Lopes Da Silva, E","1304","1994","03","28","Brazil","São Paulo","Campos do Jordão","Estrada para São José dos Alpes","-45.998858","-23.238317","-45.998858","-23.238317",NA,NA,"UEC025091","UEC025091","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto, cerca de 1,5 m de altura, frutos vermelhos. Beira da mata. Campos de altitude entremeados por matas. Beira de mata.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-25 09:28:14-03","UNICAMP","UEC","82645","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Rabim, MJ","547","1988","02","25","Brazil","São Paulo","Campos do Jordão","Instituto Florestal - Trilha da Cachoeir","-45.998858","-23.238317","-45.998858","-23.238317",NA,NA,"UEC025104","UEC025104","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto, frutos vermelhos. Região de brejo.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:34:42-03","UNICAMP","UEC","165555","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA; Cordeiro, TR","1560","2005","05","14","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Paiolinho.","-44.848889","-22.402778","-44.848889","-22.402778","1840","1900","UEC028099","UEC028099","Magnoliopsida",NA,"Wurdack",NA,NA,"Arvoreta, 2.2m, folhas discolores, frutos avermelhados.; Mata de Candeia.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-09-23 10:16:17-03","UNICAMP","UEC","70530","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH","851","1995","04","13","Brazil","São Paulo","São Bento Do Sapucaí","Pedra do Bauzinho","-45.6575","-22.69","-45.6575","-22.69",NA,NA,"UEC025090","UEC025090","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arvoreta de 2 m, flores vermelhas.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-25 09:28:14-03","UNICAMP","UEC","78226","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Gianotti, E","26689","1992","06","08","Brazil","São Paulo","Campos do Jordão","Praia São José dos Alpes","-45.998858","-23.238317","-45.998858","-23.238317",NA,NA,"UEC025103","UEC025103","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arvoreta de cerca de 4 m de altura, frutos vermelhos. Campo.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-09-23 10:16:17-03","UNICAMP","UEC","69507","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Goldenberg, R","26365","1992","06","08","Brazil","São Paulo","Campos do Jordão","Caminho para São José dos Alpes","-47.55","-22.566667","-47.55","-22.566667",NA,NA,"UEC025101","UEC025101","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto, fruto vermelho, beira de mata.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:19:13-03","UNICAMP","UEC","84030","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Goldenberg, R; Shepherd, GJ","133","1995","04","04","Brazil","Minas Gerais","Passa Quatro","Subida do Campo do Muro, perto da antena","-44.921667","-22.442222","-44.921667","-22.442222","1800","1800","UEC025092","UEC025092","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de 1,5 m; com frutos imaturos vermelhos e maduros atro-purpúreos.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:19:13-03","UNICAMP","UEC","87843","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Garcia, RJF; Coffani-Nunes, JV","973","1996","10","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mnar, Núcleo","-46.736111","-23.987778","-46.736111","-23.987778",NA,NA,"UEC050736","UEC050736","Magnoliopsida",NA,"Wurdack",NA,NA,"flor, Trepadeira. La#?#tex branco. Flor amarela.",NA,NA,NA,"2012",NA,"04",NA,NA,NA,NA,NA,NA
"60","2019-09-23 10:16:17-03","UNICAMP","UEC","89853","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Barreto, KD; Fernandes, GD; Vitti, FX","1092","1993","08","25","Brazil","São Paulo","Campos do Jordão","Parque da Ferradura","-47.55","-22.566667","-47.55","-22.566667",NA,NA,"UEC025089","UEC025089","Magnoliopsida",NA,"Wurdack",NA,NA,"Arbusto de 1,5 m de altura. Borda de mata, floração, frutificação, sadia, tronco liso, sem látex, flor, botão creme, fruto vermelho.",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:34:42-03","UNICAMP","UEC","165495","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA","2133","2006","03","21","Brazil","Minas Gerais","Passa Quatro","Pico do Itaguaré","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"UEC028103","UEC028103","Magnoliopsida",NA,"Wurdack",NA,NA,"Arvoreta, cc. 4m, frutos avermelhados.; FLoresta Alto-Montanha.",NA,"17293","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:34:42-03","UNICAMP","UEC","165492","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA; Castaho, GG","2429","2006","07","26","Brazil","Minas Gerais","Passa Quatro","Pico do Itaguaré","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"UEC028101","UEC028101","Magnoliopsida",NA,"Wurdack",NA,NA,"Arvoreta, 4m, frutos vermelhos.; Floresta Alto-Montanha",NA,"17293","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:34:42-03","UNICAMP","UEC","165490","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA","2610","2006","11","23","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Campo do Muro","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"UEC028102","UEC028102","Magnoliopsida",NA,"Wurdack",NA,NA,"Arbusto, 1.5m, flores creme.; Campo de altitude.",NA,"17293","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:34:42-03","UNICAMP","UEC","165496","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Meireles, LD; Nunes, JA","2251","2006","03","22","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Campo do Muro.","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"UEC028106","UEC028106","Magnoliopsida",NA,"Wurdack",NA,NA,"Arbusto com frutos avermelhados.",NA,"17293","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:19:13-03","UNICAMP","UEC","73573","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Valeriano, DDB","s.n.","1988","12",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão - Es","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"UEC025094","UEC025094","Magnoliopsida",NA,"Wurdack",NA,NA,"flor, Coletada na borda da mata.",NA,"21048","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-12 10:03:51-03","UNICAMP","UEC","91247","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Ferretti, AR; Souza, VC; Vanini, A; Rodrigues, RR; Tamashiro, JY; Nave, AG; Peneireiro, FM","125","1996","12","17","Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar., Trilha da Marcela.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"UEC050726","UEC050726","Magnoliopsida",NA,"Wurdack",NA,NA,"flor, Árvore. Floresta Ombrófila Densa Montana, floresta de altitude.",NA,"38855","auto","2012",NA,"04",NA,NA,NA,NA,NA,NA
"67","2019-09-23 10:16:17-03","UNICAMP","UEC","83967","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R","Goldenberg, R; Belinello, R; Árbocz, GF; Koch, I; Macias, L","312","1996","05","25","Brazil","São Paulo","Piquete","Margem da Estrada para São Francisco dos","-45.1699981689453","-22.6100006103516",NA,NA,NA,NA,"UEC025096","UEC025096","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de 1,5 m; frutos em maturação, de cor vermelha a vinho. Mata de altitude, alternando com campo montano.",NA,"13434","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:19:13-03","UNICAMP","UEC","96331","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Tamashiro, JY; Belinello, R; Santos, FAM; Goldenberg, R","585","1994","08","18","Brazil","São Paulo","São Bento Do Sapucaí","Pedra do Bauzinho","-45.7299995422363","-22.6800003051758",NA,NA,NA,NA,"UEC025095","UEC025095_01 UEC025095_02","Magnoliopsida",NA,"Wurdack",NA,NA,"flor, Arbusto de 1,5 m. Inflorescência jovem. Crescendo sobre a Pedra do Bauzinho.",NA,"18089","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:19:13-03","UNICAMP","UEC","96316","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Simão-Bianchini, R; Sordi, SJ; Godoy, SAP; Garcia, RJF","919","1996","01","18","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC025100","UEC025100","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de 1,5 m de altura, folhas discolores, jovens ferrugíneos abaxialmente, tornando-se cinéreo quando adulta. Frutos imaturos vermelhos. Campo.",NA,"53584","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-04 13:19:25-03","UDESC","LUSC","10027","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ademir Reis","Ademir Reis; Cassio Daltrini; Renata Menin; Lucio Rech","2529","2018","11","16","Brasil","Santa Catarina","Major Vieira","Rio Canoinhas.","-50.273056","-26.474167","50º16'23''W","26º28'27''S",NA,NA,"LUSC009451",NA,NA,NA,NA,NA,NA,"Habitat: Floresta beira de rio Habito: Arvoreta",NA,NA,NA,"2018",NA,"11","16",NA,NA,NA,NA,NA
"71","2020-12-04 13:19:25-03","UDESC","LUSC","9962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ademir Reis","Ademir Reis; Cassio Daltrini; Renata Menin; Giovana Reali","2458","2018","11","10","Brasil","Santa Catarina","Monte Castelo","Rio Canoinhas.","-50.273056","-26.474167","50º16'23''W","26º28'27''S",NA,NA,"LUSC009386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",NA,"11","10",NA,NA,NA,NA,NA
"72","2020-10-14 10:02:59-03","FURB","FURB","10513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Grippa, C.R.; Souza, N.L. de & Stano, F.","594","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","FURB30196","FURB30196",NA,NA,NA,NA,NA,"Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII.",NA,NA,NA,"2010",NA,"01","21",NA,NA,NA,NA,NA
"73","2020-10-14 10:02:59-03","FURB","FURB","15452","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Gasper, AL de","Korte, A.; Kniess, A.","419","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","FURB30200","FURB30200",NA,NA,NA,NA,NA,"Regeneração IFFSC 422 /N/21 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;",NA,NA,NA,"2009",NA,"11","17",NA,NA,NA,NA,NA
"74","2020-10-14 10:02:59-03","FURB","FURB","33577","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Korte, A.; Kniess, A.","4623","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","558","558","FURB30198","FURB30198",NA,NA,NA,NA,NA,"Florística IFFSC 255 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; flor branca",NA,NA,NA,"2011",NA,"01","17",NA,NA,NA,NA,NA
"75","2020-10-14 10:02:59-03","FURB","FURB","34990","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Stival-Santos, A.; Meyer, D. & Silveira, S.","3317","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","-49.1400000","-27.4497222","708","708","FURB30199","FURB30199",NA,NA,NA,NA,NA,"Voucher estéril IFFSC 385 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto;",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:02:59-03","FURB","FURB","39173","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Maçaneiro, J.P.","32","2012","09","09","Brasil","Santa Catarina","Nova Trento","Monte Barão, RPPN, Prima Luna.","-49.0283334","-27.2644444","-49.0283334","-27.2644444","1098","1098","FURB30188","FURB30188",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,"04","06",NA,NA,NA,NA,NA
"77","2020-10-14 10:02:59-03","FURB","FURB","42037","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Maçaneiro, JP","Maçaneiro, J.P.; Seubert, R.C.","45","2013","07","28","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra di Itajaí - morro do Sapo.","-49.1061111","-27.0697223","-49.1061111","-27.0697223","671","671","FURB30186","FURB30186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,"08","22",NA,NA,NA,NA,NA
"78","2020-10-14 10:02:59-03","FURB","FURB","42235","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Gasper, A.L. de; Funez, L.A.; Bittencourt, F.; Vieira, C. & Kassner-Filho, A.","3117","2013","10","05","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0944444","-27.0644444","-49.0944444","-27.0644444","100","100","FURB30189","FURB30189",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,"04","06",NA,NA,NA,NA,NA
"79","2020-10-14 10:02:59-03","FURB","FURB","43424","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Gasper, A.L. de; Funez, L.A. & Vieira, C.","3302","2013","12","03","Brasil","Santa Catarina","Lontras","Fazenda Três Picos.","-49.5094444","-27.2822223","-49.5094444","-27.2822223","883","883","FURB30190","FURB30190",NA,NA,NA,NA,NA,"Projeto REFLORA FAPESC 14843/2011-1. Habitat: topo do morro Habito: arbustiva;",NA,NA,NA,"2015",NA,"04","06",NA,NA,NA,NA,NA
"80","2020-10-14 10:02:59-03","FURB","FURB","44478","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Maçaneiro, JP","Maçaneiro, J.P.; Sampaio, D.K.","83","2014","03","20","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2138889","-27.1138889","-49.2138889","-27.1138889","676","676","FURB30187","FURB30187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,"03",NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:02:59-03","FURB","FURB","45192","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, AA de","Mayer, M.; Oliveira, A.A. de","625","2014","09","15","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","FURB30191","FURB30191",NA,NA,NA,NA,NA,"Florística Entorno IFFSC 468",NA,NA,NA,"2014",NA,"02","15",NA,NA,NA,NA,NA
"82","2020-10-14 10:02:59-03","FURB","FURB","46651","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Seubert, RC","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","18","2014","08","28","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1997222","-27.1205556","-49.1997222","-27.1205556","756","756","FURB30193","FURB30193",NA,NA,NA,NA,NA,"Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;",NA,NA,NA,"2014",NA,"08","28",NA,NA,NA,NA,NA
"83","2020-12-09 14:46:48-03","FURB","FURB","61205","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Barboza, E.","Oliveira, A.A. de","3542","2016","10","10","Brasil","Paraná","Guaratuba",NA,"-48.96","-25.92","-48.9600000","-25.9200000",NA,NA,"FURB61205","FURB61205",NA,NA,NA,NA,NA,"509",NA,NA,NA,"2017",NA,"05","23",NA,NA,NA,NA,NA
"84","2020-10-14 10:02:59-03","FURB","FURB","63446","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, A.A.","Schwirkowski, P.","3175","2018","11","22","Brasil","Santa Catarina","Campo Alegre","Turvo. Estrada Cel. Bueno Franco.","-49.2494444","-26.2213889","-49.2494444","-26.2213889","950","950","FURB63446","FURB63446",NA,NA,NA,NA,NA,"FOM. Fragmento. Semi-ciófita. Cálice acastanhado, corola branca Habitat: Interior da mata Habito: Árvore",NA,NA,NA,"2019",NA,"08","13",NA,NA,NA,NA,NA
"85","2020-10-14 10:02:59-03","FURB","FURB","4396","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G","Ribas, O.S.; Cordeiro, J.; Silva, J.M. & Marinero, F.","7178","2006","04","10","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"FURB30197","FURB30197",NA,NA,NA,NA,NA,NA,NA,"55154","auto","2006",NA,"04","10",NA,NA,NA,NA,NA
"86","2020-10-14 10:02:59-03","FURB","FURB","6347","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G","Silva, J.M.; Barbosa, E. & Cruz, J.M.","2649","1998","12","01","Brasil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"FURB30194","FURB30194",NA,NA,NA,NA,NA,NA,NA,"41937","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:02:59-03","FURB","FURB","4329","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G","Barbosa, E.; Ferreira, L.A.","802","2003","07","01","Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"FURB02269","FURB02269",NA,NA,NA,NA,NA,NA,NA,"25228","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:02:59-03","FURB","FURB","38883","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Falkenberg, DB","Falkenberg, D.B.","6254","1993","10","09","Brasil","Santa Catarina","Ilhota","Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"820","820","FURB30192","FURB30192",NA,NA,NA,NA,NA,NA,NA,"18275","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-08 08:53:26-03","FURB","FURB","5943","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G","Vieira, F.C.S.","556","2004","10","26","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"900","900","FURB30195","FURB30195",NA,NA,NA,NA,NA,NA,NA,"37150","auto","2005",NA,"04","30",NA,NA,NA,NA,NA
"90","2021-03-16 17:53:45-03","UCS","HUCS","46526","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, A.A.","Funez, L.A.","4361","2015","05","05","Brasil","Santa Catarina","Garuva","Alto Quiriri","-48.954444","-26.039167","-48.954444","-26.039167","1200","1200",NA,NA,"Angiospermae","Myrtales","Wurdack",NA,NA,"Arbusto 2m, frutos verdes - Doação FURB 50279; Borda da floresta",NA,NA,NA,"2017",NA,"08","31",NA,NA,NA,NA,NA
"91","2021-03-16 17:53:45-03","UCS","HUCS","6556","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Wurdack, J.J.","Klein; Bresolin, A.","9723","1971","09","22","Brasil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"700","700",NA,NA,"Angiospermae","Myrtales","Wurdack",NA,NA,"arbusto 3m, flor branca; mata de topo",NA,"31105","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:53:45-03","UCS","HUCS","23665","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G.","Silva, J.M.","3935","2004","01","12","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","Wurdack",NA,NA,"arbusto 3m, anteras creme , pétalas alvas; matinha nebular",NA,"41937","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:53:45-03","UCS","HUCS","30131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G.","Silva, J.M.","2649","1998","12","01","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","Wurdack",NA,NA,"arbusto 3m, flor branca; matinha nebular",NA,"41937","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:53:45-03","UCS","HUCS","36229","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, G.","Silva, J.M.","2649","1998","12","01","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","Wurdack",NA,NA,"arbusto 3m , flor alva; matinha nebular",NA,"41937","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
