"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude"
"46","2014-04-04 05:45:00-03","MO","MOBOT","408387","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14976","1990","11",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 15","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","239",NA,NA
"47","2014-04-04 05:45:00-03","MO","MOBOT","408456","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 4484","1983","10","17","South America","Peru","Loreto","Maynas","Recreo (Manití). Bosque primario.","-72.83333","-3.7",NA,NA,NA,NA,NA,"110.00000000",NA,"4","83-32",NA,NA
"48","2014-04-04 05:45:00-03","MO","MOBOT","408471","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 8829","1987","2","26","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Peña Negra, carretera Iquitos-Nauta, Km 20. Bosque primario.","-73.35","-3.75",NA,NA,NA,NA,NA,"130.00000000",NA,"5","87-5",NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","408476","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Cesár A. Grández|et al.","Grández Rios 5209","1993","1","17","South America","Peru","Loreto","Maynas","Distrito Iquitos. Puerto Almendras, UNAP. Parcela 20 X 500. Bosque primario, suelo de arena blanca. Varillal, no inundable. Sub-parcela 10.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"4","274",NA,NA
"50","2014-04-04 05:45:00-03","MO","MOBOT","408517","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15034","1990","11",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 17","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","241",NA,NA
"51","2014-04-04 05:45:00-03","MO","MOBOT","408621","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15072","1990","11",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 19","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","243",NA,NA
"52","2014-04-04 05:45:00-03","MO","MOBOT","408627","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 10733","1988","6","9","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Río Nanay, alrededores de Puerto Almendras. Bosque primario no inundable.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"7","19",NA,NA
"53","2014-04-04 05:45:00-03","MO","MOBOT","409568","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Alwyn H. Gentry|Rodolfo Vásquez","Gentry 54712","1986","6","19","South America","Peru","Loreto","Maynas","Puerto Almendras, Río Nanay.","-73.28333","-3.66666",NA,NA,NA,NA,NA,"130.00000000",NA,"2","86-73",NA,NA
"54","2014-04-04 05:45:00-03","MO","MOBOT","409610","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington (K)","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 39323","1983","1","10","South America","Peru","Loreto","Maynas","Mishana. Rio Nanay halfway between Iquitos and Santa Maria de Nanay. Tree Plot ca. 1 km N of Campamento 1. Upland forest on white sand.","-73.5","-3.86666",NA,NA,NA,NA,NA,"140.00000000",NA,"3","83-9",NA,NA
"55","2014-04-04 05:48:00-03","MO","MOBOT","770059","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 10956","1988","7","18","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Puerto Almendras, Río Nanay. Bosque primario en suelo con arena blanca.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"6","31",NA,NA
"56","2012-05-24 05:04:00-03","MO","MOBOT","995132","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington","Alwyn H. Gentry|Juan Revilla|Juan Celedonia Ruiz M.","Gentry 20977","1977","11","29","South America","Peru","Loreto","Maynas","Non-inundated mature forest in vicinity of Mishana, between Río Nanay and Río Itaya, mostly on white sand.","-73.4572222","-3.9472222",NA,NA,NA,NA,NA,"130.00000000",NA,"3","1373",NA,NA
"57","2020-09-12 05:00:02-03","US","US","3019576","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"T. B. Croat","18694","1972","8","2","South America - Neotropics","Peru","Loreto",NA,"Vicinity of Lago Llanchama near Rio Nanay.",NA,NA,NA,NA,"US02705203","US02705203_01","Dicotyledonae",NA,NA,"1",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"R. Fróes","293","1941","8","11","South America - Neotropics","Brazil","Amazonas",NA,"Basin of Rio Solimoes. Rio Tonantins.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"59","2015-04-16 14:06:18-03","F","FMNH-SEEDPLANTS","V0291457F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291457F","V0291457F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"60","2019-06-11 12:51:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","A. H. Gentry","20977","1977","11","29","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"20977",NA,NA
"61","2019-06-11 13:03:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","Rod. Vasquez","10956","1988","7","18","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"10956",NA,NA
"62","2018-05-14 16:16:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","I. Mesones","58","2002","8",NA,"South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"58",NA,NA
"63","2015-03-06 21:25:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,"Rod. Vasquez & N. Jaramillo","8829",NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"64","2019-06-11 12:51:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","A. H. Gentry","20977","1977","11","29","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"20977",NA,NA
"65","2019-06-11 12:51:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","A. H. Gentry","25876","1979","3","21","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"25876",NA,NA
"66","2019-06-11 12:51:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","A. H. Gentry","25302",NA,NA,NA,"South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"25302",NA,NA
"67","2015-04-16 14:06:19-03","F","FMNH-SEEDPLANTS","V0291459F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291459F","V0291459F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"68","2015-04-16 14:06:18-03","F","FMNH-SEEDPLANTS","V0291456F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291456F","V0291456F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"69","2015-04-16 14:06:18-03","F","FMNH-SEEDPLANTS","V0291458F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291458F","V0291458F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"70","2015-04-16 14:06:19-03","F","FMNH-SEEDPLANTS","V0291460F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291460F","V0291460F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"71","2015-04-16 14:06:20-03","F","FMNH-SEEDPLANTS","V0291461F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0291461F","V0291461F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"72","2015-04-16 14:06:20-03","F","FMNH-SEEDPLANTS","V0291464F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291464F","V0291464F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"73","2015-04-16 14:06:20-03","F","FMNH-SEEDPLANTS","V0291465F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291465F","V0291465F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"74","2015-04-16 14:06:20-03","F","FMNH-SEEDPLANTS","V0291466F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291466F","V0291466F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"75","2015-04-16 14:06:21-03","F","FMNH-SEEDPLANTS","V0291467F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0291467F","V0291467F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"76","2019-06-11 13:07:34-03","F","FMNH-SEEDPLANTS","V0392903F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum",NA,"RRC ID Flag","Rod. Vasquez","8714","1987","1","3","South America","Peru","Loreto",NA,NA,"-75","-4",NA,NA,"V0392903F","V0392903F_01 V0392903F_02","Dicotyledoneae",NA,NA,NA,"8714",NA,NA
"77","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Silveira, M","941",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Silveira, M","1275",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Silveira, M","1433",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Lima, L","600",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Ehringhaus, C","1010",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Lima, L","616",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-18 09:32:38-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Laurales","Siparunaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","Amorozo, MC",NA,"Daly, DC","9417",NA,NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-12 16:59:08-03","UEL","FUEL","32448","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D.Penn.",NA,"C.A. Cid Ferreira; et al.","10887","1992","03","21",NA,"Brasil","Acre","Cruzeiro do Sul","Rio Juruá, Igarapé Viseu, mata de terra firme, margem esquerda, solo arenoso","-72.733333","-8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-72.733333","-8.3"
