"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01460169","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","H. Poppendieck","J. M. Pires","1394","1948","11","17","South America","Brazil","Pará",NA,"-48.1417007446289","-0.858332991600037","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460169","NY01460169_01","Vigia","33395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:41:45-03","EAO","IAN","23098","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","discolor","Lonchocarpus discolor","Huber",NA,"Guedes, TN","2231",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN023098","IAN023098_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:41:45-03","EAO","IAN","111104","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck, HH","Oliveira, E","1264","1961","02","02","Southern America","Brasil","Pará","Rio Anapú, terreno alagado.","-48.9597015380859","-1.97500002384186",NA,"Árvore de 12 m, frutos em vagem, madeira.","IAN111104",NA,"Igarapé-Miri","64929","auto","1992","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:41:45-03","EAO","IAN","37978","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck, HH","Black, GA","3492","1948","11","13","Southern America","Brasil","Pará","Estrada de Salavaterra para Jubim. Ilha do Marajó.","-48.5167007446289","-0.75333297252655",NA,"Arbusto, flor vermelha; poucas folhas.","IAN037978","IAN037978 IAN037978_e","Salvaterra","52029","auto","1992","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:45-03","EAO","IAN","37525","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck, HH","Pires, JM","1394","1948","11","17","Southern America","Brasil","Pará",NA,"-48.1417007446289","-0.858332991600037",NA,"Árvore pequena.","IAN037525","IAN037525 IAN037525_e","Vigia","33395","auto","1992","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:45-03","EAO","IAN","107327","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Amshoff, GJH","Lanjouw, J","3360","1949","04","13","Southern America","Suriname",NA,NA,NA,NA,NA,NA,"IAN107327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:41:45-03","EAO","IAN","121976","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Silva, MJ da","Pires, JM","11266","1967","11","04","Southern America","Brasil","Pará","Estrada Belém-Mosqueiro, Baia do sol, Margem inundada",NA,NA,NA,NA,"IAN121976",NA,NA,NA,NA,"2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:41:45-03","EAO","IAN","123454","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Silva, MJ da","Oliveira, E","3457","1965","09","30","Southern America","Brasil","Pará",NA,NA,NA,NA,NA,"IAN123454",NA,NA,NA,NA,"2010","10","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:41:45-03","EAO","IAN","123456","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Azevedo-Tozzi, AMG","Oliveira, E","3459","1965","09","30","Southern America","Brasil","Pará","Rio Genipapo, retiro São José, mata baixa, terreno várzea. Ilha do Marajó",NA,NA,NA,"Árvore de 6-8m, flores avermelhadas.","IAN123456",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:41:45-03","EAO","IAN","159800","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Cremers, G","Oldeman","1441","1968","03",NA,NA,"Guiana Francesa",NA,"Rives de 1' Oyapok, entre St Georges et Maripa.",NA,NA,NA,"Arbre d' environ 10m de haut. Ecorce d' un vert rougeâtre, lisse. Bois blanc. Fruits jaunes.","IAN159800",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:41:45-03","EAO","IAN","80087","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Silva, MJ da","Pires, JM","4517","1953","08","25","Southern America","Brasil","Pará",NA,"-48.5043983459473","-1.4558299779892",NA,NA,"IAN080087",NA,"Belém","48462","auto","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:41:45-03","EAO","IAN","10334","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Az.Tozzi","Ducke, A","771","1941","08","24","Southern America","Brasil","Pará","Mosqueiro, Ad ripans inundatum fluvii.","-48.5043983459473","-1.4558299779892",NA,"Arbor poena flor, atrombris.","IAN010334","IAN010334 IAN010334_e","Belém","48462","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:41:45-03","EAO","IAN","10038","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Roxb.) Kunth","Silva, MJ da","Ducke, A","608","1940","10","19","Southern America","Brasil","Pará","Mosqueiro, Silvula in ripa arenosa inundata fluvii.","-48.5043983459473","-1.4558299779892",NA,"Arbor parva","IAN010038","IAN010038 IAN010038_e","Belém","48462","auto","2006","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:16:22-03","UFBA","ALCB","06261","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Willd.) DC.","Silva, MJ da","Pires","1394","1948","11","17","Southern America","Brasil","Pará",NA,NA,NA,NA,"Pequena.; Vigia.","ALCB031333","ALCB031333",NA,NA,NA,"2010","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249910","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Ducke A",NA,"1923","01","21","Southern America","Brazil",NA,"Procedencia Mosqueiro (Rio Pará).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249910","NL-U1249910",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.1938545","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Smith HH",NA,"1898","02","01","Southern America","Colombia",NA,"Santa Marta, United States of Columbia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1938545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1938545","NL-L1938545",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.3928028","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3928028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3928028","NL-L3928028",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.3928029","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3928029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3928029","NL-L3928029",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.3928040","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,"Plants of santa marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3928040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3928040","NL-L3928040",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278229","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278229",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3816",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278279","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278279",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3812",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249906","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Black GA",NA,"1948","11","13","Southern America","Brazil",NA,"Plantas da Amazona. Estado do Pará. Estrada de Salvaterra para Jubim, Ilha do Marajó.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249906","NL-U1249906",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249907","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck H-H",NA,NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249907","NL-U1249907",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0029067",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249908","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck H-H","Ducke A",NA,NA,NA,NA,"Southern America","Brazil","Pará",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249908","NL-U1249908",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0029068",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1315830","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1315830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1315830","NL-U1315830",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1315831","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,"Plants of santa marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1315831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1315831","NL-U1315831",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1315832","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Smith HH",NA,"1898","02","01","Southern America","Colombia",NA,"Santa Marta, United States of Columbia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1315832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1315832","NL-U1315832",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028395","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028395","NL-WAG1028395",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028397","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028397","NL-WAG1028397",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028398","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.",NA,"Breteler FJ",NA,"1966","05","08","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Bank of River. Caño colorado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028398","NL-WAG1028398",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249916","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","heptaphyllus","Lonchocarpus heptaphyllus","(Poir.) DC.","Poppendieck H-H","Andel TR van; Samuels A",NA,"1996","07","05","Southern America","Guyana","North West District",NA,"-59.7","7.366667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249916","NL-U1249916",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0087989","-59.7","7.366667",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L 0573458","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Willd.) Kunth",NA,"Forest Department (Guyana)",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573458",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.3888534","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Willd.) Kunth",NA,"Andel TR van; Moreno J; Matapi N",NA,"1989","11","07","Southern America","Colombia",NA,"Amazonas, Rio Caqueta, margen derecho, frente a Villa Azul, Terraza baja, parcela 29.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3888534 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3888534","NL-L3888534",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.3928038","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Willd.) Kunth",NA,"Smith HH",NA,"1898","02","01","Southern America","Colombia",NA,"Plants of Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3928038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3928038","NL-L3928038",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278088","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","latifolius","Lonchocarpus latifolius","(Willd.) Kunth",NA,"Donselaar J van",NA,"1965","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278088",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw11290",NA,NA,NA,NA,NA,NA,NA,NA
