"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"138","2019-08-27 13:31:14-03","IAP","PACA-AGP","46985","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1950","05","01","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046985",NA,"Habitat: In paludosis dumetosis Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA
"139","2019-08-27 13:31:14-03","IAP","PACA-AGP","230","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","C.A. Brade","1954","08","26","Rambo, B.",NA,"1933","02","12","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA000230",NA,"Habitat: In silvula paludosa Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA
"140","2019-08-27 13:31:14-03","IAP","PACA-AGP","45092","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1950","01","04","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045092",NA,"Habitat: In silvula paludosa Fenofase: estéril","Magnoliophyta","Myrtales",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA
"141","2019-08-27 13:31:14-03","IAP","PACA-AGP","46139","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1950","03","06","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046139",NA,"Habitat: In silvula paludosa Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA
"142","2019-08-27 13:31:14-03","IAP","PACA-AGP","46827","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1950","04","14","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA046827",NA,"Habitat: In silvula paludosa Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA
"143","2019-08-27 13:31:14-03","IAP","PACA-AGP","45975","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1950","02","21","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA045975",NA,"Habitat: In silvula paludosa Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA
"144","2019-08-27 13:31:14-03","IAP","PACA-AGP","50318","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Emrich-Rambo","1954","08","26","Rambo, B.",NA,"1951","07","15","Brasil","SC","Florianópolis","Armação","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA050318",NA,"Habitat: In silvula ad litus Fenofase: flor","Magnoliophyta","Myrtales",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"145","2019-08-27 13:31:14-03","IAP","PACA-AGP","100178","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","J.F.A. Baumgratz","2007","05","10","J.M.A. Braga","1885","1995","02","02","Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, est. para Juturnaiba, entre a linha férrea e a represa.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"PACA100178",NA,"Jardim Botânico do Rio de Janeiro - RB 310347.&nf;Arbusto com ca. de 3 m, heliófilo. Folhas subcoriáceas. Flores roxas. Habitat: brejo","Magnoliophyta","Myrtales",NA,NA,NA,"29995","auto","Magnoliatae",NA,NA,NA,NA
"146","2021-03-24 17:09:27-03","UFES","SAMES","3447","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Martins,R.F.A.; Giaretta,A.O.","115","2007","11","11","Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Estrada de terra adjacente à uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri.","-39.8588981628418","-18.716100692749","-397597222.0","-187438889.0",NA,NA,"SAMES03447",NA,"Planta de 3m com flores roxas e borões florais de base verde e ápice lilás.",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"147","2019-11-21 14:39:48-03","UFJF","CESJ","45","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","Cogn.","Ang.Gehrt",NA,NA,NA,"L. Roth","CESJ45","1942","01",NA,"Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ000045",NA,"Arbusto com flores roxas.","Angiosperma",NA,"América do Sul",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"148","2019-11-21 14:39:50-03","UFJF","CESJ","24251","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","S.A.C. Chiea","1997","09",NA,"L. Krieger; M.C. Brügger","CESJ24251","1989","10","11","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ024251",NA,"Na encosta de montanha, mata rala sobre arenito. Arbustinho.","Angiosperma",NA,"América do Sul",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"149","2019-11-21 14:39:50-03","UFJF","CESJ","11008","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","L.G.Souza","1979","12","07","L. Krieger","CESJ11008","1971","10","08","Brasil","Paraná","Guaratuba","Na restinga.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ011008",NA,"Arbusto alto (3-4m) flores roxo forte.","Angiosperma",NA,"América do Sul",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"150","2021-04-07 11:46:12-03","UFMS","CGMS","66285","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.",NA,"2020",NA,NA,"H. Moreira Filho","285","1962","04","30","Brasil","Paraná","Guaratuba","Brejatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CGMS1099246",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"151","2020-02-10 17:55:08-03","UNICAMP","UEC","116015","S","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","A.DC.","Meyer, FS","2017","08",NA,"Franco, G; Rodrigues, RR; Matteo, BC; Giarola, N; Nogueira, L; Passold, AJ; Fonseca, MG","2986","2000","04","23","Brazil","São Paulo","São Sebastião","Praia da Baleia - Rua Olavo Pazzanesi, A 100 m da antiga Rio-Santos.","-45.665","-23.774167","-45.665","-23.774167","10","10","UEC148299","UEC148299","fruto, Árvores com aproximadamente 2,5 m de altura. Borda de estrada. Remanescente margeando loteamentos. Caxetal com perturbação.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:35:27-03","UNICAMP","UEC","171016","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Custódio-Filho, A","1567","1983","09","29","Brazil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia.","-45.866667","-23.633333","-45.866667","-23.633333","920","920","UEC073289","UEC073289","Arbusto 4m, flores lilases.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:35:27-03","UNICAMP","UEC","161845","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Arzolla, FARDP","2007","11",NA,"Pastore, JFB; Arzolla, FARDP; Vilela, FESP","1532","2007","10","09","Brazil","São Paulo","Embu-Guaçu","Parque da Várzea do Embu-Guaçu","-46.813403","-23.823181","-46.813403","-23.823181","735","735","UEC009486","UEC009486","Arvoreta, flores roxas, botões florais arroxeadas.; Vegetação de Várzea.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:35:27-03","UNICAMP","UEC","171018","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Kawall, MA","157","1992","05","16","Brazil","Amazonas","Praia Grande","Área na beira da Rod.Pedro Taques.",NA,NA,NA,NA,NA,NA,"UEC073288","UEC073288","Arvoreta de 3m alt. Abundante em áreas úmidas e alteradas.; Restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:35:27-03","UNICAMP","UEC","187603","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","1377","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114482","UEC114482","Arbusto ou arvoreta em Floresta Ombrófila Densa de Terras Baixas, restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-08-20 10:20:16-03","UNICAMP","UEC","71964","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2014","05","21","Leitão Filho, HF; Rodrigues, RR; Santos, K; Vieira, AP; Sposito, ART","33069","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Acesso de terra.","-47.858333","-24.879444","-47.858333","-24.879444",NA,NA,"UEC007379","UEC007379","fruto, Flores roxas, estames roxos. Transição de restinga para mata.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:35:27-03","UNICAMP","UEC","33007","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2010","09",NA,"Moura, C","s.n.","1965","07","16","Brazil","São Paulo","Pariquera-Açu","Km 18 da Estrada Registro-Pariquera-Açu, Na borda da mata.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC087942","UEC087942","Arbusto de 1,5 m altura. Flores vermelho-azulado.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:35:27-03","UNICAMP","UEC","32928","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2010","09",NA,"Hoehne, W","5785","1964","07","16","Brazil","Rio de Janeiro","Rio de Janeiro","Próx. Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"UEC087944","UEC087944","Arbustos ramificados de 2,50 m. alt., na restinga, ao sol, flores roxo-escuras.","Magnoliopsida",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"159","2021-03-01 16:35:27-03","UNICAMP","UEC","177294","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.",NA,NA,NA,NA,"Braga, JMA; et al.","1885","1995","02","02","Brazil","Rio de Janeiro","Silva Jardim","Reserva biológica de Poço das Antas, Estrada para Juturnaiba, entre a linha férrea e a represa.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"UEC002906","UEC002906","Arbusto, ca. 3 metros de altura, helioflo. Folhas subcoriaceas. Flores roxas.; Brejo.","Magnoliopsida",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"160","2021-03-01 16:35:27-03","UNICAMP","UEC","178336","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2013","11",NA,"Yamamoto, K; Tamashiro, JY","28163","1993","04","16","Brazil","São Paulo","Bertioga","Estrada Bertioga - São Sebastião, entre a placa do limete limite de Bertioga e do Km 250.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"UEC031904","UEC031904","Arbusto com 3 metros de altura. Cálice púrpura; corola púrpura; filete púrpura e anteras magenta; frutos purpuráceos.; Beira de mata.","Magnoliopsida",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA
"161","2021-03-01 16:35:27-03","UNICAMP","UEC","162089","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Chiea, SAC","1983","10",NA,"Chiea, SAC","311","1983","04","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC024703","UEC024703","Árvore 4 m alt.; flores roxas, anteras e parte sup. de estilete roxo, filetes arroxeados.; Restinga.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"162","2021-03-01 16:35:27-03","UNICAMP","UEC","172290","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Chiea, SAC","266","1983","04","19","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC084704","UEC084704","Árvore de 5m alt., flores de pétalas roxas filetes brancos, estames e conectivo claro.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"163","2021-03-01 16:35:27-03","UNICAMP","UEC","172285","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2012","05","18","Melo, MMRF; Romaniuc; Toledo, CB","626","1985","12","11","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Barro. Ipanema.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC084710","UEC084710","Árvore ca. 15 m alt.; flores com corola roxa, botõe verdes com ápice rosa.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"164","2021-03-01 16:35:27-03","UNICAMP","UEC","162085","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2012","05","18","Melo, MMRF; Romaniuc; Toledo, CB","626","1985","12","11","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Barro. Ipanema.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC024691","UEC024691","Árvore ca. 15 m alt.; flores com corola roxa, botõe verdes com ápice rosa.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"165","2021-03-01 16:35:27-03","UNICAMP","UEC","162166","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Chiea, SAC","1983","05",NA,"Chiea, SAC","192","1982","09","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Sambaqui-Mirim.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC024668","UEC024668","Árvore 4 m alt.; flores roxas desde botão anteras e filetes roxos, brácteas involucrais avermelhadas, começo de floração.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"166","2021-03-01 16:35:27-03","UNICAMP","UEC","162157","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Chiea, SAC","1990","08","01","Grande, DA; Lopes, EA","179","1978","12","01","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de acesso ao gerador.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC024675","UEC024675","Arbusto ca. 3,5 m alt., flores roxas.","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"167","2021-03-01 16:35:27-03","UNICAMP","UEC","172277","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Cordeiro, I; Rossi, L; Nicolau, SA; et al.","815","1991","02","20","Brazil","São Paulo","Iguape","Estação Ecológica Juréia- Itatins, Serra da Juréia, campo próximo ao alojamento.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC084731","UEC084731","Arvoreta ca. 3m alt., interior de capão de mata, ramulos ferrugineos, calice vinaceo, pétalas roxas, frutos jovem vinaceo.; Interior de capão de mata.","Magnoliopsida",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"168","2021-03-01 16:35:27-03","UNICAMP","UEC","150047","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Souza, VC; Souza, JP; Duarte, AR","11117","1996","04","13","Brazil","São Paulo","Itanhaém","Estrada entre o bairro de Suarão e a Fazenda São Luiz","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"Arbusto ca. 3m. Corola lilás; Restinga","Magnoliopsida",NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"169","2021-03-01 16:35:27-03","UNICAMP","UEC","150048","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Souza, VC; Souza, JP; Duarte, AR","11128","1996","04","13","Brazil","São Paulo","Itanhaém","Estrada entre o bairro de Suarão e a Fazenda São Luiz","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,"árvore ca. 6m. Flores roxas.; Restinga. BEIRA DE Córrego.","Magnoliopsida",NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"170","2019-08-20 10:20:16-03","UNICAMP","UEC","72755","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2011","07","14","Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","976","1995","01","10","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronô","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,"flor e fruto, Arbusto de cerca de 2 m de altura, flores arroxeadas. Floresta baixa.","Magnoliopsida",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"171","2021-03-01 16:35:27-03","UNICAMP","UEC","68289","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2013","11",NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Santos, K; Vieira, AP","33055","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada de Pariquera - Cananéia, acesso de terra, km 4, 24º 52' 46''S , 47º 51' 03''W.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"UEC029264","UEC029264","Arbusto 2,5m de altura, flores roxas estames lilases, fruto marrom, beira de estrada.; Transição de restinga para mata.","Magnoliopsida",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"172","2021-03-01 16:35:27-03","UNICAMP","UEC","171019","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Moura, C","s.n.","1965","07","16","Brazil","São Paulo","Pariquera-Açu","Km 18 da estrada Registro-Pariquera-Açu, na borda da mata.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"UEC073286","UEC073286","Arbusto de 1,5m de altura. Flores vermelho-azualdas.","Magnoliopsida",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"173","2019-08-20 10:20:16-03","UNICAMP","UEC","172289","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Kuhlmann, M","4212","1957","06","14","Brazil","São Paulo","Praia Grande","Solemar.","-46.4000015258789","-24",NA,NA,NA,NA,"UEC084701","UEC084701",NA,"Magnoliopsida",NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA
"174","2021-03-01 16:35:27-03","UNICAMP","UEC","33008","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2010","09",NA,"Moura, C","s.n.","1965","07","15","Brazil","São Paulo","Registro","Nas adjacencias do aeroporto","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,"UEC087941","UEC087941","Arbusto de 1,5 m altura. Flores vermelho-azuladas.","Magnoliopsida",NA,NA,NA,NA,"25922","auto",NA,NA,NA,NA,NA
"175","2021-03-01 16:35:27-03","UNICAMP","UEC","173256","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Souza, VC; Oliveira, AA; Sano, PT","1040","1990","01","07","Brazil","São Paulo","São Paulo","Bairro Colônia.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC084329","UEC084329","Arbusto 50cm de altura, pétalas lilazes.; Área de banhado.","Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"176","2021-03-01 16:35:27-03","UNICAMP","UEC","172300","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"King, J","4","1929","03","23","Brazil","São Paulo","São Paulo","Butantan.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC084711","UEC084711","Lugar brejoso.","Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"177","2021-03-01 16:35:27-03","UNICAMP","UEC","81873","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS","2013","11",NA,"Ferreira, GMP; Palaria, C; Pereira, DL; Neves, LF","50","1996","01","18","Brazil","São Paulo","São Paulo","Distrito de Marsilac. Parque Estadual da Serra do Mar, Núcleo Curucutu. Margem do lago, próximo à sede.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC002110","UEC002110","Arbusto, 50cm alt., indumento translúcido e vináceo, brácteas verdes a vináceas, botões roxos, pétalas purpúreas, estames arroxeados, gineceu esverdeado, frutos novos vináceos.&nf;Coleção: FFESP","Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"178","2021-03-01 16:35:27-03","UNICAMP","UEC","170815","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Guimarães, P","1999","04",NA,"Kirizawa, M; Guerra, TP; Fino, T","894","1983","01","12","Brazil","São Paulo","São Paulo","Reserva Biológica de Parque Estadual dasfontesdo Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC073222","UEC073222","Sobre barranco, perto de brejo. Arbusto de 1m alt. Filetes branco-lilases, anteras roxas.","Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"179","2021-03-01 16:35:23-03","UNICAMP","UEC","106469","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Meyer, FS",NA,NA,NA,"Matsumoto, K; Faria, AD; Aona, LYS; Galvão, JC; Belinello, R; Feres, FR","01","1996","12","15","Brazil","São Paulo","Sete Barras","SP165 Juquiá-Sete Barras km30.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC039255",NA,"Arbusto 2m.; Solo úmido, beira de lagoa.","Magnoliopsida",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"180","2019-12-18 15:50:47-03","UFOP","OUPR","33452","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.","Baumgratz, J.F.A.","2016",NA,NA,"Badini, J.","s.n.","1972",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi, Parque Estadual do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"181","2020-12-04 13:19:25-03","UDESC","LUSC","2725","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Cordova, B.O.; Stüpp, A.M.",NA,NA,NA,"Stüpp, A.M.",NA,"2009","03","28","Brasil","Santa Catarina","Presidente Getúlio","Comunidade São José propriedade de Anestor Migliorini.","-49.6227989196777","-27.0506000518799",NA,NA,NA,NA,"LUSC008504","LUSC008504",NA,NA,NA,NA,NA,NA,"21626","auto",NA,NA,NA,NA,NA
"182","2020-12-04 13:19:25-03","UDESC","LUSC","6558","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","13","2011","04","26","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,"LUSC004620","LUSC004620",NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"183","2020-12-04 13:19:25-03","UDESC","LUSC","6588","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Floriani, M.M.P.",NA,NA,NA,"Floriani, M.M.P.","43","2011","04","26","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,"LUSC004617","LUSC004617",NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"184","2019-01-17 11:26:36-02","PUCRS","MPUC","18077","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","C.A. Mondin","2013","01","01",NA,NA,"2012","05","14","Brasil","SC","Joinville","Expoville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,"37150","auto","Magnoliopsida",NA,"3685","1",NA
"185","2019-01-17 11:26:36-02","PUCRS","MPUC","11412","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","C.A. Mondin","2010","01","01",NA,NA,"2006","04","22","Brasil","RS","Sapiranga",".","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,"11711","auto","Magnoliopsida",NA,NA,"1",NA
"186","2020-12-09 14:46:52-03","FURB","FURB","34149","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.","Oliveira, AA de","2011","03","22","Korte, A.","5791","2011","02","24","Brasil","Santa Catarina","Navegantes","Bairro Costa Azul.","-48.645","-26.8536111","-48.6450000","-26.8536111","8","8","FURB30813","FURB30813","Florística IFFSC 8013 (Arbusto) Habitat: FOD terras baixas; Estágio Médio Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
