"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2020-11-04 11:14:42-03","ESALQ","ESA","95620","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata",NA,"Meireles, L.D.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5942.0","2006","07","13",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para a Pedra do Sino","-43","-22.45","1170","1170",NA,"Arvoreta, ca. 4m alt. frutos imaturos verdes","ESA095620","ESA095620","2017","-43","-22.45","09","01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-14 14:59:03-03","FPS","FPS","980","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D.Legrand","Vieira, F.C.S","Schwirkowski, P.","1245","2015","10","24",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, sentido Rio Vermelho.","-49.358617","-26.283171",NA,NA,NA,"<ll>dwc_commonname:</ll> Guamirim","FPS00980,FURB48591","FPS00980_v01 FPS00980_v02 FPS00980_v03 FPS00980_v04 FURB48591","2020","-49.358617","-26.283171","04","17",NA,NA,NA,"voucher","FURB 48591",NA,NA,NA
"13","2019-08-27 13:31:26-03","IAP","PACA-AGP","45444","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"SEM MATERIAL. Habitat: in silvula campestri Fenofase: flor maturo","PACA045444",NA,"2017",NA,NA,"03","17","55856","auto","Magnoliatae",NA,NA,NA,NA,NA
"14","2019-08-27 13:31:26-03","IAP","PACA-AGP","97533","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Paise, G.",NA,"2001","01","21",NA,"Brasil","RS","Cambará do Sul","PNAS","-50.1446990966797","-29.0478000640869",NA,NA,NA,"HASU 15945&nf;Fruto preto Habitat: Mata com araucária","PACA097533",NA,"2017",NA,NA,"04","03","30776","auto","Magnoliatae",NA,NA,NA,NA,NA
"15","2019-08-27 13:31:26-03","IAP","PACA-AGP","59562","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Camargo, O. R.","839","1956","10","22",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: ad araucarietum","PACA059562",NA,"2017",NA,NA,"03","17","19545","auto","Magnoliatae",NA,NA,NA,NA,NA
"16","2019-08-27 13:31:26-03","IAP","PACA-AGP","62581","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Camargo, O. R.","2244","1957","10","29",NA,"Brasil","RS","Garibaldi","Mato Santa Rosa","-51.5335998535156","-29.2560997009277",NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA062581",NA,"2017",NA,NA,"03","17","25074","auto","Magnoliatae",NA,NA,NA,NA,NA
"17","2019-08-27 13:31:26-03","IAP","PACA-AGP","45072","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1949","12","26",NA,"Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto semievoluto","PACA045072",NA,"2017",NA,NA,"03","17","13851","auto","Magnoliatae",NA,NA,NA,NA,NA
"18","2019-08-27 13:31:26-03","IAP","PACA-AGP","51357","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1951","11","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA051357",NA,"2017",NA,NA,"03","17",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"19","2019-08-27 13:31:26-03","IAP","PACA-AGP","54483","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1913","11","13",NA,"Brasil","RS","Taimbezinho","p. S. Francisco de Paula",NA,NA,NA,NA,NA,"Habitat: ad rivum in silvula","PACA054483",NA,"2017",NA,NA,"03","17",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"20","2019-08-27 13:31:26-03","IAP","PACA-AGP","55958","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1954","11","03",NA,"Brasil","RS","Taimbezinho","p. S. Francisco de Paula",NA,NA,NA,NA,NA,"Habitat: ad rivum","PACA055958",NA,"2017",NA,NA,"03","17",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"21","2019-08-27 13:31:26-03","IAP","PACA-AGP","85943","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","M. Molz","E. Barbosa","167","1998","10","21",NA,"Brasil","PR","Balsa Nova","Serra São Luiz","-49.6356010437012","-25.5839004516602",NA,NA,NA,"2,5m de altura e flor alva. Habitat: em afloramentos de arenito, na borda da Costa Devoniana Hábito: arbusto","PACA085943",NA,"2017",NA,NA,"03","07","27346","auto","Magnoliatae",NA,NA,NA,NA,NA
"22","2019-08-27 13:31:26-03","IAP","PACA-AGP","62288","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Camargo, O. R.","1684","1957","09","01",NA,"Brasil","RS","Farroupilha","Estação Exp. de Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA062288",NA,"2017",NA,NA,"03","17","19545","auto","Magnoliatae",NA,NA,NA,NA,NA
"23","2019-08-27 13:31:26-03","IAP","PACA-AGP","45022","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo, B.",NA,"1949","12","26",NA,"Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto semievoluto","PACA045022",NA,"2017",NA,NA,"03","17","13851","auto","Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:31:26-03","IAP","PACA-AGP","44980","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Rambo B. SJ",NA,"1949","12","26",NA,"Brasil","RS","Gramado","p. Canela","-50.8739013671875","-29.3785991668701",NA,NA,NA,"Habitat: in araucarieto","PACA044980",NA,"2017",NA,NA,"03","17","13851","auto","Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:31:26-03","IAP","PACA-AGP","51363","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","M. Molz","Rambo, B.",NA,"1951","11","05",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA051363",NA,"2017",NA,NA,"03","07","76715","auto","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:31:26-03","IAP","PACA-AGP","51406","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","M. Molz","Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Habitat: in araucarieto Fenofase: fruto submaturo","PACA051406",NA,"2017",NA,NA,"03","07","63451","auto","Magnoliatae",NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060656","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.R. Landrum, 1999.","F. Chagas; L. H. Soares e Silva","1979","1996","9","19",NA,"Brazil","Parana","Sao Jeronimo da Serra","Arredores de Sao Jeronimo da Serra.","-50.7333","-23.7167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore, 5.0m alto botoes florais verde (inicio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060718","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1999.","L.H. Soares e Silva; F. Chagas","658","1996","10","15",NA,"Brazil","Parana","Pirai do Sul","Arredores de Pirai do Sul.","-49.9333","-24.5167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 3.0m alto; botoes florais e flores brancas odoriferas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043380","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1999.","L.H. Soares e Silva; F. Chagas","540","1995","11","23",NA,"Brazil","Parana","Irati","Area de alagamento, Rio Imbituvao.","-50.6511","-25.4758",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 3.5m alto; botoes florais esverdeados; frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060671","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.R. Landrum, 1990.","G. Hatschbach; J.M. Silva","53595","1989","11","8",NA,"Brazil","Parana","Tijucas do Sul","Lagoinhas, rod. Para Agudos do Sul.","-49.1789","-25.9269",NA,NA,NA,"Coor from www.fallingrain.com/world; Arbusto 2m; flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043383","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1999.","L.H. Soares e Silva; F. Chagas","661","1996","10","15",NA,"Brazil","Parana","Pirai do Sul","Arredores de Pirai do Sul.","-49.9333","-24.5167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 6.0m alto; botoes e flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060655","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.R. Landrum, 1989.","A. Krapovickas; A. Schinini","38288","1982","12","24",NA,"Brazil","Santa Catarina",NA,"Mun. Sao Joaquim. 14 km E de Bom Jardim da Serra, Boca da Serra.","-49.624707","-28.34037",NA,NA,NA,"Arbol 3m alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043378","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.R. Landrum, 1999.","F. Chagas; L. H. Soares e Silva, E. M. Francisco","683","1996","8","20",NA,"Brazil","Parana",NA,"Arredores de Tibagi, proximo da area de coleta.","-50.4","-24.5",NA,NA,NA,"Arvore 7.0m alto; botao floral esverdeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060703","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1999.","L.H. Soares e Silva; F. Chagas","700","1996","12","4",NA,"Brazil","Parana",NA,"Arredores de Fernandes Pinheiro.","-50.539985","-25.415733",NA,NA,NA,"Arvore 2.5m alto; frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1998.","F. Chagas; L. H. Soares e Silva","2220","1998","1","20",NA,"Brazil","Parana","Imbituva","Varzea do rio Imbituva.","-50.5833","-25.2",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvoreta com 4.0m de altura; flores brancas; frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043374","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.H. Soares e Silva, 1999.","F. Chagas; E. M. Francisco","2087","1996","11","6",NA,"Brazil","Parana","Pirai do Sul","Proximo a Piramirim.","-49.9333","-24.5167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 5.0m alto; botao floral e flores brancas; odoriferas. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovata","acutata","Myrceugenia ovata acutata","(D.Legrand) Landrum","L.R. Landrum, 1999.","L.H. Soares e Silva; F. Chagas, E.M. Francisco","633","1996","9","19",NA,"Brazil","Parana","Tibagi","Brejo na Fazenda Batavo.","-50.4","-24.5",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore 5.0m alto; botoes verdes, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-26 10:43:28-03","UDESC","LUSC","7970","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D.Legrand","Sobral, M.","Lucas, E.J.; et al.","604","2006","11","21",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"LUSC004773","LUSC004773",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:03:27-03","FURB","FURB","64895","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D.Legrand","Vieira, F. C. S.","Funez, L.A.; Ribeiro-Nardes, Comin, M., Costa-Rezende, D.H.","8291","2018","11","10",NA,"Brasil","Santa Catarina","Urubici","Santa Bárbara, estrada para a cascatinha.","-49.6133333","-28.1463889","1400","1400",NA,"Flores brancas Habitat: Borda da estrada Habito: Arbusto","FURB64895","FURB64895","2020","-49.6133333","-28.1463889","04","17",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:03:27-03","FURB","FURB","48591","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D.Legrand","Vieira, F. C. S.","Schwirkowski, P.","1245","2015","10","24",NA,"Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3586111","-26.2830556","800","800",NA,"Minas de caulim Habitat: Borda de mata","FURB48591","FURB48591","2020","-49.3586111","-26.2830556","04","17",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:03:27-03","FURB","FURB","64896","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D.Legrand","Vieira, F. C. S.","Funez, L.A.; Ribeiro-Nardes, Comin, M., Costa-Rezende, D.H.","8259","2018","11","10",NA,"Brasil","Santa Catarina","Urubici","Santa Bárbara, estrada para a cascatinha.","-49.6133333","-28.1463889","1400","1400",NA,"Flores brancas Habitat: Borda da estrada Habito: Arbusto","FURB64896","FURB64896","2020","-49.6133333","-28.1463889","04","17",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:53:57-03","UCS","HUCS","14788","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Wasum, R.A.","372","1999","12","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque Paraíso da Serra","-50.734722","-29.314167","830","830",NA,"interior de mata ciliar",NA,NA,"2017","-50.734722","-29.314167","05","16",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:53:57-03","UCS","HUCS","24978","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Liebsch, D.","s.n.","2003","11","12",NA,"Brasil","Paraná","Bituruna","Fazenda Lageado Grande","-51.636111","-26.25",NA,NA,NA,"HFC 6554; árvore em terreno encharcado",NA,NA,"2017","-51.636111","-26.25","05","16",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 17:53:57-03","UCS","HUCS","39943","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Grizzon, M.","186","2013","02","24",NA,"Brasil","Rio Grande do Sul","São Marcos","Rio São Marcos","-51.015389","-29.018083","642","642",NA,"arbusto com 1m. de alt. - frutos maduros; beira de rio - mata ciliar",NA,NA,"2018","-51.015389","-29.018083","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-16 17:53:57-03","UCS","HUCS","38685","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Bueno, O.","5462","1988","10","13",NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,"Projeto Mata Atlântica",NA,NA,"2017",NA,NA,"05","15","16452","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-16 17:53:57-03","UCS","HUCS","22081","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Wasum, R.A.","2031","2003","11","08",NA,"Brasil","Rio Grande do Sul","Canela","Bairro do Palácio","-50.815601348877","-29.3656005859375","800","800",NA,"interior da mata",NA,NA,"2017",NA,NA,"05","15","16452","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-16 17:53:57-03","UCS","HUCS","22071","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrceugenia","acutata",NA,"Myrceugenia acutata","D. Legrand","Molz, M.","Wasum, R.A.","2029","2003","11","08",NA,"Brasil","Rio Grande do Sul","Canela","Bairro Palácio","-50.815601348877","-29.3656005859375","800","800",NA,"interior da mata",NA,NA,"2017",NA,NA,"05","15","16452","auto",NA,NA,NA,NA,NA,NA
