X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,individualCount,institutionKey,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,fieldNumber,identificationQualifier,references,verbatimEventDate,institutionID,verbatimLocality,higherClassification,habitat,otherCatalogNumbers,preparations,gadm,fieldNotes,vernacularName,previousIdentifications,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,endDayOfYear,startDayOfYear,higherGeography,organismID,locationID,datasetID,accessRights,dynamicProperties,rights,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,coordinateUncertaintyInMeters,georeferencedDate,georeferencedBy,georeferenceProtocol,verbatimCoordinateSystem,disposition,reproductiveCondition,georeferenceSources,verbatimElevation,eventRemarks,informationWithheld,X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.,identificationVerificationStatus,locationAccordingTo,eventTime,identificationRemarks,georeferenceVerificationStatus,http...unknown.org.recordId,http...unknown.org.recordEnteredBy,identificationID,samplingProtocol,georeferenceRemarks,organismQuantity,organismQuantityType,http...rs.tdwg.org.dwc.terms.organismQuantity,locationRemarks,http...rs.tdwg.org.dwc.terms.organismQuantityType,lifeStage,associatedTaxa,eventID,higherGeographyID,typeStatus,typifiedName,infraspecificEpithet,taxonRemarks,recordedByIDs.type,recordedByIDs.value,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.986111,-24.070556,"1316183541",Ocotea aciphylla (Nees) Mez,-24.070556,-47.986111,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,NA,"800","0",NA,São Paulo,"2015","2","11",2015-02-11T00:00:00Z,2021-03-01T19:32:32Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:188924,"284",Parque Estadual Carlos Botelho,São Miguel Arcanjo,UEC - Herbário da Universidade Estadual de Campinas,"1316183541",pt,UEC,BRA:UNICAMP:UEC:188924,Collection,"188924","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD",UNICAMP,Universidade Estadual de Campinas,"Árvore, 5 m de altura e 3,3 cm de DAP; Floresta Ombrófila Densa",NA,Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.580278,-21.330556,"1094929054",Ocotea aciphylla (Nees) Mez,-21.330556,-47.580278,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:31Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,NA,"396","0",NA,Rio de Janeiro,"2014","5","21",2014-05-21T00:00:00Z,2019-11-22T19:08:21Z,2021-04-08T12:39:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:212823,"14","Conglomerado 228-3-6-38. Situado em área de floresta secundária, em encosta, localidade de Marimbondo.",Italva,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094929054",pt,HUEFS,BRA:UEFS:HUEFS:212823,Collection,"212823",NA,UEFS,Universidade Estadual de Feira de Santana,NA,NA,Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.4827,-24.5422,"1275056262",Ocotea aciphylla (Nees) Mez,-24.5422,-48.4827,"gass84,colmafu,inmano",0ec3229f-2b53-484e-817a-de8ceb1fce2b,cc8ec135-6ade-4a8e-8b31-475dc1d3c433,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:10:28Z,2021-04-08T12:10:35Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,2014-09-09T00:00:00Z,"920","0",NA,Paraná,"2014","8","26",2014-08-26T00:00:00Z,2020-11-24T20:10:45Z,2021-04-08T12:10:35Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,519e669b-b888-481a-a303-2389e9b90f60,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos,BRA:UTFPR:DVPR:3179,"1755",estrada de Pacas ao Parque Estadual das Lauráceas,Tunas do Paraná,DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos,"1275056262",pt,DVPR,BRA:UTFPR:DVPR:3179,Collection,"3179","Brotto, ML; Silva, JM; Mello, MCH",UTFPR,Universidade Tecnológica Federal do Paraná,"Árvore 14 m, flores de cor creme com odor agrável de intensidade moderada.; Floresta Ombrófila Densa Montana","Brotto, ML",Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.614722,-23.642222,"2452936557",Ocotea aciphylla (Nees) Mez,-23.642222,-46.614722,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:16Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,NA,"828","0",NA,São Paulo,"2013","9","25",2013-09-25T00:00:00Z,2019-11-21T13:07:28Z,2021-04-12T14:22:16Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:454655,"161","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 7, espécime nº 280",São Paulo,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452936557",pt,SP,BRA:IBT:SP:454655,Collection,"454655","Kondrat, H",Instituto de Botânica,Instituto de Botânica,NA,"Nicolau, SA",Ocotea aciphylla (Nees) Mez,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.534167,-23.585278,"1089103803",Ocotea aciphylla (Nees) Mez,-23.585278,-45.534167,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,2011-11-01T00:00:00Z,"850","50",NA,São Paulo,"2011","6","30",2011-06-30T00:00:00Z,2021-03-01T19:32:32Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:166981,"278",Parque Estadual da Serra Mar.,Paraibuna,UEC - Herbário da Universidade Estadual de Campinas,"1089103803",pt,UEC,BRA:UNICAMP:UEC:166981,Collection,"166981","Stefani, EJF; Belinello, R; Galvão, JC",UNICAMP,Universidade Estadual de Campinas,"Árvore com 15 m.; Mata Atlântica.","Barbosa, TDM",Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.492222,-22.881111,"1087508273",Ocotea aciphylla (Nees) Mez,-22.881111,-48.492222,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:31Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,2010-01-01T00:00:00Z,NA,NA,NA,São Paulo,"2010","1","20",2010-01-20T00:00:00Z,2021-02-18T12:29:59Z,2021-04-08T12:17:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:27712,"17",Distrito de Rubião Júnior,Botucatu,BOTU - Herbário Irina Delanova Gemtchújnicov,"1087508273",pt,BOTU,BRA:UNESP-IBB:BOTU:27712,Collection,"27712","Magalhães, J.H.R.",Universidade Estadual Paulista,Universidade Estadual Paulista,"Árvore 13m, folhas discolores, caule lenticelado","Arbex, Y.R.",Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.508889,-23.619722,"1089099562",Ocotea aciphylla (Nees) Mez,-23.619722,-45.508889,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,2010-12-01T00:00:00Z,"70","20",NA,São Paulo,"2010","6","2",2010-06-02T00:00:00Z,2021-03-01T19:32:32Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:161028,"167",Parque Estadual da Serra Mar.,Caraguatatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089099562",pt,UEC,BRA:UNICAMP:UEC:161028,Collection,"161028","Stefani, EJF; Belinello, R; Galvão, JC",UNICAMP,Universidade Estadual de Campinas,"Árvore com 15 m.; Mata Atlântica.","Barbosa, TDM",Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.590278,-24.340556,"1086911769",Ocotea aciphylla (Nees) Mez,-24.340556,-48.590278,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,2009-09-09T00:00:00Z,"958","0",SOUTH_AMERICA,Sp,"2009","9","5",2009-09-05T00:00:00Z,2021-03-04T18:44:06Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:43213,"1161",P.E.Turistico do Alto Ribeira,Iporanga,SPSF - Herbário Dom Bento José Pickel,"1086911769",pt,SPSF,BRA:IF:SPSF:43213,Collection,"43213",F.M.Souza & N.M.Ivanauskas & D.Souza & A.A.Silva,IF,Instituto Florestal,"COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 14m altura; flores creme.; GEOGRAFIA: Núcleo Areado&nf;Trilha da Serra do Facão.;",J.B.Baitello,Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.590278,-24.340556,"1123823424",Ocotea aciphylla (Nees) Mez,-24.340556,-48.590278,"gass84,colmano,diffown",9129ec89-afa7-45af-8b73-509f1f8942ab,667644b9-7b93-4892-80c7-c4271735c515,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T17:40:48Z,2021-03-30T11:55:01Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,NA,"958","0",NA,São Paulo,"2009","9","5",2009-09-05T00:00:00Z,2020-07-10T12:46:36Z,2021-03-30T11:55:01Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,MBML-Herbario - Herbário Mello Leitão,BRA:MBML:MBML-HERBARIO:40746,"1161","Parque Estadual Turístico do Alto Ribeira, Núcleo Areado, Trilha da Serra do Facão, Divisa entre PETAR e a propriedade de Iara Pesec, Floresta Ombrófila Densa Montana",Iporanga,MBML-Herbario - Herbário Mello Leitão,"1123823424",pt,MBML-HERBARIO,BRA:MBML:MBML-HERBARIO:40746,Collection,"40746","F.M. Souza; N.M. Ivanauskas, D. Souza & A.A. Silva",MBML,Instituto Nacional da Mata Atlântica,Árvore 14m. Flores creme,J.B. Baitello/09-09-2009,Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"1899744812",Ocotea aciphylla (Nees) Mez,-23.4,-45.183333,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:58Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7304296","6","7707728","220","407","6688","3034076","7304296","7304296",Ocotea aciphylla (Nees) Mez,Plantae,Tracheophyta,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea,aciphylla,SPECIES,ACCEPTED,NA,"1017.5","27.5",NA,São Paulo,"2009",NA,NA,2009-01-01T00:00:00Z,2021-03-01T19:32:32Z,2021-04-08T12:43:58Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:200128,M882,Parque Estadual da Serra do Mar,São Luiz do Paraitinga,UEC - Herbário da Universidade Estadual de Campinas,"1899744812",pt,UEC,BRA:UNICAMP:UEC:200128,Collection,"200128","Padgurschi, MCG; Belinello, R",UNICAMP,Universidade Estadual de Campinas,Parcela M - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=32,NA,Ocotea aciphylla (Nees) Mez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
