X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,elevation,elevationAccuracy,collectionKey,locality,gadm,otherCatalogNumbers,fieldNotes,individualCount,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,habitat,higherGeography,higherClassification,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,institutionID,endDayOfYear,startDayOfYear,coordinateUncertaintyInMeters,references,county,preparations,georeferencedDate,verbatimEventDate,georeferenceProtocol,georeferenceSources,accessRights,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimElevation,fieldNumber,verbatimLocality,typeStatus,dynamicProperties,eventRemarks,verbatimCoordinateSystem,taxonRemarks,typifiedName,organismID,locationID,datasetID,recordedByIDs.type,recordedByIDs.value,informationWithheld,disposition,reproductiveCondition,identificationRemarks,previousIdentifications,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.7,-23.7,"1089265199",Mikania biformis DC.,-23.7,-45.7,"gass84,colmafu,inmano",08a179fe-9cd1-4d33-afef-266dd55c59cf,6cfcf69e-9ec1-48e1-be34-5201bdb63bd7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:11:52Z,2021-04-08T12:12:08Z,"263",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,2000-05-01T00:00:00Z,NA,São Paulo,"2000","4","21",2000-04-21T00:00:00Z,2020-11-04T20:28:38Z,2021-04-08T12:12:08Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEM - Herbário UEM,BRA:UEM:HUEM:6080,"273",São Sebastião,HUEM - Herbário UEM,"1089265199",pt,HUEM,BRA:UEM:HUEM:6080,Collection,"6080","Forster, W; C.Atanasio; L.P.Siqueira; M.C.M.Sorreano; Souza, SC; V.Buchianeri; Scalon, VR;",UEM,Universidade Estadual de Maringá,"Liana; flores creme e alvas","Moraes, M",Mikania biformis DC.,NA,NA,d4c2a220-e300-4ffa-9004-f6d98ac5a9b2,"Parque Estadual da Serra do Mar, Cachoeira, Floresta ombrófila densa submontana de encosta bem preservada, interior de mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.7,-23.7,"1094768456",Mikania biformis DC.,-23.7,-45.7,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:28Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2000","4","21",2000-04-21T00:00:00Z,2019-10-07T12:11:42Z,2021-04-08T12:39:28Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:50424,"273",São Sebastião,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094768456",pt,HUEFS,BRA:UEFS:HUEFS:50424,Collection,"50424","Forster, W.",UEFS,Universidade Estadual de Feira de Santana,"Floresta Ombrófila Densa ""de encosta - bem preservada"".",NA,Mikania biformis DC.,"130","0",NA,"Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do escorrega, às margens do rio Una.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.966667,-23.783333,"2452916010",Mikania biformis DC.,-23.783333,-45.966667,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:13Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,2001-10-01T00:00:00Z,NA,São Paulo,"1999","8","26",1999-08-26T00:00:00Z,2019-11-21T13:00:58Z,2021-04-12T14:22:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:360878,"337",Bertioga,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452916010",pt,SP,BRA:IBT:SP:360878,Collection,"360878","Sampaio, PSP; Martins, SE",Instituto de Botânica,Instituto de Botânica,NA,"Magenta, M",Mikania biformis DC.,NA,NA,ef48401a-d9e5-467c-b40a-0146618d38de,Praia do Itaguaré,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.8,-23.333333,"1089055284",Mikania biformis DC.,-23.333333,-44.8,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,NA,NA,São Paulo,"1995","9","24",1995-09-24T00:00:00Z,2021-03-01T19:24:42Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:103945,"146",Ubatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089055284",pt,UEC,BRA:UNICAMP:UEC:103945,Collection,"103945","Moraes, MD",UNICAMP,Universidade Estadual de Campinas,"liana a 3m de altura, flores brancas, perfumadas, estames castanhos. Pleno sol. Ocasional",NA,Mikania biformis DC.,NA,NA,a995cf02-345c-46db-8674-3415572615a6,"Planície Litorânea de Picinguaba, trilha das três lagoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.591778,-23.711492,"1089091326",Mikania biformis DC.,-23.711492,-48.591778,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,1988-01-01T00:00:00Z,NA,São Paulo,"1987","7","8",1987-07-08T00:00:00Z,2020-02-10T20:50:31Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:151107,"240",Angatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089091326",pt,UEC,BRA:UNICAMP:UEC:151107,Collection,"151107","Torres, RB; Figueiredo, N; Oliveira, AR",UNICAMP,Universidade Estadual de Campinas,"Trepadeira, frutos com papus branco.","Souza, T",Mikania biformis DC.,NA,NA,a995cf02-345c-46db-8674-3415572615a6,Estação Ecológica de Angatuba. Mata Secundária.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.35056,-23.423889,"1090531205",Mikania biformis DC.,-23.423889,-48.35056,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:53Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,1988-06-08T00:00:00Z,NA,São Paulo,"1987","7","8",1987-07-08T00:00:00Z,2019-01-25T17:38:44Z,2021-03-30T09:40:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,841aebec-2beb-4b59-96f1-fdf9d91ccff8,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:240,"240",Angatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090531205",pt,IAC,BRA:IAC:IAC:240,Collection,"240","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)",IAC,Instituto Agronômico de Campinas,NA,R.B. Torres,Mikania biformis DC.,NA,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,Estação Ecológica de Angatuba (IF),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.35056,-23.423889,"1090578053",Mikania biformis DC.,-23.423889,-48.35056,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:51Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,1988-06-08T00:00:00Z,NA,São Paulo,"1987","7","8",1987-07-08T00:00:00Z,2019-01-25T17:38:44Z,2021-03-30T09:40:51Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,841aebec-2beb-4b59-96f1-fdf9d91ccff8,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:51197,"240",Angatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090578053",pt,IAC,BRA:IAC:IAC:51197,Collection,"51197","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)",IAC,Instituto Agronômico de Campinas,NA,T. Souza,Mikania biformis DC.,NA,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,Estação Ecológica de Angatuba (IF),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.3,-23.75,"2452813972",Mikania biformis DC.,-23.75,-45.3,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,2011-10-10T00:00:00Z,NA,São Paulo,"1980","11","26",1980-11-26T00:00:00Z,2019-11-21T13:00:58Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:178678,"3918",Santo André,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452813972",pt,SP,BRA:IBT:SP:178678,Collection,"178678","Rosa, NA; Murça Pires, J",Instituto de Botânica,Instituto de Botânica,"Cipó sobre árvore a 10m alt., flor branca","Nascimento, GS",Mikania biformis DC.,"820","70",ef48401a-d9e5-467c-b40a-0146618d38de,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.017404,-23.798221,"1928831110",Mikania biformis DC.,-23.798221,-46.017404,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:37Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8426323","6","7707728","220","414","3065","7722389","8426323","8426323",Mikania biformis DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania biformis,Mikania,biformis,SPECIES,ACCEPTED,NA,SOUTH_AMERICA,São Paulo,"1978","9","8",1978-09-08T00:00:00Z,NA,2021-03-30T13:06:37Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,4b1ed7a9-3839-47e5-bf77-f97b24470f96,s.n.,NA,Vascular plants,"1928831110",en,NY,4b1ed7a9-3839-47e5-bf77-f97b24470f96,PhysicalObject,"797216",F. Oliveira,NY,NA,Material referência de estudo Quimico,NA,Mikania biformis DC.,NA,NA,b2190553-4505-4fdd-8fff-065c8ca26f72,Bertioga,NA,NA,NA,NA,NA,ICN,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,"25","25","20636.57",http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=716295,Bertioga,sheet,2016-03-03,08 Sep 1978,"Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.742333,-24.815083,"1316182418",Mikania diversifolia DC.,-24.815083,-47.742333,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5398576","6","7707728","220","414","3065","7722389","5398576","5398576",Mikania diversifolia DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,Mikania diversifolia,Mikania,diversifolia,SPECIES,ACCEPTED,2000-09-25T00:00:00Z,NA,São Paulo,"1994","9","7",1994-09-07T00:00:00Z,2021-03-01T19:24:42Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:76710,"145",Pariquera-Açu,UEC - Herbário da Universidade Estadual de Campinas,"1316182418",pt,UEC,BRA:UNICAMP:UEC:76710,Collection,"76710","Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA",UNICAMP,Universidade Estadual de Campinas,Inflorescência creme.,"Ritter, MR",Mikania diversifolia DC.,NA,NA,a995cf02-345c-46db-8674-3415572615a6,Acesso de terra Pariquera-mirim - Sabaúna.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
