X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,institutionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,decimalLatitude,decimalLongitude,collectionKey,geodeticDatum,elevation,elevationAccuracy,otherCatalogNumbers,fieldNotes,continent,references,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,preparations,startDayOfYear,collectionID,habitat,verbatimElevation,georeferenceSources,created,associatedSequences,higherClassification,taxonID,nomenclaturalStatus,bibliographicCitation,individualCount,georeferencedDate,georeferenceProtocol,coordinateUncertaintyInMeters,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,fieldNumber,rights,identificationQualifier,accessRights,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimLocality,typeStatus,typifiedName,recordedByIDs.type,recordedByIDs.value,informationWithheld,dynamicProperties,datasetID,taxonRemarks,organismID,locationID,verbatimCoordinateSystem,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,identificationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.903611,-23.100556,"1913577701",Esenbeckia leiocarpa Engl.,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2016-11-25T00:00:00Z,Sp,"2016","11","25",2016-11-25T00:00:00Z,2021-03-04T18:46:29Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:52410,"28",Floresta Estadual de Avaré I,Avaré,SPSF - Herbário Dom Bento José Pickel,"1913577701",pt,SPSF,BRA:IF:SPSF:52410,Collection,"52410",Z.Valério & J.C.Santos & J.D.Souza,IF,Instituto Florestal,"COLETA: Árvore com 20m de altura. Flores na cor amarela.; GEOGRAFIA: Lado esquerdo da Trilha do Lajeado.;",R. Cielo-Filho,Esenbeckia leiocarpa Engl.,-23.100556,-48.903611,835c4b58-e96d-49cc-b711-0f3de04547c0,WGS84,"70","0",NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.82555,-22.77873,"2459855120",Esenbeckia leiocarpa Engl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2015-07-02T00:00:00Z,São Paulo,"2015","7","2",2015-07-02T00:00:00Z,2020-11-04T15:16:08Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:133012,"106.0",Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.,Piracicaba,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459855120",pt,ESA,BRA:ESALQ:ESA:133012,Collection,"133012","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.",Universidade de São Paulo,Universidade de São Paulo,"Árvore, ca. 10m.","Kochanovski, F. J.",Esenbeckia leiocarpa Engl.,-22.77873,-47.82555,51c61583-68fb-4e49-bc5d-729aa098bc43,WGS84,"545","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.82393,-22.7782,"2459855966",Esenbeckia leiocarpa Engl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2015-07-03T00:00:00Z,São Paulo,"2015","7","3",2015-07-03T00:00:00Z,2020-11-04T15:16:08Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:133062,"113.0","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.",Piracicaba,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459855966",pt,ESA,BRA:ESALQ:ESA:133062,Collection,"133062","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.",Universidade de São Paulo,Universidade de São Paulo,Árvore.,"Mansur, A.",Esenbeckia leiocarpa Engl.,-22.7782,-47.82393,51c61583-68fb-4e49-bc5d-729aa098bc43,WGS84,"553","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.66292,-22.9241,"2459859367",Esenbeckia leiocarpa Engl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2015-07-06T00:00:00Z,São Paulo,"2015","7","4",2015-07-04T00:00:00Z,2020-11-04T14:19:05Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:134516,"911.0",Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.,Mombuca,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459859367",pt,ESA,BRA:ESALQ:ESA:134516,Collection,"134516","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.",Universidade de São Paulo,Universidade de São Paulo,"Árvore, ca. 15m.","Rodrigues, S. S.",Esenbeckia leiocarpa Engl.,-22.9241,-47.66292,51c61583-68fb-4e49-bc5d-729aa098bc43,WGS84,"585","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.4017,-22.5647,"1932793435",Esenbeckia leiocarpa Engl.,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:53Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2018-08-07T00:00:00Z,São Paulo,"2015","8","5",2015-08-05T00:00:00Z,2020-01-27T21:26:09Z,2021-03-30T09:40:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:56811,"5411",Chácara Pinhal,Limeira,IAC - Herbário do Instituto Agronômico de Campinas,"1932793435",pt,IAC,BRA:IAC:IAC:56811,Collection,"56811","J. Cordeiro; V. Ariati & E.C. Nardin",IAC,Instituto Agronômico de Campinas,"Coordenadas do material: 22º32#?#09""S, 47º16#?#19""W",J. Cordeiro,Esenbeckia leiocarpa Engl.,-22.5647,-47.4017,cb38d6b5-89fd-4aac-9ea7-7d37201df368,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.271944,-22.535833,"2284123325",Esenbeckia leiocarpa Engl.,"gass84,colmafu,diffown",3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,ab5c0b99-5af3-4958-b03c-0b7e85481cc1,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:42:12Z,2021-04-08T12:46:28Z,"244",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2018-08-07T00:00:00Z,São Paulo,"2015","8","5",2015-08-05T00:00:00Z,2020-12-21T19:44:08Z,2021-04-08T12:46:28Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,MBM - Herbário do Museu Botânico Municipal,BRA:MBM:MBM:414056,"5411",Chácara Pinhal,Limeira,MBM - Herbário do Museu Botânico Municipal,"2284123325",pt,MBM,BRA:MBM:MBM:414056,Collection,"414056","Cordeiro, J.; Ariati, V.; Nardin, E.; Ariati, V.; Nardin, E.",MBM,Museu Botânico Municipal de Curitiba,"Arbusto, 3,50m de altura. Frutos imaturos verdes.; Floresta Estacional Semidecidual.","Cordeiro, J.",Esenbeckia leiocarpa Engl.,-22.535833,-47.271944,d3b42067-b567-4d47-a136-bb5d52ed32fc,WGS84,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.624722,-22.709167,"1423916533",Esenbeckia leiocarpa Engl.,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:23Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,NA,São Paulo,"2014","12","4",2014-12-04T00:00:00Z,NA,2021-04-06T14:39:23Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:1141567,"2050","Campus da Esalq, em frente ao herbário",Piracicaba,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1423916533",NA,RB,urn:catalog:JBRJ:RB:1141567,Physical Object,RB01141567,G.D. Colletta,JBRJ,NA,NA,G.D. Colletta,Esenbeckia leiocarpa Engl.,-22.709167,-47.624722,NA,WGS84,"550",NA,RB 654120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.025,-22.573056,"1087664015",Esenbeckia leiocarpa Engl.,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2012-10-01T00:00:00Z,São Paulo,"2012","10","4",2012-10-04T00:00:00Z,2020-12-11T14:41:11Z,2021-04-08T12:21:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:170843,"776","Jardim Botânico Municipal de Bauru, Trilha ecológica.",Bauru,BHCB - Herbário da Universidade Federal de Minas Gerais,"1087664015",pt,BHCB,BRA:UFMG:BHCB:170843,Collection,"170843","Biral, L; Rangel, JC",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Árvore, 8 m de altura, folhas cartáceas, frutos imaturos verdes.; Floresta estacional semidecidual.",NA,Esenbeckia leiocarpa Engl.,-22.573056,-49.025,b5e442dc-03c0-45f5-b326-1b481914dfde,WGS84,"0","0",NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.533333,-22.383333,"1089109846",Esenbeckia leiocarpa Engl.,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2011-05-01T00:00:00Z,Rio de Janeiro,"2011","5","3",2011-05-03T00:00:00Z,2021-03-01T19:40:26Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,TRUE,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:173887,"611",Campus Unesp Bela Vista.,Rio Claro,UEC - Herbário da Universidade Estadual de Campinas,"1089109846",pt,UEC,BRA:UNICAMP:UEC:173887,Collection,"173887","Biral; Saka, MN",UNICAMP,Universidade Estadual de Campinas,"Árvore, 10m, folhas cartáceas, frutos imaturos verdes, maduros deiscentes se aplicando por cinco fendas, arilo amarelado.; Jardim experimental.",Biral,Esenbeckia leiocarpa Engl.,-22.383333,-47.533333,a995cf02-345c-46db-8674-3415572615a6,WGS84,"626","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.533333,-22.383333,"1944964199",Esenbeckia leiocarpa Engl.,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:31Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5592987","6","7707728","220","933","2396","3190391","5592987","5592987",Esenbeckia leiocarpa Engl.,Plantae,Tracheophyta,Sapindales,Rutaceae,Esenbeckia,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,SPECIES,ACCEPTED,VU,2011-05-01T00:00:00Z,São Paulo,"2011","5","3",2011-05-03T00:00:00Z,2019-11-13T14:30:50Z,2021-03-30T09:57:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,TRUE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:224530,"611","Campus Unesp Bela Vista, Jardim Experimental.",Rio Claro,SPF - Herbário da Universidade de São Paulo,"1944964199",pt,SPF,BRA:USP:SPF:224530,Collection,"224530","Biral dos Santos, L",USP,Universidade de São Paulo,NA,"Biral dos Santos, L",Esenbeckia leiocarpa Engl.,-22.383333,-47.533333,NA,WGS84,"626","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
