X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,infraspecificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,collectionKey,continent,institutionKey,otherCatalogNumbers,gadm,individualCount,preparations,higherGeography,georeferenceProtocol,dynamicProperties,fieldNumber,higherClassification,fieldNotes,county,accessRights,coordinateUncertaintyInMeters,references,institutionID,verbatimElevation,georeferencedDate,verbatimEventDate,nomenclaturalCode,endDayOfYear,startDayOfYear,collectionID,georeferenceSources,habitat,datasetID,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,nomenclaturalStatus,taxonID,bibliographicCitation,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,coordinatePrecision,verbatimTaxonRank,georeferenceVerificationStatus,identificationID,identificationQualifier,georeferencedBy,http...unknown.org.recordId,rights,http...unknown.org.recordEnteredBy,identificationRemarks,eventRemarks,verbatimLocality,previousIdentifications,reproductiveCondition,projectId,namePublishedInYear,nameAccordingTo,acceptedNameUsage,verbatimCoordinateSystem,locationID,parentNameUsage,typeStatus,georeferenceRemarks,organismID,taxonRemarks,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,iucnRedListCategory,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.42,-22.801944,"1427529900",Miconia cinerascens Miq.,-22.801944,-45.42,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2017-01-01T00:00:00Z,NA,NA,São Paulo,"2014","7","20",2014-07-20T00:00:00Z,2021-03-01T19:34:33Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:194670,"3199","Fazenda Lavrinhas, áreas de parcelas do Cleiton, Fernanda e Carol.",Guaratinguetá,UEC - Herbário da Universidade Estadual de Campinas,"1427529900",pt,UEC,BRA:UNICAMP:UEC:194670,Collection,"194670","Monge, M; Volet, DP",UNICAMP,Universidade Estadual de Campinas,"Árvore, 3,0 m de altura, flores com fauce amarela e antera rosea.; Floresta ombrófila mista alto montana","Goldenberg, R",Miconia cinerascens Miq.,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.42,-22.801944,"1587297461",Miconia cinerascens Miq.,-22.801944,-45.42,"gass84,colmafu,inmano",a51fa32f-831d-49d6-8b8a-c7b52ae65b3b,f6e2efc9-42a3-47ea-99c6-3eda8d653cc9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:13:16Z,2021-04-08T12:13:59Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2017-01-01T00:00:00Z,NA,NA,São Paulo,"2014","7","20",2014-07-20T00:00:00Z,2021-02-11T20:19:56Z,2021-04-08T12:13:59Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UPCB - Herbário do Departamento de Botânica,BRA:UFPR:UPCB:90515,"3199","Fazenda Lavrinhas, áreas de parcelas do Cleiton, Fernanda e Carol",Guaratinguetá,UPCB - Herbário do Departamento de Botânica,"1587297461",pt,UPCB,BRA:UFPR:UPCB:90515,Collection,"90515","Monge, M. | Volet, D.P.",UFPR,Universidade Federal do Paraná,"Floresta Ombrófila mista alto montana. Árvore 3,0 m de altura, flores com fauce amarela e antera rósea..","Goldenberg, R.",Miconia cinerascens Miq.,984ad7e0-f17d-4980-9d12-2c3c9509162e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.766667,-23.183333,"1086915763",Miconia cinerascens Miq.,-23.183333,-45.766667,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,NA,NA,NA,Sp,"2013","2","19",2013-02-19T00:00:00Z,2021-03-04T18:45:01Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:47550,"90",PECJ,Campos do Jordão,SPSF - Herbário Dom Bento José Pickel,"1086915763",pt,SPSF,BRA:IF:SPSF:47550,Collection,"47550",T.E.Barreto,IF,Instituto Florestal,"COLETA: Árvore.&nf;3 duplicatas; GEOGRAFIA: FOD - Altomontana;",NA,Miconia cinerascens Miq.,835c4b58-e96d-49cc-b711-0f3de04547c0,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.35173,-24.03059,"2459850647",Miconia cinerascens Miq.,-24.03059,-47.35173,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"2013","3","30",2013-03-30T00:00:00Z,2020-11-04T14:13:36Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128456,"900.0","Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459850647",pt,ESA,BRA:ESALQ:ESA:128456,Collection,"128456","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,arbusto ver numero,NA,Miconia cinerascens Miq.,51c61583-68fb-4e49-bc5d-729aa098bc43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.680556,-24.418333,"1086916985",Miconia cinerascens Miq.,-24.418333,-48.680556,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:41Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2012-12-30T00:00:00Z,"890","0",Sp,"2012","12","18",2012-12-18T00:00:00Z,2021-03-04T18:45:01Z,2021-04-08T12:14:41Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:48928,"1718",Gleba Banhado Grande,Apiaí,SPSF - Herbário Dom Bento José Pickel,"1086916985",pt,SPSF,BRA:IF:SPSF:48928,Collection,"48928",F. A. R. D. P. Arzolla & F.E.S.P.Vilela & N.M.Ivanauskas,IF,Instituto Florestal,"COLETA: Árvore com flores.; GEOGRAFIA: Floresta Ombrófila Densa Aluvial. Floresta inicial.;",N.M.Ivanauskas,Miconia cinerascens Miq.,835c4b58-e96d-49cc-b711-0f3de04547c0,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.616667,-22.731944,"1424377509",Miconia cinerascens var. robusta Wurdack,-22.731944,-44.616667,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:18Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3869873","6","7707728","220","690","6683","3188558","3869874","3869873",Miconia cinerascens var. robusta Wurdack,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,robusta,VARIETY,ACCEPTED,NA,"1520",NA,São Paulo,"2011","10","6",2011-10-06T00:00:00Z,NA,2021-04-06T14:39:18Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:673425,"1178","na margem da estrada em direção à Pousada Campos da Bocaina. na borda alterada da mata. Parque Nacional da Serra da Bocaina; Lageado;",São José do Barreiro,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424377509",NA,RB,urn:catalog:JBRJ:RB:673425,Physical Object,RB00673425,"J.F.A. Baumgratz; C. Mynssen, F.M. Pinheiro, T. Meneguzzo & R. Ribeiro",JBRJ,NA,"Arvoreta ca. 1,8 m alt., semi-heliófilo; ramos cinéreos; pecíolo e face abaxial das folhas verde-claro a alvo-pardacento; face adaxial das folhas verde, brilhosa; inflorescências bem jovens pardacentas.",NA,Miconia cinerascens var. robusta Wurdack,NA,NA,NA,RB 526015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.616389,-22.733056,"1089107183",Miconia cinerascens Miq.,-22.733056,-44.616389,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2013-01-01T00:00:00Z,"1500","0",São Paulo,"2009","3","16",2009-03-16T00:00:00Z,2021-03-01T19:34:33Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:170925,"9826",Roa from São José do Barreiro (SP-221) to the entrace of Parque Nacional Serra da Bocaina between Km24 and Km27.,São José do Barreiro,UEC - Herbário da Universidade Estadual de Campinas,"1089107183",pt,UEC,BRA:UNICAMP:UEC:170925,Collection,"170925","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R",UNICAMP,Universidade Estadual de Campinas,"Shrub or tree to 3m tall. Berries green turning reddish orange and ultimately purplish black at maturity. Common.; Disturbed Mata Atlântica vegetation.","Goldenberg, R",Miconia cinerascens Miq.,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.61657,-22.73318,"1426453359",Miconia cinerascens Miq.,-22.73318,-44.61657,"gass84,colmafu,inmafu",f934f8e2-32ca-46a7-b2f8-b032a4740454,66522820-055c-11d8-b84e-b8a03c50a862,a43950ae-eb88-4ef4-bfff-43bcf12885ad,US,DWC_ARCHIVE,2021-04-14T01:14:44Z,2021-04-14T01:22:53Z,"365",66522820-055c-11d8-b84e-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,NA,"1501","8",São Paulo,"2009","3","16",2009-03-16T00:00:00Z,NA,2021-04-14T01:22:53Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,urn:catalog:CAS:BOT-BC:398162,"9826",Municipio São Jose do Barreiro. Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.,NA,NA,"1426453359",en,CASBOT-BC,urn:catalog:CAS:BOT-BC:398162,PhysicalObject,"398162","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.",CASC,NA,Shrub or tree to 3 m tall. Berries green turning reddish orange and ultimately purplish black at maturity. Common.,R. Goldenberg,Miconia cinerascens Miq.,b70854fa-d05f-4512-a3ef-c103567657d4,SOUTH_AMERICA,d2a27206-87ab-47ea-b5fc-d2e57054b688,urn:catalog:CAS:BOT:1106590 | CAS 1106590,NA,NA,NA,"South America; Brazil; São Paulo",NA,NA,NA,"Plantae; Spermatophyta; Magnoliopsida; Myrtales; Melastomataceae",NA,NA,NA,NA,NA,http://grscicoll.org/institution/california-academy-sciences,1493-1509 m,NA,16 March 2009,ICBN,NA,"75",http://grscicoll.org/institutional-collection/botany,NA,Disturbed Mata Atlântica vegetation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.460833,-23.783056,"1424407058",Miconia cinerascens var. robusta Wurdack,-23.783056,-46.460833,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:19Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3869873","6","7707728","220","690","6683","3188558","3869874","3869873",Miconia cinerascens var. robusta Wurdack,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,robusta,VARIETY,ACCEPTED,NA,NA,NA,São Paulo,"2008","6","5",2008-06-05T00:00:00Z,NA,2021-04-06T14:39:19Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:704262,"77","Parque Andreense, Clube Campista da Mercedes.",Santo André,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424407058",NA,RB,urn:catalog:JBRJ:RB:704262,Physical Object,RB00704262,"G. Pelisari; F. Búgola-Silva, A.M.K. Yang, C.T.R. Garrido, R.J. Almeida-Scabbia",JBRJ,NA,"Arvoreta 4,0m alt. Frutos de verde rosado até roxo.",M.K. Caddah,Miconia cinerascens var. robusta Wurdack,NA,NA,NA,RB 544659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.63,-22.675278,"1086906145",Miconia cinerascens Miq.,-22.675278,-45.63,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2008-03-31T00:00:00Z,"1770","0",Sp,"2007","3","23",2007-03-23T00:00:00Z,2021-03-04T18:45:01Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:37479,"1075",acesso ao Pico do Itapeva,Campos do Jordão,SPSF - Herbário Dom Bento José Pickel,"1086906145",pt,SPSF,BRA:IF:SPSF:37479,Collection,"37479",F. A. R. D. P. Arzolla & G.C.R.de Paula,IF,Instituto Florestal,"COLETA: Floresta Ombrófila Densa Alto-montana. &nf;Árvore 3m, frutos imaturos de coloração vermelho-alaranjado.; GEOGRAFIA: Margem da estrada.;",F. A. R. D. P. Arzolla,Miconia cinerascens Miq.,835c4b58-e96d-49cc-b711-0f3de04547c0,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.464444,-22.691667,"1086906350",Miconia cinerascens Miq.,-22.691667,-45.464444,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3869874","6","7707728","220","690","6683","3188558","3869874","3869874",Miconia cinerascens Miq.,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,NA,SPECIES,ACCEPTED,2007-06-09T00:00:00Z,"1467","0",Sp,"2007","3","16",2007-03-16T00:00:00Z,2021-03-04T18:45:01Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:37704,"207",Trilha da Cachoeira,Campos do Jordão,SPSF - Herbário Dom Bento José Pickel,"1086906350",pt,SPSF,BRA:IF:SPSF:37704,Collection,"37704",R.T. Polisel & N.M.Ivanaukas & M.C.Assis & R.Esteves,IF,Instituto Florestal,"COLETA: Arvoreta 2m, frutos vermelhos; GEOGRAFIA: Área da fitossociologia;",R.T. Polisel,Miconia cinerascens Miq.,835c4b58-e96d-49cc-b711-0f3de04547c0,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.629722,-22.675306,"1089100264",Miconia cinerascens var. cinerascens,-22.675306,-45.629722,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7932516","6","7707728","220","690","6683","3188558","3869874","7932516",Miconia cinerascens var. cinerascens,Plantae,Tracheophyta,Myrtales,Melastomataceae,Miconia,Miconia cinerascens,Miconia,cinerascens,cinerascens,VARIETY,ACCEPTED,2012-01-01T00:00:00Z,"1770","0",São Paulo,"2007","3","23",2007-03-23T00:00:00Z,2021-03-01T19:34:33Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:161781,"1075",Estrada para o Pico do Itapeva.,Campos do Jordão,UEC - Herbário da Universidade Estadual de Campinas,"1089100264",pt,UEC,BRA:UNICAMP:UEC:161781,Collection,"161781","Arzolla, FARDP; Paula, GCR",UNICAMP,Universidade Estadual de Campinas,"Árvore, 3 metros, frutos vermelhos-alaranjados.; Floresta Ombrófila Densa Alto-Montana.","Caddah, MK",Miconia cinerascens var. cinerascens,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
