X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,individualCount,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,preparations,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,continent,institutionKey,nomenclaturalStatus,nomenclaturalCode,county,fieldNumber,taxonID,bibliographicCitation,collectionID,otherCatalogNumbers,fieldNotes,gadm,identificationQualifier,organismQuantity,organismQuantityType,eventID,http...rs.tdwg.org.dwc.terms.organismQuantity,institutionID,http...rs.tdwg.org.dwc.terms.organismQuantityType,verbatimCoordinateSystem,disposition,locationID,datasetID,accessRights,verbatimTaxonRank,identificationID,references,habitat,verbatimEventDate,endDayOfYear,startDayOfYear,georeferenceSources,verbatimElevation,verbatimLocality,higherClassification,identificationRemarks,rights,coordinateUncertaintyInMeters,georeferencedBy,dynamicProperties,http...unknown.org.recordId,georeferenceVerificationStatus,http...unknown.org.recordEnteredBy,reproductiveCondition,higherGeography,georeferenceProtocol,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,organismID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeographyID,vernacularName,georeferencedDate,eventRemarks,locationRemarks,lifeStage,informationWithheld,previousIdentifications,typeStatus,typifiedName,recordedByIDs.type,recordedByIDs.value,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,iucnRedListCategory,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.086761,-22.863721,"1090581662",Aspidosperma parvifolium A.DC.,-22.863721,-47.086761,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:49Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,2013-09-04T00:00:00Z,NA,NA,São Paulo,"2013","9","4",2013-09-04T00:00:00Z,2020-01-27T21:24:17Z,2021-03-30T09:40:49Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:54859,"12","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do abacateiro, L13, P28",Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090581662",pt,IAC,BRA:IAC:IAC:54859,Collection,NA,"54859",L.B. Évora & L.C. Bernacci,IAC,Instituto Agronômico de Campinas,NA,L.B. Évora & L.C. Bernacci,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.747834,-21.123539,"1090579788",Aspidosperma parvifolium A.DC.,-21.123539,-47.747834,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,2001-10-30T00:00:00Z,NA,NA,São Paulo,"2001","10","30",2001-10-30T00:00:00Z,2020-01-27T21:24:17Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:52973,"76",reserva 121,Ribeirão Preto,IAC - Herbário do Instituto Agronômico de Campinas,"1090579788",pt,IAC,BRA:IAC:IAC:52973,Collection,NA,"52973",O. Kotchetkoff-Henriques & A. Furlan (2),IAC,Instituto Agronômico de Campinas,"foram encontradas galhas em algumas folhas, coordenadas do material UTM 0214575-7661712",L.C. Bernacci & O. Kotchetkoff-Henriques,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.8842,-23.1864,"2285831297",Aspidosperma parvifolium A.DC.,-23.1864,-46.8842,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:49Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1997-08-04T00:00:00Z,NA,NA,São Paulo,"1994","9","28",1994-09-28T00:00:00Z,2020-02-20T17:36:42Z,2021-03-30T09:40:49Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:29345,"658","IAC, Estação Experimental",Jundiaí,IAC - Herbário do Instituto Agronômico de Campinas,"2285831297",pt,IAC,BRA:IAC:IAC:29345,Collection,NA,"29345","S.L. Jung-Mendaçolli; E.G. Cardoso & A.M.C. Silva",IAC,Instituto Agronômico de Campinas,NA,L.C. Bernacci & R.B. Torres,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"1989874435",Aspidosperma parvifolium A.DC.,-19.916667,-49.516667,"gass84,colmafu,inmano",f70fdd5a-e761-43b6-a854-462826cc7933,92bd7d31-3255-4f1c-8552-cbb6fbe60478,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:22:05Z,2021-04-08T12:22:12Z,"249",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"1993","8","3",1993-08-03T00:00:00Z,2020-06-22T17:18:08Z,2021-04-08T12:22:12Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,e8753287-446f-4ea2-8303-a342b9985fc8,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SJRP - Herbário de São José do Rio Preto,BRA:UNESP-IBILCE:SJRP:10242,NA,Estação Ecológica de Paulo de Faria,Paulo de Faria,SJRP - Herbário de São José do Rio Preto,"1989874435",pt,SJRP,BRA:UNESP-IBILCE:SJRP:10242,Collection,NA,"10242",Valéria Stranghetti,UNESP-IBILCE,Universidade Estadual Paulista,"Árvore, ca. 30m, fruto. Beira da mata, lado esquerdo. (Estação de coleta 3);",NA,Aspidosperma parvifolium A.DC.,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46,-23.58333,"1261123324",Aspidosperma parvifolium A.DC.,-23.58333,-46,"gass84,osiic,ambcol,inmafu",7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2021-04-13T10:49:47Z,2021-04-13T11:22:58Z,"168",90fd6680-349f-11d8-aa2d-b8a03c50a862,PRESERVED_SPECIMEN,"1",PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,NA,"860",NA,São Paulo,"1987","2","4",1987-02-04T00:00:00Z,NA,2021-04-13T11:22:58Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Missouri Botanical Garden,urn:catalog:MO:Tropicos:422046,Custodio Filho 4652,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 8",NA,Tropicos,"1261123324",NA,MO,urn:catalog:MO:Tropicos:422046,PhysicalObject,NA,"422046",A. Custodio Filho|Alwyn H. Gentry,MO,MOBOT,NA,S. Graff '93,Aspidosperma parvifolium A.DC.,SOUTH_AMERICA,1be3aa67-8f90-4309-92f4-bd55426a8c09,No opinion,ICNafp,NA,87-9,"1802203",http://www.tropicos.org/Specimen/422046,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.31,-23.2217,"1090551682",Aspidosperma parvifolium A.DC.,-23.2217,-45.31,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:54Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1969-10-10T00:00:00Z,NA,NA,São Paulo,"1969","10","10",1969-10-10T00:00:00Z,2020-01-27T21:24:14Z,2021-03-30T09:40:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:22947,s/nº,NA,São Luís do Paraitinga,IAC - Herbário do Instituto Agronômico de Campinas,"1090551682",pt,IAC,BRA:IAC:IAC:22947,Collection,NA,"22947",H.F. Leitão Filho,IAC,Instituto Agronômico de Campinas,NA,H.F. Leitão Filho,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.668492,-22.694886,"1090539194",Aspidosperma parvifolium A.DC.,-22.694886,-46.668492,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:56Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1947-10-09T00:00:00Z,NA,NA,São Paulo,"1947","10","9",1947-10-09T00:00:00Z,2020-01-27T21:24:14Z,2021-03-30T09:40:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:9066,s/nº,"IAC, Estação Experimental, área nativa",Monte Alegre do Sul,IAC - Herbário do Instituto Agronômico de Campinas,"1090539194",pt,IAC,BRA:IAC:IAC:9066,Collection,NA,"9066",J.A. Cunha,IAC,Instituto Agronômico de Campinas,NA,J.A. Cunha,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"1090537888",Aspidosperma parvifolium A.DC.,-23.5475,-46.6361,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:51Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,1934-07-15T00:00:00Z,NA,NA,São Paulo,"1934","7","15",1934-07-15T00:00:00Z,2020-01-27T21:24:14Z,2021-03-30T09:40:51Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:7534,s/nº,Horto Florestal,São Paulo,IAC - Herbário do Instituto Agronômico de Campinas,"1090537888",pt,IAC,BRA:IAC:IAC:7534,Collection,NA,"7534",M. Koscinski,IAC,Instituto Agronômico de Campinas,NA,M. Koscinski,Aspidosperma parvifolium A.DC.,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.65972,-22.40444,"1144559597",Aspidosperma parvifolium A.DC.,-22.40444,-48.65972,"gass84,rdativ,colmano,inmafu",63e9e22d-a649-4087-b39e-acb1651af077,43a26bbf-466a-4335-96cc-01d0656c614a,6040a0d6-f762-11e1-a439-00145eb45e9a,CH,BIOCASE,2021-04-18T05:14:56Z,2021-04-18T06:30:16Z,"147",43a26bbf-466a-4335-96cc-01d0656c614a,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-18T06:30:16Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,NA,NA,São Paulo - Ubatuba. Brésil méridional/Estado de São Paulo,NA,NA,"1144559597",NA,Geneva Herbarium – De Candolle's Prodromus (G-DC),NA,NA,NA,G-DC-140528/1,"Guillemin, J. B. A. (Coll. HERBIER DE CANDOLLE)",G,NA,NA,CAT.HERB.PRODR. (2007),Aspidosperma parvifolium A.DC.,NA,d200fcbc-972e-4488-bcb6-eaa47209148d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOLOTYPE,Aspidosperma parvifolium A. DC.,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.65972,-22.40444,"1144568196",Aspidosperma parvifolium A.DC.,-22.40444,-48.65972,"gass84,rdativ,colmano,inmafu",f577c9f3-ae71-4278-b6bf-512ba1dfaa21,43a26bbf-466a-4335-96cc-01d0656c614a,6040a0d6-f762-11e1-a439-00145eb45e9a,CH,BIOCASE,2021-04-14T17:31:42Z,2021-04-14T20:33:18Z,"147",43a26bbf-466a-4335-96cc-01d0656c614a,PRESERVED_SPECIMEN,NA,PRESENT,"3617528","6","7707728","220","412","6701","7316607","3617528","3617528",Aspidosperma parvifolium A.DC.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma parvifolium,Aspidosperma,parvifolium,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-14T20:33:18Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,NA,NA,"São Paulo - Brésil méridional, Ubatuba, bois utile fourche nom de Piqueia/Estado de São Paulo",NA,NA,"1144568196",NA,Geneva Herbarium – General Collection (G),NA,NA,NA,G-G-154872/1,"Guillemin, J. B. A.",G,NA,NA,NA,Aspidosperma parvifolium A.DC.,NA,d200fcbc-972e-4488-bcb6-eaa47209148d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISOTYPE,Aspidosperma parvifolium A. DC.,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
