X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,individualCount,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,continent,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,nomenclaturalStatus,identifier,recordNumber,nomenclaturalCode,county,locality,datasetName,fieldNumber,gbifID,collectionCode,occurrenceID,type,taxonID,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,bibliographicCitation,collectionID,identifiedBy,name,elevationAccuracy,identificationQualifier,modified,gadm,collectionKey,municipality,language,occurrenceRemarks,dateIdentified,preparations,otherCatalogNumbers,fieldNotes,establishmentMeans,verbatimEventDate,higherGeography,georeferenceRemarks,previousIdentifications,verbatimElevation,georeferenceSources,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,institutionID,higherClassification,references,habitat,endDayOfYear,startDayOfYear,verbatimLocality,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,coordinateUncertaintyInMeters,georeferencedDate,georeferenceProtocol,organismID,locationID,datasetID,accessRights,typeStatus,infraspecificEpithet,disposition,organismRemarks,locationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.283333,-24.133333,"1424439855",Aspicarpa sericea Griseb.,-24.133333,-49.283333,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:33Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,NA,PRESENT,"7373964","6","7707728","220","1414","6676","3191297","7373964","7373964",Aspicarpa sericea Griseb.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Aspicarpa,Aspicarpa sericea,Aspicarpa,sericea,SPECIES,ACCEPTED,NA,NA,São Paulo,"2003","11","13",2003-11-13T00:00:00Z,2021-04-06T14:39:33Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,NA,urn:catalog:JBRJ:RB:759289,"3640",NA,NA,A 4 km de Itararé para Bom Sucesso de Itararé,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,"1424439855",RB,urn:catalog:JBRJ:RB:759289,Physical Object,NA,RB00759289,"J. Paula-Souza; et al.",JBRJ,NA,NA,NA,V.C. Souza,Aspicarpa sericea Griseb.,NA,NA,NA,NA,NA,Itararé,NA,"Erva, 15-20 cm altura, flores amarelas",NA,NA,RB 568116,Beira de estrada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.17,-24.08,"2459950673",Aspicarpa sericea Griseb.,-24.08,-49.17,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:42Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"7373964","6","7707728","220","1414","6676","3191297","7373964","7373964",Aspicarpa sericea Griseb.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Aspicarpa,Aspicarpa sericea,Aspicarpa,sericea,SPECIES,ACCEPTED,"840",NA,São Paulo,"2003","11","13",2003-11-13T00:00:00Z,2021-04-08T12:22:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,NA,BRA:ESALQ:ESA:85428,"3640.0",NA,NA,4km de Itararé para Bom Sucesso de Itararé. Beira de estrada,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,NA,"2459950673",ESA,BRA:ESALQ:ESA:85428,Collection,NA,"85428","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.",Universidade de São Paulo,Universidade de São Paulo,NA,NA,"Souza, V.C.",Aspicarpa sericea Griseb.,"0",NA,2020-11-04T14:12:27Z,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,Itararé,pt,"Erva, 15-20cm alt., flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
