X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,name,elevation,elevationAccuracy,continent,collectionKey,occurrenceRemarks,gadm,institutionKey,habitat,higherGeography,georeferenceProtocol,eventRemarks,higherClassification,otherCatalogNumbers,fieldNotes,verbatimEventDate,institutionID,taxonID,datasetID,identificationID,typeStatus,nomenclaturalCode,organismID,locationID,accessRights,collectionID,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,individualCount,coordinateUncertaintyInMeters,references,georeferencedBy,http...unknown.org.recordId,georeferenceVerificationStatus,rights,startDayOfYear,http...unknown.org.recordEnteredBy,georeferenceSources,fieldNumber,verbatimLocality,preparations,previousIdentifications,infraspecificEpithet,dynamicProperties,reproductiveCondition,county,nomenclaturalStatus,bibliographicCitation,identificationRemarks,verbatimElevation,endDayOfYear,lifeStage,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,informationWithheld,created,associatedSequences,georeferencedDate,recordedByIDs.type,recordedByIDs.value,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.945278,-23.330333,"1089098945",Eugenia neoaustralis Sobral,-23.330333,-45.945278,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2011-05-01T00:00:00Z,São Paulo,"2011","1","5",2011-01-05T00:00:00Z,2021-03-01T19:36:19Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:160373,"182",Parque Estadual da Serra do Mar,São Luiz do Paraitinga,UEC - Herbário da Universidade Estadual de Campinas,"1089098945",pt,UEC,BRA:UNICAMP:UEC:160373,Collection,"160373","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC",UNICAMP,Universidade Estadual de Campinas,"Marchiori, NM",Eugenia neoaustralis Sobral,"999","0",NA,a995cf02-345c-46db-8674-3415572615a6,"Material vegetativo. Cerca de 11 m de altura e 2 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.535186,-23.368519,"1089105357",Eugenia neoaustralis Sobral,-23.368519,-47.535186,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2008-09-01T00:00:00Z,São Paulo,"2008","8",NA,2008-08-01T00:00:00Z,2020-02-10T20:55:43Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:168786,"1247",Mata Ribeirão Cachoeira.,Campinas,UEC - Herbário da Universidade Estadual de Campinas,"1089105357",pt,UEC,BRA:UNICAMP:UEC:168786,Collection,"168786","Sims; Melis, J van",UNICAMP,Universidade Estadual de Campinas,"Melis, J van",Eugenia neoaustralis Sobral,"705","55",NA,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"1090579993",Eugenia neoaustralis Sobral,-23.4339,-45.0711,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2008-11-03T00:00:00Z,São Paulo,"2008","11","3",2008-11-03T00:00:00Z,2020-11-23T14:39:08Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:53176,"4656","IAC, Estação Experimental (Horto), beira do rio Ipiranguinha",Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090579993",pt,IAC,BRA:IAC:IAC:53176,Collection,"53176","L.C. Bernacci; M.A.R. Vieira; J.F. Benedito & L.L. Haber",IAC,Instituto Agronômico de Campinas,L.C. Bernacci et al.,Eugenia neoaustralis Sobral,NA,NA,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"1089089222",Eugenia neoaustralis Sobral,-23.366389,-45.084167,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2008-10-01T00:00:00Z,São Paulo,"2007","1","9",2007-01-09T00:00:00Z,2019-08-20T13:21:09Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:148778,"360","Fazenda Capricórnio, Parcela J",Ubatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089089222",pt,UEC,BRA:UNICAMP:UEC:148778,Collection,"148778","Aranha, BA",UNICAMP,Universidade Estadual de Campinas,"Sobral, M",Eugenia neoaustralis Sobral,"380","0",NA,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"1213658576",Eugenia neoaustralis Sobral,-23.366389,-45.084167,"gass84,colmafu,inmano",d82d5a18-0428-4e52-be16-f509153e8126,e97090cb-7731-41c7-ac24-31a841730654,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T14:29:39Z,2021-03-30T12:56:10Z,"241",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2008-10-01T00:00:00Z,São Paulo,"2007","1","9",2007-01-09T00:00:00Z,2019-11-01T18:05:40Z,2021-03-30T12:56:10Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UB - Herbário da Universidade de Brasília,BRA:UNB:UB:202125,"359","Fazenda Capricórnio, Parcela J",Ubatuba,UB - Herbário da Universidade de Brasília,"1213658576",pt,UB,BRA:UNB:UB:202125,Collection,"202125","Aranha, BA",UnB,Universidade de Brasília,"Sobral, M",Eugenia neoaustralis Sobral,"380","0",SOUTH_AMERICA,8b3ca7ca-6147-496a-8c97-7109f988ea2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.920833,-25.074444,"1424281784",Eugenia neoaustralis Sobral,-25.074444,-47.920833,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:30Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2007","11",NA,2007-11-01T00:00:00Z,NA,2021-04-06T14:39:30Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:569352,"111",Parque Estadual da Ilha do Cardoso.,Cananéia,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424281784",NA,RB,urn:catalog:JBRJ:RB:569352,Physical Object,RB00569352,V. G. Staggemeier,JBRJ,NA,Marcos Sobral,Eugenia neoaustralis Sobral,"10",NA,NA,NA,"Porte arbóreo apresentando caulifloria. Os frutos maduros são de coloração atropúrpura. Fenologia: floração em outubro; frutos verdes em novembro; frutos maduros com maior intensidade em dezembro. Esta exsicata contém botões florais e flores.",NA,NA,NA,NA,NA,NA,NA,RB 484948,Floresta de Planície,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.127639,-23.421861,"1090574816",Eugenia neoaustralis Sobral,-23.421861,-45.127639,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:54Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2007-05-15T00:00:00Z,São Paulo,"2006","12","6",2006-12-06T00:00:00Z,2020-11-23T14:39:08Z,2021-03-30T09:40:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:47938,"4358","IAC, Estação Experimental (Horto)",Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090574816",pt,IAC,BRA:IAC:IAC:47938,Collection,"47938","L.C. Bernacci; F.R.G. Amaral & J.A.M.A. Gomes",IAC,Instituto Agronômico de Campinas,M.E.G. Sobral,Eugenia neoaustralis Sobral,NA,NA,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,"Lp 6120601, 45d07#?#39.5""w, 23d25#?#18.7""s",NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"1089090249",Eugenia neoaustralis Sobral,-24.885278,-47.931944,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2003","11","18",2003-11-18T00:00:00Z,2021-03-01T19:36:19Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:149925,"209","Fazenda Folha Larga, km 31 da rodovia SP-226.",Cananéia,UEC - Herbário da Universidade Estadual de Campinas,"1089090249",pt,UEC,BRA:UNICAMP:UEC:149925,Collection,"149925","Urbanetz, C",UNICAMP,Universidade Estadual de Campinas,"Sobral, M",Eugenia neoaustralis Sobral,NA,NA,NA,a995cf02-345c-46db-8674-3415572615a6,"Arvoreta de 5m.; Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"1213658592",Eugenia neoaustralis Sobral,-24.885278,-47.931944,"gass84,colmafu,inmano",d82d5a18-0428-4e52-be16-f509153e8126,e97090cb-7731-41c7-ac24-31a841730654,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T14:29:39Z,2021-03-30T12:56:10Z,"241",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,NA,São Paulo,"2003","11","18",2003-11-18T00:00:00Z,2019-11-01T18:05:40Z,2021-03-30T12:56:10Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UB - Herbário da Universidade de Brasília,BRA:UNB:UB:202124,"209","Km 31 da rodovia SP-226, Fazenda Folha Larga",Cananéia,UB - Herbário da Universidade de Brasília,"1213658592",pt,UB,BRA:UNB:UB:202124,Collection,"202124","Urbanetz, C",UnB,Universidade de Brasília,"Sobral, M",Eugenia neoaustralis Sobral,NA,NA,SOUTH_AMERICA,8b3ca7ca-6147-496a-8c97-7109f988ea2a,"Arvoreta de 5 m; Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.887778,-24.623056,"1424047399",Eugenia neoaustralis Sobral,-24.623056,-47.887778,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:12Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"5416776","6","7707728","220","690","5014","3177662","5416776","5416776",Eugenia neoaustralis Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,Eugenia neoaustralis,Eugenia,neoaustralis,SPECIES,ACCEPTED,NA,2006-01-01T00:00:00Z,São Paulo,"1994","9","5",1994-09-05T00:00:00Z,NA,2021-04-06T14:39:12Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:265508,"14",ESTAÇÃO EXPERIMENTAL DO INST. AGRON. CAMPINAS. BEIRA DA RODOVIA RÉGIS BITTENCOURT. AO LADO DA SEDE.,Pariquera-Açu,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424047399",NA,RB,urn:catalog:JBRJ:RB:265508,Physical Object,RB00265508,"E.B. BASTOS; ET AL",JBRJ,NA,M. Sobral,Eugenia neoaustralis Sobral,NA,NA,NA,NA,"ÁRVORE CA. 20M., FLORES BRANCAS.",NA,NA,NA,NA,NA,NA,NA,RB 390291,ÁREA COM FRAGMENTOS DE MATA ATLÂNTICA.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
