X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,name,otherCatalogNumbers,occurrenceRemarks,gadm,fieldNotes,continent,coordinateUncertaintyInMeters,institutionKey,habitat,georeferenceProtocol,eventRemarks,higherClassification,typeStatus,taxonRemarks,identificationQualifier,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.02,-23.24,"912449844",Rhipsalis olivifera N.P.Taylor & Zappi,-23.24,-45.02,"gass84,colmafu,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,996e30f8-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2021-03-28T02:51:35Z,2021-03-30T12:53:53Z,"153",061b4f20-f241-11da-a328-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3945905","6","7707728","220","422","2519","3084035","3945905","3945905",Rhipsalis olivifera N.P.Taylor & Zappi,Plantae,Tracheophyta,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis olivifera,Rhipsalis,olivifera,SPECIES,ACCEPTED,NT,NA,"1155","95",NA,"1999","11","18",1999-11-18T00:00:00Z,2010-03-24T10:40:10Z,2021-03-30T12:53:53Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,dceb8d52-094c-4c2c-8960-75e0097c6861,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,K000542921,"332","Sâo Paulo, Mun. Cunha, Parque Estadual da Serra do Mar, núcleo Cunha-Indaiá, trilha do Rio Bonito",NA,NA,"912449844",NA,Herbarium,http://specimens.kew.org/herbarium/K000542921,NA,K000542921,"Zappi, D.C.; Amaral, M.C.E.; Bellinello, R.; Aona, L.; Costa, C.B.",K,NA,"Zappi, D.C.",Rhipsalis olivifera N.P.Taylor & Zappi,NA,NA,NA,NA,NA,"0.2",fa252605-26f6-426c-9892-94d071c2c77f,"Mata atlântica no alto da serra, à beira da trilha. Com R. teres e H.salicornioides",label,"Epifita com cladódios espessos, verde-amarelados, opacos, frutos verdes truncados no ápice, cult., material em alcool.",CACTACEAE,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.02,-23.236944,"1089059283",Rhipsalis olivifera N.P.Taylor & Zappi,-23.236944,-45.02,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3945905","6","7707728","220","422","2519","3084035","3945905","3945905",Rhipsalis olivifera N.P.Taylor & Zappi,Plantae,Tracheophyta,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis olivifera,Rhipsalis,olivifera,SPECIES,ACCEPTED,NT,1999-01-01T00:00:00Z,"1155","95",São Paulo,"1999","11","18",1999-11-18T00:00:00Z,2021-03-01T19:27:18Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:109600,"332","Parque Estadual da Serra do Mar, núcleo Cunha-Indaiá, trilha do Rio Bonito.",Cunha,UEC - Herbário da Universidade Estadual de Campinas,"1089059283",pt,UEC,BRA:UNICAMP:UEC:109600,Collection,"109600","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R",UNICAMP,Universidade Estadual de Campinas,"Zappi, DC",Rhipsalis olivifera N.P.Taylor & Zappi,NA,"Epífita com cladódios espessos, verde-amarelados, opacos, frutos verdes truncados no ápice, cult., material em álcool. Com R. teres e H. salicornioides.; Mata atlântica no alto da serra, à beira da trilha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
