X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,institutionKey,dynamicProperties,county,fieldNotes,decimalLatitude,decimalLongitude,continent,geodeticDatum,otherCatalogNumbers,higherClassification,habitat,higherGeography,references,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,preparations,startDayOfYear,verbatimElevation,collectionID,individualCount,nomenclaturalStatus,taxonID,bibliographicCitation,accessRights,identificationQualifier,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,georeferenceProtocol,eventRemarks,taxonRemarks,verbatimLocality,coordinateUncertaintyInMeters,georeferenceSources,fieldNumber,typeStatus,verbatimCoordinateSystem,typifiedName,locationRemarks,infraspecificEpithet,georeferencedDate,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,lifeStage,georeferenceVerificationStatus,establishmentMeans,http...unknown.org.recordId,georeferenceRemarks,rights,informationWithheld,previousIdentifications,reproductiveCondition,organismID,locationID,datasetID,identificationReferences,disposition,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.3447,-24.0306,"2459845794",Promenaea xanthina (Lindl.) Lindl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,2013-04-12T00:00:00Z,NA,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2020-11-04T15:17:39Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:124024,"903.0",Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459845794",pt,ESA,BRA:ESALQ:ESA:124024,Collection,"124024","Cabral, F.N. Potascheff, C.M.",Universidade de São Paulo,Universidade de São Paulo,"Epífita a 1,5m com fruto jovem.","Forster, W.",Promenaea xanthina (Lindl.) Lindl.,NA,NA,NA,NA,-24.0306,-47.3447,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.3447,-24.0306,"2459848409",Promenaea xanthina (Lindl.) Lindl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,2013-04-12T00:00:00Z,NA,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2020-11-04T15:17:39Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:125340,"903.0",Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,Miracatu,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459848409",pt,ESA,BRA:ESALQ:ESA:125340,Collection,"125340","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,"Epífita a 1,5m com fruto jovem.","Forster, W.",Promenaea xanthina (Lindl.) Lindl.,NA,NA,NA,NA,-24.0306,-47.3447,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"2452819959",Promenaea xanthina (Lindl.) Lindl.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,1985-09-01T00:00:00Z,"920","30",São Paulo,"1983","11","11",1983-11-11T00:00:00Z,2019-11-21T13:13:47Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:195299,"1791",Estação Biológica de Boracéia,Biritiba-Mirim,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452819959",pt,SP,BRA:IBT:SP:195299,Collection,"195299","Custodio Filho, A",Instituto de Botânica,Instituto de Botânica,NA,"Handro, O",Promenaea xanthina (Lindl.) Lindl.,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,-23.633333,-45.866667,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"2452821498",Promenaea xanthina (Lindl.) Lindl.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,1986-09-29T00:00:00Z,"920","30",São Paulo,"1983","12","28",1983-12-28T00:00:00Z,2019-11-21T13:13:47Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:195497,"2122",Estação Biológica de Boracéia,Biritiba-Mirim,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452821498",pt,SP,BRA:IBT:SP:195497,Collection,"195497","Custodio Filho, A",Instituto de Botânica,Instituto de Botânica,NA,"Custodio Filho, A",Promenaea xanthina (Lindl.) Lindl.,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,-23.633333,-45.866667,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.3,-23.75,"1314796631",Promenaea xanthina (Lindl.) Lindl.,"gass84,colmano,inmafu",318730e8-4140-4297-b03c-4d34d0b6e0bd,4f1aa16c-ac1f-4e25-95fa-70bd71b7a0b4,43d575e8-6726-46a9-9464-dca8952b0758,BR,DWC_ARCHIVE,2021-03-27T02:05:00Z,2021-03-30T10:11:04Z,"133",4f1aa16c-ac1f-4e25-95fa-70bd71b7a0b4,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,2013-01-01T00:00:00Z,NA,NA,São Paulo,"1980","11","26",1980-11-26T00:00:00Z,NA,2021-03-30T10:11:04Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Liliopsida,BR,none,none,Brazil,Museu Paraense Emílio Goeldi (MPEG),MG076517,NA,Santo André,NA,NA,"1314796631",NA,HERBMG,MG076517,NA,MG076517,"Rosa, N.A.; Pires, J.M.",MPEG,NA,NA,"Meneguzzo, T.E.C.",Promenaea xanthina (Lindl.) Lindl.,bd096872-1315-4d9a-87e9-152e4af6eee9,NA,Santo André,NA,-23.75,-45.3,SOUTH_AMERICA,WGS84,NA,NA,NA,"São Paulo, Santo André",NA,NA,NA,NA,NA,exsicata,NA,NA,NA,NA,NA,NA,NA,Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.4100916355625,-23.7138667659755,"1930348853",Promenaea xanthina (Lindl.) Lindl.,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:49Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"1920","9","12",1920-09-12T00:00:00Z,NA,2021-03-30T13:06:49Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Liliopsida,BR,none,none,Brazil,The New York Botanical Garden,b66bffef-8343-4cab-81c6-7c7c23f6bd54,"4429","Alto da Serra, matta da Estacao Biologica",NA,Vascular plants,"1930348853",en,NY,b66bffef-8343-4cab-81c6-7c7c23f6bd54,PhysicalObject,"533772",A. Gehrt,NY,NA,NA,A. Gehrt,Promenaea xanthina (Lindl.) Lindl.,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,NA,Ribeirao Pires,NA,-23.7138667659755,-46.4100916355625,SOUTH_AMERICA,WGS84,NA,NA,Matta,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66503,12 Sep 1920,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"25",sheet,"25",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,Other source,NA,NA,NA,"10581",CRIA (Centro de Referência em Informação Ambiental),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.3447,-24.0306,"2459845794",Promenaea xanthina (Lindl.) Lindl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,2013-04-12T00:00:00Z,NA,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2020-11-04T15:17:39Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:124024,"903.0",Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459845794",pt,ESA,BRA:ESALQ:ESA:124024,Collection,"124024","Cabral, F.N. Potascheff, C.M.",Universidade de São Paulo,Universidade de São Paulo,"Epífita a 1,5m com fruto jovem.","Forster, W.",Promenaea xanthina (Lindl.) Lindl.,NA,NA,NA,NA,-24.0306,-47.3447,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.3447,-24.0306,"2459848409",Promenaea xanthina (Lindl.) Lindl.,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,2013-04-12T00:00:00Z,NA,NA,São Paulo,"2013","3","31",2013-03-31T00:00:00Z,2020-11-04T15:17:39Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Liliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:125340,"903.0",Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,Miracatu,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459848409",pt,ESA,BRA:ESALQ:ESA:125340,Collection,"125340","Cabral, F.N.",Universidade de São Paulo,Universidade de São Paulo,"Epífita a 1,5m com fruto jovem.","Forster, W.",Promenaea xanthina (Lindl.) Lindl.,NA,NA,NA,NA,-24.0306,-47.3447,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"2452819959",Promenaea xanthina (Lindl.) Lindl.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,1985-09-01T00:00:00Z,"920","30",São Paulo,"1983","11","11",1983-11-11T00:00:00Z,2019-11-21T13:13:47Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:195299,"1791",Estação Biológica de Boracéia,Biritiba-Mirim,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452819959",pt,SP,BRA:IBT:SP:195299,Collection,"195299","Custodio Filho, A",Instituto de Botânica,Instituto de Botânica,NA,"Handro, O",Promenaea xanthina (Lindl.) Lindl.,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,-23.633333,-45.866667,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"2452821498",Promenaea xanthina (Lindl.) Lindl.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2802505","6","7707728","196","1169","7689","2802504","2802505","2802505",Promenaea xanthina (Lindl.) Lindl.,Plantae,Tracheophyta,Asparagales,Orchidaceae,Promenaea,Promenaea xanthina,Promenaea,xanthina,SPECIES,ACCEPTED,1986-09-29T00:00:00Z,"920","30",São Paulo,"1983","12","28",1983-12-28T00:00:00Z,2019-11-21T13:13:47Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:195497,"2122",Estação Biológica de Boracéia,Biritiba-Mirim,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452821498",pt,SP,BRA:IBT:SP:195497,Collection,"195497","Custodio Filho, A",Instituto de Botânica,Instituto de Botânica,NA,"Custodio Filho, A",Promenaea xanthina (Lindl.) Lindl.,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,-23.633333,-45.866667,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
