X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,decimalLatitude,decimalLongitude,geodeticDatum,continent,institutionKey,otherCatalogNumbers,fieldNotes,individualCount,preparations,dynamicProperties,county,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,institutionID,endDayOfYear,startDayOfYear,higherClassification,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,rights,coordinateUncertaintyInMeters,references,habitat,verbatimEventDate,georeferenceProtocol,georeferenceSources,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,taxonRemarks,identificationRemarks,verbatimElevation,identificationQualifier,typeStatus,eventRemarks,fieldNumber,verbatimLocality,previousIdentifications,typifiedName,verbatimCoordinateSystem,disposition,accessRights,reproductiveCondition,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.689019,-20.042944,"1087652859",Symphyopappus lymansmithii B.L.Rob.,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2011-03-01T00:00:00Z,"1596","0",Minas Gerais,"2011","1","14",2011-01-14T00:00:00Z,2020-12-11T14:33:35Z,2021-04-08T12:21:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,b5e442dc-03c0-45f5-b326-1b481914dfde,FALSE,Magnoliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:149056,"4993","Serra Gandarela, Projeto Mina Apolo",Santa Bárbara,BHCB - Herbário da Universidade Federal de Minas Gerais,"1087652859",pt,BHCB,BRA:UFMG:BHCB:149056,Collection,"149056","Tameirão Neto, E; Mansur, T",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Floresta estacional semidecidual, arbustivo (1,30m)",NA,Symphyopappus lymansmithii B.L.Rob.,-20.042944,-49.689019,WGS84,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.688889,-20.397222,"1853957064",Symphyopappus lymansmithii B.L.Rob.,"gass84,colmafu,inmano",1e0f3d99-eb02-4806-b6a4-e903568129ec,b7ea834f-8d60-40ea-ab2c-5057000f0afd,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:27:34Z,2021-04-08T12:27:59Z,"257",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2011-03-01T00:00:00Z,"1596","0",Minas Gerais,"2011","1","14",2011-01-14T00:00:00Z,2021-03-01T14:53:23Z,2021-04-08T12:27:59Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,95fa703f-a328-45a6-8ead-e4fa7042ef2d,FALSE,Magnoliopsida,BR,none,none,Brazil,UFP - Herbário UFP - Geraldo Mariz,BRA:UFPE:UFP:76419,"4993",NA,Santa Bárbara,UFP - Herbário UFP - Geraldo Mariz,"1853957064",pt,UFP,BRA:UFPE:UFP:76419,Collection,"76419","Tameirão Neto, E; Mansur, T",UFPE,Universidade Federal de Pernambuco,"Floresta estacional semidecidual, arbustivo (1,30m).","Mota, RC",Symphyopappus lymansmithii B.L.Rob.,-20.397222,-49.688889,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.376944,-23.745278,"1090829211",Symphyopappus lymansmithii B.L.Rob.,"gass84,incomis,diffown",09010edb-5e55-4dc0-8a97-a26a3bb89e85,9610290b-e0ea-439b-b726-ba11bcecfb86,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:22:46Z,2021-04-08T12:23:26Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2008-10-08T00:00:00Z,NA,NA,São Paulo,"2008","2","14",2008-02-14T00:00:00Z,2019-05-06T14:54:10Z,2021-04-08T12:23:26Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,HUFU - Herbarium Uberlandense,BRA:UFU:HUFU:64698,"50","Parabapiacaba, Jd. Joaquim Eugênio de Lima.",Santo André,HUFU - Herbarium Uberlandense,"1090829211",pt,HUFU,BRA:UFU:HUFU:64698,Collection,"64698","Santos-Neta, A.C.; Pelissari, G. & Almeida-Scabbia, R.J.",UFU,Universidade Federal de Uberlândia,"Arbusto 3m alt. Início de botões florais, creme com riscos vermelhos.","Almeida-Scabbia, R.J.",Symphyopappus lymansmithii B.L.Rob.,-23.745278,-46.376944,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.3525,-23.745,"2452930128",Symphyopappus lymansmithii B.L.Rob.,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:13Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2008-10-08T00:00:00Z,NA,NA,São Paulo,"2008","2","14",2008-02-14T00:00:00Z,2019-11-21T13:01:26Z,2021-04-12T14:22:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:426220,50A,"Paranapiacaba, Jd. Joaquim Eugênio de Lima",Santo André,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452930128",pt,SP,BRA:IBT:SP:426220,Collection,"426220","Santos Neta, AC; Pelissari, G; Almeida Scabbia, RJ",Instituto de Botânica,Instituto de Botânica,NA,"Almeida Scabbia, RJ",Symphyopappus lymansmithii B.L.Rob.,-23.745,-46.3525,WGS84,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.893333,-22.441944,"1090818733",Symphyopappus lymansmithii B.L.Rob.,"gass84,incomis,diffown",09010edb-5e55-4dc0-8a97-a26a3bb89e85,9610290b-e0ea-439b-b726-ba11bcecfb86,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:22:46Z,2021-04-08T12:23:29Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2012-08-01T00:00:00Z,"2005.5","31.5",Minas Gerais,"2007","3","14",2007-03-14T00:00:00Z,2019-05-06T14:54:10Z,2021-04-08T12:23:29Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,HUFU - Herbarium Uberlandense,BRA:UFU:HUFU:53448,"3005",Serra Fina,Passa Quatro,HUFU - Herbarium Uberlandense,"1090818733",pt,HUFU,BRA:UFU:HUFU:53448,Collection,"53448","Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.",UFU,Universidade Federal de Uberlândia,"Arbusto, ca. 1 m. Flores róseas.; Capim amarelo. Campo de Nifelina.","Hattori, E.K.O.",Symphyopappus lymansmithii B.L.Rob.,-22.441944,-44.893333,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.893333,-22.441944,"1090818762",Symphyopappus lymansmithii B.L.Rob.,"gass84,incomis,diffown",09010edb-5e55-4dc0-8a97-a26a3bb89e85,9610290b-e0ea-439b-b726-ba11bcecfb86,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:22:46Z,2021-04-08T12:23:29Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2012-08-01T00:00:00Z,"2005.5","31.5",Minas Gerais,"2007","3","14",2007-03-14T00:00:00Z,2019-05-06T14:54:10Z,2021-04-08T12:23:29Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,HUFU - Herbarium Uberlandense,BRA:UFU:HUFU:53450,"2949",Serra Fina,Passa Quatro,HUFU - Herbarium Uberlandense,"1090818762",pt,HUFU,BRA:UFU:HUFU:53450,Collection,"53450","Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.",UFU,Universidade Federal de Uberlândia,"Arvoreta, ca. 1,8 m. Capítulos róseos.; Capim amarelo. Campo de Nifelina.","Hattori, E.K.O.",Symphyopappus lymansmithii B.L.Rob.,-22.441944,-44.893333,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.5,-22.751389,"1264698540",Symphyopappus lymansmithii B.L.Rob.,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:31Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,2013-09-01T00:00:00Z,NA,NA,São Paulo,"1982","2","17",1982-02-17T00:00:00Z,2021-02-08T14:07:33Z,2021-04-08T12:17:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:15588,"87",Pico do Itapeva e arredores,Campos do Jordão,BOTU - Herbário Irina Delanova Gemtchújnicov,"1264698540",pt,BOTU,BRA:UNESP-IBB:BOTU:15588,Collection,"15588","Amaral Jr., A.",Universidade Estadual Paulista,Universidade Estadual Paulista,NA,"Fernandes, A.C.",Symphyopappus lymansmithii B.L.Rob.,-22.751389,-45.5,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.31667,-23.78333,"439540225",Symphyopappus lymansmithii B.L.Rob.,"gass84,incomis,inmafu",b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,86c2834b-fcd6-418d-9b32-aca45110a0fe,FR,DWC_ARCHIVE,2021-04-14T13:48:43Z,2021-04-14T14:29:48Z,"331",2cd829bb-b713-433d-99cf-64bef11e5b3e,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,NA,"850","50",NA,"1929","2","15",1929-02-15T00:00:00Z,NA,2021-04-14T14:29:48Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,TRUE,Magnoliopsida,BR,none,none,Brazil,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704504,NA,NA,NA,NA,"439540225",NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704504,NA,P00704504,"Smith, L.B.",MNHN,NA,NA,NA,Symphyopappus lymansmithii B.L.Rob.,-23.78333,-46.31667,WGS84,NA,cc3e1f45-e430-4835-951e-4dd33c4b7201,NA,NA,NA,hb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17abcf75-2f1e-46dd-bf75-a5b21dd02655,NA,NA,NA,NA,ISOTYPE,on campo,"1914","Sao Paulo State. Estaçao Biologica, Alto da Serra",NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.32,-23.78,"912407772",Symphyopappus lymansmithii B.L.Rob.,"gass84,colmafu,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,996e30f8-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2021-03-28T02:51:35Z,2021-03-30T12:53:53Z,"153",061b4f20-f241-11da-a328-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,NA,"850","50",NA,"1929","2","15",1929-02-15T00:00:00Z,NA,2021-03-30T12:53:53Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,dceb8d52-094c-4c2c-8960-75e0097c6861,TRUE,Magnoliopsida,BR,none,none,Brazil,NA,K000488856,"1914","Estação Biologica, Alto da Serra.",NA,NA,"912407772",NA,Herbarium,http://specimens.kew.org/herbarium/K000488856,NA,K000488856,"Smith, L.B.",K,NA,Photo given,NA,Symphyopappus lymansmithii B.L.Rob.,-23.78,-46.32,WGS84,NA,fa252605-26f6-426c-9892-94d071c2c77f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMPOSITAE,NA,NA,NA,NA,NA,NA,"0.2",NA,on campo,NA,label,NA,NA,Author citation as on label: Robinson,NA,NA,NA,ISOTYPE,"Bush, 2-3 m. high",NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.476133,-22.204289,"1055667955",Symphyopappus lymansmithii B.L.Rob.,"gass84,incomis,inmafu",7e380070-f762-11e1-a439-00145eb45e9a,19456090-b49a-11d8-abeb-b8a03c50a862,60277b56-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2021-04-18T11:46:08Z,2021-04-18T12:16:12Z,"227",19456090-b49a-11d8-abeb-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3142754","6","7707728","220","414","3065","3146470","3142754","3142754",Symphyopappus lymansmithii B.L.Rob.,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyopappus,Symphyopappus lymansmithii,Symphyopappus,lymansmithii,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"1929","2","15",1929-02-15T00:00:00Z,NA,2021-04-18T12:16:12Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,NA,TRUE,Magnoliopsida,BR,none,none,Brazil,NA,"4988442","1914",NA,NA,NA,"1055667955",NA,BOT,005e2de6-6f5d-46ce-9ce6-a94f6bc69a20,NA,BM000795974,Lyman Bradford Smith,NHMUK,NA,NA,NA,Symphyopappus lymansmithii B.L.Rob.,-22.204289,-48.476133,WGS84,SOUTH_AMERICA,1d808a7c-1f9e-4379-9616-edb749ecf10e,NHMUK:ecatalogue:4988442,NA,NA,NA,"{""determinationfiledas"": ""Yes"", ""collectionkind"": ""Sheet"", ""gbifissue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""created"": 1190893443000, ""associatedmediacount"": 1, ""project"": ""GPI Georeferencing"", ""determinationnames"": ""Symphyopappus lymansmithii B.L.Rob."", ""plantdescription"": ""Bush, 2-3m."", ""subdepartment"": ""Gen Herb"", ""gbifid"": 1055667955}",NA,NA,"South America; Brazil; São Paulo",NA,NA,NA,Asteraceae,NA,NA,NA,NA,NA,NA,NA,NA,On campo.,NA,Google Earth,NA,NA,NA,NA,NA,NA,ISOTYPE,NA,"1914",NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
