X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,name,dateIdentified,institutionKey,identifiedBy,otherCatalogNumbers,fieldNotes,occurrenceRemarks,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,geodeticDatum,references,created,associatedSequences,higherClassification,taxonID,individualCount,coordinateUncertaintyInMeters,continent,georeferencedDate,institutionID,georeferencedBy,georeferenceProtocol,county,verbatimLocality,disposition,collectionID,georeferenceSources,organismQuantity,organismQuantityType,http...rs.tdwg.org.dwc.terms.organismQuantity,verbatimCoordinateSystem,locationID,organismRemarks,http...rs.tdwg.org.dwc.terms.organismQuantityType,higherGeography,preparations,accessRights,nomenclaturalStatus,nomenclaturalCode,identificationQualifier,bibliographicCitation,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,endDayOfYear,startDayOfYear,verbatimEventDate,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typeStatus,fieldNumber,previousIdentifications,organismID,datasetID,habitat,typifiedName,dynamicProperties,recordedByIDs.type,recordedByIDs.value,informationWithheld,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.999722,-24.067778,"1316183540",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,São Paulo,"2015","1","7",2015-01-07T00:00:00Z,2021-03-01T19:40:35Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,FALSE,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:188947,"211",Parque Estadual Carlos Botelho,São Miguel Arcanjo,UEC - Herbário da Universidade Estadual de Campinas,"1316183540",pt,UEC,BRA:UNICAMP:UEC:188947,Collection,"188947","Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD",UNICAMP,Universidade Estadual de Campinas,Xylosma glaberrimum Sleumer,NA,NA,NA,NA,NA,"Árvore, 3,5 m de altura e 3,5 cm de DAP; Floresta Ombrófila Densa",-24.067778,-47.999722,"800","0",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-47.92,-24.18,"2304913105",Xylosma glaberrimum Sleumer,"cudc,gass84,txmatfuz",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:22:49Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,NA,"2012","6","1",2012-06-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:22:49Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,NA,MG718255,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State",NA,NA,"2304913105",NA,NA,MG718255,NA,NA,R.A.F. Lima,NA,NA,Xylosma glaberrimum Sleumer,NA,NA,NA,NA,NA,NA,-24.18,-47.92,"400",NA,WGS84,http://www.ebi.ac.uk/ena/data/view/MG718255,2018-10-04,MG718255,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Flacourtieae;Xylosma","2072307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-47.92,-24.18,"2306442980",Xylosma glaberrimum Sleumer,"cudc,gass84,txmatfuz",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:22:23Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,NA,"2012","6","1",2012-06-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:22:23Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,NA,MG718792,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State",NA,NA,"2306442980",NA,NA,MG718792,NA,NA,R.A.F. Lima,NA,NA,Xylosma glaberrimum Sleumer,NA,NA,NA,NA,NA,NA,-24.18,-47.92,"400",NA,WGS84,http://www.ebi.ac.uk/ena/data/view/MG718792,2018-10-04,MG718792,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Flacourtieae;Xylosma","2072307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-44.366111,-22.806389,"1086910899",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,Sp,"2008","5","31",2008-05-31T00:00:00Z,2021-03-04T18:46:15Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:42329,"735",Estação Ecológica de Bananal,Bananal,SPSF - Herbário Dom Bento José Pickel,"1086910899",pt,SPSF,BRA:IF:SPSF:42329,Collection,"42329",R.T.Polisel & N.M.Ivanauskas & M.C.Assis,IF,Instituto Florestal,Xylosma glaberrimum Sleumer,2008-06-30T00:00:00Z,NA,R.T.Polisel,NA,NA,"COLETA: Arvoreta de 2 m. Flores verdes e estames amarelos.; GEOGRAFIA: Na área do estudo fitossociológico em Floresta Ombrófila Mista.;",-22.806389,-44.366111,"1115","0",WGS84,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-46.633611,-23.420556,"1086908650",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,Sp,"2008","6","4",2008-06-04T00:00:00Z,2021-03-04T18:46:15Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,TRUE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:40071,"10","P.E.Cantareira, regiao de Aguas Claras",Mairiporã,SPSF - Herbário Dom Bento José Pickel,"1086908650",pt,SPSF,BRA:IF:SPSF:40071,Collection,"40071",M. Delbel & R.T. Polisel & R.L.R.Santos,IF,Instituto Florestal,Xylosma glaberrimum Sleumer,2008-07-10T00:00:00Z,NA,G.A.D.C. Franco,NA,NA,"COLETA: árvore, 7m alt., espinhos no tronco; GEOGRAFIA: Plano de Manejo da Cantareira - Núcleo Águas Claras&nf;Subosque de reflorestamento de araucárias&nf;Marcelo Delbel;",-23.420556,-46.633611,"538.5","538.5",WGS84,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-46.633611,-23.420556,"1099313708",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmafu",e153bbae-f9cd-46a6-a4dd-db74983c7075,3046e6a6-6218-4880-9544-98f6c6ace34a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:17Z,2021-04-08T12:14:48Z,"278",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,Sp,"2008","6","4",2008-06-04T00:00:00Z,2015-07-02T17:43:00Z,2021-04-08T12:14:48Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,5a2f290a-4acc-4dc9-b871-add13687c4b7,TRUE,Magnoliopsida,BR,none,none,Brazil,HPL - Herbário do Jardim Botânico Plantarum,BRA:JBP:HPL:13694,"10","Parque Estadual da Cantareira, Núcleo Águas Claras, subosque de reflorestamento de araucárias. SAD78, Zona 23. SPSF-40071.",Mairiporã,HPL - Herbário do Jardim Botânico Plantarum,"1099313708",pt,HPL,BRA:JBP:HPL:13694,Collection,"13694","M. Del Bel, R.T. Polisel, R.L.R. dos Santos",Jardim Botânico Plantarum,Jardim Botânico Plantarum,Xylosma glaberrimum Sleumer,2008-07-10T00:00:00Z,8a98655b-88a0-431f-a452-c2ce321c5b36,G.A.D.C. Franco,NA,NA,NA,-23.420556,-46.633611,"1077","0",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-45.083511,-23.367009,"1090577282",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:51Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,São Paulo,"2007","10","3",2007-10-03T00:00:00Z,2019-06-24T11:13:59Z,2021-03-30T09:40:51Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:50434,"548","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090577282",pt,IAC,BRA:IAC:IAC:50434,Collection,"50434","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti",IAC,Instituto Agronômico de Campinas,Xylosma glaberrimum Sleumer,2007-10-03T00:00:00Z,841aebec-2beb-4b59-96f1-fdf9d91ccff8,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.",NA,NA,"subparcela 4, indivíduo I 0097",-23.367009,-45.083511,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-52.895167,-22.464722,"1087504156",Xylosma glaberrimum Sleumer,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:30Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,São Paulo,"1998","10","17",1998-10-17T00:00:00Z,2021-02-08T14:09:00Z,2021-04-08T12:17:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:22063,"262",NA,Itaporã,BOTU - Herbário Irina Delanova Gemtchújnicov,"1087504156",pt,BOTU,BRA:UNESP-IBB:BOTU:22063,Collection,"22063","Bicudo, L.R.H.",Universidade Estadual Paulista,Universidade Estadual Paulista,Xylosma glaberrimum Sleumer,NA,NA,NA,NA,NA,"4m, flores pequenas verdes.",-22.464722,-52.895167,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-48.8675,-22.651111,"1676471325",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,São Paulo,"1995","6","12",1995-06-12T00:00:00Z,2019-11-13T14:31:20Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:101713,"1123",NA,Lençóis Paulista,SPF - Herbário da Universidade de São Paulo,"1676471325",pt,SPF,BRA:USP:SPF:101713,Collection,"101713","Tamashiro, JY",USP,Universidade de São Paulo,Xylosma glaberrimum Sleumer,2017-03-01T00:00:00Z,NA,"Nepomuceno, FAA",NA,NA,NA,-22.651111,-48.8675,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"1090565829",Xylosma glaberrimum Sleumer,"gass84,txmatfuz,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:56Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5792713","6","7707728","220","1414","6664","2874117","5792713","5792713",Xylosma glaberrimum Sleumer,Plantae,Tracheophyta,Malpighiales,Salicaceae,Xylosma,Xylosma glaberrimum,Xylosma,glaberrimum,SPECIES,ACCEPTED,DD,São Paulo,"1993","9","29",1993-09-29T00:00:00Z,2019-01-25T17:37:07Z,2021-03-30T09:40:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:38901,"421","Parque Santo Dias, Trilha das Quadras",São Paulo,IAC - Herbário do Instituto Agronômico de Campinas,"1090565829",pt,IAC,BRA:IAC:IAC:38901,Collection,"38901",R.J.F. Garcia,IAC,Instituto Agronômico de Campinas,Xylosma glaberrimum Sleumer,1995-09-29T00:00:00Z,841aebec-2beb-4b59-96f1-fdf9d91ccff8,R.J.F. Garcia,NA,NA,"Arvore comLinquen, bromelias e trepadeiras, ramos pedentes peciolos vermelhos",-23.5475,-46.6361,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sem subset: checar ortografia FB/GBIF,"35",São Paulo,SP,Sudeste
