X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,collectionCode,occurrenceID,type,catalogNumber,recordedBy,otherCatalogNumbers,institutionCode,occurrenceRemarks,identifiedBy,name,modified,gadm,language,ownerInstitutionCode,elevation,identificationQualifier,dateIdentified,elevationAccuracy,collectionKey,continent,individualCount,institutionKey,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,references,verbatimEventDate,institutionID,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,habitat,fieldNotes,georeferencedDate,georeferenceProtocol,georeferenceSources,coordinateUncertaintyInMeters,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,higherClassification,fieldNumber,reproductiveCondition,informationWithheld,georeferencedBy,georeferenceRemarks,disposition,previousIdentifications,accessRights,verbatimTaxonRank,organismID,datasetID,identificationID,dynamicProperties,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimLocality,eventRemarks,typeStatus,typifiedName,recordedByIDs.type,recordedByIDs.value,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.359056,-22.792278,"1802853614",Doryopteris rediviva Fée,-22.792278,-44.359056,"conti,gass84,colmano,inmano",ed8e1590-62b5-48a8-8654-4ecc13554f57,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:11:31Z,2021-04-08T12:11:43Z,"265",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7905889","6","7707728","7228684","392","2367","2651639","7905889","7905889",Doryopteris rediviva Fée,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Doryopteris,Doryopteris rediviva,Doryopteris,rediviva,SPECIES,ACCEPTED,São Paulo,"2001","9","10",2001-09-10T00:00:00Z,2021-04-08T12:11:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Polypodiopsida,BR,none,none,Brazil,BHCB-SL - Herbário UFMG - Samambaias e Licófitas,BRA:UFMG:BHCB-SL:62793,"7461","Estação Ecológica de Bananal, Sétima queda do Rio das Cobras",Bananal,BHCB-SL - Herbário UFMG - Samambaias e Licófitas,"1802853614",BHCB-SL,BRA:UFMG:BHCB-SL:62793,Collection,"62793","Salino, A",NA,NA,Sobre rocha humosa na margem do rio.,"Oliveira, AGS",Doryopteris rediviva Fée,2019-12-19T19:21:03Z,NA,pt,NA,"1200",NA,2019-09-18T00:00:00Z,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.540301,-22.687374,"1928291994",Doryopteris rediviva Fée,-22.687374,-45.540301,"txmatfuz,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:08Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7905889","6","7707728","7228684","392","2367","2651639","7905889","7905889",Doryopteris rediviva Fée,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Doryopteris,Doryopteris rediviva,Doryopteris,rediviva,SPECIES,ACCEPTED,São Paulo,"1937","4",NA,1937-04-01T00:00:00Z,2021-03-30T13:07:08Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,FALSE,WGS84,Polypodiopsida,BR,none,none,Brazil,The New York Botanical Garden,2500e331-9b44-4f21-9048-f14ae97c6150,s.n.,Campos do Jordão.,NA,Vascular plants,"1928291994",NY,2500e331-9b44-4f21-9048-f14ae97c6150,PhysicalObject,"1016463",L. Lanstyack,NA,NY,NA,J. C. Yesilyurt,Doryopteris rediviva Fée,NA,NA,en,NA,NA,NA,2005-01-01T00:00:00Z,NA,b2190553-4505-4fdd-8fff-065c8ca26f72,SOUTH_AMERICA,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,NA,ICN,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178197,Apr 1937,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,sheet,NA,NA,NA,NA,2016-03-24,"Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2016), Manis Georef. Calculator","17846.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
