X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,collectionCode,occurrenceID,type,catalogNumber,recordedBy,otherCatalogNumbers,institutionCode,identifiedBy,name,dateIdentified,elevationAccuracy,modified,language,occurrenceRemarks,individualCount,continent,institutionKey,nomenclaturalStatus,nomenclaturalCode,taxonID,ownerInstitutionCode,bibliographicCitation,collectionID,gadm,fieldNotes,collectionKey,georeferenceVerificationStatus,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,preparations,fieldNumber,verbatimLocality,typeStatus,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,institutionID,endDayOfYear,startDayOfYear,higherClassification,references,verbatimEventDate,identificationRemarks,previousIdentifications,georeferenceProtocol,taxonRemarks,verbatimCoordinateSystem,coordinateUncertaintyInMeters,county,georeferenceSources,typifiedName,recordedByIDs.type,recordedByIDs.value,informationWithheld,originalNameUsage,organismID,datasetID,accessRights,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.656944,-22.685833,"1261060990",Cheilanthes regnelliana Mett.,-22.685833,-45.656944,"cdround,gass84,osiic,ambcol,inmafu",7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2021-04-13T10:49:47Z,2021-04-13T11:23:18Z,"168",90fd6680-349f-11d8-aa2d-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3748578","6","7707728","7228684","392","2367","2651710","5566729","5566729",Pellaea regnelliana (Mett.) Prantl,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Pellaea,Pellaea regnelliana,Cheilanthes,regnelliana,SPECIES,SYNONYM,"1830",São Paulo,"2010","1","24",2010-01-24T00:00:00Z,2021-04-13T11:23:18Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,TRUE,WGS84,Polypodiopsida,BR,none,none,Brazil,Missouri Botanical Garden,urn:catalog:MO:Tropicos:3628469,Schuettpelz 1466,"São Bento do Sapucaí. Serra da Mantiqueira: NW of Campos do Jordão, summit of Pedra do Bauzinho, just E of Pedra do Baú.",NA,Tropicos,"1261060990",MO,urn:catalog:MO:Tropicos:3628469,PhysicalObject,"3628469",Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych,NA,MO,NA,Cheilanthes regnelliana Mett.,NA,NA,NA,NA,NA,"1",SOUTH_AMERICA,1be3aa67-8f90-4309-92f4-bd55426a8c09,No opinion,ICNafp,"100354913",MOBOT,http://www.tropicos.org/Specimen/3628469,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-45.65701,-22.68578,"2269192144",Cheilanthes regnelliana Mett.,-22.68578,-45.65701,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:33Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3748578","6","7707728","7228684","392","2367","2651710","5566729","5566729",Pellaea regnelliana (Mett.) Prantl,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Pellaea,Pellaea regnelliana,Cheilanthes,regnelliana,SPECIES,SYNONYM,"1830",São Paulo,"2010","1","24",2010-01-24T00:00:00Z,2021-03-30T09:57:33Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Polypodiopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:228964,"1466",Serra da Mantiqueira,São Bento do Sapucaí,SPF - Herbário da Universidade de São Paulo,"2269192144",SPF,BRA:USP:SPF:228964,Collection,"228964","Schuettpelz, E",NA,USP,"Schuettpelz, E",Cheilanthes regnelliana Mett.,NA,"0",2019-11-13T14:29:36Z,pt,NA,NA,NA,NA,NA,NA,NA,Universidade de São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
