X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,preparations,identifier,catalogNumber,recordedBy,institutionCode,eventRemarks,fieldNumber,gbifID,verbatimLocality,collectionCode,occurrenceID,identifiedBy,name,elevationAccuracy,continent,stateProvince,modified,rightsHolder,recordNumber,locality,municipality,datasetName,language,type,ownerInstitutionCode,occurrenceRemarks,dateIdentified,references,collectionKey,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,startDayOfYear,verbatimElevation,collectionID,georeferenceSources,gadm,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,typeStatus,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.92472,-25.07583,"1265073367",Bromeliophila natans (Steph.) R.M.Schust.,-25.07583,-47.92472,"gass84,incomis,inmafu",fea77396-7b26-44cb-8580-aefadc8db276,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,FR,DWC_ARCHIVE,2021-04-14T10:49:36Z,2021-04-14T10:56:52Z,"324",2cd829bb-b713-433d-99cf-64bef11e5b3e,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"5","2009","5","14",2009-05-14T00:00:00Z,2021-04-14T10:56:52Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,cc3e1f45-e430-4835-951e-4dd33c4b7201,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,hb,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0723601,PC0723601,"Peralta, D.F.|Bordin, J.|Yano, O.|Silva, O.& P.",MNHN,folha de bromelia,"8112","1265073367","Brasil, Sao Paulo, Cananéia, Ilha do Cardoso, trilha das Antas, restinga",PC,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0723601,Peralta,Bromeliophila natans (Steph.) R.M.Schust.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803040516",Lejeunea natans (Steph.) Grolle,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:12Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7975266","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Lejeunea,natans,SPECIES,SYNONYM,"20","1986","3","12",1986-03-12T00:00:00Z,2021-04-08T12:13:12Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:208624,"208624","Vital, D.M.; Giancotti, C.",IBt,NA,NA,"1803040516",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:208624,NA,Lejeunea natans (Steph.) Grolle,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:54:12Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"13679",Ilha do Cardoso,Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Submersas na água coletadas pelas bases de um Bromeliaceae, na restinga ensolarada junto ao mangue, ca 1km NE dos Alojamentos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803036368",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1984","6","11",1984-06-11T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:191040,"191040","Yano, O.; Wanderley, M.G.L.",IBt,NA,NA,"1803036368",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:191040,"Yano, O.; Peralta, D.F.",Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"8912",Ilha do Cardoso,Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Epífila de Quennelia sp, mata de restinga.",2008-05-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803036393",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1984","6","11",1984-06-11T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:191041,"191041","Yano, O.; Wanderley, M.G.L.",IBt,NA,NA,"1803036393",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:191041,"Peralta, D.F.",Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"8913",Ilha do Cardoso,Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Epífila de Quennelia sp, mata de restinga.",2008-05-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803036420",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1984","6","11",1984-06-11T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:191039,"191039","Yano, O.; Wanderley, M.G.L.",IBt,NA,NA,"1803036420",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:191039,"Peralta, D.F.",Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"8911",Ilha do Cardoso,NA,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Epífila de Quesnelia sp, mata de restinga.",2008-05-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.9397,-25.0164,"1928662417",Bromeliophila natans (Steph.) R.M.Schust.,-25.0164,-47.9397,"gass84,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,NA,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:01Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1984","6","11",1984-06-11T00:00:00Z,2021-03-30T13:07:01Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,TRUE,WGS84,Jungermanniopsida,BR,none,none,Brazil,packeted,3f41bca6-06f3-4596-b3fe-bdb522e85655,"02817219",O. Yano,NY,NA,NA,"1928662417",NA,NY,3f41bca6-06f3-4596-b3fe-bdb522e85655,NA,Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,NA,The New York Botanical Garden,"8913","Cananéia, Ilha do Cardoso",NA,Hepatics,en,PhysicalObject,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3118127,b2190553-4505-4fdd-8fff-065c8ca26f72,11 Jun 1984,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"16","16",66 ft,http://biocol.org/urn:lsid:biocol.org:col:15556,Label,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803039497",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:14Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1984","10","24",1984-10-24T00:00:00Z,2021-04-08T12:13:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:207586,"207586","Vital, D.M.",IBt,NA,NA,"1803039497",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:207586,"Peralta, D.F.",Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"12622",Ilha do Cardoso,Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Partialy inmensed in water, ases of leaves of terrestrial, Bromeliaceae in a restinga vegetation",2009-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803032245",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1982","3","4",1982-03-04T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:174174,"174174","Yano, O.",IBt,NA,NA,"1803032245",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:174174,NA,Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"3937","Ilha do Cardoso, Retinga de Itacuruça",Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,"Epífilas emQuesnelia arverensis (Vell.) Mez., junto a base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803032246",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1982","3","4",1982-03-04T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:174178,"174178","Yano, O.",IBt,NA,NA,"1803032246",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:174178,NA,Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"3943","Ilha do Cardoso, Retinga de Itacuruça",Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,Epífila em Quesnelia arvensis (Vell. Nez) Junto a água,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.939722,-25.016389,"1803032272",Bromeliophila natans (Steph.) R.M.Schust.,-25.016389,-47.939722,"gass84,colmano,inmano",f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222,2437c128-bf8c-4f53-b668-da95fb2e40b7,NA,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:12:55Z,2021-04-08T12:13:13Z,"261",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2688848","6","9","126","377","6118","2688847","2688848","2688848",Bromeliophila natans (Steph.) R.M.Schust.,Plantae,Marchantiophyta,Porellales,Lejeuneaceae,Bromeliophila,Bromeliophila natans,Bromeliophila,natans,SPECIES,ACCEPTED,"20","1982","3","4",1982-03-04T00:00:00Z,2021-04-08T12:13:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Jungermanniopsida,BR,none,none,Brazil,NA,BRA:IBT:SP-BRYOPHYTA:174177,"174177","Yano, O.",IBt,NA,NA,"1803032272",NA,SP-BRYOPHYTA,BRA:IBT:SP-BRYOPHYTA:174177,NA,Bromeliophila natans (Steph.) R.M.Schust.,"0",SOUTH_AMERICA,São Paulo,2019-05-02T13:53:51Z,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,"3942","Ilha do Cardoso, Retinga de Itacuruça",Cananéia,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,pt,Collection,Instituto de Botânica,Epífila em Quesnelia arvensis (Vell. Nez) Junto a água,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
