X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,otherCatalogNumbers,institutionKey,gadm,fieldNotes,dynamicProperties,county,preparations,habitat,verbatimEventDate,institutionID,taxonID,datasetID,identificationID,coordinateUncertaintyInMeters,references,nomenclaturalCode,georeferenceProtocol,endDayOfYear,startDayOfYear,collectionID,georeferenceSources,higherGeography,verbatimCoordinateSystem,individualCount,georeferencedBy,http...unknown.org.recordId,georeferenceVerificationStatus,rights,http...unknown.org.recordEnteredBy,higherClassification,nomenclaturalStatus,bibliographicCitation,accessRights,georeferencedDate,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,verbatimElevation,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typeStatus,organismID,locationID,typifiedName,recordedByIDs.type,recordedByIDs.value,informationWithheld,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.200833,-24.296389,"2027488052",Byrsonima brachybotrya Nied.,-24.296389,-49.200833,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2019-10-18T00:00:00Z,NA,NA,SOUTH_AMERICA,Sp,"2016","11","3",2016-11-03T00:00:00Z,2021-03-04T18:44:42Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:52106,"19",NA,Itararé,SPSF - Herbário Dom Bento José Pickel,"2027488052",pt,SPSF,BRA:IF:SPSF:52106,Collection,"52106",I.Toffoli & N.M.Ivanauskas & R.Esteves,IF,Instituto Florestal,"COLETA: Erva com 70cm de altura. Flores na cor lilás e amarelas; GEOGRAFIA: Campo Rupestre. Beira do Canyon, em frente a Estação Experimental de Itararé.;",J.B.Baitello,Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.218333,-24.299722,"2521002506",Byrsonima brachybotrya Nied.,-24.299722,-49.218333,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2017-03-31T00:00:00Z,"1155","0",SOUTH_AMERICA,Sp,"2015","3","11",2015-03-11T00:00:00Z,2021-03-04T18:44:42Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:53274,"2753",Estação Experimental de Itararé,Itararé,SPSF - Herbário Dom Bento José Pickel,"2521002506",pt,SPSF,BRA:IF:SPSF:53274,Collection,"53274",J.B. Baitello et al.,IF,Instituto Florestal,"COLETA: Arvoreta de 3 m de altura. Frutos imaturos verdes e maduros vermelhos.; GEOGRAFIA: Vegetação de afloramento rochoso.;",L.S. Braga,Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.178333,-24.2275,"2521000507",Byrsonima brachybotrya Nied.,-24.2275,-49.178333,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2017-03-31T00:00:00Z,"1030","0",SOUTH_AMERICA,Sp,"2014","11","5",2014-11-05T00:00:00Z,2021-03-04T18:44:42Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:53281,"2760",Estação Experimental de Itararé,Itararé,SPSF - Herbário Dom Bento José Pickel,"2521000507",pt,SPSF,BRA:IF:SPSF:53281,Collection,"53281",J.B. Baitello et al.,IF,Instituto Florestal,"COLETA: Arbusto. Pétalas brancas e estames amarelos.; GEOGRAFIA: Vegetação de Campo.;",L.S. Braga,Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.266833,-24.262167,"1099304391",Byrsonima brachybotrya Nied.,-24.262167,-49.266833,"gass84,colmafu,inmafu",e153bbae-f9cd-46a6-a4dd-db74983c7075,3046e6a6-6218-4880-9544-98f6c6ace34a,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:17Z,2021-04-08T12:14:47Z,"278",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2012-07-03T00:00:00Z,NA,NA,NA,Sp,"2005","5","6",2005-05-06T00:00:00Z,2015-07-02T17:42:37Z,2021-04-08T12:14:47Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,5a2f290a-4acc-4dc9-b871-add13687c4b7,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,HPL - Herbário do Jardim Botânico Plantarum,BRA:JBP:HPL:4203,"5300","Coletada na estrada para Bom Sucesso do Itararé, em campo limpo graminoso.",Itararé,HPL - Herbário do Jardim Botânico Plantarum,"1099304391",pt,HPL,BRA:JBP:HPL:4203,Collection,"4203",H. Lorenzi,Jardim Botânico Plantarum,Jardim Botânico Plantarum,NA,V.C. Souza,Byrsonima brachybotrya Nied.,NA,8a98655b-88a0-431f-a452-c2ce321c5b36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.15,-21.266667,"1424442032",Byrsonima brachybotrya Nied.,-21.266667,-49.15,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:33Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2005-01-01T00:00:00Z,NA,NA,NA,São Paulo,"2003","11","13",2003-11-13T00:00:00Z,NA,2021-04-06T14:39:33Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:766543,"3709",Ventania.,Bom Sucesso de Itararé,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424442032",NA,RB,urn:catalog:JBRJ:RB:766543,Physical Object,RB00766543,"J. P. Souza; V. C. Souza et.",JBRJ,NA,"Arbusto ca 50 cm alt.; pétalas alvas e uma amarela passando a vermelha",S. I. Elias,Byrsonima brachybotrya Nied.,RB 570067,NA,NA,"Campo de altitude em escarpaíngreme, proximo a plantio de pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.16,-24.14,"2459949960",Byrsonima brachybotrya Nied.,-24.14,-49.16,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,2006-01-01T00:00:00Z,"1060","0",NA,São Paulo,"2003","11","13",2003-11-13T00:00:00Z,2020-11-04T14:12:34Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:85439,"3651.0",17km de Itararé para Bom Sucesso de Itararé. Floresta ombrófila mista,Itararé,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459949960",pt,ESA,BRA:ESALQ:ESA:85439,Collection,"85439","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.",Universidade de São Paulo,Universidade de São Paulo,"Arbusto; labelo passando de amarelo para alaranjado; demais pétalas alvas; elaióforos creme.","Elias, S.I.",Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.151389,-24.269722,"1090521157",Byrsonima brachybotrya Nied.,-24.269722,-49.151389,"gass84,colmafu,inmano",bc81e05b-ed51-46ba-a0a4-90fbae9b5545,c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T13:48:41Z,2021-03-30T12:31:53Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,NA,NA,NA,NA,São Paulo,"1997","12","10",1997-12-10T00:00:00Z,2020-07-23T15:10:50Z,2021-03-30T12:31:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,2a3c417c-d633-4838-8894-78094cfe5e49,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,BRA:CEPLAC:CEPEC:138568,"10",Fazenda Nicolau.,BOM SUCESSO DE ITACARÉ,CEPEC - Herbário do Centro de Pesquisas do Cacau,"1090521157",pt,CEPEC,BRA:CEPLAC:CEPEC:138568,Collection,"138568",S. I. Elias,Comissão Executiva do Plano da Lavoura Cacaueira,Comissão Executiva do Plano da Lavoura Cacaueira,NA,A. Francener,Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.151389,-24.269722,"1424438651",Byrsonima brachybotrya Nied.,-24.269722,-49.151389,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:33Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,NA,NA,NA,NA,São Paulo,"1997","12","10",1997-12-10T00:00:00Z,NA,2021-04-06T14:39:33Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:757137,"10",Fazenda Nicolau .,Bom Sucesso de Itararé,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424438651",NA,RB,urn:catalog:JBRJ:RB:757137,Physical Object,RB00757137,"S.I. Elias; M.M.R. Silva; D.B. Amador; F.O. Freitas; R.R. Rodrigues; V.C. Souza; J.Y. Tamashiro; N.M. Ivanauskas; J.P. Souza; A. Vanini.",JBRJ,NA,"Arbusto de 50cm; botão floral creme. Frutos imaturos verdes.",NA,Byrsonima brachybotrya Nied.,RB 567095,NA,NA,"Campo, beira de encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.15,-24.266667,"2452870501",Byrsonima brachybotrya Nied.,-24.266667,-49.15,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:12Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,1998-01-01T00:00:00Z,NA,NA,NA,São Paulo,"1994","6","4",1994-06-04T00:00:00Z,2019-11-21T13:08:11Z,2021-04-12T14:22:12Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:286012,"6182",Fazenda São Nicolau,Bom Sucesso de Itararé,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452870501",pt,SP,BRA:IBT:SP:286012,Collection,"286012","Souza, VC; Miyagi, PH; Moncaio, E",Instituto de Botânica,Instituto de Botânica,"Arbusto ca. 50 cm alt.; pétalas (4) alvas e (1) vermelha","Mamede, MCH",Byrsonima brachybotrya Nied.,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.263056,-24.261667,"1801148455",Byrsonima brachybotrya Nied.,-24.261667,-49.263056,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3982640","6","7707728","220","1414","6676","3191347","3982640","3982640",Byrsonima brachybotrya Nied.,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima brachybotrya,Byrsonima,brachybotrya,SPECIES,ACCEPTED,1997-01-01T00:00:00Z,NA,NA,NA,São Paulo,"1994","11","14",1994-11-14T00:00:00Z,2021-03-15T21:28:15Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:107461,"7404",Estrada Itararé-Bonsucesso. Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes.,Itararé,SPF - Herbário da Universidade de São Paulo,"1801148455",pt,SPF,BRA:USP:SPF:107461,Collection,"107461","Souza, VC",USP,Universidade de São Paulo,"Arbusto, ca. 1.0 m alt.; 4 pétalas alvas, 1 amarela passando a vermelha.","Mamede, MCH",Byrsonima brachybotrya Nied.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
