X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,geodeticDatum,otherCatalogNumbers,institutionKey,fieldNotes,identificationQualifier,continent,references,informationWithheld,dynamicProperties,http...unknown.org.recordId,county,taxonID,rights,http...unknown.org.recordEnteredBy,higherClassification,collectionID,reproductiveCondition,institutionID,fieldNumber,higherGeography,nomenclaturalCode,georeferenceProtocol,organismID,locationID,datasetID,accessRights,nomenclaturalStatus,bibliographicCitation,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,individualCount,endDayOfYear,startDayOfYear,verbatimEventDate,preparations,verbatimElevation,coordinateUncertaintyInMeters,habitat,georeferenceSources,establishmentMeans,georeferencedDate,infraspecificEpithet,typeStatus,verbatimLocality,previousIdentifications,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typifiedName,recordedByIDs.type,recordedByIDs.value,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.423483,-21.843358,"1324597582",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",5bad80c7-8b9e-448a-84fe-df70288f16ac,d07d294b-8ae1-48ab-94e2-f7caae47707d,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:08:02Z,2021-04-08T12:08:08Z,"263",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,2015-08-01T00:00:00Z,São Paulo,"2015","8","11",2015-08-11T00:00:00Z,2019-11-13T19:04:53Z,2021-04-08T12:08:08Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,e5af947e-b614-41a4-88ad-4df878e26072,FALSE,Magnoliopsida,BR,none,none,Brazil,HUSC - Herbário Unisanta,BRA:UNISANTA:HUSC:11442,"02","Parque Estadual Porto Ferreira; Rodovia Dep. Vicente Botta, Km 89.",Porto Ferreira,HUSC - Herbário Unisanta,"1324597582",pt,HUSC,BRA:UNISANTA:HUSC:11442,Collection,"11442","Biazotto, K.R.; Dickfeldt, E.P.",UNISANTA,Universidade Santa Cecília,"Árvore com 15m de altura, frutos marrons. Cambuci.",P.S.P.Sampaio,Campomanesia phaea (Berg) Landrum,-21.843358,-47.423483,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.730556,-23.558833,"2027491610",Campomanesia phaea (Berg) Landrum,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:33Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,2015-01-01T00:00:00Z,São Paulo,"2015","12","21",2015-12-21T00:00:00Z,2021-03-15T21:28:56Z,2021-03-30T09:57:33Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:227502,"12","Cidade Universitária Armando de Salles Oliveira, Instituto de Matemática e Estatística da USP, atrás do Bloco A.",São Paulo,SPF - Herbário da Universidade de São Paulo,"2027491610",pt,SPF,BRA:USP:SPF:227502,Collection,"227502","Colli-Silva, M",USP,Universidade de São Paulo,"Árvore, ca. 4 m alt. Folhas verdes discolores, face abaxial mais clara. Fruto verde-claro velutino com tricomas esbranquiçados.; Jardim. Área urbana.","Colli-Silva, M",Campomanesia phaea (Berg) Landrum,-23.558833,-46.730556,"732","0",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"1143436486",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,NA,São Paulo,"2014","11",NA,2014-11-01T00:00:00Z,2021-03-01T19:36:06Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,FALSE,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:186514,s.n.,"CPMA,CPQBA,Betel. Referencia do pomar 03ou A5.",Paulínia,UEC - Herbário da Universidade Estadual de Campinas,"1143436486",pt,UEC,BRA:UNICAMP:UEC:186514,Collection,"186514","Pereira, JC",UNICAMP,Universidade Estadual de Campinas,Arbustiva.Encontra-se cultivada em ex situ.,NA,Campomanesia phaea (Berg) Landrum,-22.783333,-47.1,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"1143436504",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,NA,São Paulo,"2014","11",NA,2014-11-01T00:00:00Z,2021-03-01T19:36:06Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,FALSE,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:186535,s.n.,"CPMA,CPQBA, Betel. Referencia do pomar 135 ou N3",Paulínia,UEC - Herbário da Universidade Estadual de Campinas,"1143436504",pt,UEC,BRA:UNICAMP:UEC:186535,Collection,"186535","Pereira, JC",UNICAMP,Universidade Estadual de Campinas,Arbóreo. Encontra-se cultivada em ex situ.,NA,Campomanesia phaea (Berg) Landrum,-22.783333,-47.1,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.1,-22.783333,"1143436573",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,NA,São Paulo,"2014","11",NA,2014-11-01T00:00:00Z,2021-03-01T19:36:06Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,a995cf02-345c-46db-8674-3415572615a6,FALSE,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:186512,s.n.,"CPMA, CPQBA, Betel.",Paulínia,UEC - Herbário da Universidade Estadual de Campinas,"1143436573",pt,UEC,BRA:UNICAMP:UEC:186512,Collection,"186512","Pereira, JC",UNICAMP,Universidade Estadual de Campinas,Arbustivo. Encontra-secultivadoem ex situ.,NA,Campomanesia phaea (Berg) Landrum,-22.783333,-47.1,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.31605,-24.02021,"2459849540",Campomanesia phaea (Berg) Mattos,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:43Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8141301","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,ACCEPTED,NA,NA,São Paulo,"2013","3","26",2013-03-26T00:00:00Z,2020-11-04T14:14:22Z,2021-04-08T12:22:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128123,"1805.0","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459849540",pt,ESA,BRA:ESALQ:ESA:128123,Collection,"128123","Flores, T.B.",Universidade de São Paulo,Universidade de São Paulo,NA,NA,Campomanesia phaea (Berg) Mattos,-24.02021,-47.31605,"480","0",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.45029,-24.07695,"2459849922",Campomanesia phaea (Berg) Mattos,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8141301","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,ACCEPTED,NA,2013-04-04T00:00:00Z,São Paulo,"2013","3","27",2013-03-27T00:00:00Z,2020-11-04T14:14:22Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,51c61583-68fb-4e49-bc5d-729aa098bc43,FALSE,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:128122,"852.0","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459849922",pt,ESA,BRA:ESALQ:ESA:128122,Collection,"128122","Delfini, C.",Universidade de São Paulo,Universidade de São Paulo,"Árvore, ca. 5m alt., frutos imaturos verdes.","Souza, V.C.",Campomanesia phaea (Berg) Mattos,-24.07695,-47.45029,"331","0",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.615,-23.6425,"2452936559",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:17Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,NA,São Paulo,"2013","10","29",2013-10-29T00:00:00Z,2019-11-21T13:11:09Z,2021-04-12T14:22:17Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:454679,"226","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 8, espécime nº 348",São Paulo,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452936559",pt,SP,BRA:IBT:SP:454679,Collection,"454679","Kondrat, H",Instituto de Botânica,Instituto de Botânica,NA,"Kondrat, H",Campomanesia phaea (Berg) Landrum,-23.6425,-46.615,"826","0",WGS84,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.548056,-23.576389,"1086914044",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:45Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,2012-06-29T00:00:00Z,Sp,"2012","6","4",2012-06-04T00:00:00Z,2021-03-04T18:45:14Z,2021-04-08T12:14:45Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:45740,"1533",NA,Paraibuna,SPSF - Herbário Dom Bento José Pickel,"1086914044",pt,SPSF,BRA:IF:SPSF:45740,Collection,"45740",F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.S.da Mota & W.J.de Andrade,IF,Instituto Florestal,"COLETA: Árvore 8m altura; frutos maduros verde-amarelados.; GEOGRAFIA: Floresta Ombrófila Densa Montana;",O.T.Aguiar,Campomanesia phaea (Berg) Landrum,-23.576389,-45.548056,"732","0",WGS84,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.869722,-23.869722,"1913574535",Campomanesia phaea (Berg) Landrum,"gass84,colmafu,inmano",5bad80c7-8b9e-448a-84fe-df70288f16ac,d07d294b-8ae1-48ab-94e2-f7caae47707d,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:08:02Z,2021-04-08T12:08:09Z,"263",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3181127","6","7707728","220","690","5014","3180879","8141301","8141301",Campomanesia phaea (Berg) Mattos,Plantae,Tracheophyta,Myrtales,Myrtaceae,Campomanesia,Campomanesia phaea,Campomanesia,phaea,SPECIES,SYNONYM,VU,2011-01-01T00:00:00Z,São Paulo,"2011","1",NA,2011-01-01T00:00:00Z,2019-11-13T19:04:53Z,2021-04-08T12:08:09Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,e5af947e-b614-41a4-88ad-4df878e26072,FALSE,Magnoliopsida,BR,none,none,Brazil,HUSC - Herbário Unisanta,BRA:UNISANTA:HUSC:12072,"39",Vila da Prainha Branca.,Guarujá,HUSC - Herbário Unisanta,"1913574535",pt,HUSC,BRA:UNISANTA:HUSC:12072,Collection,"12072","R. Roveri; N.S. Peres",UNISANTA,Universidade Santa Cecília,"Nome Popular: Cambuci. ESTUDO ETNOBOTÂNICO.; Mata Atlântica.",P.S.P Sampaio,Campomanesia phaea (Berg) Landrum,-23.869722,-46.869722,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
