X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,elevationAccuracy,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,dateIdentified,locality,individualCount,preparations,identifiedBy,gadm,institutionKey,higherGeography,county,accessRights,otherCatalogNumbers,fieldNotes,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,habitat,georeferenceProtocol,higherClassification,references,verbatimEventDate,institutionID,endDayOfYear,startDayOfYear,verbatimElevation,coordinateUncertaintyInMeters,georeferenceSources,georeferencedBy,http...unknown.org.recordId,georeferenceVerificationStatus,rights,http...unknown.org.recordEnteredBy,fieldNumber,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,eventRemarks,reproductiveCondition,identificationID,identificationQualifier,taxonRemarks,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimLocality,georeferencedDate,verbatimSRS,disposition,datasetID,typeStatus,organismID,locationID,recordedByIDs.type,recordedByIDs.value,informationWithheld,dynamicProperties,identificationRemarks,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,eventID,higherGeographyID,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.460278,-20.247778,"1291005901",Paspalum erianthum Nees ex Trin.,-20.247778,-47.460278,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,"1000","0",NA,São Paulo,"2003","11","27",2003-11-27T00:00:00Z,2019-11-13T14:28:58Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:172488,"835",Pedregulho,SPF - Herbário da Universidade de São Paulo,"1291005901",pt,SPF,BRA:USP:SPF:172488,Collection,"172488","Sasaki, D",USP,Universidade de São Paulo,NA,Paspalum erianthum Nees ex Trin.,2005-01-01T00:00:00Z,Parque Estadual das Furnas do Bom Jesus,NA,NA,"Sasaki, D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.5,-22.033333,"2452886106",Paspalum erianthum Nees ex Trin.,-22.033333,-47.5,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:13Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"1994","11","24",1994-11-24T00:00:00Z,2019-11-21T13:16:25Z,2021-04-12T14:22:13Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:313258,"424",Pirassununga,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452886106",pt,SP,BRA:IBT:SP:313258,Collection,"313258","Batalha, M; Aragaki, S",Instituto de Botânica,Instituto de Botânica,NA,Paspalum erianthum Nees ex Trin.,1996-02-01T00:00:00Z,Cerrado de Emas,NA,NA,"Mantovani, W",NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.415457,-23.633178,"1930185993",Paspalum erianthum Nees ex Trin.,-23.633178,-48.415457,"cdround,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:49Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,NA,NA,SOUTH_AMERICA,São Paulo,"1959","11","22",1959-11-22T00:00:00Z,NA,2021-03-30T13:06:49Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,The New York Botanical Garden,ab1301fc-919e-4f45-a268-4897ed896958,"113",NA,Vascular plants,"1930185993",en,NY,ab1301fc-919e-4f45-a268-4897ed896958,PhysicalObject,"761880",S. M. de Campos,NY,NA,NA,Paspalum erianthum Nees ex Trin.,NA,"Faz. Boa Vista 4-5 km. S.E. da Estaçao Eng° Hermilo, em linha reta",NA,sheet,J. R. Swallen,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,NA,Angatuba,NA,NA,NA,NA,ICN,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,Campo cerrado,"Georeferencing Quick Reference Guide, Version 2012",NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642950,22 Nov 1959,http://biocol.org/urn:lsid:biocol.org:col:15556,"32","32",NA,"1999","Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.12,-22.19,"1252633966",Paspalum erianthum Nees ex Trin.,-22.19,-47.12,"gass84,colmafu,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,996e30f8-f762-11e1-a439-00145eb45e9a,GB,DWC_ARCHIVE,2021-03-28T02:51:35Z,2021-03-30T12:54:02Z,"153",061b4f20-f241-11da-a328-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,"612.5","37.5",NA,NA,"1959","12","3",1959-12-03T00:00:00Z,NA,2021-03-30T12:54:02Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,dceb8d52-094c-4c2c-8960-75e0097c6861,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,NA,K000983913,"1483",Mogi Guaçu,NA,"1252633966",NA,Herbarium,http://specimens.kew.org/herbarium/K000983913,NA,K000983913,"Campos, S.M.; Eiten, G.",K,NA,Flora of Brazil,Paspalum erianthum Nees ex Trin.,NA,"""Campos das Sete Lagôas"" Fazenda Campininha, just north of Rio Moji-Guaçu. 10km N of Padua Sales.",NA,NA,"Swallen, J.R.",NA,fa252605-26f6-426c-9892-94d071c2c77f,Mogi Guaçu,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data not transcribed,Label,POACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data not transcribed,NA,NA,NA,Confirmado por R.C. Oliveira & A.S. Silva Dec. 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"1928693910",Paspalum erianthum Nees ex Trin.,-22.242,-47.142,"gass84,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:12Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,"650","0",SOUTH_AMERICA,São Paulo,"1959","12","3",1959-12-03T00:00:00Z,NA,2021-03-30T13:07:12Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,b2190553-4505-4fdd-8fff-065c8ca26f72,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,The New York Botanical Garden,41783815-1aa8-4136-9bca-332122399d7c,"1483",NA,Vascular plants,"1928693910",en,NY,41783815-1aa8-4136-9bca-332122399d7c,PhysicalObject,"761881",G. Eiten,NY,NA,NA,Paspalum erianthum Nees ex Trin.,NA,"""Campos das Sete Lagôas"".  Fazenda Campininha, just north of Rio Moji-Guaçu.  10 km. N of Padua Sales.  (About 27 km. NW of city of Moji-Mirim.)",NA,sheet,J. R. Swallen,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,NA,Moji-Guaçu,NA,NA,NA,NA,ICN,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,"Campo cerrado on upland (or occasionally forest).  Open marsh or dense secondary forest along streams.  This habitat: cut-over & burned campo cerrado, ground ploughed for planting of Pinus.",NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642951,03 Dec 1959,http://biocol.org/urn:lsid:biocol.org:col:15556,"33","33",2132.5 ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.1,-22.2,"1988160953",Paspalum erianthum Nees ex Trin.,-22.2,-47.1,"gass84,gdativ,colmano,inmano",07fd0d79-4883-435f-bba1-58fef110cd13,b542788f-0dc2-4a2b-b652-fceced449591,7c519b4c-1100-4f39-a95a-9b679b4542e4,CA,DWC_ARCHIVE,2021-03-28T07:49:20Z,2021-03-30T09:33:23Z,"134",ff7bd5db-b724-4932-b496-10ea298851f9,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,NA,NA,NA,São Paulo,"1959","12","3",1959-12-03T00:00:00Z,NA,2021-03-30T09:33:23Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,University of British Columbia,76027A5E-3EE3-4E48-895E-40B61A14DAB3,"1483",NA,University of British Columbia Herbarium (UBC) - Vascular Plant Collection,"1988160953",en,UBCVascular,76027A5E-3EE3-4E48-895E-40B61A14DAB3,PhysicalObject,V106463,"George Eiten, Sonia Machado de Campos",ca.ubc,University of British Columbia,In clumps 30-35 cm diameter.,Paspalum erianthum Nees ex Trin.,NA,"Munic. de Moji-Guaçu, ""Campos das Sete Lagôas"", Fazenda Campininha, just north of Rio Moji-Guaçu.  10 km north of Padua Sales.  About 27 km northwest of city Moji-Mirim.",NA,mounted,J. R. Swallen 1961,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/ & http://www.canadensys.net/norms,NA,NA,NA,ICBN,NA,Paspalum erianthum Nees ex Trin. (UBC V106463),urn:lsid:biocol.org:col:15106,See label for general description.,NA,NA,NA,1959 Dec 03,UBC Herbarium,NA,NA,175 m,"10321",Verbatim from Collector/Sheet,David Rowswell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",Unknown,in collection,http://dataset.canadensys.net/ubc-vascular-specimens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.116667,-22.183333,"2452954471",Paspalum erianthum Nees ex Trin.,-22.183333,-47.116667,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:11Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,"650","0",NA,São Paulo,"1959","12","3",1959-12-03T00:00:00Z,2019-11-21T13:16:25Z,2021-04-12T14:22:11Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:74320,"1483",Mogi Guaçu,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452954471",pt,SP,BRA:IBT:SP:74320,Collection,"74320","Eiten, G; Campos, SM",Instituto de Botânica,Instituto de Botânica,NA,Paspalum erianthum Nees ex Trin.,1999-01-01T00:00:00Z,"Fazenda Campininha, ""Campos das Sete Lagoas"". Just N of Rio Mogi Guaçú. 10 km N of Padua Sales. About 27 km NW of city of Mogi-Mirim.",NA,NA,"Valls, JFM; Oliveira, RC",NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"3005780724",Paspalum erianthum Nees ex Trin.,-22.242,-47.142,"gass84,osiic,colmafu,inmafu",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,US,DWC_ARCHIVE,2021-03-29T08:59:35Z,2021-03-30T11:27:47Z,"200",bc092ff0-02e4-11dc-991f-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"4111457","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,ACCEPTED,"650",NA,SOUTH_AMERICA,São Paulo,"1959","12","3",1959-12-03T00:00:00Z,NA,2021-03-30T11:27:47Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,151c91ba-a521-4735-8c11-5abf8db7fb67,TRUE,WGS84,Liliopsida,BR,none,none,Brazil,NA,http://n2t.net/ark:/65665/3c54a0e0f-47e1-442f-97af-ccad2f6792b5,"1483",NA,NMNH Extant Biology,"3005780724",NA,Botany,http://n2t.net/ark:/65665/3c54a0e0f-47e1-442f-97af-ccad2f6792b5,PhysicalObject,"2378531",G. Eiten & S. Machado de Campos,US,NA,NA,Paspalum erianthum Nees ex Trin.,NA,"Município de Moji-Gauçu: ""Campos das Sete Lagôas"". Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km. NNE of Padu Sales. (About 27 km. NW of city of Moji-Mirim).","1",NA,NA,NA,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,"South America - Neotropics, Brazil, São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae, Monocotyledonae, Poales, Poaceae, Panicoideae",NA,NA,http://biocol.org/urn:lsid:biocol.org:col:34871,"337","337",NA,NA,NA,NA,NA,NA,NA,NA,NA,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.169767,-22.922308,"1090536423",Paspalum erianthum Nees,-22.922308,-47.169767,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:50Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7683751","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,SYNONYM,NA,NA,NA,São Paulo,"1940","12","12",1940-12-12T00:00:00Z,2019-01-25T17:36:05Z,2021-03-30T09:40:50Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:5953,s/nº,Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090536423",pt,IAC,BRA:IAC:IAC:5953,Collection,"5953",A.P. Viégas & A.S. Lima,IAC,Instituto Agronômico de Campinas,NA,Paspalum erianthum Nees,1999-06-12T00:00:00Z,Fazenda Campo Grande,NA,NA,R.C. Oliveira & J.F.M. Valls,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.169767,-22.922308,"1090535729",Paspalum erianthum Nees,-22.922308,-47.169767,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7683751","6","7707728","196","1369","3073","2705540","4111457","4111457",Paspalum erianthum Nees ex Trin.,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum erianthum,Paspalum,erianthum,SPECIES,SYNONYM,NA,NA,NA,São Paulo,"1939","10","30",1939-10-30T00:00:00Z,2019-01-25T17:36:05Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:5187,s/nº,Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090535729",pt,IAC,BRA:IAC:IAC:5187,Collection,"5187",G.P. Viégas,IAC,Instituto Agronômico de Campinas,NA,Paspalum erianthum Nees,1999-06-30T00:00:00Z,Fazenda Campo Grande,NA,NA,R.C. Oliveira & J.F.M. Valls,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
