X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,individualCount,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,preparations,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,dateIdentified,identifiedBy,continent,gadm,institutionKey,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,habitat,higherGeography,institutionID,georeferenceProtocol,endDayOfYear,startDayOfYear,higherClassification,dynamicProperties,fieldNumber,otherCatalogNumbers,organismQuantity,organismQuantityType,http...rs.tdwg.org.dwc.terms.organismQuantity,http...rs.tdwg.org.dwc.terms.organismQuantityType,identificationQualifier,coordinateUncertaintyInMeters,references,verbatimEventDate,verbatimElevation,projectId,depth,depthAccuracy,namePublishedInYear,eventTime,nameAccordingTo,acceptedNameUsage,verbatimCoordinateSystem,locationID,datasetID,georeferenceSources,identificationID,parentNameUsage,accessRights,lifeStage,eventID,verbatimLocality,higherGeographyID,rights,vernacularName,georeferencedDate,http...unknown.org.recordId,http...unknown.org.recordEnteredBy,eventRemarks,georeferenceVerificationStatus,georeferenceRemarks,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typeStatus,reproductiveCondition,disposition,locationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.841666,-21.961944,"2858868416",Paspalum plenum Chase,-21.961944,-47.841666,"gass84,osiic,colmafu,inmano",e38d4c95-3a1d-4594-9ae9-883b48042e6d,7ef169f9-81f8-46a2-a7f7-240df6a1889c,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:20:09Z,2021-04-08T12:21:07Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,"1",PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"856","0",Sp,"2019","4","1",2019-04-01T00:00:00Z,2020-09-02T19:37:32Z,2021-04-08T12:21:07Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,24c42d8b-3272-4695-8fb8-c187d933d718,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,BRA:CENARGEN:CEN:112597,"815","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.",SAO CARLOS,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,"2858868416",pt,CEN,BRA:CENARGEN:CEN:112597,Collection,Unicata,"112597",Marcelo Mattos Cavallari,Cenargen,Empresa Brasileira de Pesquisa Agropecuária,"Cod. Acesso: 00193489-2. BGP- 390. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Material conservado no Banco de Germoplasma de Paspalum a partir de coleta de J.F.M. Valls, C.L. Quarín, M.S. França-Dantas & G. P. Silva 11894, realizada em: 20/06/1988 no município de: Aral Moreira-MS. Doação Embrapa Pecuária Sudeste.",Paspalum plenum Chase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.841666,-21.961944,"2858878448",Paspalum plenum Chase,-21.961944,-47.841666,"gass84,osiic,colmafu,inmano",e38d4c95-3a1d-4594-9ae9-883b48042e6d,7ef169f9-81f8-46a2-a7f7-240df6a1889c,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:20:09Z,2021-04-08T12:21:09Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,"1",PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"856","0",Sp,"2019","4","1",2019-04-01T00:00:00Z,2020-09-02T19:37:32Z,2021-04-08T12:21:09Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,24c42d8b-3272-4695-8fb8-c187d933d718,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,BRA:CENARGEN:CEN:113320,"731","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.",SAO CARLOS,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,"2858878448",pt,CEN,BRA:CENARGEN:CEN:113320,Collection,Unicata,"113320",Marcelo Mattos Cavallari,Cenargen,Empresa Brasileira de Pesquisa Agropecuária,"Cod. Acesso: 00058047-2. BGP- 410. Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. Trata-se do material coletado por (coletor não informado), no município de São Carlos, SP em (data não informada), tendo sido cultivado no Banco Ativo de Germoplasma desde enão. Doação Embrapa Pecuária Sudeste.",Paspalum plenum Chase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.841666,-21.961944,"2285831847",Paspalum plenum Chase,-21.961944,-47.841666,"gass84,osiic,colmafu,inmano",e38d4c95-3a1d-4594-9ae9-883b48042e6d,7ef169f9-81f8-46a2-a7f7-240df6a1889c,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:20:09Z,2021-04-08T12:21:08Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,"1",PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"856","0",Sp,"2018","2","6",2018-02-06T00:00:00Z,2020-09-02T19:37:32Z,2021-04-08T12:21:08Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,24c42d8b-3272-4695-8fb8-c187d933d718,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,BRA:CENARGEN:CEN:107753,"714","Planta cultivada em canteiro no banco de Germoplasma da Embrapa Pecuária Sudeste, Fazenda Canchim.",SAO CARLOS,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,"2285831847",pt,CEN,BRA:CENARGEN:CEN:107753,Collection,Unicata,"107753",Marcelo Mattos Cavallari,Cenargen,Empresa Brasileira de Pesquisa Agropecuária,"Área agrícola irrigada, próxima a fragmento de Floresta Estacional Semidecidual. O Banco de Germoplasma não possui dados de passaporte completo sobre esse acesso, não sendo conhecido o local de coleta original. BRA-00058047-2 /BGP - 410. Doação Embrapa Pecuária Sudeste.",Paspalum plenum Chase,2018-12-01T00:00:00Z,J. F. M. Valls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.039444,-23.392222,"2027488103",Paspalum plenum Chase,-23.392222,-46.039444,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,NA,NA,Sp,"2013","2","1",2013-02-01T00:00:00Z,2021-03-04T18:42:13Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:53111,"1250",NA,Arujá,SPSF - Herbário Dom Bento José Pickel,"2027488103",pt,SPSF,BRA:IF:SPSF:53111,Collection,NA,"53111",S.Aragaki & M.Kirizawa & E.P.Fortes,IF,Instituto Florestal,"COLETA: Erva com aprox. 1m de altura. Flores creme-esverdeadas.; GEOGRAFIA: Floresta secundária com predomínio de Protium heptaphyllum e Rubiáceas no sub-bosque.;",Paspalum plenum Chase,NA,R.T.Shirasuna,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.373333,-23.392306,"2452942902",Paspalum plenum Chase,-23.392306,-46.373333,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:14Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"700","0",São Paulo,"2013","2","1",2013-02-01T00:00:00Z,2019-11-21T13:16:32Z,2021-04-12T14:22:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:488148,"1250",Mata ao lado do Nippon Glof Club.,Arujá,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452942902",pt,SP,BRA:IBT:SP:488148,Collection,NA,"488148","Aragaki, S; Kirizawa, M; Fortes, EP",Instituto de Botânica,Instituto de Botânica,NA,Paspalum plenum Chase,2013-02-01T00:00:00Z,"Shirasuna, RT",NA,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.244722,-23.190139,"1089045838",Paspalum plenum Chase,-23.190139,-48.244722,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"700","0",São Paulo,"1996","1","23",1996-01-23T00:00:00Z,2021-03-25T12:27:02Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:91027,"10367",Área de brejo.,Bofete,UEC - Herbário da Universidade Estadual de Campinas,"1089045838",pt,UEC,BRA:UNICAMP:UEC:91027,Collection,NA,"91027","Souza, VC",UNICAMP,Universidade Estadual de Campinas,"Erva, até 2 m alt.; espiguetas castanhas.",Paspalum plenum Chase,1999-01-01T00:00:00Z,"Oliveira, RC; Valls, JFM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.244722,-23.190139,"2452875562",Paspalum plenum Chase,-23.190139,-48.244722,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:12Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,"700","0",São Paulo,"1996","1","23",1996-01-23T00:00:00Z,2019-11-21T13:16:32Z,2021-04-12T14:22:12Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,ef48401a-d9e5-467c-b40a-0146618d38de,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:296188,"10367",NA,Bofete,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452875562",pt,SP,BRA:IBT:SP:296188,Collection,NA,"296188","Souza, VC; et al.",Instituto de Botânica,Instituto de Botânica,NA,Paspalum plenum Chase,NA,NA,NA,NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"1928049349",Paspalum plenum Chase,-23.654505,-46.621883,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:22Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,NA,NA,São Paulo,"1974","2","22",1974-02-22T00:00:00Z,NA,2021-03-30T13:06:22Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,The New York Botanical Garden,13efece7-2147-442b-98d6-a23c870c788f,"160",Parque Estadual das Fontes do Ipiranga,NA,Vascular plants,"1928049349",en,NY,13efece7-2147-442b-98d6-a23c870c788f,PhysicalObject,sheet,"783935",T. S. d. Silva,NY,NA,NA,Paspalum plenum Chase,NA,T. S. d. Silva,SOUTH_AMERICA,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,NA,ICN,Sao Paulo,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,"Georeferencing Quick Reference Guide, Version 2012","53","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2176.57",http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623800,22 Feb 1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"1090534418",Paspalum plenum Chase,-22.9056,-47.0608,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:54Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,NA,NA,São Paulo,"1939","1","8",1939-01-08T00:00:00Z,2019-01-25T17:44:49Z,2021-03-30T09:40:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:3753,s/nº,"estrada de rodagem, Taquaral",Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090534418",pt,IAC,BRA:IAC:IAC:3753,Collection,NA,"3753",A.P. Viégas,IAC,Instituto Agronômico de Campinas,NA,Paspalum plenum Chase,1999-01-08T00:00:00Z,R.C. Oliveira,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"1090534408",Paspalum plenum Chase,-22.9056,-47.0608,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:54Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,NA,PRESENT,"4105264","6","7707728","196","1369","3073","2705540","4105264","4105264",Paspalum plenum Chase,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum plenum,Paspalum,plenum,SPECIES,ACCEPTED,NA,NA,São Paulo,"1939","2","16",1939-02-16T00:00:00Z,2019-01-25T17:36:06Z,2021-03-30T09:40:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:3739,s/nº,Fazenda dos Ingleses,Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090534408",pt,IAC,BRA:IAC:IAC:3739,Collection,NA,"3739",A.P. Viégas,IAC,Instituto Agronômico de Campinas,NA,Paspalum plenum Chase,1999-06-16T00:00:00Z,R.C. Oliveira & J.F.M. Valls,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
