X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,dateIdentified,continent,collectionKey,otherCatalogNumbers,institutionKey,dynamicProperties,county,fieldNotes,gadm,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,individualCount,habitat,higherGeography,institutionID,endDayOfYear,startDayOfYear,higherClassification,identificationQualifier,preparations,accessRights,establishmentMeans,coordinateUncertaintyInMeters,references,georeferencedBy,http...unknown.org.recordId,georeferenceVerificationStatus,georeferenceRemarks,rights,http...unknown.org.recordEnteredBy,collectionID,nomenclaturalStatus,nomenclaturalCode,fieldNumber,taxonID,bibliographicCitation,georeferenceProtocol,organismID,locationID,datasetID,verbatimEventDate,verbatimElevation,eventRemarks,georeferenceSources,taxonRemarks,informationWithheld,lifeStage,verbatimLocality,locationAccordingTo,previousIdentifications,reproductiveCondition,georeferencedDate,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,identificationID,typeStatus,verbatimCoordinateSystem,disposition,recordedByIDs.type,recordedByIDs.value,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,projectId,acceptedNameUsage,materialSampleID,parentNameUsageID,acceptedNameUsageID,samplingProtocol,parentNameUsage,identificationRemarks,locationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.580278,-22.708889,"3069233305",Zygopetalum maculatum (Kunth) Garay,-22.708889,-44.580278,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:50Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,"0","0",São Paulo,"2018","2","2",2018-02-02T00:00:00Z,2021-03-19T20:59:24Z,2021-04-08T12:21:50Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:195299,"3526","Parque Nacional da Serra da Bocaina, Pico da Bacia",São José do Barreiro,BHCB - Herbário da Universidade Federal de Minas Gerais,"3069233305",pt,BHCB,BRA:UFMG:BHCB:195299,Collection,"195299","Batista, JAN; Lustre, GMC",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Erva terrestre. Observada uma grande touceira no local. Apenas uma planta em floração. Sépalas e pétalas com fundo esverdeado quase completamente coberto de marrom-vinoso; labelo com fundo esbranquiçado com os feixes vasculares largam",NA,Zygopetalum maculatum (Kunth) Garay,NA,SOUTH_AMERICA,b5e442dc-03c0-45f5-b326-1b481914dfde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.603889,-22.7825,"1424484190",Zygopetalum mackayi Hook.,-22.7825,-44.603889,"cdround,gass84,rdativ,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:21Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"2837005","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,mackayi,SPECIES,SYNONYM,"1401",NA,São Paulo,"2014","6","5",2014-06-05T00:00:00Z,NA,2021-04-06T14:39:21Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:860632,"1376","Mun. São José do Barreiro, Parque Nacional da Serra da Bocaina. Parque Nacional da Serra da Bocaina",São Paulo,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424484190",NA,RB,urn:catalog:JBRJ:RB:860632,Physical Object,RB00860632,"J.F.A. Baumgratz; M. Bovini et M. Nadruz",JBRJ,NA,"Erva epífita ca 40 cm alt., esciófila, crescendo sobre tronco caído; bulbos verdes; folhas verdes concolores; brácteas castanhas; pedúnculo e pedicelo floral verdes; tépalos verde-claros c/manchas vinosos-escuras; labelo lilás na base e roxo-estriado p/ ápice (calo), coluna roxa c/ápice truncado-alvo.",F.F.V.A. Barberena,Zygopetalum mackayi Hook.,NA,NA,NA,RB 600358,NA,NA,NA,"Estrada Trilha do Ouro, em formação de Floresta Ombrófila Densa Montana alterada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,cf.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.071944,-24.063333,"1086912154",Zygopetalum maculatum (Kunth) Garay,-24.063333,-49.071944,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,NA,NA,Sp,"2010","5","11",2010-05-11T00:00:00Z,2021-03-04T18:42:07Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:43740,"1332",Estação Experimental,Itapeva,SPSF - Herbário Dom Bento José Pickel,"1086912154",pt,SPSF,BRA:IF:SPSF:43740,Collection,"43740",O.T. Aguiar & J.B.Baitello & C.R.Lima,IF,Instituto Florestal,"COLETA: Orquídea terrestre, aproximadamente 0,3m de altura, com aroma agradável; GEOGRAFIA: Entrada para a trilha do lajeado.;",W.Forster,Zygopetalum maculatum (Kunth) Garay,2010-06-30T00:00:00Z,SOUTH_AMERICA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.071944,-24.063333,"1086912161",Zygopetalum maculatum (Kunth) Garay,-24.063333,-49.071944,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,NA,NA,Sp,"2010","5","11",2010-05-11T00:00:00Z,2021-03-04T18:42:07Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:43742,"275",Estação Experimental,Itapeva,SPSF - Herbário Dom Bento José Pickel,"1086912161",pt,SPSF,BRA:IF:SPSF:43742,Collection,"43742",C.R.Lima & O.T. Aguiar & J.B.Baitello,IF,Instituto Florestal,"COLETA: Orquídea terrestre com flores de coloração clara, rajada de lilás e estruturas de proteção das pétalas verdes rajadas de marrom.; GEOGRAFIA: Entrada para a trilha do lajeado.;",NA,Zygopetalum maculatum (Kunth) Garay,NA,SOUTH_AMERICA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.070833,-24.0625,"1086913018",Zygopetalum maculatum (Kunth) Garay,-24.0625,-49.070833,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:40Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,NA,NA,Sp,"2010","9","30",2010-09-30T00:00:00Z,2021-03-04T18:42:07Z,2021-04-08T12:14:40Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:44623,"1160",Estação Experimental,Itapeva,SPSF - Herbário Dom Bento José Pickel,"1086913018",pt,SPSF,BRA:IF:SPSF:44623,Collection,"44623",R.Cielo-Filho & C.R.Lima & J.B.Baitello,IF,Instituto Florestal,"COLETA: Terrestre, flores lilás; GEOGRAFIA: Trilha do Canion - FES;",NA,Zygopetalum maculatum (Kunth) Garay,NA,SOUTH_AMERICA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49.069167,-24.062778,"1086910357",Zygopetalum maculatum (Kunth) Garay,-24.062778,-49.069167,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:45Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,NA,NA,Sp,"2009","6","24",2009-06-24T00:00:00Z,2021-03-04T18:42:07Z,2021-04-08T12:14:45Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:41781,"2342",Estação Experimental,Itapeva,SPSF - Herbário Dom Bento José Pickel,"1086910357",pt,SPSF,BRA:IF:SPSF:41781,Collection,"41781",J.B.Baitello & R.Cielo-Filho & C.R.Lima,IF,Instituto Florestal,"COLETA: Flores lilases muito odoríferas.; GEOGRAFIA: Afloramento;",W.Forster,Zygopetalum maculatum (Kunth) Garay,2010-06-30T00:00:00Z,SOUTH_AMERICA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.830278,-22.463889,"1424456633",Zygopetalum maculatum (Kunth) Garay,-22.463889,-44.830278,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:21Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,"800",NA,Rio de Janeiro,"2009","6","20",2009-06-20T00:00:00Z,NA,2021-04-06T14:39:21Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:795033,"184","Proximidades do Lago Azul, depois da ponte. Parque Nacional do Itatiaia",Itatiaia,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424456633",NA,RB,urn:catalog:JBRJ:RB:795033,Physical Object,RB00795033,F.F.V.A. Barberena,JBRJ,NA,"Sépalas e pétalas verdes, com máculas marrons; labelo alvo com estrias liláses. Rupícola. Datum: WGS-84",T.E.C.Meneguzzo,Zygopetalum maculatum (Kunth) Garay,2017-01-01T00:00:00Z,NA,NA,RB 581023,NA,NA,NA,Na beira do rio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48,-25,"1086672191",Zygopetalum maculatum (Kunth) Garay,-25,-48,"gass84,colmafu,inmano",a51fa32f-831d-49d6-8b8a-c7b52ae65b3b,f6e2efc9-42a3-47ea-99c6-3eda8d653cc9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:13:16Z,2021-04-08T12:14:02Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,"1500","0",Paraná,"2008","9","27",2008-09-27T00:00:00Z,2021-02-11T20:21:03Z,2021-04-08T12:14:02Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,UPCB - Herbário do Departamento de Botânica,BRA:UFPR:UPCB:67277,"193",Serra do Capivari.,Campina Grande do Sul,UPCB - Herbário do Departamento de Botânica,"1086672191",pt,UPCB,BRA:UFPR:UPCB:67277,Collection,"67277","Brotto, M.L.",UFPR,Universidade Federal do Paraná,Erva rupícola de 20 cm. Refúgio Vegetacional Altomontano..,"Mancinelli, W.S.",Zygopetalum maculatum (Kunth) Garay,2009-09-23T00:00:00Z,NA,984ad7e0-f17d-4980-9d12-2c3c9509162e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.487778,-22.806111,"1424265425",Zygopetalum maculatum (Kunth) Garay,-22.806111,-44.487778,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:16Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,"1245",NA,São Paulo,"2007","4","14",2007-04-14T00:00:00Z,NA,2021-04-06T14:39:16Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:550287,"1697","Serra da Bocaina, Arredores do trutário. Flores Altimontana.",Bananal,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424265425",NA,RB,urn:catalog:JBRJ:RB:550287,Physical Object,RB00550287,"C.N. Fraga; M.C. Nadruz",JBRJ,NA,"Terrestre, ciófila. Flores com sépalas e pétalas de fundo esverdeado com máculas castanho-vinosas, labelo de fundo branco com máculas lilás.",T.E.C.MENEGUZZO,Zygopetalum maculatum (Kunth) Garay,NA,NA,NA,RB 477233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.191667,-23.447778,"1226939033",Zygopetalum maculatum (Kunth) Garay,-23.447778,-45.191667,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:45Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2837000","6","7707728","196","1169","7689","2836999","2837000","2837000",Zygopetalum maculatum (Kunth) Garay,Plantae,Tracheophyta,Asparagales,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Zygopetalum,maculatum,SPECIES,ACCEPTED,"1171","0",Sp,"2005","2","28",2005-02-28T00:00:00Z,2021-03-04T18:42:07Z,2021-04-08T12:14:45Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Liliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:49919,"548","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",Natividade da Serra,SPSF - Herbário Dom Bento José Pickel,"1226939033",pt,SPSF,BRA:IF:SPSF:49919,Collection,"49919",F.M.Souza & M.T.Z.Togniato & D.Souza,IF,Instituto Florestal,"COLETA: Orquídea terrestre, roxa escura e verde, labelo branco com estrias lilás.; GEOGRAFIA: Trilha do Corcovado, Floresta Ombrófila Densa Montana (Floresta de Neblina);",W.Forster,Zygopetalum maculatum (Kunth) Garay,2012-02-27T00:00:00Z,SOUTH_AMERICA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
