X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,institutionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,elevation,elevationAccuracy,collectionKey,otherCatalogNumbers,fieldNotes,dynamicProperties,county,references,created,associatedSequences,higherClassification,taxonID,higherGeography,institutionID,fieldNumber,verbatimLocality,preparations,previousIdentifications,coordinateUncertaintyInMeters,habitat,verbatimEventDate,nomenclaturalCode,georeferenceProtocol,endDayOfYear,startDayOfYear,collectionID,georeferenceSources,identificationQualifier,georeferencedDate,individualCount,nomenclaturalStatus,bibliographicCitation,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,verbatimElevation,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,informationWithheld,typeStatus,organismID,locationID,datasetID,accessRights,typifiedName,recordedByIDs.type,recordedByIDs.value,locationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.510833,-24.017778,"2412489499",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.017778,-46.510833,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:24Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,Santa Catarina,"2017","8","27",2017-08-27T00:00:00Z,NA,2021-04-06T14:39:24Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:1415917,"1765",Bairro Jardim Trevo.,Praia Grande,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"2412489499",NA,RB,urn:catalog:JBRJ:RB:1415917,Physical Object,RB01415917,"G.M. Antar; V.B. Caetano",JBRJ,NA,NA,"Lima; R.G. Antar",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,NA,NA,NA,RB 791511,"Mata atlântica, mata ciliar, vegetação secundária, solo organo-argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.31605,-24.02022,"2459844772",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.02022,-47.31605,"gass84,ambinst,colmafu",cbf8c968-37d6-45be-bf5c-e22914a384dc,a88bec5c-1cbf-47a2-8c3e-6081804d80a5,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:59Z,2021-04-08T12:22:44Z,"210",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,2013-04-29T00:00:00Z,NA,São Paulo,"2013","4","29",2013-04-29T00:00:00Z,2020-11-04T14:19:43Z,2021-04-08T12:22:44Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,BRA:ESALQ:ESA:123587,"975.0","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",Tapiraí,ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,"2459844772",pt,ESA,BRA:ESALQ:ESA:123587,Collection,"123587","Colletta, G.D. ; Souza, V.C.",Universidade de São Paulo,Universidade de São Paulo,"Árvore, 25","Ivanauskas, N.M.",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"480","0",51c61583-68fb-4e49-bc5d-729aa098bc43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.93,-25.08,"2309365876",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-25.08,-47.93,"cudc,gass84",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:23:07Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,NA,"2011","10","1",2011-10-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:23:07Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,MG719091,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual da Ilha do Cardoso, Cananeia county, Sao Paulo State",NA,NA,"2309365876",NA,NA,MG719091,NA,NA,G. Frey & R.A.F. Lima,NA,NA,NA,NA,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"6",NA,NA,NA,NA,NA,NA,http://www.ebi.ac.uk/ena/data/view/MG719091,2018-10-04,MG719091,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Chrysophylloideae;Pouteria","1472130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.93,-25.08,"2309590864",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-25.08,-47.93,"cudc,gass84",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:23:09Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,NA,"2011","10","1",2011-10-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:23:09Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,MG718578,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual da Ilha do Cardoso, Cananeia county, Sao Paulo State",NA,NA,"2309590864",NA,NA,MG718578,NA,NA,G. Frey & R.A.F. Lima,NA,NA,NA,NA,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"6",NA,NA,NA,NA,NA,NA,http://www.ebi.ac.uk/ena/data/view/MG718578,2018-10-04,MG718578,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Sapotaceae;Chrysophylloideae;Pouteria","1472130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.9125,-24.905556,"1089089803",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.905556,-47.9125,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,São Paulo,"2008",NA,NA,2008-01-01T00:00:00Z,2021-03-01T19:41:10Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:149420,"420","Km 31da rodovia SP-226, Estrada de terra para o mar de dentro.",Cananéia,UEC - Herbário da Universidade Estadual de Campinas,"1089089803",pt,UEC,BRA:UNICAMP:UEC:149420,Collection,"149420","Urbanetz, C",UNICAMP,Universidade Estadual de Campinas,"Árvore de 18m de altura.; Floresta alta de restinga.","Urbanetz, C",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"30","0",a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.918056,-24.895,"1089089813",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.895,-47.918056,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,São Paulo,"2008",NA,NA,2008-01-01T00:00:00Z,2021-03-01T19:41:10Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:149424,"421","Km 31da rodovia SP-226, Estrada de terra para o mar de dentro.",Cananéia,UEC - Herbário da Universidade Estadual de Campinas,"1089089813",pt,UEC,BRA:UNICAMP:UEC:149424,Collection,"149424","Urbanetz, C",UNICAMP,Universidade Estadual de Campinas,"Árvore de 17 m de altura.; Floresta de alta de restinga.","Urbanetz, C",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"30","0",a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.865833,-23.731111,"1086907341",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-23.731111,-45.865833,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:41Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,2007-03-07T00:00:00Z,SOUTH_AMERICA,Sp,"2007","3","9",2007-03-09T00:00:00Z,2021-03-04T18:42:58Z,2021-04-08T12:14:41Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:38705,"1087",Condomínio Morada da Praia,Bertioga,SPSF - Herbário Dom Bento José Pickel,"1086907341",pt,SPSF,BRA:IF:SPSF:38705,Collection,"38705",F. A. R. D. P. Arzolla & F.E.S.P.Vilela,IF,Instituto Florestal,"COLETA: Árvore, 4 metros de altura, com flores.; GEOGRAFIA: Vegetação de Restinga.;",F. A. R. D. P. Arzolla,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,NA,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"1089089796",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.885278,-47.931944,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,São Paulo,"2007",NA,NA,2007-01-01T00:00:00Z,2021-03-01T19:41:10Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:149422,"419","Km 31da rodovia SP-226, Fazenda Folha Larga.",Cananéia,UEC - Herbário da Universidade Estadual de Campinas,"1089089796",pt,UEC,BRA:UNICAMP:UEC:149422,Collection,"149422","Urbanetz, C",UNICAMP,Universidade Estadual de Campinas,"Árvore de 12 m de altura.; Floresta Ombrófila Densa.","Urbanetz, C",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"100","0",a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.93,-24.89,"1096905574",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-24.89,-47.93,"conti,gass84,incomis",0943f690-fde5-11dd-83f4-b8a03c50a862,4c415e40-1e21-11de-9e40-a0d6ecebb8bf,4346b227-ca68-4d54-8a77-909148492e0b,SE,DWC_ARCHIVE,2021-03-28T11:06:05Z,2021-03-30T09:44:52Z,"130",4c415e40-1e21-11de-9e40-a0d6ecebb8bf,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,NA,NA,São Paulo,"2007",NA,NA,2007-01-01T00:00:00Z,2018-04-16T15:16:31Z,2021-03-30T09:44:52Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,4128c918-2aab-4610-8e72-d3aa6dfc48fc,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,S:VascularPlants:S15-32377,"419","Brasil, São Paulo, Cananéia, Km 31 da rodovia SP-226, Fazenda Folha Larga.",NA,NA,"1096905574",NA,VascularPlants,S:VascularPlants:S15-32377,PhysicalObject,S15-32377,Urbanetz,S,NA,NA,NA,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae;Magnoliophyta;Ericales;Sapotaceae;Pouteria",NA,"South and Central America, Caribbean & Antarctica; Brazil; São Paulo",urn:lsid:biocol.org:col:15668,"419","Brasil, São Paulo, Cananéia, Km 31 da rodovia SP-226, Fazenda Folha Larga.",Internationella herbariet,Pouteria beaurepairei (Glaz. & Raunk.) Baehni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.926944,-25.083889,"1837384569",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,-25.083889,-47.926944,"gass84,colmafu,inmano",7aeb3ded-7443-4512-95f7-2ec7ab0f308c,a8d26b9b-a0c0-42b3-a479-b575f9b60793,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T13:52:44Z,2021-03-30T11:07:54Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"2884282","6","7707728","220","1353","8802","2884049","2884282","2884282",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria beaurepairei,Pouteria,beaurepairei,SPECIES,ACCEPTED,2006-05-09T00:00:00Z,NA,São Paulo,"2006","5","9",2006-05-09T00:00:00Z,2020-01-31T13:39:39Z,2021-03-30T11:07:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",BRA:IFAM:EAFM:11956,"841",Ilha de Cananéia,Cananéia,"EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","1837384569",pt,EAFM,BRA:IFAM:EAFM:11956,Collection,"11956","Stoike, FC de O","Instituto Federal de Educação, Ciência e Tecnologia","Instituto Federal de Educação, Ciência e Tecnologia","; DESC: arbórea; artefato; cerco-fixo; tronco","Stoike, FC de O",Pouteria beaurepairei (Glaz. & Raunk.) Baehni,"0","0",c02e96c3-6698-4238-89a9-ad017144b19b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
