X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,collectionCode,occurrenceID,type,catalogNumber,recordedBy,otherCatalogNumbers,institutionCode,occurrenceRemarks,identifiedBy,name,dateIdentified,elevationAccuracy,modified,language,ownerInstitutionCode,continent,collectionKey,gadm,institutionKey,higherClassification,habitat,higherGeography,georeferenceProtocol,eventRemarks,fieldNotes,georeferenceVerificationStatus,references,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,georeferencedDate,nomenclaturalStatus,taxonID,bibliographicCitation,accessRights,coordinateUncertaintyInMeters,georeferenceSources,typeStatus,individualCount,organismID,locationID,datasetID,fieldNumber,dynamicProperties,verbatimLocality,disposition,reproductiveCondition,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.075278,-23.375556,"1089109601",Inga mendoncaei Harms,-23.375556,-45.075278,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5357545","6","7707728","220","1370","5386","2965936","5357545","5357545",Inga mendoncaei Harms,Plantae,Tracheophyta,Fabales,Fabaceae,Inga,Inga mendoncaei,Inga,mendoncaei,SPECIES,ACCEPTED,EN,"707",São Paulo,"2007","9","9",2007-09-09T00:00:00Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:173608,"951","Parque Estadual da Serra do Mar, Fazenda Capricórnio, trilha do picadão.",Ubatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089109601",UEC,BRA:UNICAMP:UEC:173608,Collection,"173608","Silva, ED",NA,UNICAMP,"Árvore 12 m, frutos imaturos.; Floresta Ombrófila Densa Montana.","Silva, ED",Inga mendoncaei Harms,2008-02-01T00:00:00Z,"0",2021-03-01T19:30:41Z,pt,Universidade Estadual de Campinas,NA,a995cf02-345c-46db-8674-3415572615a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.75,-22.466667,"1090518074",Inga mendoncaei Harms,-22.466667,-44.75,"gass84,colmafu,inmano",bc81e05b-ed51-46ba-a0a4-90fbae9b5545,c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T13:48:41Z,2021-03-30T12:31:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5357545","6","7707728","220","1370","5386","2965936","5357545","5357545",Inga mendoncaei Harms,Plantae,Tracheophyta,Fabales,Fabaceae,Inga,Inga mendoncaei,Inga,mendoncaei,SPECIES,ACCEPTED,EN,NA,Rio de Janeiro,"1995","3","27",1995-03-27T00:00:00Z,2021-03-30T12:31:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,BRA:CEPLAC:CEPEC:132394,"2535",Parque Nacional do Itatiaia. Três Picos.,ITATIAIA,CEPEC - Herbário do Centro de Pesquisas do Cacau,"1090518074",CEPEC,BRA:CEPLAC:CEPEC:132394,Collection,"132394",R. Guedes,30/05/2007,Comissão Executiva do Plano da Lavoura Cacaueira,NA,F. C. P. Garcia,Inga mendoncaei Harms,NA,NA,2020-07-23T15:14:23Z,pt,Comissão Executiva do Plano da Lavoura Cacaueira,NA,2a3c417c-d633-4838-8894-78094cfe5e49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
