X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,preparations,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,elevation,elevationAccuracy,institutionKey,gadm,infraspecificEpithet,otherCatalogNumbers,fieldNotes,county,individualCount,nomenclaturalStatus,nomenclaturalCode,fieldNumber,taxonID,bibliographicCitation,collectionID,verbatimEventDate,institutionID,datasetID,identificationID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,endDayOfYear,startDayOfYear,higherClassification,verbatimLocality,previousIdentifications,habitat,typeStatus,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typifiedName,organismID,locationID,accessRights,verbatimCoordinateSystem,references,georeferencedDate,georeferenceProtocol,taxonRemarks,coordinateUncertaintyInMeters,georeferenceSources,dynamicProperties,disposition,reproductiveCondition,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.510833,-22.832222,"2983543382",Aspidosperma riedelii Müll.Arg.,-22.832222,-48.510833,"gass84,colmafu,inmano",a776a61d-f01e-4a8e-8fb0-c69d08795118,56f3bf17-6cf6-4d18-ac42-c5e16dae24c7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-19T13:11:04Z,2021-04-19T13:11:09Z,"29",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2020-10-01T00:00:00Z,SOUTH_AMERICA,São Paulo,"2020","10","12",2020-10-12T00:00:00Z,2021-04-12T13:07:54Z,2021-04-19T13:11:09Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,c91103dd-90f9-413f-83c4-dfa52b06bb5b,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SHPR - Herbário da Universidade Tecnológica Federal do Paraná (UTFPR), campus Santa Helena",BRA:UTFPR-SL:SHPR:1254,"2326",Mata da Pavuna,Botucatu,"SHPR - Herbário da Universidade Tecnológica Federal do Paraná (UTFPR), campus Santa Helena","2983543382",pt,SHPR,BRA:UTFPR-SL:SHPR:1254,Collection,exsicata,"1254","Biral, L. | P. Akkawi",UTFPR-SL,Universidade Tecnológica Federal do Paraná,"Árvore, flores inteiramente verdes.Habitat: Floresta Estacional Decidual",L. Biral,Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.833333,-23.016667,"2565893671",Aspidosperma riedelii Müll.Arg.,-23.016667,-48.833333,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:32Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,NA,NA,São Paulo,"2019","4","17",2019-04-17T00:00:00Z,2021-02-08T14:07:06Z,2021-04-08T12:17:32Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:33997,"43",Jardim Botânico do IBB,Botucatu,BOTU - Herbário Irina Delanova Gemtchújnicov,"2565893671",pt,BOTU,BRA:UNESP-IBB:BOTU:33997,Collection,NA,"33997","Castro Matheus, L.",Universidade Estadual Paulista,Universidade Estadual Paulista,NA,NA,Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.019878,-23.727261,"2564843757",Aspidosperma riedelii Müll.Arg.,-23.727261,-48.019878,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:58Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2019-05-22T00:00:00Z,NA,São Paulo,"2019","5","21",2019-05-21T00:00:00Z,2021-03-01T19:21:45Z,2021-04-08T12:43:58Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:205656,"216","Floresta Nacional de Ipanema - FLONA -Trilha da Pe, Local: Em rocha, pleno sol. Solo: Úmido com serrapilheira.",Iperó,UEC - Herbário da Universidade Estadual de Campinas,"2564843757",pt,UEC,BRA:UNICAMP:UEC:205656,Collection,NA,"205656","Pires, TP; Padua, CN; Brocanello, BO; Silva, BG",UNICAMP,Universidade Estadual de Campinas,Hábito: Arbóreo. Látex: Branco. Altura: 5m. Outros: Presença de frutos verdes e maduros.,"Castello, ACD",Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.511594,-22.838667,"1914110190",Aspidosperma riedelii Müll.Arg.,-22.838667,-48.511594,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2014-01-01T00:00:00Z,NA,São Paulo,"2014","8","15",2014-08-15T00:00:00Z,2021-03-01T19:21:45Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:192572,"165","Fazenda Pavuna, próximo à entrada para as trilhas das cachoeiras.",Botucatu,UEC - Herbário da Universidade Estadual de Campinas,"1914110190",pt,UEC,BRA:UNICAMP:UEC:192572,Collection,NA,"192572","Kataoka, EY; Koch, I; Castello, ACD; Ferreira, LC",UNICAMP,Universidade Estadual de Campinas,"Árvore de aprox. 2 m, altamente ramificada, ramos jovens acastanhados e densamente lenticelados, indivíduos agregados espacialmente em borda de pasto. Látex branco abundante ao quebrar as folhas. Frutos maduros marrons e imaturos ver","Koch, I",Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.5116,-22.838672,"2273363033",Aspidosperma riedelii Müll.Arg.,-22.838672,-48.5116,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:58Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2014-01-01T00:00:00Z,NA,São Paulo,"2014","8","15",2014-08-15T00:00:00Z,2021-03-01T19:21:45Z,2021-04-08T12:43:58Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:192574,"167","Fazenda Pavuna, próximo à entrada para as trilhas das cachoeiras.",Botucatu,UEC - Herbário da Universidade Estadual de Campinas,"2273363033",pt,UEC,BRA:UNICAMP:UEC:192574,Collection,NA,"192574","Kataoka, EY; Koch, I; Castello, ACD; Ferreira, LC",UNICAMP,Universidade Estadual de Campinas,"Árvore de aprox. 2 m, altamente ramificada, ramos jovens acastanhados e densamente lenticelados, indivíduos agregados espacialmente em borda de pasto. Látex branco abundante ao quebrar as folhas. Frutos maduros marrons e imaturos ver","Koch, I",Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"1087507569",Aspidosperma riedelii Müll.Arg.,-22.8375,-46.511111,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:30Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2009-12-01T00:00:00Z,NA,São Paulo,"2009","4","23",2009-04-23T00:00:00Z,2021-02-08T14:07:06Z,2021-04-08T12:17:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:26807,"195",NA,Botucatu,BOTU - Herbário Irina Delanova Gemtchújnicov,"1087507569",pt,BOTU,BRA:UNESP-IBB:BOTU:26807,Collection,NA,"26807","Santos, L.B.",Universidade Estadual Paulista,Universidade Estadual Paulista,NA,"Santos, L.B.",Aspidosperma riedelii Müll.Arg.,"750","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"1090695239",Aspidosperma riedelii Müll.Arg.,-22.8375,-46.511111,"gass84,ambinst,colmafu",fdf55163-54d8-4bc7-862d-7e41068589e3,6215eac7-a176-4a7f-9bba-552b3f5ba9a3,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:23:12Z,2021-04-08T12:23:25Z,"257",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2009-12-01T00:00:00Z,NA,São Paulo,"2009","4","23",2009-04-23T00:00:00Z,2020-06-15T18:28:24Z,2021-04-08T12:23:25Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,fbe9447d-917e-497a-b3c5-090dbeb64222,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HRCB - Herbário Rioclarense,BRA:UNESP-RC:HRCB:51120,"195",Parque Ecológico da Pavuna,Botucatu,HRCB - Herbário Rioclarense,"1090695239",pt,HRCB,BRA:UNESP-RC:HRCB:51120,Collection,NA,"51120","Santos, L.B.",Universidade Estadual Paulista,Universidade Estadual Paulista,"Árvore, 4m, com látex, folhas cartáceas, frutos imaturos verdes, lenticelados.","Santos, L.B.",Aspidosperma riedelii Müll.Arg.,"750","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"2991368320",Aspidosperma riedelii Müll.Arg.,-22.8375,-46.511111,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2009-12-01T00:00:00Z,SOUTH_AMERICA,São Paulo,"2009","4","23",2009-04-23T00:00:00Z,2020-12-11T14:31:42Z,2021-04-08T12:21:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,b5e442dc-03c0-45f5-b326-1b481914dfde,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:154407,"195","Parque Ecológico da Pavuna, Da sede até a trilha da esquerda na entrada das cachoeiras, depois a esquerda na bifurcação até cachoeira final.",Botucatu,BHCB - Herbário da Universidade Federal de Minas Gerais,"2991368320",pt,BHCB,BRA:UFMG:BHCB:154407,Collection,NA,"154407","Santos, LB; Ferreira, FLS",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Árvore, 4m. Com látex, folhas cartáceas, frutos imaturos verdes, pedicelados.; Mata Atlântica. Floresta Estacional Semidecídua.",NA,Aspidosperma riedelii Müll.Arg.,"750","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.016667,-22.866667,"1087506872",Aspidosperma riedelii Müll.Arg.,-22.866667,-48.016667,"gass84,ambcol,ambinst",92e7a11c-2765-4eee-9341-2a89083e6132,f22ff2ae-6384-4d40-9ded-4d96befcacf0,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:17Z,2021-04-08T12:17:32Z,"255",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,NA,NA,São Paulo,"2009","10","6",2009-10-06T00:00:00Z,2021-02-08T14:07:06Z,2021-04-08T12:17:32Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,BOTU - Herbário Irina Delanova Gemtchújnicov,BRA:UNESP-IBB:BOTU:25952,"118",NA,Botucatu,BOTU - Herbário Irina Delanova Gemtchújnicov,"1087506872",pt,BOTU,BRA:UNESP-IBB:BOTU:25952,Collection,NA,"25952","Martins, M.V.",Universidade Estadual Paulista,Universidade Estadual Paulista,árvore de 2m de altura,"Martins, M.V.",Aspidosperma riedelii Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"1090581832",Aspidosperma riedelii Müll.Arg.,-22.9056,-47.0608,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:52Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"7316827","6","7707728","220","412","6701","7316607","7316827","7316827",Aspidosperma riedelii Müll.Arg.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma riedelii,Aspidosperma,riedelii,SPECIES,ACCEPTED,2004-04-05T00:00:00Z,NA,São Paulo,"2004","4","5",2004-04-05T00:00:00Z,2020-01-27T21:24:17Z,2021-03-30T09:40:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:55010,"1056",NA,Campinas,IAC - Herbário do Instituto Agronômico de Campinas,"1090581832",pt,IAC,BRA:IAC:IAC:55010,Collection,NA,"55010",J.E.A. Bertoni & A. Geremias,IAC,Instituto Agronômico de Campinas,"Q. Lab.lab. 10/7; n° de introd. 15043",J.E.A. Bertoni & A. Geremias,Aspidosperma riedelii Müll.Arg.,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
