X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,decimalLatitude,decimalLongitude,geodeticDatum,locality,elevation,elevationAccuracy,institutionKey,otherCatalogNumbers,fieldNotes,institutionID,county,rights,nomenclaturalStatus,nomenclaturalCode,taxonID,bibliographicCitation,collectionID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,individualCount,higherGeography,endDayOfYear,startDayOfYear,higherClassification,verbatimEventDate,georeferenceRemarks,previousIdentifications,georeferenceSources,datasetID,identificationID,typeStatus,preparations,georeferenceProtocol,eventRemarks,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,verbatimLocality,coordinateUncertaintyInMeters,references,identificationRemarks,georeferencedDate,organismID,locationID,accessRights,locationRemarks,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.553056,-23.414167,"1913599906",Sessea brasiliensis Toledo,"gass84,colmafu,inmano",e1278068-7d2d-44e0-8274-a46ae6ebf957,69e3ffff-c8fa-43a5-8d76-0c24261df2d7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:17:18Z,2021-04-08T12:17:25Z,"267",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2013-08-26T00:00:00Z,NA,São Paulo,"2013","5","3",2013-05-03T00:00:00Z,2019-10-03T13:04:30Z,2021-04-08T12:17:25Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,9351dbb9-194e-4cf3-8ad2-774ee7efc326,FALSE,Magnoliopsida,BR,none,none,Brazil,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade,BRA:UFSCAR:SORO:6088,"1947",Guarulhos,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade,"1913599906",pt,SORO,BRA:UFSCAR:SORO:6088,Collection,"6088","Bianchini, R.S.; Fortes, E.P.; Shirasuna, R.T.",UFSCar,Universidade Federal de São Carlos,"Arvoreta com copa bem ramificada, flor verde clara, sem aroma.",R.S. Bianchini,Sessea brasiliensis Toledo,-23.414167,-46.553056,WGS84,"Divisa de Guarulhos com São Paulo, Lote 4. Mata derrubada. Alt: 667m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.525833,-23.41,"2027488230",Sessea brasiliensis Toledo,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:42Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,NA,SOUTH_AMERICA,Sp,"2013","6","4",2013-06-04T00:00:00Z,2021-03-04T18:46:45Z,2021-04-08T12:14:42Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,TRUE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:53243,"282",Guarulhos,SPSF - Herbário Dom Bento José Pickel,"2027488230",pt,SPSF,BRA:IF:SPSF:53243,Collection,"53243",C.Kameyama & E.P.Fortes,IF,Instituto Florestal,"COLETA: Árvore com aprox. 12m de altura. Corola na cor creme-esverdeado. Abundante.; GEOGRAFIA: Floresta perturbada, não muito densa, com algumas espécies exóticas acompanhando o curso d'água. Propriedade do Sr. Antonio. Cabuçu.;",R.J.Almeida-Scabbia,Sessea brasiliensis Toledo,-23.41,-46.525833,WGS84,NA,"682","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.525833,-23.41,"2452943012",Sessea brasiliensis Toledo,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:14Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2013-10-01T00:00:00Z,NA,São Paulo,"2013","6","4",2013-06-04T00:00:00Z,2019-12-05T12:46:16Z,2021-04-12T14:22:14Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,ef48401a-d9e5-467c-b40a-0146618d38de,TRUE,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:488397,"282",Guarulhos,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452943012",pt,SP,BRA:IBT:SP:488397,Collection,"488397","Kameyama, C; Fortes, EP",Instituto de Botânica,Instituto de Botânica,NA,"Almeida Scabbia, RJ",Sessea brasiliensis Toledo,-23.41,-46.525833,WGS84,"Cabuçu, propriedade do senhor Antônio.","729","0",95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-47.555555,-24.269722,"1424480331",Sessea brasiliensis Toledo,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:34Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,NA,NA,São Paulo,"2013","9","19",2013-09-19T00:00:00Z,NA,2021-04-06T14:39:34Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:853906,"892",Itapecerica da Serra,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424480331",NA,RB,urn:catalog:JBRJ:RB:853906,Physical Object,RB00853906,L. Biral,JBRJ,NA,"Árvore, 12m de altura, frutos imaturos marrons, sementes aladas",L. Biral,Sessea brasiliensis Toledo,-24.269722,-47.555555,WGS84,NA,NA,NA,NA,RB 597330,FRagmento de floresta ombrófila densa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.774444,-23.453333,"1086908703",Sessea brasiliensis Toledo,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2008-09-11T00:00:00Z,SOUTH_AMERICA,Sp,"2007","6","5",2007-06-05T00:00:00Z,2021-03-04T18:46:45Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:40093,"835",São Paulo,SPSF - Herbário Dom Bento José Pickel,"1086908703",pt,SPSF,BRA:IF:SPSF:40093,Collection,"40093",F.M.Souza & R.Esteves & J.B.Silva & A.N.Oliveira,IF,Instituto Florestal,"COLETA: Árvore, 15m. Botões verdes.; GEOGRAFIA: Trilha do Mauro;",J.R.Stehmann,Sessea brasiliensis Toledo,-23.453333,-46.774444,WGS84,Parque Estadual do Jaraguá,"923","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.935778,-23.230444,"1265932339",Sessea brasiliensis Toledo,"gass84,ambinst,colmafu",fdf55163-54d8-4bc7-862d-7e41068589e3,6215eac7-a176-4a7f-9bba-552b3f5ba9a3,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:23:12Z,2021-04-08T12:23:24Z,"257",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,NA,NA,São Paulo,"2007","8","14",2007-08-14T00:00:00Z,2020-07-15T17:43:46Z,2021-04-08T12:23:24Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,fbe9447d-917e-497a-b3c5-090dbeb64222,FALSE,Magnoliopsida,BR,none,none,Brazil,HRCB - Herbário Rioclarense,BRA:UNESP-RC:HRCB:48285,"6801",Jundiaí,HRCB - Herbário Rioclarense,"1265932339",pt,HRCB,BRA:UNESP-RC:HRCB:48285,Collection,"48285",Lombardi,Universidade Estadual Paulista,Universidade Estadual Paulista,"borda da trilha. Árvore ca. 15 m, galho caído, folhas cartáceas, frutos imaturos verdes",NA,Sessea brasiliensis Toledo,-23.230444,-46.935778,WGS84,NA,"850","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.765556,-23.451667,"1086908611",Sessea brasiliensis Toledo,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:46Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2007-09-13T00:00:00Z,SOUTH_AMERICA,Sp,"2007","9","13",2007-09-13T00:00:00Z,2021-03-04T18:46:45Z,2021-04-08T12:14:46Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,835c4b58-e96d-49cc-b711-0f3de04547c0,TRUE,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:40041,"232",São Paulo,SPSF - Herbário Dom Bento José Pickel,"1086908611",pt,SPSF,BRA:IF:SPSF:40041,Collection,"40041",R.Esteves & R.C.Sousa & H.F.A.Pereira & J.S.Marinho,IF,Instituto Florestal,"COLETA: Árvore, 12m. Frutos jovens verdes, maduros pardos (palha).; GEOGRAFIA: Trilha do Pai Zé;",G.A.D.C. Franco,Sessea brasiliensis Toledo,-23.451667,-46.765556,WGS84,Parque Estadual do Jaraguá,"1007","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-46.774444,-23.455833,"1087653556",Sessea brasiliensis Toledo,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2007-09-13T00:00:00Z,SOUTH_AMERICA,São Paulo,"2007","9","13",2007-09-13T00:00:00Z,2020-12-11T14:41:58Z,2021-04-08T12:21:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,b5e442dc-03c0-45f5-b326-1b481914dfde,TRUE,Magnoliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:150352,"232",São Paulo,BHCB - Herbário da Universidade Federal de Minas Gerais,"1087653556",pt,BHCB,BRA:UFMG:BHCB:150352,Collection,"150352","Esteves, R; Sousa, RC; Pereira, HF; Marinho, JS",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Árvore, 12m, frutos jovens verdes, maduros pardos (palha)",NA,Sessea brasiliensis Toledo,-23.455833,-46.774444,WGS84,"Parque Estadual do Jaraguá, Trilha do pai zé, SAD69, 23K","1007","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"1090577417",Sessea brasiliensis Toledo,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:50Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2006-11-08T00:00:00Z,NA,São Paulo,"2006","11","8",2006-11-08T00:00:00Z,2020-04-07T19:32:46Z,2021-03-30T09:40:50Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:50573,"692",Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090577417",pt,IAC,BRA:IAC:IAC:50573,Collection,"50573","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos & S. Santos",IAC,Instituto Agronômico de Campinas,NA,J.A.M.A. Gomes et al.,Sessea brasiliensis Toledo,-23.4339,-45.0711,WGS84,"Praia Puruba (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
-47.058125,-23.734814,"1090570138",Sessea brasiliensis Toledo,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3797121","6","7707728","220","1176","7717","2928784","8123303","8123303",Cestrum toledii Carvalho & Schnoor,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum toledii,Sessea,brasiliensis,SPECIES,SYNONYM,DD,2001-06-28T00:00:00Z,NA,São Paulo,"2001","6","28",2001-06-28T00:00:00Z,2020-04-07T19:32:07Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:43235,"3528",Ibiúna,IAC - Herbário do Instituto Agronômico de Campinas,"1090570138",pt,IAC,BRA:IAC:IAC:43235,Collection,"43235","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz & E. Furlan",IAC,Instituto Agronômico de Campinas,NA,L.C. Bernacci et al.,Sessea brasiliensis Toledo,-23.734814,-47.058125,WGS84,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Dito André, indivíduo D 54.2",NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a nome correto segundo GBIF,"35",São Paulo,SP,Sudeste
