X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,name,dateIdentified,gadm,institutionKey,identifiedBy,references,created,associatedSequences,higherClassification,taxonID,continent,habitat,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,preparations,startDayOfYear,identificationRemarks,verbatimElevation,collectionID,typeStatus,otherCatalogNumbers,coordinateUncertaintyInMeters,georeferencedBy,http...unknown.org.recordId,georeferenceVerificationStatus,rights,http...unknown.org.recordEnteredBy,georeferenceSources,individualCount,nomenclaturalStatus,bibliographicCitation,fieldNotes,dynamicProperties,associatedTaxa,reproductiveCondition,higherGeography,georeferenceProtocol,organismID,locationID,datasetID,accessRights,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.816944,-23.3025,"1089110069",Plinia silvestris (Vell.) Mazine & Sobral,-23.3025,-44.816944,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"9703091","6","7707728","220","690","5014","3173680","9703091","9703091",Plinia silvestris (Vell.) Mazine & Sobral,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia silvestris,Plinia,silvestris,SPECIES,ACCEPTED,EN,"600","0",São Paulo,"1997","5","29",1997-05-29T00:00:00Z,2021-03-01T19:36:57Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:174144,"1315",Pincinguaba - SP,Ubatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089110069",pt,UEC,BRA:UNICAMP:UEC:174144,Collection,"174144","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR",UNICAMP,Universidade Estadual de Campinas,"Árvore 734 com 8 m de altura, vegetativo; Mata Atlântica de Encosta. Morro do Corisco.",Plinia silvestris (Vell.) Mazine & Sobral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.989444,-24.0625,"1316183597",Plinia complanata M.L.Kawas. & B.Holst,-24.0625,-47.989444,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:57Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,"800","0",São Paulo,"2015","2","10",2015-02-10T00:00:00Z,2021-03-01T19:36:57Z,2021-04-08T12:43:57Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:188981,"263",Parque Estadual Carlos Botelho,São Miguel Arcanjo,UEC - Herbário da Universidade Estadual de Campinas,"1316183597",pt,UEC,BRA:UNICAMP:UEC:188981,Collection,"188981","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD",UNICAMP,Universidade Estadual de Campinas,"Árvore, 10 m de altura e 12,1 cm de DAP; Floresta Ombrófila Densa",Plinia complanata M.L.Kawas. & B.Holst,2015-01-01T00:00:00Z,NA,NA,"Mazine, FF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.92,-24.18,"2307165646",Plinia complanata M.L.Kawas. & B.Holst,-24.18,-47.92,"cudc,gass84",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:22:26Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,"400",NA,NA,"2012","6","1",2012-06-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:22:26Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,MG718204,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State",NA,NA,"2307165646",NA,NA,MG718204,NA,NA,R.A.F. Lima,NA,NA,NA,Plinia complanata M.L.Kawas. & B.Holst,NA,NA,NA,NA,http://www.ebi.ac.uk/ena/data/view/MG718204,2018-10-04,MG718204,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Myrtales;Myrtaceae;Myrtoideae;Myrteae;Plinia group;Plinia","1924219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.92,-24.18,"2307338082",Plinia complanata M.L.Kawas. & B.Holst,-24.18,-47.92,"cudc,gass84",ad43e954-dd79-4986-ae34-9ccdbd8bf568,ada9d123-ddb4-467d-8891-806ea8d94230,9e4f3516-2b98-4700-a39a-3f109252508c,GB,DWC_ARCHIVE,2019-08-05T13:47:28Z,2021-03-30T12:23:01Z,"128",ada9d123-ddb4-467d-8891-806ea8d94230,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,"400",NA,NA,"2012","6","1",2012-06-01T00:00:00Z,2018-10-04T00:00:00Z,2021-03-30T12:23:01Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,MG718743,NA,"Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State",NA,NA,"2307338082",NA,NA,MG718743,NA,NA,R.A.F. Lima,NA,NA,NA,Plinia complanata M.L.Kawas. & B.Holst,NA,NA,NA,NA,http://www.ebi.ac.uk/ena/data/view/MG718743,2018-10-04,MG718743,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliopsida;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Myrtales;Myrtaceae;Myrtoideae;Myrteae;Plinia group;Plinia","1924219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.992944,-24.055778,"1226936880",Plinia complanata M.L.Kawas. & B.Holst,-24.055778,-47.992944,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:31Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,NA,NA,São Paulo,"2000","8","28",2000-08-28T00:00:00Z,2019-11-13T14:27:21Z,2021-03-30T09:57:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:214663,"2215",Parque Estadual Carlos Botelho,São Miguel Arcanjo,SPF - Herbário da Universidade de São Paulo,"1226936880",pt,SPF,BRA:USP:SPF:214663,Collection,"214663","Moraes, PLR",USP,Universidade de São Paulo,NA,Plinia complanata M.L.Kawas. & B.Holst,2014-01-01T00:00:00Z,NA,NA,"Santos, MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-48.083333,-24.233333,"1087639831",Plinia complanata M.L.Kawas. & B.Holst,-24.233333,-48.083333,"gass84,ambinst,colmafu",d2470ef8-edfa-4ba7-821e-c3e1a537bdba,4265f332-341c-45f6-b30b-5dc2e39b86e8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:19:16Z,2021-04-08T12:21:52Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,"0","0",São Paulo,"2000","10","11",2000-10-11T00:00:00Z,2020-12-11T14:39:38Z,2021-04-08T12:21:52Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,b5e442dc-03c0-45f5-b326-1b481914dfde,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,BHCB - Herbário da Universidade Federal de Minas Gerais,BRA:UFMG:BHCB:113457,"188","Parque Intervales, Base Saibadela. Mata Atlântica de terras baixas, ambiente sombreado.",Sete Barras,BHCB - Herbário da Universidade Federal de Minas Gerais,"1087639831",pt,BHCB,BRA:UFMG:BHCB:113457,Collection,"113457","Guilherme, FAG",Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,"Árvore, aprox. 5m de altura, cálice verde-claro, pétalas brancas, muitos estames e pistilo branco.",Plinia complanata M.L.Kawas. & B.Holst,2002-01-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.866667,-24.6,"1089070555",Plinia complanata M.L.Kawas. & B.Holst,-24.6,-47.866667,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,NA,NA,São Paulo,"1996","7","9",1996-07-09T00:00:00Z,2021-03-01T19:36:57Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:124489,"980","Estação Experimental do Inst. Agronômico, Floresta Ombrófila.",Pariquera-Açu,UEC - Herbário da Universidade Estadual de Campinas,"1089070555",pt,UEC,BRA:UNICAMP:UEC:124489,Collection,"124489","Ivanauskas, NM; Gomes, A; Dias Filho, S",UNICAMP,Universidade Estadual de Campinas,Árvore de 3 m. Flores botão.,Plinia complanata M.L.Kawas. & B.Holst,2004-12-01T00:00:00Z,NA,NA,"Matsumoto, K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.866667,-24.6,"1094752829",Plinia complanata M.L.Kawas. & B.Holst,-24.6,-47.866667,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:23Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,NA,NA,São Paulo,"1996","8","28",1996-08-28T00:00:00Z,2019-10-07T12:35:50Z,2021-04-08T12:39:23Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:34704,"981",Estação Experimental do Instituto Agronômico.,Pariquera-Açu,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094752829",pt,HUEFS,BRA:UEFS:HUEFS:34704,Collection,"34704","Ivanauskas, N.M.",UEFS,Universidade Estadual de Feira de Santana,Floresta Ombrófila.,Plinia complanata M.L.Kawas. & B.Holst,2004-01-01T00:00:00Z,NA,NA,M.Sobral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"1089046398",Plinia complanata M.L.Kawas. & B.Holst,-24.675833,-47.876944,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:56Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,NA,NA,São Paulo,"1996","9","21",1996-09-21T00:00:00Z,2021-03-01T19:36:57Z,2021-04-08T12:43:56Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:91892,"891",Propriedade de Antonio Povinski.,Pariquera-Açu,UEC - Herbário da Universidade Estadual de Campinas,"1089046398",pt,UEC,BRA:UNICAMP:UEC:91892,Collection,"91892","Ivanauskas, NM",UNICAMP,Universidade Estadual de Campinas,"Árvore de 3 m Flores brancas.; Floresta Atlântica.",Plinia complanata M.L.Kawas. & B.Holst,2009-12-01T00:00:00Z,NA,NA,"Matsumoto, K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-47.866667,-24.6,"1094752819",Plinia complanata M.L.Kawas. & B.Holst,-24.6,-47.866667,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:28Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5415651","6","7707728","220","690","5014","3173680","5415651","5415651",Plinia complanata M.L.Kawas. & B.Holst,Plantae,Tracheophyta,Myrtales,Myrtaceae,Plinia,Plinia complanata,Plinia,complanata,SPECIES,ACCEPTED,EN,NA,NA,São Paulo,"1996","9","23",1996-09-23T00:00:00Z,2019-10-07T12:35:50Z,2021-04-08T12:39:28Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:34703,"1004",Estação Experimental do Instituto Agronômico.,Pariquera-Açu,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094752819",pt,HUEFS,BRA:UEFS:HUEFS:34703,Collection,"34703","Ivanauskas, N.M.",UEFS,Universidade Estadual de Feira de Santana,Floresta Ombrófila.,Plinia complanata M.L.Kawas. & B.Holst,2010-09-01T00:00:00Z,NA,NA,J.E.Q.Faria Júnior & M.Ibrahim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
