X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,collectionCode,occurrenceID,type,catalogNumber,recordedBy,otherCatalogNumbers,institutionCode,occurrenceRemarks,name,dateIdentified,modified,collectionKey,language,ownerInstitutionCode,identifiedBy,elevation,fieldNotes,gadm,elevationAccuracy,continent,institutionKey,identificationQualifier,references,habitat,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,individualCount,higherGeography,higherClassification,nomenclaturalStatus,taxonID,bibliographicCitation,georeferenceSources,georeferenceVerificationStatus,coordinateUncertaintyInMeters,georeferenceProtocol,georeferencedDate,fieldNumber,rights,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,accessRights,verbatimLocality,previousIdentifications,lifeStage,organismID,locationID,datasetID,recordedByIDs.type,recordedByIDs.value,informationWithheld,eventRemarks,verbatimCoordinateSystem,typeStatus,taxonRemarks,typifiedName,identificationRemarks,dynamicProperties,disposition,reproductiveCondition,http...unknown.org.recordId,http...unknown.org.recordEnteredBy,data_cleaning_note,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.068056,-23.325278,"1089103489",Cordia trichoclada DC.,-23.325278,-45.068056,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"2008",NA,NA,2008-01-01T00:00:00Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:166679,"598","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",São Luiz do Paraitinga,UEC - Herbário da Universidade Estadual de Campinas,"1089103489",UEC,BRA:UNICAMP:UEC:166679,Collection,"166679","Padgurschi, MCG; Tamashiro, JY; Belinello, R",NA,UNICAMP,"K0674 Árvore, ca. 9,5 m, com flor cor creme. Abundância: 15 ind.ha-1.",Cordia trichoclada DC.,2009-01-01T00:00:00Z,2021-03-01T19:27:02Z,a995cf02-345c-46db-8674-3415572615a6,pt,Universidade Estadual de Campinas,"Tamashiro, JY","1079",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.068056,-23.325278,"1089103522",Cordia trichoclada DC.,-23.325278,-45.068056,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"2008",NA,NA,2008-01-01T00:00:00Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:166680,"591","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",São Luiz do Paraitinga,UEC - Herbário da Universidade Estadual de Campinas,"1089103522",UEC,BRA:UNICAMP:UEC:166680,Collection,"166680","Padgurschi, MCG; Tamashiro, JY; Belinello, R",NA,UNICAMP,"K0667 Árvore, ca. 9,5 m, com botão floral. Abundância: 15 ind.ha-1.",Cordia trichoclada DC.,2009-01-01T00:00:00Z,2021-03-01T19:27:02Z,a995cf02-345c-46db-8674-3415572615a6,pt,Universidade Estadual de Campinas,"Tamashiro, JY","1079",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-44.816944,-23.3025,"1089109760",Cordia trichoclada DC.,-23.3025,-44.816944,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:54Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1997","5","29",1997-05-29T00:00:00Z,2021-04-08T12:43:54Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:173800,"1689",Picinguaba. Morro do Corisco.,Ubatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089109760",UEC,BRA:UNICAMP:UEC:173800,Collection,"173800","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R",NA,UNICAMP,"Árvore 736, vegetativo.; Mata Atlântica de Encosta.",Cordia trichoclada DC.,NA,2021-03-01T19:27:02Z,a995cf02-345c-46db-8674-3415572615a6,pt,Universidade Estadual de Campinas,"Sanchez, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46,-23.58333,"1261139848",Cordia trichoclada DC.,-23.58333,-46,"gass84,osiic,ambcol,inmafu",7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2021-04-13T10:49:47Z,2021-04-13T11:22:13Z,"168",90fd6680-349f-11d8-aa2d-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1987","2","3",1987-02-03T00:00:00Z,2021-04-13T11:22:13Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Missouri Botanical Garden,urn:catalog:MO:Tropicos:437433,Custodio Filho 4550,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 2",NA,Tropicos,"1261139848",MO,urn:catalog:MO:Tropicos:437433,PhysicalObject,"437433",A. Custodio Filho|Alwyn H. Gentry,NA,MO,NA,Cordia trichoclada DC.,1987-01-01T00:00:00Z,NA,NA,NA,MOBOT,J. S. Miller (MO),"800",NA,NA,NA,SOUTH_AMERICA,1be3aa67-8f90-4309-92f4-bd55426a8c09,NA,NA,NA,NA,NA,ICNafp,NA,NA,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,"1",NA,NA,No opinion,"4002858",http://www.tropicos.org/Specimen/437433,NA,NA,NA,NA,NA,87-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46,-23.58333,"1261139880",Cordia trichoclada DC.,-23.58333,-46,"gass84,osiic,ambcol,inmafu",7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2021-04-13T10:49:47Z,2021-04-13T11:23:04Z,"168",90fd6680-349f-11d8-aa2d-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1987","2","4",1987-02-04T00:00:00Z,2021-04-13T11:23:04Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,Missouri Botanical Garden,urn:catalog:MO:Tropicos:437440,Custodio Filho 4633,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 7",NA,Tropicos,"1261139880",MO,urn:catalog:MO:Tropicos:437440,PhysicalObject,"437440",A. Custodio Filho|Alwyn H. Gentry,NA,MO,NA,Cordia trichoclada DC.,1987-01-01T00:00:00Z,NA,NA,NA,MOBOT,J. S. Miller (MO),"850",NA,NA,NA,SOUTH_AMERICA,1be3aa67-8f90-4309-92f4-bd55426a8c09,NA,NA,NA,NA,NA,ICNafp,NA,NA,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,"1",NA,NA,No opinion,"4002858",http://www.tropicos.org/Specimen/437440,NA,NA,NA,NA,NA,87-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"1094807125",Cordia trichoclada DC.,-23.783333,-46.316667,"gass84,incomis,diffown",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:35:39Z,2021-04-08T12:39:23Z,"251",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1982","12","7",1982-12-07T00:00:00Z,2021-04-08T12:39:23Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:89250,"1115",Estação Biológica.,Paranapiacaba,HUEFS - Herbario da Universidade Estadual de Feira de Santana,"1094807125",HUEFS,BRA:UEFS:HUEFS:89250,Collection,"89250","Custódio-Filho, A.",NA,UEFS,NA,Cordia trichoclada DC.,NA,2019-10-07T12:12:24Z,NA,pt,Universidade Estadual de Feira de Santana,NA,"825",NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"2452817670",Cordia trichoclada DC.,-23.783333,-46.316667,"gass84,colmafu,inmafu",17efa320-7312-4b55-bf0a-a4cfc4613169,2437c128-bf8c-4f53-b668-da95fb2e40b7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-12T14:19:10Z,2021-04-12T14:22:15Z,"252",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1982","12","7",1982-12-07T00:00:00Z,2021-04-12T14:22:15Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",BRA:IBT:SP:188647,"1115",E.B. do Alto da Serra de Paranapiacaba,Santo André,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","2452817670",SP,BRA:IBT:SP:188647,Collection,"188647","Custodio Filho, A; Carra, M",NA,Instituto de Botânica,"Arbusto 4m alt., fruto",Cordia trichoclada DC.,1982-10-20T00:00:00Z,2019-11-21T13:02:21Z,ef48401a-d9e5-467c-b40a-0146618d38de,pt,Instituto de Botânica,"Sugiyama, M","825",NA,NA,"75",NA,95c82c2d-a9e0-4aa5-8a40-6c589bfd6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"1090549270",Cordia grandifolia A.DC.,-23.4339,-45.0711,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:50Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5662101","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,grandifolia,SPECIES,SYNONYM,São Paulo,"1968","7","16",1968-07-16T00:00:00Z,2021-03-30T09:40:50Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:20322,"30",NA,Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090549270",IAC,BRA:IAC:IAC:20322,Collection,"20322",C. Aranha,NA,IAC,NA,Cordia grandifolia A.DC.,1968-08-04T00:00:00Z,2020-02-20T17:36:39Z,cb38d6b5-89fd-4aac-9ea7-7d37201df368,pt,Instituto Agronômico de Campinas,C. Aranha,NA,NA,NA,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"1090549101",Cordia grandifolia A.DC.,-23.4339,-45.0711,"gass84,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:50Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5662101","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,grandifolia,SPECIES,SYNONYM,São Paulo,"1968","9","25",1968-09-25T00:00:00Z,2021-03-30T09:40:50Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:20151,"252",entre Ubatuba e São L. Do ParaitIngá,Ubatuba,IAC - Herbário do Instituto Agronômico de Campinas,"1090549101",IAC,BRA:IAC:IAC:20151,Collection,"20151",H.F. Leitão Filho,NA,IAC,Apice ligeire acuminado,Cordia grandifolia A.DC.,1968-09-25T00:00:00Z,2020-02-20T17:36:39Z,cb38d6b5-89fd-4aac-9ea7-7d37201df368,pt,Instituto Agronômico de Campinas,H.F. Leitão Filho & C. Aranha,NA,NA,NA,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
-49,-22,"1228227309",Cordia trichoclada DC.,-22,-49,"gass84,ambcol,inmafu",90c853e6-56bd-480b-8e8f-6285c3f8d42b,7b8aff00-a9f8-11d8-944b-b8a03c50a862,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,DWC_ARCHIVE,2021-03-28T07:22:01Z,2021-03-30T11:52:56Z,"165",7b8aff00-a9f8-11d8-944b-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"5660488","6","7707728","220","7226464","4923856","2900865","5660488","5660488",Cordia trichoclada DC.,Plantae,Tracheophyta,Boraginales,Ehretiaceae,Cordia,Cordia trichoclada,Cordia,trichoclada,SPECIES,ACCEPTED,São Paulo,"1922","9","27",1922-09-27T00:00:00Z,2021-03-30T11:52:56Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,The Field Museum of Natural History,1700b47f-d59c-4d53-91a2-dbe9aeeafffc,"7979",NA,NA,Rapid Reference Collection,"1228227309",Botany,1700b47f-d59c-4d53-91a2-dbe9aeeafffc,PhysicalObject,V0397288F,A. Gehrt,NA,F,NA,Cordia trichoclada DC.,1983-01-01T00:00:00Z,NA,NA,en,F,RRC ID Flag,NA,NA,NA,NA,SOUTH_AMERICA,689b4219-8256-4c6e-890b-2e81405d4c58,NA,NA,NA,NA,F,ICBN,NA,NA,NA,NA,NA,Botany,NA,NA,"South America, Brazil, São Paulo",Plantae Spermatophyta Dicotyledoneae Boraginaceae,NA,NA,NA,NA,NA,NA,TGN - Centroid,NA,"7979",NA,NA,http://fieldmuseum.org/about/copyright-information,NA,NA,Flowering,"324765",5824e63c-ac9d-4257-aebe-39fc017f9c9c,seeds-11-may-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,"35",São Paulo,SP,Sudeste
