"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"32","2020-11-04 10:56:09-03","ESALQ","ESA","140398","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovilosa","Leandra purpureovilosa","Hoehne","Santos, P.M.L.A.","2017","03","11","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","2016","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arbusto ca. 1,5m. Cálice verde, corola alva","ESA140398","33.0","12",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:56:09-03","ESALQ","ESA","140395","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovilosa","Leandra purpureovilosa","Hoehne","Santos, P.M.L.A.","2017","03","11","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","2016","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arbusto ca. 2m. Corola creme.","ESA140395","30.0","12",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:31:06-03","IAP","PACA-AGP","56343","PreservedSpecimen","Plantae","Melastomataceae","Leandra","navicularis","Leandra navicularis","Brade","A. Brade","1955","05","01","Rambo, B.","1955","01","Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HOLOTYPUS. Habitat: in araucarieto Fenofase: flor","PACA056343",NA,"02","PACA056343","Magnoliophyta","Myrtales",NA,NA,"76715","auto","Magnoliatae","Holotipo",NA,NA,NA,NA
"35","2021-03-24 17:09:25-03","UFES","SAMES","3366","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","Oliveira,A.A.","2013","03","20","Funez,L.A.","2012","11","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf. NULL.","-49.0661010742188","-26.9193992614746",NA,NA,"630","630","Floresta Ombrófila Densa; altura: 0,6; Hábito: subarbustiva; habitat: borda da trilha; Cor/flor: pétalas brancas e anteras roxas.","SAMES03366","1215","20",NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:02:50-03","FURB","FURB","13156","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2010","07","29","Verdi, M.; Gasper, A.L. de","2009","05","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Florística IFFSC 214(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: herbácea;","FURB29616","2147","07","FURB29616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:02:50-03","FURB","FURB","24291","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Epífita IFFSC e456b (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de Dicksonia sellowiana; Fruto roxo;","FURB29622","1490","22","FURB29622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:02:50-03","FURB","FURB","29963","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2010","09","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","Florística IFFSC 253 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; Fruto roxo;","FURB29617","3091","23","FURB29617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:02:50-03","FURB","FURB","39559","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2013","03","20","Funez, L.A.","2012","11","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1047222","-27.0258334","-49.1047222","-27.0258334","630","630",NA,"FURB29615","1215","20","FURB29615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:02:50-03","FURB","FURB","43834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2015","04","06","Funez, L.A.","2013","12","Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.4005556","-26.8780556","-49.4005556","-26.8780556","852","852",NA,"FURB29621","2727","28","FURB29621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:02:50-03","FURB","FURB","46531","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2015","03","06","Oliveira, A.A. de","2015","03","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143","Regeneração IFFSC 934 /N/7 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva; Fruto verde;","FURB29619","1282","06","FURB29619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:02:54-03","FURB","FURB","52452","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, A. A.","2017","08","31","Funez, L.A.; Caglioni, E., Rodrigues, A.V., Schneiders, A., Bones, F.L.V.","2016","12","Brasil","Santa Catarina","Ilhota","Morro do Baú.","-48.9347222","-26.8038889","-48.9347222","-26.8038889","230","230","Corola branca, androceu róseo Habitat: Floresta Habito: Arbusto","FURB52452","5952","15","FURB52452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:02:54-03","FURB","FURB","7217","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2010","07","29","Dreveck, S.; Gasper, A.L. de & Brogni, E.","2008","03","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1325","-27.275","-50.1325000","-27.2750000","1135","1135","Florística IFFSC 456 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: Fruto roxo; flor botão floral","FURB29614","339","25","FURB29614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:02:54-03","FURB","FURB","7230","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Oliveira, AA de","2010","07","29","Gasper, A.L. de; Brogni, E.","2009","01","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143","Regeneração IFFSC 934/S/6","FURB29602","1270","15","FURB29602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
