"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"1","2021-04-05 14:25:30-03","UNESC","CRI","13729","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Renato Colares","2018","05","24","Renato Colares","2016","11","Brasil","Santa Catarina","Siderópolis","Lote 42.","-49.453611","-28.570278","49º27'13''W","28º34'13''S","120","120","Habito: Arbóreo","CRI012336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:30-03","UNESC","CRI","9729","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","A. A. de Oliveira","2010","09","30","A. Stival-Santos; E. Legal & S. Silveira","2010","06","Brasil","Santa Catarina","Águas Mornas","Rio Cubatão.","-48.960833","-27.809722","48º57'39''W","27º48'35''S","620","620","Floresta Ombrófila Densa Habitat: entorno do fragmento Habito: arbusto","CRI004174","3091","23","CRI004174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","520474","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"P. C. Porto","1937","02","Brazil","São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520474","3254","05","NY00520474_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01874834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2012","02","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia, Agulhas Negras","-44.658333","-22.384444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874834","1346","16","NY01874834_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","887334","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,"M. Kuhlmann","1948","11","Brazil","São Paulo","Boracéia","Salespopolis","-48.77","-22.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887334","1724","27",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","520473","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"A. C. Brade","1945","02","Brazil","Rio de Janeiro","Itatiaia","Itatiaia Macieiras","-44.637434","-22.433733",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520473","17505","27","NY00520473_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","03287765","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne",NA,NA,NA,NA,"M. Reginato","2016","01","Brazil","Santa Catarina","Urubici","Serra do Corvo Branco.","-28.054908","-49.368203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581517' target='other'> <mi>dwc_moreinfo</mi></a>","NY03287765","1504","05",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","02098918","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne",NA,NA,NA,NA,"M. Reginato","2010","01","Brazil","Rio de Janeiro","Nova Friburgo","Pico da Caledônea","-42.585121","-22.354366",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084723' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098918","1116","21","NY02098918_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","520475","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"P. C. Porto","1937","02","Brazil","São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520475","3254","05","NY00520475_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","02098913","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2010","01","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.025191","-25.507967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085047' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098913","1090","08","NY02098913_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","520471","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"G. G. Hatschbach","1959","12","Brazil","Paraná","Morretes","Pilao de Pedra","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520471","6805","04","NY00520471_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01874757","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2011","02","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-49.00503","-25.53484",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568378' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874757","1233","16","NY01874757_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02499167","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2012","01","Brazil","Paraná","Guaratuba","Pedra Branca do Araraquara","-48.90806","-25.93389",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084845' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499167","1257","07","NY02499167_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01874753","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2014","01","Brazil","Santa Catarina","Rancho Queimado","Estrada rural próxima a cidade.","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874753","1455","18","NY01874753_01","Magnoliophyta","Myrtales","South America","sheet","17361","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02104751","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. G. Caxambú","2001","09","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.025191","-25.507967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2550848' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104751","s.n.","19","NY02104751_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","520470","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"G. G. Hatschbach","1968","02","Brazil","Paraná","Campina Grande do Sul","Ribeirao Grande","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520470","18542","06","NY00520470_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","520472","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"R. Reitz","1953","02","Brazil","Santa Catarina","Sao José","Serra da Boa Vista","-48.6272","-27.6156",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520472","5382","02","NY00520472_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","558650","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"G. Eiten","1966","07","Brazil","Rio de Janeiro","Resende","Itatiaia National Park. South face of Mt. Itatiaia. Along road west of television relay tower, east of head of main valley of Rio Itatiaia","-44.4467","-22.4692",NA,NA,"1840","1840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558650","7738","31",NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02104715","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"R. Goldenberg","2008","03","Brazil","Paraná","Piraquara","Mananciais da Serra, Floresta Ombrófila Densa Montana.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2549093' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104715","1159","01","NY02104715_01","Magnoliophyta","Myrtales","South America","sheet","12577","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02098867","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2009","12","Brazil","Santa Catarina","Urubici","Serra do Corvo Branco, Início da descida","-49.5917015075684","-28.0149993896484",NA,NA,"1200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084663' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098867","1053","31","NY02098867_01","Magnoliophyta","Myrtales","South America","sheet","30102","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01874467","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2013","02","Brazil","São Paulo","São José do Barreiro","P.N. da Bocaina.","-44.684548","-23.029725",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874467","1439","08","NY01874467_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02098846","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureo-villosa","Leandra purpureo-villosa","Hoehne","M. Reginato",NA,NA,NA,"M. Reginato","2011","02","Brazil","Paraná","Guaratuba","Morro dos Perdidos","-49.00503","-25.53484",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084823' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098846","1233","16","NY02098846_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534338","PreservedSpecimen","Plantae","Melastomataceae","Leandra","navicularis","Leandra navicularis","Brade",NA,NA,NA,NA,"Hatschbach GG","1968","11","Brazil",NA,NA,"Est Paraná (Brasil) Mun Campina Grande Sul, Serra Capivari Grande.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534338",NA,"13","NL-L2534338",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-11-04 10:56:09-03","ESALQ","ESA","142004","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","07","19","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","2015","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","1800","1800","Arbusto, ca. 2 m alt., botões esverdeados, flores roxas.","ESA142004","221.0","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 10:56:09-03","ESALQ","ESA","134713","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","07","19","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","2015","09","Brasil","Rio de Janeiro","Parati","Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.","-44.7131004333496","-23.2178001403809",NA,NA,"1500","1700","Arbusto, ca. 2 m alt.; botões verdes.","ESA134713","39508.0","10",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:56:09-03","ESALQ","ESA","141738","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.",NA,NA,NA,"T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,"1500","1840","Arbusto ca. 1,5m de alt. Flores com cálice verde, corola alva, estames arroxeados, frutos imaturos verdes, maduros roxos.","ESA141738","2123.0","27",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:56:09-03","ESALQ","ESA","142009","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","04","12","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","2015","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","1800","1800","Arbusto, frutos imaturos verdes, maduros roxos.","ESA142009","240.0","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:56:09-03","ESALQ","ESA","141777","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","04","12","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arvoreta ca. 2,5m de alt. Flores com cálice verde, corola alva, androceu arroxeado. Frutos imaturos verdes, maduros roxos.","ESA141777","2162.0","27",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:56:09-03","ESALQ","ESA","141774","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","04","12","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arvoreta ca. 2m de alt. Flores com cálice verdes, corola alva e androceu arroxeado.","ESA141774","2159.0","27",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 10:56:09-03","ESALQ","ESA","141948","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","07","19","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arbusto ca. 1,8m de alt. Flores com cálice verde, corola alva, estames roxos.","ESA141948","2333.0","29",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:56:09-03","ESALQ","ESA","141965","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","Antonio, P.E.","2016","04","12","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2015","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Árvore ca. 4m de alt. Flores alvas.","ESA141965","2350.0","29",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
