"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem"
"52","2020-04-27 14:36:00-03","MO","MOBOT","410123","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Ariane L. Peixoto|et al.","Peixoto 3987","1987","1","19","South America","Brazil","Rio de Janeiro",NA,"Jacarepaguà, represa de Camorin. [= Camorim], Floresta Atlantica de encosta. Transect 1","-43.45","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","87-1",NA,NA
"53","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","27276",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","M. F. Santos/XI-2011","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2868","2006","09","14",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, Prop.: Dona Maria","-40.431667","-20.093889","150","150",NA,"Arbusto 3m, frutos maduros vináceos. Fundo de vale.","MBML027276","MBML027276","40W25'54","20S5'38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","27281",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","M. F. Santos/XI-2011","V. Demuner; M.A.B. Lopes, T. Cruz, Elias Bausen","2543","2006","06","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (lado esquerdo da casa), Prop.: Israel Elias Ramos","-40.448333","-20.103333","200","200",NA,"Arvoreta 5m, frutos verdes. Interior de mata.","MBML027281","MBML027281","40W26'54","20S6'12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","28836",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","M. F. Santos/XI-2011","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1032","2006","05","18",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, Prop.: Dona Maria","-40.431667","-20.093889","150","150",NA,"Arvoreta 5m de alt. Frutos verdes. Mata em fundo de vale.","MBML028836","MBML028836","40W25'54","20S5'38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","29305",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","M. F. Santos/XI-2011","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3217","2007","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), propr.: Dona Maria.","-40.432222","-20.093889","150","150",NA,"Arvoreta 5m, frutos verdes. Interior de mata.","MBML029305","MBML029305","40W25'56","20S5'38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","30265",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","M. F. Santos/XI-2011","V. Demuner; R. R. Vervloet, M. Belisario e Elias Bausen.","4067","2007","05","29",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha da casa).","-40.442222","-20.107778","150","150",NA,"Arbusto 3m frutos verdes. Interior de mata.","MBML030265","MBML030265","40W26'32","20S6'28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","41941",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer/30-09-2011","R. Santos; A. M. Assis; R. M. Botelho & R. S. Cribari","36","2010","10","08",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro - vertente sudeste. Próximo a FURNAS. Acesso pelo Bairro Jardim Tropical.","-40.306611","-20.186167","80","80",NA,"Arbusto 4 m; Frutos jovens verdes.","MBML041941","MBML041941","40W18'23,8","20S11'10,2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","41943",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer/30-09-2011","A. M. Vago; A. M. Vago; R. Santos & R. S. Cribari","25","2010","01","07",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro - vertente sudeste. Próximo a FURNAS. Acesso pelo Bairro Jardim Tropical.","-40.305806","-20.181194","190","190",NA,"Arbusto de 2,5m. Frutos verdes. Interior de mata","MBML041943","MBML041943","40W18'20,9","20S10'52,3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-06-15 15:30:15-03","UNESP-RC","HRCB","8742","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, M.F.","Ribeiro, J.E.L.S.","295","1988","06","03",NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, 8m de altura. Frutos imaturos verde-claros e quando maduros verde oliva escuro com sépalas verdes. Polpa adocicada e amarelo-escura. Semente castanha",NA,NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","3375042","PreservedSpecimen","Plantae",NA,"Ebenales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"B. A. S. Pereira & D. Alvarenga","3419","1997","10","9","South America - Neotropics","Brazil","Tocantins",NA,"Município de Taguatinga do Tocantins.","-46.5","-12.33","600",NA,NA,NA,"US03131303","US03131303_01",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"62","2020-09-12 05:00:02-03","US","US","3316291","PreservedSpecimen","Plantae",NA,"Ebenales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"B. A. S. Pereira, M. Pereira Neto & D. Alvarenga","2801","1995","6","21","South America - Neotropics","Brazil","Tocantins",NA,"Municipio de Taguatinga do Tocantins. Km 28 da estrada Taguatinga/ Aurora do Norte. Gr.","-46.5","-12.33",NA,NA,NA,NA,"US03131304","US03131304_01",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"63","2019-11-13 11:19:14-03","USP","SPF","185219","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Farias, DS","311","1994","09","01",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.25","-22.5",NA,NA,NA,NA,"SPF00185219",NA,"-42.25","-22.5","2008","08",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:19:14-03","USP","SPF","141925","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Fiaschi, P","279","2000","05","19",NA,"Brasil","Espírito Santo","Piúma",NA,"-40.766667","-20.866667",NA,NA,NA,NA,"SPF00141925",NA,"-40.766667","-20.866667","2008",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:19:14-03","USP","SPF","189647","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Demuner, V","4067","2007","05","29",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.442222","-20.107778","150","250",NA,NA,"SPF00189647",NA,"-40.442222","-20.107778","2009",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:19:14-03","USP","SPF","189648","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Demuner, V","3217","2007","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.432222","-20.093889","150","300",NA,NA,"SPF00189648",NA,"-40.432222","-20.093889","2009",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:19:14-03","USP","SPF","189649","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Magnago, LFS","1032","2006","05","18",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.431667","-20.093889","150","350",NA,NA,"SPF00189649",NA,"-40.431667","-20.093889","2009",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:19:14-03","USP","SPF","189650","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Demuner, V","2543","2006","06","30",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.448333","-20.103167","200","500",NA,NA,"SPF00189650",NA,"-40.448333","-20.103167","2009",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:19:14-03","USP","SPF","223077","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Santos, MF","838","2012","03","05",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba.","-44.85","-23.35","33","33",NA,NA,"SPF00223077",NA,"-44.85","-23.35","2012",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:19:14-03","USP","SPF","221280","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Folli, DA","5000","2004","12","06",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00221280",NA,NA,NA,"2011","11","16","48094","auto",NA,NA,NA,NA
"71","2019-11-13 11:19:14-03","USP","SPF","144051","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Rossi, L","2022","1998","11","17",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"SPF00144051",NA,NA,NA,"2007",NA,NA,"37616","auto",NA,NA,NA,NA
"72","2019-11-13 11:19:14-03","USP","SPF","144052","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Martins, SE","584","1999","11","11",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"SPF00144052",NA,NA,NA,"2007",NA,NA,"37616","auto",NA,NA,NA,NA
"73","2019-11-13 11:19:14-03","USP","SPF","144053","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Sampaio, PSP","488","2000","06","01",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"SPF00144053",NA,NA,NA,"2007",NA,NA,"37616","auto",NA,NA,NA,NA
"74","2019-11-13 11:19:13-03","USP","SPF","112903","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Toniato, MTZ","29268","1993","11","09",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00112903",NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"75","2019-11-13 11:19:13-03","USP","SPF","127799","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Garcia, FCP","246","1988","12","03",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00127799",NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"76","2019-11-13 11:19:14-03","USP","SPF","75927","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Garcia, FCP","246","1988","12","03",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075927",NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"77","2019-12-17 11:19:33-03","USP","SPF","69737","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Gomes Jr, JC","2659","1965","03","30",NA,"Brasil","São Paulo","Ubatuba","Ilha Vitória.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00069737",NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"78","2019-12-17 11:19:33-03","USP","SPF","81865","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Gomes Jr, JC","2659","1965","03","30",NA,"Brasil","São Paulo","Ubatuba","Ilha Vitória.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00081865",NA,NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"79","2019-11-13 11:19:14-03","USP","SPF","75923","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","536","1988","11","04",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075923",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"80","2019-11-13 11:19:14-03","USP","SPF","75924","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","1106","1989","12","10",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075924",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"81","2019-11-13 11:19:14-03","USP","SPF","75922","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","908","1989","11","11",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075922",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"82","2019-11-13 11:19:14-03","USP","SPF","75926","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","640","1988","11","07",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075926",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"83","2019-11-13 11:19:13-03","USP","SPF","127801","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","640","1988","11","07",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00127801",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"84","2019-11-13 11:19:14-03","USP","SPF","127802","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","908","1989","11","11",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00127802",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"85","2019-11-13 11:19:14-03","USP","SPF","75928","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","419","1988","04","09",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075928",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"86","2019-11-13 11:19:14-03","USP","SPF","75925","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","602","1988","11","06",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00075925",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"87","2019-11-13 11:19:13-03","USP","SPF","127800","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Furlan, A","419","1988","04","09",NA,"Brasil","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SPF00127800",NA,NA,NA,"2010","12",NA,"34265","auto",NA,NA,NA,NA
"88","2020-03-05 14:11:04-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Mello, AR","Carniello, MA; Mello, AR","1642","2008","01","07","América","Brasil","Mato Grosso","Figueirópolis D'Oeste","Fazenda Santa Tereza","-58.7402992248535","-15.4449996948242",NA,NA,NA,NA,NA,NA,NA,NA,"2008","06",NA,"33211","auto",NA,NA,NA,NA
"89","2020-03-05 14:11:04-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Moraes, MF","Moraes, MF; Lemes, SAL; Silva, MLM","50","2016","04","12","América","Brasil","Mato Grosso","Porto Estrela","Estação Ecológica da Serra das Araras, Material coletado no primeiro plot.","-57.212694","-15.650944","245","245",NA,NA,NA,NA,"-57.212694","-15.650944","2016","04","12",NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:12:37-03","UEFS","HUEFS","41625","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Ivanauskas, N.M.","1102","1995","11","22",NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski.","-47.876944","-24.675833",NA,NA,NA,"Floresta atlântica.","HUEFS0041625","HUEFS0041625","47W52'37''","24S40'33''",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"91","2020-07-23 12:05:08-03","CEPLAC","CEPEC","77614","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis",NA,"M. F. Santos","L. C. Giordano","2091","2005","12","07",NA,"Brasil","Rio de Janeiro","PARATY","Apa-cairuçu, Rio dos Meros.","-44.5","-23.166667",NA,NA,NA,NA,NA,NA,"44W30'","23S10'",NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2011"
"92","2020-07-23 12:05:08-03","CEPLAC","CEPEC","152603","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis",NA,"Goldenberg, R.","Hinoshita, L.K.R.","27",NA,NA,NA,NA,"Brasil","Paraná","Fênix",NA,"-51.9791984558105","-23.9160995483398",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA
"93","2020-11-19 14:06:07-03","Unimontes","MCMG","4147","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Sítio Duboca Montes Claros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-11-19 14:06:07-03","Unimontes","MCMG","4259","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Major PratesMontes Claros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-11-19 14:06:07-03","Unimontes","MCMG","694","PreservedSpecimen","Plantae",NA,NA,"Ebanaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. Ex Miq","Santos, R. M","Jesus,F.M.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros","Sítio Duboca","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA
"96","2020-11-19 14:06:07-03","Unimontes","MCMG","3476","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Neto, Santos D'Angelo.","Estagiarios LEPV |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Montes Claros","Sitio duboca Cerrado","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA
"97","2019-11-13 16:04:40-03","UNISANTA","HUSC","1400","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Martins, S.E.; Rotundo, M.; Pin, D.J.","288","1998","10","13",NA,"Brasil","São Paulo","Bertioga","Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore, 5m de alt., botões florais esverdeados",NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"98","2019-11-13 16:04:40-03","UNISANTA","HUSC","1462","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Rossi, L.; Magenta, M.A.G.","2022","1998","11","17",NA,"Brasil","São Paulo","Bertioga","Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,"Arvoreta, 5m de alt., flores creme-esverdeadas",NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"99","2019-11-13 16:04:40-03","UNISANTA","HUSC","2236","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Martins, S.E.; Sampaio, P.S.P.","584","1999","11","11",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore com 6m de alt., flores creme esverdeadas",NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"100","2019-11-13 16:04:40-03","UNISANTA","HUSC","2772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Sampaio, P.S.P.; Martins, S.E.","488","2000","06","01",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore, 5m de alt., frutos negros maduros",NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"101","2019-11-13 16:04:40-03","UNISANTA","HUSC","2425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"Sampaio, P.S.P.; Martins, S.E.","446","2000","02","24",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore com 7m de alt., frutos verdes imaturos",NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"102","2021-02-12 15:02:02-03","UFSCar","SPSC","7630","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"J.J. Soares",NA,"2004","08","20",NA,"Brasil","São Paulo","Rio Claro","Serra d'água.",NA,NA,NA,NA,NA,"Frutos avermelhados e verdes;",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-12 15:02:02-03","UFSCar","SPSC","7629","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"J.J. Soares",NA,"2004","08","20",NA,"Brasil","São Paulo","Rio Claro","Serra d'água.",NA,NA,NA,NA,NA,"Flor branca; frutos vermelhos;",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-12 16:59:03-03","UEL","FUEL","9128","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart.","Jaramillo, CBJ","Catharino, ELM","824","1986","06","13",NA,"Brasil","São Paulo","Iguape","Fazenda Boa Vista","-47.627778","-24.576667",NA,NA,NA,NA,NA,NA,"-47.627778","-24.576667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-12 16:59:03-03","UEL","FUEL","28560","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart.","Ivanauskas, NM","Ivanauskas, NM","1102","1995","11","22",NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antònio Povinski","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"106","2021-03-04 15:42:50-03","IF","SPSF","37379","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis",NA,"G.Durigan","R.T. Polisel & G.Durigan & G.A.D.C. Franco & E.Furlan & S.C.P.M.Souza & E.E.Macedo","181","2006","09","28","América do Sul","Brasil","SP","Pedregulho","Trilha dos Macacos","-47.4700012207031","-20.25",NA,NA,NA,"COLETA: XLS: SPSFNovo; árvore, 7m, flores verdes; GEOGRAFIA: floresta de encosta&nf;UTM: X=243444 Y=7758598 ZONA=23K;",NA,NA,NA,NA,"2006","09","28","27552","auto",NA,NA,"Magnoliopsida",NA
