"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","imagecode"
"1","2019-02-15 11:46:57-02","IPA","IPA","3614","S","Plantae","Plantae","Orchidaceae","Masdevallia","auriculigera","Masdevallia auriculigera","Rchb. f.","Hoehne","1935","08","Pickel, B.","3993","1935","07","25","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento.","-35.0182991027832","-8.00222015380859","21764","Epífita. Flores purpúreas.","IPA0003614","auto",NA,NA,NA,NA,NA
"2","2019-04-06 04:34:00-03","MO","MOBOT","100538871","PreservedSpecimen","Plantae",NA,"Orchidaceae","Dryadella","auriculigera","Dryadella auriculigera","(Rchb. f.) Luer",NA,NA,NA,"A. L. V. Toscano","Toscano de Brito 828","1991","3","2","South America","Brazil","Espírito Santo",NA,"Near Domingo Martens.",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"3","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Masdevallia","auriculigera","Masdevallia auriculigera","(Rchb.f.) Rchb.f.",NA,NA,NA,"Glaziou, AFM","20507",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasília austro-orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Masdevallia","auriculigera","Masdevallia auriculigera","(Rchb.f.) Rchb.f.",NA,NA,NA,"Reichenbach, HG","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco accuratius haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Masdevallia","auriculigera","Masdevallia auriculigera","(Rchb.f.) Rchb.f.",NA,NA,NA,"Bowman, D","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia loco accuratius haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-11-21 10:13:06-03","IBt","SP","40051","S","Plantae",NA,"Orchidaceae","Dryadella","auriculigera","Dryadella auriculigera","(Rchb.f.) Luer","Udulutsch, RG","1999","08","Kuhlmann, M; Gehrt, A","s.n.","1939","03","16",NA,"Brasil","São Paulo",NA,"Serra da Mantiqueira, Próximo da divisa com o Estado de Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"1450","1450",NA,NA
"7","2019-11-21 10:13:41-03","IBt","SP","5713","S","Plantae",NA,"Orchidaceae","Pleurothallis","auriculigera","Pleurothallis auriculigera","Hoehne & Schltr.","Hoehne, FC","1926",NA,"Gehrt, A","s.n.","1921","07","14",NA,"Brasil","São Paulo","Taboão da Serra","Pirajussara. Perto de Butantan","-46.7529983520508","-23.6019992828369","7812","Mata da baixada. Flor verde-clara riscada de vermelho&nf;= Pleur. butantanensis Hoehne & Schltr., fide Hoehne Arch. Inst. Biol. S.Paulo 2: 22. 1929","SP002323","auto",NA,NA,NA,"Isotype","SP002323"
