"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","645628","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","J. N. Rose","20707","1915","08","07","South America","Brazil","Rio de Janeiro","Near Iguaba Grande, Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645628","NY00645628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","645633","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","J. N. Rose","43208","1915",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","Cultivated from original collection, Rose 20707. Painted Feb 28, 1921 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645633","NY00645633_01 NY00645633_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-29 18:01:00-03","NY","NYBG","645632","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis",NA,"H. F. Oliveira","346","1996","07","06","South America","Brazil","Paraná","Parque Estadual Vila Velha (Arenitos)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645632","NY00645632_01","H. F. Oliveira","Ponta Grossa","-50.001697","-25.25301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","645631","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","J. N. Rose","43208","1915",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","Cultivated from original collection, Rose 20707. Painted Oct. 22, 1919 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645631","NY00645631_01 NY00645631_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","645629","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","J. N. Rose","43208","1915",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","Cultivated from original collection, Rose 20707 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645629","NY00645629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","645627","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","A. Löfgren","45421","1917",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645627","NY00645627_01","N. P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","645630","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(Lindb.) Schum.","J. N. Rose","s.n.","1915",NA,NA,"South America","Brazil",NA,"Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645630","NY00645630_01 NY00645630_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-04 15:24:59-03","PUCPR","HUCP","19834","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","(G. Lindb.) K.Schum.","Selusniaki, M","2159","2008","07","12",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"Kersten, RA","Balsa Nova","-49.6356010437012","-25.5839004516602","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-10-09 11:12:21-03","UFBA","ALCB","96122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","Schumann","Temponi, LG; Temponi, LG; Cordeiro, J; Silva, JM","589","2009","10","10","Southern America","Brasil","Paraná","Trilha para a Cachoeira Jacutinga",NA,"Flor alvacenta.; Semidecídual.",NA,NA,"Barbosa, E; Cordeiro, J","Céu Azul","-53.8485984802246","-25.1466999053955","51148","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-04 11:04:12-03","ESALQ","ESA","9202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","dissimilis","Rhipsalis dissimilis","Schumann","Scaramuzza, C.A.M. ; Souza, V.C.","461.0","1989","08","14",NA,"Brasil","São Paulo",NA,NA,NA,"ESA009202","ESA009202","Taylor, N.P.","Itararé","-49.3400001525879","-24.1100006103516","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
