"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3829","PreservedSpecimen","Plantae","Fabaceae","Cassia","langsdorffii","Cassia langsdorffii parvifoliola","H.S.Irwin",NA,NA,NA,NA,"H. S. Irwin","1959","01","12","Brazil","Minas Gerais",NA,"Serra do Cipó, 15 km E of S. Jose dp Almeido, on road to Morro do Pilar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003829",NA,"2429","South America","sheet",NA,"Magnoliophyta","Fabales","parvifoliola","isotype","NY00003829_01","1128","1128",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3828","PreservedSpecimen","Plantae","Fabaceae","Cassia","langsdorffii","Cassia langsdorffii parvifoliola","H.S.Irwin",NA,NA,NA,NA,"H. S. Irwin","1959","01","12","Brazil","Minas Gerais",NA,"Serra do Cipó, 15 km E of S. Jose dp Almeido, on road to Morro do Pilar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003828",NA,"2429","South America","sheet",NA,"Magnoliophyta","Fabales","parvifoliola","isotype","NY00003828_01","1128","1128",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3830","PreservedSpecimen","Plantae","Fabaceae","Cassia","langsdorffii","Cassia langsdorffii tenuis","H.S.Irwin",NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Serra de Chrysaës",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003830",NA,"906","South America","sheet",NA,"Magnoliophyta","Fabales","tenuis","holotype","NY00003830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3829","PreservedSpecimen","Plantae","Fabaceae","Cassia","langsdorffii","Cassia langsdorffii parvifoliola","H.S.Irwin",NA,NA,NA,NA,"H. S. Irwin","1959","01","12","Brazil","Minas Gerais",NA,"Serra do Cipó, 15 km E of S. Jose dp Almeido, on road to Morro do Pilar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003829",NA,"2429","South America","sheet",NA,"Magnoliophyta","Fabales","parvifoliola","isotype","NY00003829_01","1128","1128",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3828","PreservedSpecimen","Plantae","Fabaceae","Cassia","langsdorffii","Cassia langsdorffii parvifoliola","H.S.Irwin",NA,NA,NA,NA,"H. S. Irwin","1959","01","12","Brazil","Minas Gerais",NA,"Serra do Cipó, 15 km E of S. Jose dp Almeido, on road to Morro do Pilar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003828",NA,"2429","South America","sheet",NA,"Magnoliophyta","Fabales","parvifoliola","isotype","NY00003828_01","1128","1128",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","515241","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"I. Silberbauer-Gottsberger","1970","03","02","Brazil","São Paulo","Botucatu","18 km N of Botucatu (14 km E of Sao Miguel). Along the S. Manuel-Piracicaba highway. Near ex RR-station, 13 de Maio","-48.42","-22.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515241",NA,"4","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,"NY00515241_01","550","550",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","515194","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii glauca","(Hassl.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"T. B. Cavalcanti","1986","02","23","Brazil","Minas Gerais","Diamantina","Estrada Conselheiro. Mata Diamantina km 184","-43.6003","-18.2494",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515194",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","glauca",NA,"NY00515194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1580571","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii piptostegia","H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"A. Jardim","1993","11","11","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Los Fierros. Campo rupestre arriba en la serrania de Caparuch","-60.7614","-14.5583",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1856357' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580571",NA,"91","South America","sheet",NA,"Magnoliophyta","Fabales","piptostegia",NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00935339","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii langsdorfii","(Kunth ex Vogel) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"P. I. Oliveira","1982","02","26","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus","-48.8083","-15.9236",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935339",NA,"449","South America","sheet",NA,"Magnoliophyta","Fabales","langsdorfii",NA,"NY00935339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","515252","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"R. Kummrow","1974","03","28","Brazil","Paraná","Jaguariaíva","PR 11, Jaguariaiva, 7 km ao Norte","-49.7056","-24.2511",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515252",NA,"462","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,"NY00515252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 19:52:00-03","NY","NYBG","1580222","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"N. Ramírez","1992","10","30","Venezuela","Bolívar",NA,"Estación Rio Parupa, CVG., Parque Nacional Canaima",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1847942' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580222",NA,"3481","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00935030","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii brevipes","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"H. S. Irwin","1966","06","13","Brazil","Mato Grosso",NA,"Ca. 25 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.87",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935030",NA,"17074","South America","sheet",NA,"Magnoliophyta","Fabales","brevipes",NA,"NY00935030_01","400","400",NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 11:18:00-02","NY","NYBG","515172","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii desvauxii","(Collad.) Killip","B. Baker",NA,NA,NA,"M. C. B. Pinheiro","1975","09","14","Brazil","Rio de Janeiro","Araruama","Araruama, Praia seca","-42.3431","-22.8731",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515172",NA,"19","South America","sheet",NA,"Magnoliophyta","Fabales","desvauxii",NA,"NY00515172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00959646","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"H. S. Irwin","1966","05","27","Brazil","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959646",NA,"16074","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,"NY00959646_01","500","500",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4168","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii graminea","H.S.Irwin & Barneby",NA,NA,NA,NA,"W. R. Anderson","1973","04","11","Brazil","Minas Gerais",NA,"30 km by road SW of Gouvêia, at Km 60 on road to Curvelo.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004168",NA,"8639","South America","sheet",NA,"Magnoliophyta","Fabales","graminea","isotype","NY00004168_01","1150","1150",NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 19:52:00-03","NY","NYBG","1580228","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"B. K. Holst","1985","04","03","Venezuela","Bolívar","Piar","Extremo N de la Gran Sabana. Aprox. 100 kms al S de El Dorado en línea directa. Carretera El Dorado- Sta. Elena","-61.5","5.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1847954' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580228",NA,"2168","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00935297","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii langsdorfii","(Kunth ex Vogel) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"E. A. A. dos Santos","1963","04","13","Brazil","Distrito Federal","Brasília","Universidade de Brasília","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935297",NA,"1762","South America","sheet",NA,"Magnoliophyta","Fabales","langsdorfii",NA,"NY00935297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1580051","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii brevipes","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"J. M. Pires","1974","06","28","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1840416' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580051",NA,"14738(215)","South America","sheet",NA,"Magnoliophyta","Fabales","brevipes",NA,"NY01580051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 19:52:00-03","NY","NYBG","1580196","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"O. Huber","1985","03","20","Venezuela","Bolívar","Heres","En la ribera nor-oriental (derecha) del río Aza medio, en el piedemonte septentrional del Cerro Zumbador","-63.23","6.32",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1847238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580196",NA,"10274","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00960468","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii peronadenia","H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"E. P. Heringer","1965","01","10","Brazil","Goiás",NA,"Serra Dourada",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960468",NA,"10857","South America","sheet",NA,"Magnoliophyta","Fabales","peronadenia",NA,"NY00960468_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00959661","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"C. Melo","1993","01","19","Brazil","Minas Gerais",NA,"Estaçao Ecológica do Panga, Uberlândia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959661",NA,"25","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,"NY00959661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 15:52:00-03","NY","NYBG","1580529","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii saxatilis","(Amshoff) H.S.Irwin & Barneby","J.-J. de Granville",NA,NA,NA,"J.-J. de Granville","1987","08","20","French Guiana",NA,NA,"Roche ruine Roche Koutou- Bassin du Haut-Marouini 1 km au Sud dela Roche","-54.05","2.88",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1850671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580529",NA,"9506","South America","sheet",NA,"Magnoliophyta","Fabales","saxatilis",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","515116","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii latifolia","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"R. M. Harley","1984","11","27","Brazil","Minas Gerais","Grão Mogol","Ao Norte de Grao Mogol","-42.8894","-16.5594",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515116",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","latifolia",NA,"NY00515116_01","900","1000",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1580186","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii mollissima","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"R. Guillén","1995","08","09","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Bella Vista.","-61.55467","-13.60403",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580186",NA,"3852","South America","sheet",NA,"Magnoliophyta","Fabales","mollissima",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00959514","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii latistipula","(Benth.) G.P.Lewis","B. Baker",NA,NA,NA,"Z. A. Trinta","1964","03","29","Brazil","Minas Gerais",NA,"Estr. BR.58, pr. Caxambú",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959514",NA,"1742","South America","sheet",NA,"Magnoliophyta","Fabales","latistipula",NA,"NY00959514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","515192","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii glauca","(Hassl.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1984","01","22","Brazil","Bahia","Mucugê","Corrego Moreira","-41.3706","-13.0056",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00515192",NA,"47496","South America","sheet",NA,"Magnoliophyta","Fabales","glauca",NA,"NY00515192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00935335","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii langsdorfii","(Kunth ex Vogel) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"A. Krapovickas","1978","01","28","Brazil","Goiás","Alexânia","61 km SE de Brasilia, cerca de Alexania","-48.5069","-16.0822",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935335",NA,"33262","South America","sheet",NA,"Magnoliophyta","Fabales","langsdorfii",NA,"NY00935335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1580073","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii brevipes","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"S. G. Beck","1984","02","22","Bolivia","La Paz","Abel Iturralde","Luisita. W del Rio Beni","-67.25","-13.08",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1840546' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580073",NA,"9908","South America","sheet",NA,"Magnoliophyta","Fabales","brevipes",NA,NA,"180",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00959391","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii latistipula","(Benth.) G.P.Lewis","B. Baker",NA,NA,NA,"H. S. Irwin","1966","02","14","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00959391",NA,"12835","South America","sheet",NA,"Magnoliophyta","Fabales","latistipula",NA,"NY00959391_01","1000","1000",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00960539","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii peronadenia","H.S.Irwin & Barneby",NA,NA,NA,NA,"H. S. Irwin","1966","01","18","Brazil","Goiás","Goiás","Summit of Serra Dourada, 20 km SE of Goiás Velho. Alt. 800 m.","-50.1403","-15.9344",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960539",NA,"11696","South America","sheet",NA,"Magnoliophyta","Fabales","peronadenia","isotype","NY00960539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00935037","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","desvauxii","Chamaecrista desvauxii brevipes","(Benth.) H.S.Irwin & Barneby","B. Baker",NA,NA,NA,"D. Philcox","1967","11","28","Brazil","Mato Grosso",NA,"c. 1.25 km west of road, from km. 259, Xavantina-Cachimbo road","-51.77","-12.82",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935037",NA,"3295","South America","sheet",NA,"Magnoliophyta","Fabales","brevipes",NA,"NY00935037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
