"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","class","order","continentOcean","occurrenceRemarks","imagecode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","dayIdentified","fieldNumber","preparationType","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem"
"11","2020-04-27 16:10:56-03","UFES","VIES","20354","S","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Couto, D.R.","2012","05","Dias, H.M.; Silva, A.E.","528","2010","12","16","Brasil","Espírito Santo","Jerônimo Monteiro","Parada Cristal.",NA,NA,"VIES020354",NA,NA,NA,NA,"VIES020354","-41.3950004577637","-20.789400100708","14151","auto",NA,"22",NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:38:23-03","MBM","MBM","175508","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista, J.A.N.",NA,NA,"Santana, S.C. de; et al.; et al.","248","1992","11","21","Brazil","Bahia","Iramaia","Estrada parea Juraci",NA,NA,"MBM175508",NA,NA,"Southern America",NA,"MBM175508","-40.951099395752","-13.2855997085571","68663","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:23-03","MBM","MBM","49019","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Pabst, G.",NA,NA,"Hatschbach, G.","3298","1953","09","24","Brazil","Paraná","Bocaiúva do Sul","Paranaí",NA,NA,"MBM049019",NA,NA,"Southern America",NA,"MBM049019","-49.1150016784668","-25.2061004638672","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:23-03","MBM","MBM","167035","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Hatschbach, G.",NA,NA,"Hatschbach, G.; Barboza, E.; Barboza, E.","59231","1993","10","13","Brazil","Paraná","Cerro Azul","Rio Ribeira, barra do Turvo",NA,NA,"MBM167035",NA,NA,"Southern America",NA,"MBM167035","-49.261100769043","-24.823600769043","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:38:23-03","MBM","MBM","55222","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Pabst, G.",NA,NA,"Hatschbach, G.","40217","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo",NA,NA,"MBM055222",NA,NA,"Southern America",NA,"MBM055222","-49.261100769043","-24.823600769043","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-09-03 19:38:54-03","MNHN","RECOLNAT_MNHN_P","P00436856","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,"P00436856",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436856' target='other'> <mi>dwc_moreinfo</mi></a>","P00436856_01",NA,NA,NA,NA,NA,NA,"A1 481","hb",NA,NA,NA,NA
"17","2015-09-03 19:38:54-03","MNHN","RECOLNAT_MNHN_P","P00436857","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,"P00436857",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436857' target='other'> <mi>dwc_moreinfo</mi></a>","P00436857_01",NA,NA,NA,NA,NA,NA,"A1 481","hb",NA,NA,NA,NA
"18","2015-09-03 19:54:03-03","MNHN","RECOLNAT_MNHN_P","P00436927","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Dusén, P.",NA,"1909","10","26","Brésil",NA,NA,"Parana : Marreles",NA,NA,"P00436927",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436927' target='other'> <mi>dwc_moreinfo</mi></a>","P00436927_01",NA,NA,NA,NA,NA,NA,"8890","hb",NA,NA,NA,NA
"19","2015-09-04 12:34:39-03","MNHN","RECOLNAT_MNHN_P","P00436928","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Mato Outubro",NA,NA,"P00436928",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436928' target='other'> <mi>dwc_moreinfo</mi></a>","P00436928_01",NA,NA,NA,NA,NA,NA,"16367","hb",NA,NA,NA,NA
"20","2017-05-22 15:21:58-03","MNHN","RECOLNAT_MNHN_P","P00436929","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Lagudos Novimbio",NA,NA,"P00436929",NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436929' target='other'> <mi>dwc_moreinfo</mi></a>","P00436929_01",NA,NA,NA,NA,NA,NA,"15657","hb",NA,NA,NA,NA
"21","2015-09-03 19:54:03-03","MNHN","RECOLNAT_MNHN_P","P00436930","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Sanchez",NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Lagudos Novimbio",NA,NA,"P00436930",NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436930' target='other'> <mi>dwc_moreinfo</mi></a>","P00436930_01",NA,NA,NA,NA,NA,NA,"15657","hb",NA,NA,NA,NA
"22","2015-09-03 19:29:01-03","MNHN","RECOLNAT_MNHN_P","P00436931","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,"1883","10","14","Brésil",NA,NA,"Sao Christovao, sur les palmiers",NA,NA,"P00436931",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436931' target='other'> <mi>dwc_moreinfo</mi></a>","P00436931_01",NA,NA,NA,NA,NA,NA,"15643","hb",NA,NA,NA,NA
"23","2015-09-03 19:54:03-03","MNHN","RECOLNAT_MNHN_P","P00436932","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,"1883","10","14","Brésil",NA,NA,"Sao Christovao, sur les palmiers",NA,NA,"P00436932",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436932' target='other'> <mi>dwc_moreinfo</mi></a>","P00436932_01",NA,NA,NA,NA,NA,NA,"15643","hb",NA,NA,NA,NA
"24","2017-05-22 15:21:58-03","MNHN","RECOLNAT_MNHN_P","P00436973","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Dusén, P.",NA,"1912","9","8","Brésil",NA,NA,"Parana : Porto de Coina",NA,NA,"P00436973",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436973' target='other'> <mi>dwc_moreinfo</mi></a>","P00436973_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"25","2015-09-03 19:29:24-03","MNHN","RECOLNAT_MNHN_P","P00436984","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,"1883","10","14","Brésil",NA,NA,"Sao Christovao, sur les palmiers",NA,NA,"P00436984",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436984' target='other'> <mi>dwc_moreinfo</mi></a>","P00436984_01",NA,NA,NA,NA,NA,NA,"15643","hb",NA,NA,NA,NA
"26","2015-09-04 12:34:25-03","MNHN","RECOLNAT_MNHN_P","P00436985","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,"1883","10","14","Brésil",NA,NA,"Sao Christovao, sur les palmiers",NA,NA,"P00436985",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436985' target='other'> <mi>dwc_moreinfo</mi></a>","P00436985_01",NA,NA,NA,NA,NA,NA,"15643","hb",NA,NA,NA,NA
"27","2015-09-03 19:30:08-03","MNHN","RECOLNAT_MNHN_P","P00436986","PreservedSpecimen",NA,"Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Batista",NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Lagudos Novimbio",NA,NA,"P00436986",NA,NA,NA,"Donné par Mme Simart, sa fille, en 1907 ; Attaché avec P02089499 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436986' target='other'> <mi>dwc_moreinfo</mi></a>","P00436986_01 P00436986_02",NA,NA,NA,NA,NA,NA,"15657","hb",NA,NA,NA,NA
"28","2020-10-01 14:25:53-03","JBB","HEPH","17104","S","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Felix, LP","2001","11","Salles, AEH; Félix, LP; Batista-Silva, J; Oliveira, MS","2391A,B,C","2001","11","23","Brasil","Bahia","Pindobaçu","Rodovia para Antônio Gonçalves a 10 km da cidade",NA,NA,NA,NA,"Asparagales","Southern America",NA,NA,"-40.3608016967773","-10.7417001724243","20730","auto","Monocotyledon","23",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:26-03","UFMG","BHCB","132415","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,"2008","09","Batista, JAN","2701","2008","09","13","Brasil","Rio de Janeiro","Rio de Janeiro","Serra do Mendanha, Campo Grande, Serrinha/Marapicu","-43.564861","-22.847111","BHCB001164",NA,NA,"Southern America","Erva epífita. Em plena floração. Sépalas amarelas com máculas e manchas marrom-avermelhadas, pétalas amarelas com algumas pintas avermelhadas, lobos laterais do labelo avermelhados, lobo central amarelo com a margem alaranjada, calo a","BHCB001164","-43.564861","-22.847111",NA,NA,"Monocotyledon","13",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:44:26-03","UFMG","BHCB","70718","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,NA,NA,"Cordeiro, J","777","2000","10","09","Brasil","Paraná","Ribeirão do Pinhal",NA,NA,NA,NA,NA,NA,"Southern America","Epífita, flor amarela, máculas marrom.",NA,"-50.3567008972168","-23.4074993133545","21709","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2816544","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Pabst",NA,NA,"Per Dusén","Dusén 8890","1909","10","26","Brazil","Paraná",NA,"Marretis, in silva prim. ad tunc. arbor cult.e . ft.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2816683","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","G. Hatschbach",NA,NA,"Gert G. Hatschbach","Hatschbach 59231","1993","10","13","Brazil","Paraná",NA,"Rio Ribeira, Barra do Canha (mun. Cerro Azul).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","2816736","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","G. Hatschbach",NA,NA,"Gert G. Hatschbach","Hatschbach 59231","1993","10","13","Brazil","Paraná",NA,"Rio Ribeira, Barra do Canha (mun. Cerro Azul).",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA
"34","2011-03-24 11:46:00-03","MO","MOBOT","2818278","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","Pabst",NA,NA,"Per Dusén","Dusén 952a","1914","9","21","Brazil","Paraná",NA,"Serra do Mar, Porto de Cisma.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.00000000","200.00000000","1",NA
"35","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","30902",NA,"Plantae","Orchidaceae","Cyrtopodium","cf. gigas","Cyrtopodium cf. gigas","Vell.","G.B. Bortolan/Jan.-2020",NA,NA,"F.A.R. Matos; L. F. S. Magnago, P. F. Souza","9","2006","01","14","Brasil","Espírito Santo","Vila Velha","Morada do Sol","40W20'36","20S27'44","MBML030902",NA,NA,NA,"Fruto verde","MBML030902","-40.343333","-20.462222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","16373",NA,"Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","C. N. Fraga",NA,NA,"C. N. de Fraga","280","1995","01","17","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","40W25'20","20S36'19","MBML016373",NA,NA,NA,"Formação de restinga floresta arenosa litorânea. Epífita, flores com sépalas e pétalas amarelas maculadas de vermelho, labelo amarelo, com lobos laterais vermelhos.","MBML016373","-40.422222","-20.605278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","16419",NA,"Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","C. N. Fraga",NA,NA,"C. N. de Fraga; et al","510","1999","09","30","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","40W25'20","20S36'19","MBML016419",NA,NA,NA,"Formação de restinga floresta arenosa litorânea. Epífita, flores com sépalas e pétalas amarelas maculadas de vermelho, labelo amarelo, com lobos laterais vermelhos.","MBML016419_1 MBML016419_2 MBML016419_3","-40.422222","-20.605278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","18483",NA,"Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,NA,NA,"C. N. de Fraga","231","1995","09","23","Brasil","Espírito Santo","Aracruz","Santa Cruz","40W9'20","19S57'14","MBML018483",NA,NA,NA,"Inflorescência do mesmo tamanho das folhas mais velhas, porém partindo do broto novo. Brácteas florais grandes coloridas de feudo verde amarelado maculado de vermelho. Pétalas amarela maculada de vermelho na base. Sépalas de fundo amar","MBML018483","-40.155556","-19.953889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","18592",NA,"Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","Vell.","G.B. Bortolan/Jan.-2020",NA,NA,"R.R. Vervloet; et al","1517","2002","12","11","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","40W33'11","19S54'27","MBML018592",NA,NA,NA,"Terrestre, flores de cor amarela, dossel 6m, brácteas amarelas.","MBML018592","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2014-11-06 16:18:19-02","UFPB","EAN","3132","S","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hochne","L. P. Felix & G. V. Dornelas","1986","06","L. P. Felix ; G. V. Dornelas","371","1984","01","01","Brasil","Paraíba","Lagoa seca",NA,NA,NA,NA,NA,NA,NA,"Herbácea; flores amarelas a castanhas..Habitat: Epífita",NA,"-35.8536","-7.17083","10323","auto",NA,"23",NA,NA,NA,NA,NA,NA
"41","2021-02-25 10:11:24-03","CVRD","CVRD","5295","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","João Aguiar Nogueira Batista","2001","11","Folli, D.A.","2658","1995","09","21","BRASIL","ES","Linhares","Erva epífita.",NA,NA,"CVRD005295","Liliopsida","Asparagales","América do Sul","<ll>dwc_commonname:</ll> Sumaré gigante","CVRD005295","-40.0722007751465","-19.3910999298096","48094","auto","Magnoliophyta","21",NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","1440340","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas",NA,NA,NA,NA,"G. Gardner","2762",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"US00323324","Monocotyledonae","Orchidales","South America - Neotropics",NA,"US00323324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2906762","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas",NA,NA,NA,NA,"Y. Dawson","15119",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,"US00475821","Monocotyledonae","Orchidales","South America - Neotropics",NA,"US00475821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-02 16:34:44-03","Cenargen","CEN","39827","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","J. A. N. Batista","2001","11","Domingos Antônio Folli","2658","1995","09","21","Brasil","ES","LINHARES","Reserva Natural da CVRD - Linhares ES - Brasil - Municipio do MME.",NA,NA,"CEN00039827",NA,NA,NA,"Botão marrom, flor amarelo rajado de marrom, Doação do Herbário CVRD (5423). Reserva Natural da Vale do Rio Doce - Linhares, Espírito Santo. Nº registro 5295","CEN00039827 CEN00039827_1 CEN00039827_2","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"Exsicatas",NA,NA,"1",NA
"45","2020-09-02 16:34:44-03","Cenargen","CEN","51272","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","J. A. N. Batista","2003","11","João Aguiar Nogueira Batista","1448","2003","11","06","Brasil","SC","BLUMENAU","Morro perto da Cremer",NA,NA,"CEN00051272",NA,NA,NA,"A partir de material em cultivo por um orquidófilo local, Psedobulbos expostos, grandes, em plena floração, sépalos amarelos maculados de castanho, pétalos amarelos, lobos laterais do labelo vermelho alaranjado, lobo central com centro amarelo e uma ampla faixa alaranjada na margem, calo amarelo com pintas vermelho-alaranjadas, unguiculo amarelo, coluna da base ao meio amarelada, para o ápice verde-claro, antera amarela ápice verde. Flora do BRasil - Estado de Santa Catarina","CEN00051272","-49.0661010742188","-26.9193992614746","34291","auto",NA,NA,NA,"Unicata",NA,NA,"1",NA
"46","2020-09-02 16:34:44-03","Cenargen","CEN","51273","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne","J. A. N. Batista","2003","11","João Aguiar Nogueira Batista","1449","2003","11","06","Brasil","SC","RIO DOS CEDROS",NA,NA,NA,"CEN00051273",NA,NA,NA,"A partir de material em cultivo por um orquidófilo local, observados dois exemplares, em um deles o vermelho do labelo era bastante acentuado, no outro meio alaranjado. demais informaçoes na exsicata, Flora do BRasil - Estado de Santa Catarina","CEN00051273","-49.2742004394531","-26.7383003234863","35192","auto",NA,NA,NA,"Unicata",NA,NA,"1",NA
"47","2019-10-07 09:19:55-03","UEFS","HUEFS","137777","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,NA,NA,"Tenório, E.C.","69-1142","1969","09","19","Brasil","Pernambuco","Buíque","Vale do Catimbau, Sítio Cajueiro.",NA,NA,"HUEFS0137777","Lilianae","Asparagales",NA,NA,NA,"-37.1557998657227","-8.62306022644043","38964","auto","Angiospermae",NA,NA,NA,NA,NA,NA,NA
"48","2019-10-07 09:19:55-03","UEFS","HUEFS","106045","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,NA,NA,"Macedo, G.E.L.","1301","2004","12","09","Brasil","Bahia","Jequié","Fazenda Brejo Novo, à 10,5 Km de Av. Eupério Miranda no bairro do Mandacarú.","40W6'34''","13S56'41''","HUEFS0106045","Lilianae","Asparagales",NA,"Floresta estacional (Mata de cipó) Zona de transição.",NA,"-40.109444","-13.944722",NA,NA,"Angiospermae",NA,NA,NA,"617","750",NA,NA
"49","2019-10-07 09:19:55-03","UEFS","HUEFS","138045","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","gigas","Cyrtopodium gigas","(Vell.) Hoehne",NA,NA,NA,"Melo, E.","5890","2008","07","12","Brasil","Bahia","Morro do Chapéu","Buracão ( Buraco da Duda).","41W18'16''","11S49'42''","HUEFS0138045","Lilianae","Asparagales",NA,NA,NA,"-41.304444","-11.828333",NA,NA,"Angiospermae",NA,NA,NA,"1014","1014",NA,NA
