X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,typeStatus,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"28",2021-03-15 16:37:00-03,NY,NYBG,"615664",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) D.Legrand & Kausel,L. R. Landrum,M. Kuhlmann,"1951","02","20",Brazil,São Paulo,Sao Paulo,"Cantareira, Horto Florestal",-46.63,-23.5403,NA,NA,NA,NA,NY00615664,NY00615664_01,"2808",NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720557' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"51",2020-11-04 11:14:42-03,ESALQ,ESA,"75467",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,NA,"Mazine, F.F.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","14",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio. Ca. 23o59'S; 46o44'W. 800msm.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA075467,NA,"174.0",NA,NA,NA,"Árvore, 4m alt.",Magnoliophyta,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"53",2020-11-04 11:14:42-03,ESALQ,ESA,"115988",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,NA,"Meireles, L.D.","Aranha, B.A.","2010","04","22",Brasil,São Paulo,Santo André,NA,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,ESA115988,NA,"601.0","2013",NA,NA,NA,Magnoliophyta,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"56",2020-11-04 10:56:24-03,ESALQ,ESA,"135917",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,NA,C.P. Caliari,C.P. Caliari,"2009","07","11",Brasil,São Paulo,Cananeia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA135917,NA,"2603.0",NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"57",2020-11-04 11:14:42-03,ESALQ,ESA,"93705",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) D. Legrand & Kausel,"Mazine, F.F.","Destefani, A.C.C. et al.","2005","03","22",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA093705,ESA093705,"37.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"58",2020-11-04 11:14:43-03,ESALQ,ESA,"12925",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) Legrand & Kausel,"Lima, R.A.F.","Moraes, P.L.R. ; Capellari Jr., L.","1993","10","01",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA012925,NA,"826.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"59",2020-11-04 11:14:42-03,ESALQ,ESA,"22516",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) D.Legrand & Kausel,"Kawasaki, M.L.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","10","26",Brasil,São Paulo,Tapiraí,NA,-47.5,-23.9599990844727,NA,NA,NA,NA,ESA022516,NA,"3143.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"60",2020-11-04 11:14:42-03,ESALQ,ESA,"52032",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) D. Legrand & Kausel,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",ESA052032,NA,"466.0",NA,NA,NA,em clareira,Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"63",2020-11-04 11:14:42-03,ESALQ,ESA,"104765",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,NA,NA,"Lima, R.A.F.","2008","03","16",Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,ESA104765,NA,"752.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"37616",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"64",2020-11-04 11:14:43-03,ESALQ,ESA,"8513",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,campestris,Myrceugenia campestris,(DC.) Legr. & Kaus.,"Moraes, P.L.R.","Moraes, P.L.R.","1993","01","22",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA008513,NA,"800.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
