X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,individualCount,occurrenceRemarks,geoFlag,continentOcean,preparationType,barcode,imagecode,typeStatus,dayIdentified,class,previousCatalogNumber,fieldNumber,infraspecificEpithet,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"91",2021-03-01 16:41:30-03,UNICAMP,UEC,"181545",S,Plantae,Magnoliopsida,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR",NA,NA,"Stehmann, JR","2216","1996","10","27",Brazil,São Paulo,São José do Barreiro,Fazenda da Barra.,-44.5699996948242,-22.6399993896484,NA,NA,"30784",NA,NA,NA,"Arbusto; corola esverdeada, anteras púrpuras (esmaecendo após a antese), conetivo amarelo.; Floresta secundária.",auto,NA,NA,UEC033561,UEC033561,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"92",2021-03-01 16:41:30-03,UNICAMP,UEC,"194271",S,Plantae,Magnoliopsida,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR",NA,NA,"Stehmann, JR","2216","1996","10","27",Brazil,São Paulo,São José do Barreiro,Fazenda da Barra.,-44.5699996948242,-22.6399993896484,NA,NA,"30784",NA,NA,NA,"Arbusto; corola esverdeada, anteras púrpuras (esmaecendo após a antese), conetivo amarelo.; Floresta secundária.",auto,NA,NA,UEC137515,UEC137515,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"178",2020-12-11 11:42:17-03,UFMG,BHCB,"36827",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Hoehne, W",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Alto da Lapa,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"179",2020-12-11 11:42:17-03,UFMG,BHCB,"133513",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,"2012","07","Furlan, A; Assis, MA de; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1556","1994","04","17",Brasil,São Paulo,Ubatuba,"Estrada de Itamambuca., Km 35 da Rodovia Rio/Santos. Mata atlântica.",-45.0699996948242,-23.4300003051758,NA,NA,"34265",NA,NA,NA,"Arbusto escandente, em trilha de palmiteiro. Frutos creme amarelados, adocicado ácido, sabor de Cyphomandra. Projeto Temático finaciado pela FAPESP.; Arbusto escandente, em trilha de palmiteiro, frutos creme amarelados, adocicado ácid",auto,Southern America,NA,BHCB006121,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"181",2020-12-11 11:42:17-03,UFMG,BHCB,"143074",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Shirasuna, RT; Cachenco, MV","1845","2008","11","10",Brasil,São Paulo,São Bernardo do Campo,"Mata do Chinês, Rodoanel, trecho sul, lote 3.",-46.560001373291,-23.6900005340576,NA,NA,"31119",NA,NA,NA,"Subarbusto ca. 2,5m alt., flores lilás-esverdeado.",auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"183",2020-12-11 11:42:17-03,UFMG,BHCB,"143448",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,"2010","09","Moraes, PLR de; Ivanauskas, NM","1149","1995","01","19",Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,-47.9900016784668,-23.8700008392334,NA,NA,"27904",NA,NA,NA,Arvoreta com frutos verdes.,auto,Southern America,NA,BHCB015920,NA,NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"185",2020-12-11 11:42:17-03,UFMG,BHCB,"143046",PreservedSpecimen,Plantae,Dicotyledon,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,NA,NA,NA,"Shirasuna, RT; Queiroz, RT","442","2007","10","10",Brasil,São Paulo,São Paulo,"Rodoanel trecho sul, lote 4, Parelheiros",-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,"Arbusto ca. 2,5m alt., botões jovens roxo-esverdeados; Arbusto ca. 2,5 m altura, botões jovens roxo-esverdeados.",auto,Southern America,NA,BHCB006123,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"242",2020-09-12 05:00:02-03,US,US,"1616707",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,F. C. Hoehne,s.n.,"1918","12","21",Brazil,São Paulo,São Paulo,Caix d´Agua do Araça,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935942,US01935942_01 US01935942_02,NA,NA,Dicotyledonae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"246",2020-09-12 05:00:02-03,US,US,"1616859",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,C. Novaes,"6153",NA,NA,NA,Brazil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,"23900",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935945,US01935945_01 US01935945_02,NA,NA,Dicotyledonae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"254",2020-09-12 05:00:02-03,US,US,"1617132",PreservedSpecimen,Plantae,NA,Solanales,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,NA,NA,NA,O. Handro,s.n.,"1932","11","23",Brazil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,"1",NA,auto,South America - Neotropics,NA,US01935939,US01935939_01 US01935939_02,NA,NA,Dicotyledonae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.044167,-23.256944,"258",2019-11-13 11:32:09-03,USP,SPF,"122232",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Souza, VC","1996","12","Souza, JP","1048","1996","12","18",Brasil,São Paulo,Cunha,Parque Estadual da Serra do Mar,-45.044167,-23.256944,"-45.044167","-23.256944",NA,NA,NA,NA,NA,NA,NA,NA,SPF00122232,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"260",2019-11-13 11:32:08-03,USP,SPF,"10689",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1996","09","Hoehne, W",s.n.,"1939","12","21",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,SPF00010689,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"261",2019-11-13 11:32:08-03,USP,SPF,"11665",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Stehmann, JR","1996","09","Hoehne, W",s.n.,"1946","11","29",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,SPF00011665,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"262",2019-11-13 11:32:16-03,USP,SPF,"96593",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Stehmann, JR","2016","09","Furlan, A","1556","1994","04","17",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,"34265",NA,NA,NA,NA,auto,NA,NA,SPF00096593,SPF00096593,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"288",2020-07-23 12:23:07-03,CEPLAC,CEPEC,"105046",PreservedSpecimen,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,NA,Sem Informação,NA,NA,"Handro, O.",NA,"1932","11","23",Brasil,São Paulo,SÃO PAULO,NA,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.925833,-24.387778,"316",2021-03-04 15:46:47-03,IF,SPSF,"47054",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Solanaceae,Solanum,melissarum,Solanum melissarum,NA,NA,NA,NA,V.C.Souza & A.R.Duarte & J.G.Rando & M.P.Ferreira,"30335",NA,NA,NA,Brasil,SP,Sete Barras,Parque Estadual Carlos Botelho - Núcleo Sete Barras,-47.925833,-24.387778,NA,NA,NA,NA,NA,NA,"COLETA: (Parcela PECB - Outra numeração 104); GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,América do Sul,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.65972222,-22.40444444,"332",2014-09-23 11:02:20-03,G,G-DC,G00131712,S,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,CAT.HERB.PRODR.,"2008","01","Martius, C. F. P.","626","1839",NA,"00",Brazil,São Paulo,NA,NA,-48.65972222,-22.40444444,"-48.65972222","-22.40444444",NA,NA,NA,NA,Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=153419&base=img&lang=en,NA,AMERIQUE DU SUD,NA,G00131712,G00131712,NA,"01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.044167,-23.256944,"333",2020-02-06 10:41:58-03,IBt,SP,"310771",S,Plantae,NA,NA,Solanaceae,Cyphomandra,divaricata,Cyphomandra divaricata,(Mart.) Sendtn.,"Souza, VC","1996","12","Souza, JP; et al.","1048","1996","12","18",Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha. Estrada em direção à Trilha do Rio Bonito. Floresta à beira da estrada, na beira do Rio Paraíba",-45.044167,-23.256944,"-45.044167","-23.256944",NA,NA,NA,NA,NA,NA,NA,NA,SP059872,SP059872,NA,"18",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"340",2020-02-06 10:42:10-03,IBt,SP,"28627",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Hoehne, FC",s.n.,"1931","12","22",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,"23900",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"341",2019-11-21 10:19:34-03,IBt,SP,"15248",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Bohs, L","1989",NA,"Campos Novaes, J",CGG6153,NA,NA,NA,Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,"23900",NA,NA,NA,NA,auto,NA,NA,SP008556,SP008556,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"342",2020-02-06 10:42:10-03,IBt,SP,"102870",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Mattos, J; Mattos, N","15123","1967","12","13",Brasil,São Paulo,Itapetininga,"Perto do Horto Florestal, junto ao Rio Itapetininga",-48.0499992370605,-23.5900001525879,NA,NA,"40712",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-22.5599994659424,"343",2019-11-21 10:19:34-03,IBt,SP,"232913",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Kühn, E","33","1951","12","19",Brasil,São Paulo,Limeira,Parque Biológico Bueno de Miranda,-47.4000015258789,-22.5599994659424,NA,NA,"20999",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"344",2019-12-16 15:38:44-03,IBt,SP,"425822",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Stehmann, JR","2010","09","Shirasuna, RT; Cachenco, MV","1845","2008","11","10",Brasil,São Paulo,São Bernardo do Campo,"Lote 3, Mata do Chinês Rodoanel Mário Covas, Trecho Sul",-46.560001373291,-23.6900005340576,NA,NA,"31119",NA,NA,NA,NA,auto,NA,NA,SP116793,SP116793,NA,"26",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"345",2020-02-06 10:42:10-03,IBt,SP,"2645",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Hoehne, FC",s.n.,"1918","12","21",Brasil,São Paulo,São Paulo,"Araçá, Caixa d'Água",-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"346",2020-02-06 10:42:10-03,IBt,SP,"29944",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Handro, O",s.n.,"1932","11","23",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"347",2019-11-21 10:19:34-03,IBt,SP,"442355",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Stehmann, JR","2007","10","Shirasuna, RT; Queiroz, RT","442","2007","10","10",Brasil,São Paulo,São Paulo,"Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"348",2020-02-06 10:42:10-03,IBt,SP,"328542",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Rossi, L","97","1979","10","25",Brasil,São Paulo,São Paulo,"Mata da Reserva da Cidade Universitária armando Salles Oliveira - USP, área 1",-46.6300010681152,-23.5400009155273,NA,NA,"53584",NA,NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"349",2020-02-06 10:42:10-03,IBt,SP,"352248",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Mentz, LA","2006","10","Caruzo, MBR; Cordeiro, I","10","2001","11","01",Brasil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Reserva Biológica, Instituto de Botânica, trilha atrás dos Prédios Centrais",-46.6300010681152,-23.5400009155273,NA,NA,"53584","780","780",NA,NA,auto,NA,NA,SP116788,SP116788,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"350",2019-12-16 15:38:44-03,IBt,SP,"305835",S,Plantae,NA,NA,Solanaceae,Solanum,melissarum,Solanum melissarum,Bohs,"Stehmann, JR",NA,NA,"Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1556","1994","04","17",Brasil,São Paulo,Ubatuba,"Estrada de Itamambuca, km 35 da Rodovia Rio/Santos",-45.0699996948242,-23.4300003051758,NA,NA,"34265",NA,NA,NA,NA,auto,NA,NA,SP116789,SP116789,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
