X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,dayIdentified,relatedCatalogItem,minimumDepthInMeters,maximumDepthInMeters,individualCount,typeStatus,fieldNumber,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.316667,-24.1,"14",2019-10-09 11:14:22-03,UFBA,ALCB,"036813",PreservedSpecimen,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR","Souza, VC; Sakuragui; Miyagi, PM; Levensteinas, B; Bérgamo, P; Cardoso, WP","1993","09","10",Brasil,São Paulo,Itararé,-49.316667,-24.1,"-49.316667","-24.1",ALCB052376,ALCB052376,Dicotyledon,NA,"4039",Southern America,NA,NA,NA,NA,"ca de 60 cm de altura, flores cremes.",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.271667,-24.240833,"43",2019-08-20 10:11:21-03,UNICAMP,UEC,"84912",S,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR; Caruzo, MBR","Souza, VC; Miyagi, OH","1994","06","03",Brazil,São Paulo,Itararé,-49.271667,-24.240833,"-49.271667","-24.240833",UEC146113,UEC146113,Magnoliopsida,NA,"6063",NA,Fazenda Ibiti (RIPASA),NA,NA,NA,"ori, Arbusto até 1,8 m alt. tépalas verdes-claras, estames alvos",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"45",2019-08-20 10:11:21-03,UNICAMP,UEC,"4686",S,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR","Hoehne, W","1945","09","12",Brazil,São Paulo,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,UEC146112,UEC146112,Magnoliopsida,NA,s.n.,NA,NA,NA,NA,NA,flor,"9448",auto,"2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"46",2019-08-20 10:11:21-03,UNICAMP,UEC,"110935",S,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR","Hoehne, W","1945","09","12",Brazil,São Paulo,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,UEC146103,UEC146103,Magnoliopsida,NA,s.n.,NA,NA,NA,NA,NA,flor,"9448",auto,"2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"47",2019-08-20 10:11:21-03,UNICAMP,UEC,"134805",S,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR","Souza, VC; Souza, JP; Scalon, VR; Wongtschowski, M; Sanches, CD; Sakuragui, CM","1995","08","18",Brazil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,UEC146114,UEC146114,Magnoliopsida,NA,"8807",NA,Estrada Itararé - Bom Sucesso de Itararé,NA,NA,NA,"flor, Arbusto, ca 50 alt, flores creme","27729",auto,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"48",2019-08-20 10:11:21-03,UNICAMP,UEC,"77829",S,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,"Caruzo, MBR","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","1994","11","13",Brazil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,UEC146115,UEC146115,Magnoliopsida,NA,"7146",NA,Estrada Itararé - Bonsucesso. Fazenda Ib,NA,NA,NA,"Arbusto, ca 1,5 m alt.; flores masculinas creme, femininas verde-escuras muito viscosas. Beira de mata.","27729",auto,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"126",2015-09-05 09:08:15-03,MNHN,RECOLNAT_MNHN_P,P05535401,PreservedSpecimen,NA,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,NA,"Loefgren, A.","1887","9","25",Brasil,São Paulo,Itapetininga,-48.0499992370605,-23.5900001525879,NA,NA,P05535401,P05535401_01,NA,NA,NA,NA,NA,NA,NA,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05535401' target='other'> <mi>dwc_moreinfo</mi></a>,"40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206",NA,NA,"35",São Paulo,SP,Sudeste
-49.266667,-24.233333,"273",2019-10-07 09:30:52-03,UEFS,HUEFS,"89182",PreservedSpecimen,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,Baill.,NA,"Paula-Souza, J.","2003","11","13",Brasil,São Paulo,Itararé,-49.266667,-24.233333,49W16',24S14',HUEFS0089182,HUEFS0089182,Angiospermae,Malpighiales,"3655",NA,17 Km de Itarará para Bom Sucesso de Itararé.,NA,NA,NA,Floresta ombrófila mista.,NA,NA,NA,NA,Rosanae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.272611,-24.239222,"303",2020-01-27 18:24:44-03,IAC,IAC,"45777",S,Plantae,Euphorbiaceae-3.Crotonoideae,Croton,serratifolius,Croton serratifolius,Baill.,M.B.R. Caruzo,"H. Lorenzi; E.F. Souto & L.C. Bernacci","2005","05","06",Brasil,São Paulo,Itararé,-49.272611,-24.239222,"-49.272611","-24.239222",NA,NA,NA,NA,"5297",NA,NA,NA,NA,NA,"24o 14#?# 21.2S, 49o 16#?# 21.4W",NA,NA,"2006","02",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"307",2021-03-04 15:44:37-03,IF,SPSF,"22727",PreservedSpecimen,Plantae,Euphorbiaceae,Croton,serratifolius,Croton serratifolius,NA,NA,V.C.Souza,"1993","10","06",Brasil,SP,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,Magnoliophyta,Malpighiales,"4039",América do Sul,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;","27729",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
