X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,recordNumber,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.02,-22.98,"9",2021-03-15 16:37:00-03,NY,NYBG,"01020000",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,D. O. Norris,"1964","04","19",Brazil,São Paulo,Valinhos,-47.02,-22.98,NA,NA,NY01020000,NY01020000_01,"Intersection of S. Paulo-Campinas highway with turnoff road to Valinhos, 11.5 km SE of Campinas",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139102' target='other'> <mi>dwc_moreinfo</mi></a>,"174",South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.724373,-23.565521,"11",2021-03-15 16:37:00-03,NY,NYBG,"594257",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,F. C. Hoehne,"1918","01","20",Brazil,São Paulo,Sao Paulo,-46.724373,-23.565521,NA,NA,NY00594257,NY00594257_01,Butantan,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642218' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"16",2021-03-15 16:37:00-03,NY,NYBG,"594256",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,R. S. Cowan,NA,NA,NA,S. M. de Campos,"1960","03","15",Brazil,São Paulo,Itapetininga,-48.0497,-23.5903,NA,NA,NY00594256,NY00594256_01,"Km. 125, estrada Sao Paulo-Itapetininga",NA,NA,Pollen sample removed - Paulo De Oliveira - Ohio State Univ. - 4/11/92 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642211' target='other'> <mi>dwc_moreinfo</mi></a>,"185",South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.36,-21.6003,"32",2021-03-15 16:37:00-03,NY,NYBG,"01019998",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,D. O. Norris,"1964","04","30",Brazil,São Paulo,Matao,-48.36,-21.6003,NA,NA,NY01019998,NY01019998_01,near city of Matao,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139099' target='other'> <mi>dwc_moreinfo</mi></a>,"233",South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"34",2021-03-15 16:37:00-03,NY,NYBG,"594258",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,W. Hoehne,"1942","03","03",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00594258,NY00594258_01,Prox. ao Jaraguá,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642219' target='other'> <mi>dwc_moreinfo</mi></a>,s.n.,South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.36,-21.6003,"36",2021-03-15 16:37:00-03,NY,NYBG,"01019999",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,D. O. Norris,"1964","04","30",Brazil,São Paulo,Matao,-48.36,-21.6003,NA,NA,NY01019999,NY01019999_01,near city of Matao,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139101' target='other'> <mi>dwc_moreinfo</mi></a>,"233",South America,sheet,NA,Magnoliophyta,Fabales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"52",2021-04-08 17:41:30-03,EAO,IAN,"37399",PreservedSpecimen,Plantae,Leguminosae-Pap.,Desmodium,discolor,Desmodium discolor,Vogel,"Handro, O",NA,NA,NA,"Dedecca, D; Santoro, J","1947","03","13",Brasil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,IAN037399,IAN037399 IAN037399_e,Bosque dos Jequitibás.,NA,NA,NA,"8192",Southern America,NA,NA,Dicotiledônea,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"53",2021-04-08 17:41:30-03,EAO,IAN,"37309",PreservedSpecimen,Plantae,Leguminosae-Pap.,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,"Santoro, J","1948","04","08",Brasil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,IAN037309,IAN037309 IAN037309_e,Campo Experimental Instituto.,NA,NA,Herbáceo.,"9296",Southern America,NA,NA,Dicotiledônea,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.310001373291,-22.9400005340576,"54",2021-04-08 17:41:30-03,EAO,IAN,"55396",PreservedSpecimen,Plantae,Leguminosae-Pap.,Desmodium,discolor,Desmodium discolor,Vogel,"Gehrt, A","1940","04",NA,"Viégas, AP","1939","04","05",Brasil,São Paulo,Monte Mor,-47.310001373291,-22.9400005340576,NA,NA,IAN055396,NA,brejo.,NA,NA,Arbusto.,"3932",Southern America,NA,NA,Dicotiledônea,NA,"12206",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"115",2020-11-04 11:09:20-03,ESALQ,ESA,"21450",PreservedSpecimen,Plantae,Fabaceae,Desmodium,discolor,Desmodium discolor,Vogel,NA,NA,NA,NA,"Grombone, M.T. et al.","1988","03","22",Brasil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,ESA021450,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21675",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
