X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,infraspecificEpithet,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.724373,-23.565521,"27",2021-03-15 16:37:00-03,NY,NYBG,"478207",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,F. C. Hoehne,"276","1917","06","30",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337846' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478207,Magnoliophyta,Myrtales,(Cham.) Cogn.,F. C. Hoehne,São Paulo,Sao Paulo,Butantan,-46.724373,-23.565521,NY00478207_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"36",2021-03-15 16:37:00-03,NY,NYBG,"478210",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,A. Usteri,s.n.,"1905","08","27",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337855' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478210,Magnoliophyta,Myrtales,(Cham.) Cogn.,NA,São Paulo,Sao Paulo,Ipiranga-Moóca,-46.63,-23.5403,NY00478210_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4097,-22.66,"37",2021-03-15 16:37:00-03,NY,NYBG,"887323",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,S. A. C. Chiea,"658","1991","07","24",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092234' target='other'> <mi>dwc_moreinfo</mi></a>,NY00887323,Magnoliophyta,Myrtales,(Cham.) Cogn.,"M. L. D. R. Souza; J. F. A. Baumgratz",São Paulo,Assis,NA,-50.4097,-22.66,NY00887323_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"46",2021-03-15 16:37:00-03,NY,NYBG,"478204",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,W. Hoehne,s.n.,"1951","08","17",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337854' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478204,Magnoliophyta,Myrtales,(Cham.) Cogn.,NA,São Paulo,Sao Paulo,Parque do Estado de S. P.,-46.621883,-23.654505,NY00478204_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.103371,-22.290689,"69",2021-03-15 16:37:00-03,NY,NYBG,"478203",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,L. P. de Queiroz,"2837","1991","08","11",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337840' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478203,Magnoliophyta,Myrtales,(Cham.) Cogn.,L. P. de Queiroz,São Paulo,Brotas,Mata ciliar próxima ao viveiro de prduçao de mudas da prefeitura,-48.103371,-22.290689,NY00478203_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.2253,-22.5672,"77",2021-03-15 16:37:00-03,NY,NYBG,"02098803",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,M. K. Caddah,"650","2009","08","05",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305599' target='other'> <mi>dwc_moreinfo</mi></a>,NY02098803,Magnoliophyta,Myrtales,(Cham.) Cogn.,M. K. Caddah,São Paulo,Piquete,"Serra da Mantiqueira, Pico do Ataque",-45.2253,-22.5672,NY02098803_01,"1522","1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"88",2021-03-15 16:37:00-03,NY,NYBG,"887324",PreservedSpecimen,Plantae,Melastomataceae,Leandra,aurea,Leandra aurea,W. Mantovani,"1856","1981","05","25",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092236' target='other'> <mi>dwc_moreinfo</mi></a>,NY00887324,Magnoliophyta,Myrtales,(Cham.) Cogn.,NA,São Paulo,Moji-Guaçu,"Martinho Prado, Reserva Biologica da Fazenda Campininha.",-47.164784,-22.242395,NY00887324_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.540301,-22.687374,"94",2021-03-15 16:37:00-03,NY,NYBG,"478447",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,P. C. Porto,"3395","1937","10",NA,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297243' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478447,Magnoliophyta,Myrtales,Cogn.,A. C. Brade,São Paulo,Campos do Jordao,Campos do Jordao,-45.540301,-22.687374,NY00478447_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5297,-23.66,"102",2021-03-15 16:37:00-03,NY,NYBG,"478441",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,N. A. Rosa,"3937","1980","11","26",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297253' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478441,Magnoliophyta,Myrtales,Cogn.,N. A. Rosa,São Paulo,Santo André,"Sto. André, reserva Biológica do alto da serra Paranapiacaba",-46.5297,-23.66,NY00478441_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"105",2021-03-15 16:37:00-03,NY,NYBG,"478443",PreservedSpecimen,Plantae,Melastomataceae,Leandra,lacunosa,Leandra lacunosa,W. Mantovani,"948","1980","09","15",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=297245' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478443,Magnoliophyta,Myrtales,Cogn.,W. Mantovani,São Paulo,Moji-Guaçu,"Martinho Prado, Reserva Biologica da Fazenda Campininha",-47.164784,-22.242395,NY00478443_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
