X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordNumber,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,recordedBy,year,month,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"4",2019-12-12 15:31:51-03,UFABC,HUFABC,"001222",PreservedSpecimen,Plantae,Angiospermas,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"05",NA,Brasil,São Paulo,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; Árvore 12m",HUFABC001222,NA,E.H.P.B,"Amaral, B","2018","04","19",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2018","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"5",2020-11-04 11:19:43-03,ESALQ,ESA,"104562",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,NA,NA,"1188.0",NA,Brasil,São Paulo,NA,NA,NA,ESA104562,ESA104562,"Aguiar, O.T.","Aguiar, O.T.","2002","03","13",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,"27904",auto,"2002","03","17",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"6",2020-11-04 11:19:43-03,ESALQ,ESA,"16456",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S. Moore) Baehni,NA,"1036.0",NA,Brasil,São Paulo,NA,NA,NA,ESA016456,ESA016456,"Carneiro, C.E.","Moraes, P.L.R.","1994","08","06",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"7",2020-11-04 12:16:09-03,ESALQ,ESA,"137206",PreservedSpecimen,Plantae,NA,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"2385.0",NA,Brasil,São Paulo,"Parque Estadual de Carlos Botelho, trilha interna Km 48",NA,"Árvore, 10m, látex branco, tronco fissurado",ESA137206,NA,NA,"Colletta, G. D","2015","11","18",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"15",2021-03-01 16:41:10-03,UNICAMP,UEC,"33598",S,Plantae,Magnoliopsida,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"14926",NA,Brazil,São Paulo,Reserva Estadual de Carlos Botelho.,NA,"Árvore 14 m. Material em estado vegetativo. Frutos coletados.; Vegetação de Mata Atlântica de encosta.",UEC031233,UEC031233,"Carneiro, CE","Gianotti, E; Joly, CA; Martins, FR","1983","09","22",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,"27904",auto,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"36",2021-02-11 17:21:42-03,UFPR,UPCB,"84720",PreservedSpecimen,Plantae,NA,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"3603",NA,Brasil,São Paulo,Bela Vista.,NA,"Árvore, 15m, flor alva. Floresta atlântica..",UPCB0036456,UPCB0036456,"Völtz, R.R.","Silva, J.M.","2002","04","06",Barra do Turvo,-48.5046997070312,-24.7563991546631,"38172",auto,"2018","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.75,-22,"63",2019-11-13 11:31:47-03,USP,SPF,"125096",PreservedSpecimen,Plantae,NA,NA,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"3240",NA,Brasil,São Paulo,NA,NA,NA,SPF00125096,NA,"Oliveira, AA","Oliveira, AA","1997","08","24",Descalvado,-47.75,-22,NA,NA,NA,NA,NA,"-47.75","-22","700","950",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.091717,-23.761081,"69",2019-01-25 15:37:12-02,IAC,IAC,"43206",S,Plantae,NA,NA,Sapotaceae-3.Chrysophylloideae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"3499",NA,Brasil,São Paulo,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Zézinho, indivíduo Z 11.3",NA,NA,NA,NA,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz; M. Siqueira; V.S. Ramos & E. Furlan","2000","11","07",Ibiúna,-47.091717,-23.761081,NA,NA,"2000","11","07","-47.091717","-23.761081",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.623444,-23.439556,"73",2020-11-12 16:59:11-03,UEL,FUEL,"48884",PreservedSpecimen,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,bullata,Pouteria bullata,(S.Moore) Baehni,NA,"1013",NA,Brasil,São Paulo,"Parque Estadual da Cantareira, Floresta Ombrófila Densa Montana",NA,NA,NA,NA,"Arzolla, FARDP","Arzolla, FARDP; G.C.R. de Paula; Vilela, FESP; Leite, MO; J.R. dos Santos; Nunes, CS; V","2006","07","24",São Paulo,-46.623444,-23.439556,NA,NA,"2006","08","04","-46.623444","-23.439556","900","900",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2299995422363,-24.2700004577637,"78",2021-03-04 15:42:58-03,IF,SPSF,"08262",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Sapotaceae,Pouteria,bullata,Pouteria bullata,NA,NA,NA,América do Sul,Brasil,SP,R.E.Instituto Florestal,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,A.Cassalho,"1983","11","16",Pedro de Toledo,-47.2299995422363,-24.2700004577637,"33445",auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
