X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,verbatimLongitude,verbatimLatitude,class,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.273056,-20.164444,"66",2021-03-01 16:35:12-03,UNICAMP,UEC,"136736",S,Plantae,Magnoliopsida,NA,Melastomataceae,Tibouchina,aegopogon,NA,Tibouchina aegopogon,(Naudin) Cogn.,"Sasaki, D","Sasaki, D; Sasaki, C","918","2004","01","13",NA,Brazil,São Paulo,Pedregulho,"Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima ao antigo aeroporto. Campo sujo pedregoso com afloramentos rochosos.",-47.273056,-20.164444,"720","720",NA,"Arbusto ca. 50 cm alt. Folhas discolores, mais claras na face abaxial. Cálice verde, vináceo em direção ao ápice. Corola roxa, Antera roxa. Conectivo rosa-claro. Filete alvo. Estilete alvo, rosado em direção ao ápice.",UEC007294,UEC007294,NA,"2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"77",2021-03-01 16:35:12-03,UNICAMP,UEC,"172292",S,Plantae,Magnoliopsida,NA,Melastomataceae,Tibouchina,aegopogon,NA,Tibouchina aegopogon,(Naudin) Cogn.,NA,"Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1459","1997","11","05",NA,Brazil,São Paulo,Pedregulho,"Estreito, Perto da Faz. 3 irmãos.",-47.4700012207031,-20.25,NA,NA,NA,"Subarbusto ca.30 cm, flores magenta com filetes brancos.; Campo rupestre.",UEC084702,UEC084702,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"248",2019-11-13 11:25:54-03,USP,SPF,"172797",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Tibouchina,aegopogon,NA,Tibouchina aegopogon,Cogn.,"Sasaki, D","Sasaki, D","918","2004","01","13",NA,Brasil,São Paulo,Pedregulho,Estreito,-47.273056,-20.164444,"720","720",NA,NA,SPF00172797,NA,NA,"2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"261",2019-11-13 11:25:54-03,USP,SPF,"128566",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Tibouchina,aegopogon,NA,Tibouchina aegopogon,Cogn.,"Freitas-Oliveira, AL","Marcondes-Ferreira, W","1459","1997","11","05",NA,Brasil,São Paulo,Pedregulho,Estreito,-47.4700012207031,-20.25,NA,NA,NA,NA,SPF00128566,NA,NA,"2010","27552",auto,"01",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"475",2019-11-21 10:10:33-03,IBt,SP,"370215",S,Plantae,NA,NA,Melastomataceae,Tibouchina,aegopogon,NA,Tibouchina aegopogon,(Naudin) Cogn.,"Sasaki, D","Sasaki, D; Sasaki, C","918","2004","01","13",NA,Brasil,São Paulo,Pedregulho,"Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima ao antigo aeroporto",-47.273056,-20.164444,"720","720",NA,NA,NA,NA,NA,"2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
