X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,relatedCatalogItem,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.4675,-23.410556,"34",2021-03-04 15:42:14-03,IF,SPSF,"52845",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Setaria,tenacissima,Setaria tenacissima,Schrad. ex Schult.,NA,R.T.Shirasuna,"3718","2014","09","24",América do Sul,Brasil,SP,NA,-46.4675,-23.410556,NA,NA,NA,"COLETA: Herbácea. Inflorescência verde-vinácea.; GEOGRAFIA: No campo.;",NA,NA,Guarulhos,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.467389,-23.4105,"37",2019-11-21 10:16:55-03,IBt,SP,"488166",S,Plantae,NA,NA,Poaceae,Setaria,tenacissima,Setaria tenacissima,Schrad. ex Schult.,"Shirasuna, RT","Shirasuna, RT","3718","2014","09","24",NA,Brasil,São Paulo,Lote 6. OAE 703-704.,-46.467389,-23.4105,NA,NA,NA,NA,NA,NA,Guarulhos,NA,"2014","09","24","-46.467389","-23.4105",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"41",2019-11-21 10:16:55-03,IBt,SP,"9954",S,Plantae,NA,NA,Poaceae,Setaria,tenacissima,Setaria tenacissima,Schrad. ex Schult.,"Boldrini, I","Usteri, A",s.n.,"1907","03","17",NA,Brasil,São Paulo,Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP038978,SP038978,São Paulo,NA,"1996","01","30",NA,NA,NA,NA,NA,"53584",auto,"35",São Paulo,SP,Sudeste
