X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,coordinatePrecision,imagecode,geoFlag,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,typeStatus,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-22.47,"1",2021-03-15 16:37:00-03,NY,NYBG,"788694",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,J. F. Pruski,W. Hoehne,"6221","1968","08","14",South America,Brazil,São Paulo,Aguas de Lindóia,Perto das termas de Lindoia.,-46.63,-22.47,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375381' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.387953,-23.873871,"2",2021-03-15 16:37:00-03,NY,NYBG,"788697",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,S. F. Blake,D. Lemos,"17110","1923","08",NA,South America,Brazil,São Paulo,NA,Piasságuera.,-46.387953,-23.873871,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375383' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"14",2020-11-04 11:02:25-03,ESALQ,ESA,"128911",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D. Don,"Roque, N.","Colletta, G.D.","1291.0","2013","08","29",NA,Brasil,São Paulo,Ilhabela,"Norte da ilha, perto da armação, altura 7609.",-45.3499984741211,-23.7700004577637,NA,"Árvore, 9m, troco fissurado, casca interna preta",ESA128911,"23719",NA,auto,NA,"2016","07","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.82,-22.43,"17",2015-07-02 14:00:58-03,JBP,HPL,"9726",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,NA,H. Lorenzi,H. Lorenzi,"344","1993","08","28",NA,Brasil,SP,Itapira,Coletado nas proximidades da localidade de Eleutério.,-46.82,-22.43,NA,NA,NA,"19933",NA,auto,NA,"1993","08","28",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48,-24.69,"18",2015-07-02 14:00:58-03,JBP,HPL,"10451",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,NA,R. Tsuji,R. Tsuji,"2126","2007","09","05",NA,Brasil,SP,Jacupiranga,"Coletado nas proximidades do município de Jacupiranga, sentido Pariquera-açu.",-48,-24.69,NA,NA,NA,"35797",NA,auto,NA,"2007","09","05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"23",2021-03-01 16:25:19-03,UNICAMP,UEC,"120941",S,Plantae,Magnoliopsida,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,(Spreng.) D.Don,"Leitão Filho, HF","Romaniuc; Kirizawa, M","189","1984","08","21",NA,Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Rio Canjoca",-47.9199981689453,-25.0100002288818,NA,"Árvore com 8 metros de altura. Pétalas brancas, beira do rio. Solo úmido",UEC162887,"37574",UEC162887,auto,NA,"1990","09","25",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"24",2021-03-01 16:25:19-03,UNICAMP,UEC,"186823",S,Plantae,Magnoliopsida,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,(Spreng.) D.Don,"Monge, M","Colletta, GD; et al.","1291","2013","08","29",NA,Brazil,São Paulo,Ilhabela,"Ilhabela, Norte da Ilha, perto da Armação.",-45.3499984741211,-23.7700004577637,NA,"Árvore, 9m, troco fissurado, casca interna preta.",UEC116554,"23719",UEC116554,auto,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"25",2021-03-01 16:25:19-03,UNICAMP,UEC,"67258",S,Plantae,Magnoliopsida,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,(Spreng.) D.Don,"Esteves, R","Leitão Filho, HF",504A,"1968","08","28",NA,Brazil,São Paulo,Itapira,Estado de São Paulo-Itapira.,-46.8199996948242,-22.4300003051758,NA,"Árvore de pequeno porte;flores branca ligeiramente cremosas.Floresce em agosto-setembro.; Nativa a beira da estrada para Lindoia.",UEC182961,"19933",UEC182961,auto,NA,"2012","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"26",2021-03-01 16:25:19-03,UNICAMP,UEC,"177741",S,Plantae,Magnoliopsida,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,(Spreng.) D.Don,"Monge, M","Leitão Filho, HF","504","1968","08","28",NA,Brazil,São Paulo,Itapira,Nativa a beira da estrada para Lindóia,-46.8199996948242,-22.4300003051758,NA,"árvore de pequeno porte, flores branco ligeiramente cremosas. Floresce em agosto-setembro.",UEC130588,"19933",UEC130588,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8217,-22.4361,"60",2019-01-25 15:34:00-02,IAC,IAC,"20232",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,H.F. Leitão Filho,H.F. Leitão Filho,"504","1968","08","28",NA,Brasil,São Paulo,Itapira,estrada para Lindoia,-46.8217,-22.4361,NA,NA,NA,NA,NA,NA,NA,"1968","08","28","-46.8217","-22.4361",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
