X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,minimumElevationInMeters,maximumElevationInMeters,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.310001373291,-22.9400005340576,"109",2020-11-04 11:09:19-03,ESALQ,ESA,"64114",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Souza, J.P.","2294.0","1998","03","01",NA,Brasil,São Paulo,Haras Vanguarda. Módulo 2,NA,NA,"Árvore, frutos verdes",ESA064114,Magnoliophyta,NA,(Vell.) Fr.All. ex Benth.,NA,ESA064114,NA,NA,Monte Mor,-47.310001373291,-22.9400005340576,"12206",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"115",2020-11-04 11:09:19-03,ESALQ,ESA,"5486",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Kampf, E.","106.0","1989","07","03",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA005486,Magnoliophyta,NA,NA,NA,ESA005486,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.189998626709,-22.8099994659424,"122",2021-01-31 12:19:52-03,MN,R,"130254",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Emmerich, M.","3635","1971","12","06",NA,Brasil,São Paulo,NA,NA,NA,NA,"R010045900,R010045901,R010045902",NA,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Guaratinguetá,-45.189998626709,-22.8099994659424,"27040",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.348864,-23.121556,"217",2021-03-01 16:30:25-03,UNICAMP,UEC,"170350",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Garcia, LC","346","2009","02","10",NA,Brazil,São Paulo,Usina Ester.,NA,NA,"Árvore plantada de 16 m, só frutos.; Mata ciliar em processo de restauração desde 1955.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.",UEC039946,Magnoliopsida,NA,(Vell.) Allemão ex Benth.,"Pinho-Ferreira, MA",UEC039946,"652","652",Cosmópolis,-47.348864,-23.121556,NA,NA,"-47.348864","-23.121556",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.067222,-22.814722,"220",2021-03-01 16:30:25-03,UNICAMP,UEC,"169748",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Polido, CA","22","2012","09","14",NA,Brazil,São Paulo,"Unicamp, canteiro próximo ao hotel dos professores visitantes.",NA,NA,"Árvore, frutos maduros, cultivada, jacarandá-da-Bahia.; Cerrado.",UEC010772,Magnoliopsida,NA,(Vell.) Allemão ex Benth.,"Polido, CA",UEC010772,"594","594",Campinas,-47.067222,-22.814722,NA,NA,"-47.067222","-22.814722","2012","09",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.633333,-22.7,"225",2019-08-20 10:13:13-03,UNICAMP,UEC,"82474",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Barreto, KD; Fernandes, GD; Vitti, FX",s.n.,"1993","05","14",NA,Brazil,São Paulo,Parque da ESALQ.,NA,NA,"fruto, Nome popular:jacarandá-da-bahia. Árvore 13m alt., áreas abertas, frutificação, sadia, tronco fendado, sem látex, flor ausente, fruto verde imaturo.",NA,Magnoliopsida,NA,(Vell.) Allemão ex Benth.,"Rodrigues, RS; Souza, VC",NA,NA,NA,Piracicaba,-47.633333,-22.7,NA,NA,"-47.633333","-22.7","1993","05",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"239",2019-08-20 10:13:13-03,UNICAMP,UEC,"63561",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Tozzi, AMGA","27235","1992","11","12",NA,Brazil,São Paulo,Horto Florestal.,NA,NA,"flor, Árvore, caule liso, claro, flores creme.",NA,Magnoliopsida,NA,(Vell.) Allemão ex Benth.,"Carvalho, AMV",NA,NA,NA,Itirapina,-47.8199996948242,-22.25,"22843",auto,NA,NA,"1997","11",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"240",2019-08-20 10:13:13-03,UNICAMP,UEC,"92041",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Kotchetkoff-Henriques, O","28664","1993","08","04",NA,Brazil,São Paulo,"Bosque Municipal, Secretaria do Meio Amb",NA,NA,"fruto, Nome popular:jacarandá-da-bahia.",NA,Magnoliopsida,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Ribeirão Preto,-47.810001373291,-21.1700000762939,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.824111,-22.248961,"277",2019-08-16 08:39:23-03,UTFPR,HCF,"26390",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,G.M. Antar,"896","2015","10","14",NA,Brasil,SP,Estação Ecológica de Itirapina. Área pró,NA,NA,árvore ca. 12 m alt. Flores alvas. Frutos maduros castanhos.,NA,NA,NA,(Vell.) Allemão ex Benth.,G.M. Antar,NA,"758","758",Itirapina,-47.824111,-22.248961,NA,NA,"47°49'26,8 W","22°14'56,26 S","2016","01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"347",2020-12-21 16:26:15-03,MBM,MBM,"158669",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Queiróz, L.P. de","2861",NA,NA,NA,Southern America,Brazil,São Paulo,Campus da UNICAMP,NA,NA,NA,MBM158669,NA,NA,(Vel.) Allem. ex Benth.,"Queiróz, L.P. de",MBM158669,NA,NA,Campinas,-47.060001373291,-22.8999996185303,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"421",2020-12-11 11:35:57-03,UFMG,BHCB,"13357",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Barreto, KD; Fernandes, GD; Vitti, FX","487","1993","05","14",Southern America,Brasil,São Paulo,Parque da ESALQ,NA,NA,NA,NA,Dicotyledon,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Piracicaba,-47.6399993896484,-22.7199993133545,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8225,-20.48472222,"435",2020-06-24 22:04:57-03,UNESP-IBILCE,SJRP,"31161",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,A.A. Rezende & N.T. Ranga,"1468.0","2012","10","18",América do Sul,Brasil,São Paulo,Fazenda Vista Bonita,NA,NA,"Árvore 3m, fruto seco",NA,Tracheophyta,Fabales,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Barretos,-48.8225,-20.48472222,NA,NA,"-48.82250000","-20.48472222",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"494",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"5726",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Cordeiro, L.","36","1985","05","15",NA,Brasil,São Paulo,Fazenda Campininha,NA,NA,Árvore cultivada. Nome vulgar: Jacaranda da Bahia. (Arboreto).,NA,NA,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Mogi Guaçu,-46.9421997070312,-22.372200012207,"39309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"495",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"13373",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Garcia, F.C.P.","589","1990","10","12",NA,Brasil,São Paulo,Bela Vista,NA,NA,Árvore - 5m altura- flores creme- perfumadas.,NA,NA,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"496",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"7144",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Cesar, O.","749","1986","10","09",NA,Brasil,São Paulo,Bela Vista (arredores do campus),NA,NA,"Árvore, flores alvas.",NA,NA,NA,(Vell.) Allemão ex Benth.,"Furlan, A.",NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,"1986","10","09",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"497",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"9574",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Garcia, F.C.P.","175","1988","09","22",NA,Brasil,São Paulo,Bela Vista (arredores do campus),NA,NA,"Árvore, 5m de alt. Flores creme.",NA,NA,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"498",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"35628",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,"Covre, J.S.",s.n,"2002","04","05",NA,Brasil,São Paulo,Bela Vista (arredores do IB),NA,NA,"Árvore até 10m. De altura, frutos verdes. Jacaranda da Bahia.",NA,NA,NA,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.434575,-22.864256,"509",2021-03-17 14:38:20-03,UTFPR-SL,SHPR,"225",PreservedSpecimen,Plantae,Fabaceae (Faboideae),Dalbergia,nigra,Dalbergia nigra,"Biral, L.","1361","2018","07","14",América do Sul,Brasil,São Paulo,Área degradada ao longo de linha ferroviária.,exsicata,NA,"Árvore, 8 m de altura, folíolos membranáceos, frutos verdes.",SHPR000225,Anthophyta,NA,(Vell.) Allemão ex Benth.,"Biral, L.",NA,"650","650",Botucatu,-48.434575,-22.864256,NA,NA,48º26'04.47 W,22º51'51.32 S,"2018","07",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885833,-22.235,"625",2020-09-02 16:27:39-03,Cenargen,CEN,"98183",PreservedSpecimen,Plantae,Fabaceae Faboideae,Dalbergia,nigra,Dalbergia nigra,Guilherme de M. Antar,"888","2015","10","14",NA,Brasil,SP,Estação Ecológica de Itirapina.,Exsicatas,NA,"Cálice e elaióforos verdes, corola e androceu amarelos. Doação Universidade de São Paulo - Herbário SPF.",CEN00098183,NA,NA,(Vell.) Allemão ex Benth.,G. M. Antar,CEN00098183,"763","763",ITIRAPINA,-47.885833,-22.235,NA,NA,"-47.885833","-22.235","2016","01",NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-47.823888,-22.248888,"626",2020-09-02 16:27:39-03,Cenargen,CEN,"98184",PreservedSpecimen,Plantae,Fabaceae Faboideae,Dalbergia,nigra,Dalbergia nigra,Guilherme de M. Antar,"896","2015","10","14",NA,Brasil,SP,Estação Ecológica de Itirapina. Área próxima ao lago.,Exsicatas,NA,Bosque antrópico. Doação Universidade de São Paulo - Herbário SPF.,CEN00098184,NA,NA,(Vell.) Allemão ex Benth.,G. M. Antar,CEN00098184,"758","758",ITIRAPINA,-47.823888,-22.248888,NA,NA,"-47.823888","-22.248888","2016","01",NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-44.656667,-22.642778,"632",2019-11-13 11:22:15-03,USP,SPF,"200322",PreservedSpecimen,Plantae,Leguminosae,Dalbergia,nigra,Dalbergia nigra,"Freitas, HS","162","2007","12","27",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00200322,NA,NA,(Vell.) Allemão ex Benth.,"Freitas, HS",NA,"504","504",São José do Barreiro,-44.656667,-22.642778,NA,NA,"-44.656667","-22.642778","2009",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.824136,-22.248961,"633",2021-03-15 18:27:50-03,USP,SPF,"224164",PreservedSpecimen,Plantae,Leguminosae,Dalbergia,nigra,Dalbergia nigra,"Antar, GM","896","2015","10","14",NA,Brasil,São Paulo,"Estação Ecológica de Itirapina, Área próxima ao lago.",NA,NA,"Árvore ca. 12 m alt. Flores alvas. Frutos maduros castanhos.; Bosque antrópico.",SPF00224164,NA,NA,(Vell.) Allemão ex Benth.,"Antar, GM",NA,"758","758",Itirapina,-47.824136,-22.248961,NA,NA,"-47.824136","-22.248961","2016","01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"640",2019-11-13 11:22:15-03,USP,SPF,"83448",PreservedSpecimen,Plantae,Leguminosae,Dalbergia,nigra,Dalbergia nigra,CCN,s.n.,"1945","09","25",NA,Brasil,São Paulo,Serviço Florestal da Companhia Paulista de Estrada de Ferro.,NA,NA,NA,SPF00083448,NA,NA,(Vell.) Allemão ex Benth.,Anônimo,NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"641",2019-11-13 11:22:15-03,USP,SPF,"204431",PreservedSpecimen,Plantae,Leguminosae,Dalbergia,nigra,Dalbergia nigra,CCN,s.n.,"1945","09","25",NA,Brasil,São Paulo,Serviço Florestal da Companhia Paulista de Estrada de Ferro.,NA,NA,NA,SPF00204431,NA,NA,(Vell.) Allemão ex Benth.,Anônimo,NA,NA,NA,Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"671",2020-05-08 11:12:15-03,UEFS,HUEFS,"11689",PreservedSpecimen,Plantae,Leguminosae Subfam. Papilionoideae,Dalbergia,nigra,Dalbergia nigra,"Queiroz, L.P.de","2861","1990","10","16",NA,Brasil,São Paulo,NA,NA,NA,NA,HUEFS0011689,Angiospermae,Fabales,(Vell.) Allemão ex Benth.,NA,NA,NA,NA,Campinas,-47.060001373291,-22.8999996185303,"23900",auto,NA,NA,NA,NA,NA,Rosanae,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9578,-22.4319,"678",2019-01-25 15:40:40-02,IAC,IAC,"19369",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,H.F. Leitão Filho,"90","1967","09","20",NA,Brasil,São Paulo,Horto Florestal,NA,NA,Nome popular: jacarandá-da-Baía,NA,NA,NA,(Vell.) Allemão ex Benth.,H.F. Leitão Filho,NA,NA,NA,Mogi Mirim,-46.9578,-22.4319,NA,NA,"-46.9578","-22.4319","1967","09","21",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.668492,-22.694886,"679",2019-01-25 15:40:40-02,IAC,IAC,"19486",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,H.F. Leitão Filho,"155","1967","06","20",NA,Brasil,São Paulo,"IAC, Estação Experimental, área nativa",NA,NA,NA,NA,NA,NA,(Vell.) Allemão ex Benth.,H.F. Leitão Filho,NA,NA,NA,Monte Alegre do Sul,-46.668492,-22.694886,NA,NA,"-46.668492","-22.694886","1967","10","12",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9578,-22.4319,"680",2019-01-25 15:40:40-02,IAC,IAC,"21316",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,H.M. Souza,s/nº,"1964","09","15",NA,Brasil,São Paulo,Horto Florestal,NA,NA,NA,NA,NA,NA,(Vell.) Allemão ex Benth.,J.R. Mattos (1),NA,NA,NA,Mogi Mirim,-46.9578,-22.4319,NA,NA,"-46.9578","-22.4319","1970","06","15",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"682",2019-01-25 15:40:40-02,IAC,IAC,"28635",S,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,S. Soriano & R.B. Torres,s/nº,"1991","11","19",NA,Brasil,São Paulo,NA,NA,NA,"Nome popular: caviuna, jacarandá - da Bahia",NA,NA,NA,(Vell.) Allemão ex Benth.,S. Soriano & R.B. Torres,NA,NA,NA,Campinas,-47.0608,-22.9056,NA,NA,"-47.0608","-22.9056","1991","11","19",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.75,-22.466667,"688",2020-07-23 12:07:26-03,CEPLAC,CEPEC,"139022",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,M. P. M. de Lima,"428","1999","08","25",NA,Brasil,Rio de Janeiro,Parque Nacional do Itatiaia. Estrada de acesso a sede do Parque.,NA,NA,NA,NA,NA,NA,NA,H. C. de Lima,NA,NA,NA,ITATIAIA,-44.75,-22.466667,NA,NA,44W45'0,22S28'0,NA,NA,NA,NA,30/10/2000,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"753",2020-07-23 12:07:26-03,CEPLAC,CEPEC,"58607",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,L. P. de Queiroz,"2861","1990","10","16",NA,Brasil,São Paulo,Campus da UNICAMP.,NA,NA,NA,NA,NA,NA,NA,L. P. de Queiroz,NA,NA,NA,CAMPINAS,-47.060001373291,-22.8999996185303,"23900",auto,NA,NA,NA,NA,NA,NA,30/12/1990,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"754",2020-07-23 12:07:27-03,CEPLAC,CEPEC,"145417",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,S. Soriano,NA,"1991","11","19",NA,Brasil,São Paulo,Complexo Botânico Monjolinho.,NA,NA,"<ll>dwc_commonname:</ll> Jacarandá-da-bahia, caviúna",NA,NA,NA,NA,S. Soriano,NA,NA,NA,CAMPINAS,-47.060001373291,-22.8999996185303,"23900",auto,NA,NA,NA,NA,NA,NA,19/11/1991,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"755",2020-07-23 12:07:27-03,CEPLAC,CEPEC,"76948",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,L. Cordeiro,"36","1985","05","15",NA,Brasil,São Paulo,Arboreto. Fazenda Campininha.,NA,NA,<ll>dwc_commonname:</ll> Jacaranda-da-bahia,NA,NA,NA,NA,A. M. de Carvalho,NA,NA,NA,MOGI GUAÇÚ,-46.9421997070312,-22.372200012207,"39309",auto,NA,NA,NA,NA,NA,NA,30/12/1998,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"756",2020-07-23 12:07:26-03,CEPLAC,CEPEC,"76929",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,O. Cesar,"749","1986","10","09",NA,Brasil,São Paulo,"Arredores do Campus de Rio Claro, UNESP - Bela Vista.",NA,NA,NA,NA,NA,NA,NA,A. Furlan,NA,NA,NA,rio claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,09/10/1986,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"757",2020-07-23 12:07:26-03,CEPLAC,CEPEC,"76931",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,F. C. P. Garcia,"175","1988","09","22",NA,Brasil,São Paulo,Arredores do Campus de Rio Claro. UNESP - Bela Vista.,NA,NA,NA,NA,NA,NA,NA,F. C. P. Garcia,NA,NA,NA,rio claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,30/12/1988,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"758",2020-07-23 12:07:26-03,CEPLAC,CEPEC,"76933",PreservedSpecimen,Plantae,Fabaceae,Dalbergia,nigra,Dalbergia nigra,F. C. P. Garcia,"589","1990","10","12",NA,Brasil,São Paulo,Campus Bela Vista - UNESP.,NA,NA,NA,NA,NA,NA,NA,H. C. Lima,NA,NA,NA,rio claro,-47.560001373291,-22.4099998474121,"21773",auto,NA,NA,NA,NA,NA,NA,30/06/2009,NA,NA,"35",São Paulo,SP,Sudeste
