X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,infraspecificEpithet,scientificNameAuthorship,year,month,day,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"100",2020-11-04 11:20:29-03,ESALQ,ESA,"28401",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Barreto, K.D. ; Fernandes, G.D.","14.0",NA,Brasil,São Paulo,Godinhos.,NA,NA,"Arbusto, 1,5 m alt.; flores alvas. Folhas com forte odor.",ESA028401,Magnoliophyta,NA,NA,Kunth,"1993","02","03",ESA028401,"Referido em Silva, 1999",Piracicaba.,-47.6399993896484,-22.7199993133545,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8760986328125,-22.5993995666504,"102",2020-11-04 11:20:29-03,ESALQ,ESA,"50982",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Silva, L.C.S.","2.0",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA050982,Magnoliophyta,NA,NA,NA,"2003","10","04",ESA050982,NA,Águas de São Pedro,-47.8760986328125,-22.5993995666504,NA,NA,"1825",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"103",2020-11-04 12:16:20-03,ESALQ,ESA,"141673",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Souza, V.C.","41396.0",NA,Brasil,São Paulo,Godinho. Floresta Estacional Decidual,NA,NA,"Arbusto, até 1,5 m alt.; corola alva.",ESA141673,NA,NA,NA,Kunth,"2018","12","26",NA,"Souza, V.C.",Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"44778",auto,"2018","12","26",47o39.860#?#,22o39.047#?#,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"104",2020-11-04 11:20:29-03,ESALQ,ESA,"123173",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Santos, L.B.","161.0",NA,Brasil,São Paulo,"Parque Ecológico da Pavuna, da sede até a trilha o lago pela trilha proncipal.",NA,NA,NA,ESA123173,Magnoliophyta,NA,NA,NA,"2009","03","22",ESA123173,"Santos, L.B.",Botucatu,-48.439998626709,-22.8799991607666,"761","761","40412",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.42,-20.08,"113",2015-07-02 14:04:29-03,JBP,HPL,"8105",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,E. R. Salviani,"982",NA,Brasil,SP,"Coletado nas proximidades do município de Rifaina; sentido Pedregulho - vegetando em área de cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,"2000","01","20",NA,R. Tsuji,Rifaina,-47.42,-20.08,NA,NA,"16141",auto,"2004","05","27",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"166",2019-11-21 14:47:19-03,UFJF,CESJ,"51829",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,E.E.Macedo,"105",América do Sul,Brasil,São Paulo,"Parque Estadual das Furnas do Bom Jesus, 20º13' S, 47º26' W",NA,NA,"Mata ciliar. Arbustiva alta,ca. 2m. alt., flores brancas.",CESJ051829,Angiosperma,NA,NA,Kunth,"1997","10","11",NA,F.R.G. Salimena,Pedregulho,-47.4700012207031,-20.25,NA,NA,"27552",auto,"2007","04",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4,-23.65,"249",2021-03-01 16:42:39-03,UNICAMP,UEC,"103376",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Tozzi, AMGA; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K","212",NA,Brazil,São Paulo,Fábrica da Votorantim.,NA,NA,"Subarbusto 1,6m de altura. Corola branca.; Campo de altitude.",NA,Magnoliopsida,NA,NA,Kunth,"1998","12","02",NA,"Silva, TRS",Votorantim,-47.4,-23.65,NA,NA,NA,NA,"2004",NA,NA,"-47.4","-23.65",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"250",2021-03-01 16:42:39-03,UNICAMP,UEC,"155762",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Santos, LB; Ferreira, FLS","326",NA,Brazil,São Paulo,"Parque Ecológico da Pavuna, Da sede até a trilha da esquerda na entrada das cachoeira, depois até a bifurcação final à direita e à esquerda.",NA,NA,"Arbusto, 2m, beira da trilha logo no início, brácteas florais verdes, corola branca, flores aromáticas.; Mata Atlântica, floresta estacional semidecídua.",UEC052974,Magnoliopsida,NA,NA,Kunth,"2009","09","01",UEC052974,"Santos, LB",Botucatu,-46.511111,-22.8375,"750","750",NA,NA,"2010","11",NA,"-46.511111","-22.8375",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"253",2021-03-01 16:42:39-03,UNICAMP,UEC,"83243",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Stranghetti, V","183",NA,Brazil,São Paulo,Estação Ecológica de Paulo de Faria. Lado direito da entrada. Estação de coleta 2. Latitude: 19°55' - 19°58' S. Longitude: 49°31' - 49°32' W.,NA,NA,"Arbusto ca. 1,5m. Flor branca.; Beira da mata.",NA,Magnoliopsida,NA,NA,Kunth,"1993","09","14",NA,"Silva, TRS",Paulo de Faria,-49.516667,-19.916667,NA,NA,NA,NA,"1998",NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"257",2021-03-01 16:42:39-03,UNICAMP,UEC,"71466",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Wanderley, MDGL; Kiyama, CY; Magenta, MAG; Porença, SL; Simão-Bianchini, R","2130",NA,Brazil,São Paulo,Serra do Japi,NA,NA,"Subarbusto pouco ramificado até 1,2m de altura. Corola alva.",NA,Magnoliopsida,NA,NA,Kunth,"1995","04","18",NA,"Silva, TRS",Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"17840",auto,"1999","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"258",2021-03-01 16:42:39-03,UNICAMP,UEC,"56453",S,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Rodrigues, E","22260",NA,Brazil,São Paulo,NA,NA,NA,"Erva de folhas opostas, pilosas, denteadas.",NA,Magnoliopsida,NA,NA,Kunth,"1989","11","04",NA,"Silva, TRS",Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,"28666",auto,"1999","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4666667,-20.3666667,"453",2010-07-23 16:01:00-03,MO,MOBOT,"3330604",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,M.R.P. da Silva,Silva 1318,South America,Brazil,São Paulo,"Serra Tabarana, ca 10 km de Monte Alto. Serra com mata seca semi decidua en encosta. Proximo de regato, no topo da Serra.",NA,NA,NA,NA,NA,NA,NA,Kunth,"1994","3","5",NA,"R.Sanders (BRIT), July",NA,-48.4666667,-20.3666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"489",2020-07-08 18:55:03-03,UNESP-IBILCE,SJRP,"10683",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,Valéria Stranghetti,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,NA,NA,"Arbusto, flor rosa;",NA,Tracheophyta,Lamiales,NA,H.B.K.,NA,NA,NA,NA,NA,Paulo de Faria,-49.516667,-19.916667,NA,NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667",NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3925,-21.860278,"490",2020-06-22 14:18:29-03,UNESP-IBILCE,SJRP,"27955",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Destro, M.V.P.",NA,América do Sul,Brasil,São Paulo,córrego da porteira,NA,NA,"Arbusto, 3 m, com flores amareladas;",NA,Tracheophyta,Lamiales,NA,H.B.K.,NA,NA,NA,NA,NA,São José do Rio Preto,-49.3925,-21.860278,NA,NA,NA,NA,NA,NA,NA,"-49.3925","-21.860278",NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"688",2019-11-13 11:32:41-03,USP,SPF,"203441",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Santos, LB","326",NA,Brasil,São Paulo,Parque Ecológico da Pavuna,NA,NA,NA,SPF00203441,NA,NA,NA,Kunth,"2009","09","01",SPF00203441,"Santos, LB",Botucatu,-46.511111,-22.8375,"750","750",NA,NA,"2010","11",NA,"-46.511111","-22.8375",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.261111,-21.15,"689",2019-11-13 11:32:41-03,USP,SPF,"120793",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Tozzi, AMGA","94144",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00120793,NA,NA,NA,Kunth,"1994","11","10",SPF00120793,"Silva, TRS",Santo Antônio da Alegria,-47.261111,-21.15,NA,NA,NA,NA,"1998",NA,NA,"-47.261111","-21.15",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.416667,-23.466667,"696",2019-11-13 11:32:41-03,USP,SPF,"61051",PreservedSpecimen,Plantae,Verbenaceae,Lantana,canescens,Lantana canescens,NA,"Furtado, PP","200",NA,Brasil,São Paulo,Próximo à Taguai.,NA,NA,NA,SPF00061051,NA,NA,NA,Kunth,"1982","06","21",SPF00061051,"Silva, TRS",NA,-49.416667,-23.466667,NA,NA,NA,NA,"1998",NA,NA,"-49.416667","-23.466667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
