X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"13",2019-11-21 10:13:33-03,IBt,SP,"54189",S,Plantae,NA,NA,Orchidaceae,Malaxis,cogniauxiana,Malaxis cogniauxiana,(Schltr.) Pabst,"Barros, F","Pabst, GFJ","340","1946","12","20",NA,Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"1994","03","10","21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"14",2019-11-21 10:13:33-03,IBt,SP,"32507",S,Plantae,NA,NA,Orchidaceae,Malaxis,cogniauxiana,Malaxis cogniauxiana,(Schltr.) Pabst,"Barros, F","Kuhlmann, M",s.n.,"1935","02","01",NA,Brasil,São Paulo,Campos do Jordão,Umuarama,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"1994","03","09","21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
