X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,stateProvince,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,locality,phylum,order,scientificNameAuthorship,recordNumber,county,decimalLongitude,decimalLatitude,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.7299995422363,-21.9200000762939,"16",2021-03-30 12:34:18-03,EAO,IAN,"69549",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"Black, GA","1951","01","29",Southern America,Brasil,São Paulo,NA,NA,NA,IAN069549,NA,Dicotiledônea,NA,A.Rich.,"11720",Bastos,-50.7299995422363,-21.9200000762939,NA,"Mendoza, M",NA,NA,"2014","13977",auto,"11","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701828,-23.345083,"17",2019-12-12 15:31:37-03,UFABC,HUFABC,"002033",PreservedSpecimen,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"Keller V.C.; Sérgio Tadeu Meirelles","2018","10","02",NA,Brasil,São Paulo,NA,NA,Erva,HUFABC002033,"Parque Estadual do Juquery, Próximo à torre de observação do setor B",Angiospermas,NA,A.Rich.,"324",Franco da Rocha,-46.701828,-23.345083,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.701828","-23.345083",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"168",2019-01-25 15:38:25-02,IAC,IAC,"5429",S,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"A.P. Viégas; C.M. Franco & A.S. Lima","1940","03","08",NA,Brasil,São Paulo,NA,NA,NA,NA,Serra de Ubatuba,NA,NA,A.Rich.,s/nº,Ubatuba,-45.0711,-23.4339,NA,A. Gehrt,NA,NA,"1942",NA,NA,"04","28","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"214",2019-11-21 09:59:21-03,IBt,SP,"77653",S,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"Kuhlmann, M; Kühn, E","1949","11","25",NA,Brasil,São Paulo,NA,NA,NA,NA,Fazenda da Guarda,NA,NA,A.Rich.,"2007",Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,"Silveira, MF",NA,NA,"2005","21048",auto,"08","29",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6800003051758,-22.6800003051758,"215",2019-11-21 09:59:21-03,IBt,SP,"77652",S,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"Kuhlmann, M","1943","08","26",NA,Brasil,São Paulo,NA,NA,NA,NA,"Amparo. Cachoeira, margem do rio Camanducaia",NA,NA,A.Rich.,"258",Monte Alegre do Sul,-46.6800003051758,-22.6800003051758,NA,NA,NA,NA,NA,"11114",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"216",2019-11-21 09:59:21-03,IBt,SP,"44029",S,Plantae,Araliaceae,Hydrocotyle,pusilla,Hydrocotyle pusilla,"Viégas, AP; Franco, C; Lima, AS","1940","03","08",NA,Brasil,São Paulo,NA,NA,NA,NA,Serra de Ubatuba,NA,NA,A.Rich.,s.n.,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
