X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,continentOcean,locality,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,recordNumber,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,relationshipType,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.59,-22.73,"8",2021-03-15 16:37:00-03,NY,NYBG,"424099",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,"R. R. Mill; M.-L. Kranitz",NA,NA,NA,J. R. Pirani,"1985","11","20",Brazil,São Paulo,Campos do Jordao,-45.59,-22.73,NA,NA,"2000","2000",NY00424099,NY00424099_01,South America,"Campos de Jordao, Parque Estadual. Caminho para Sao José dos Alpes",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402574' target='other'> <mi>dwc_moreinfo</mi></a>,Pinophyta,Araucariales,"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.59,-22.73,"20",2021-03-15 16:37:00-03,NY,NYBG,"424109",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,NA,NA,NA,NA,J. R. Pirani,"1985","11","20",Brazil,São Paulo,Campos do Jordao,-45.59,-22.73,NA,NA,"2000","2000",NY00424109,NY00424109_01,South America,"Campos de Jordao, Parque Estadual. Caminho para Sao José dos Alpes",separate fruit,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402577' target='other'> <mi>dwc_moreinfo</mi></a>,Pinophyta,Araucariales,"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"22",2021-03-15 16:37:00-03,NY,NYBG,"424105",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,R. R. Mill,NA,NA,NA,F. C. Hoehne,"1932","05","13",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NY00424105,NY00424105_01,South America,Jardim Botânico,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402568' target='other'> <mi>dwc_moreinfo</mi></a>,Pinophyta,Araucariales,"29555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"36",2020-01-20 14:40:09-03,UPM,MACK,"2745",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,F. A. Medeiros,"2018","03","12",F. A. Medeiros,"2018","03","03",Brasil,SP,São Pedro,-47.9099998474121,-22.5400009155273,NA,NA,NA,NA,NA,NA,NA,Thermas Water Park,NA,NA,Pousada dos Chalés,NA,NA,"5","19379",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"88",2020-11-04 11:21:01-03,ESALQ,ESA,"10897",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,"Capellari Jr., L. et al.",NA,NA,NA,"Barreto, K.D. et al.","1993","08","17",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA010897,NA,NA,NA,NA,NA,NA,Pinophyta,NA,"1020.0","21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"89",2020-11-04 11:21:01-03,ESALQ,ESA,"111584",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,NA,"Mezzacappa, M.G.","2008","11","08","Augusto, F.G.","2008","10","19",Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA111584,NA,NA,NA,NA,NA,NA,Pinophyta,NA,"39.0","27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-21.5900001525879,"90",2020-11-04 11:21:01-03,ESALQ,ESA,"77",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,NA,NA,NA,NA,"Dias, S.F.","1977","05","25",Brasil,São Paulo,São José do Rio Pardo,-46.8800010681152,-21.5900001525879,NA,NA,NA,NA,ESA000077,NA,NA,NA,NA,NA,NA,Pinophyta,NA,"7174.0","15885",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"91",2020-11-04 11:21:01-03,ESALQ,ESA,"129762",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,NA,"Souza, V.C.","2014","05","24","Souza, V.C.","2014","05","24",Brasil,São Paulo,Capão Bonito,-48.3400001525879,-24,NA,NA,"680","680",ESA129762,NA,NA,"11 km de Capão Bonito em direção a Itapeva. Floresta Ombrófila Mista, com enriquecimento com Araucaria.",NA,NA,"Árvore, até 20 m alt. Estróbilos e sementes coletados no chão.",Pinophyta,NA,"38313.0","39505",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"96",2020-11-04 11:21:01-03,ESALQ,ESA,"18608",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,NA,NA,NA,NA,"Barreto, K.D. et al.","1994","05","12",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA018608,NA,NA,NA,NA,NA,NA,Pinophyta,NA,"2469.0","21048",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"97",2020-11-04 11:21:01-03,ESALQ,ESA,"35876",PreservedSpecimen,Plantae,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Kuntze,NA,NA,NA,NA,"Souza, J.P. et al.","1996","12","19",Brasil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA035876,NA,NA,NA,NA,NA,NA,Pinophyta,NA,"1056.0","38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
