X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,year,month,locality,minimumElevationInMeters,day,county,decimalLongitude,decimalLatitude,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.1,-22.783333,"42",2021-03-01 16:19:01-03,UNICAMP,UEC,"184710",S,Plantae,Liliopsida,NA,Arecaceae,Butia,capitata,Butia capitata,(Mart.) Becc.,NA,"Pereira, JC",s.n.,NA,Brazil,São Paulo,NA,"Arbórea, encontra-se ciultivada em ex situ",UEC011296,UEC011296,NA,"2014","06","CPMA, CQBA. Betel",NA,NA,Paulínia,-47.1,-22.783333,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-22.5599994659424,"97",2016-01-25 13:36:30-02,CPQBA,CPMA,"2287",S,Plantae,NA,NA,Arecaceae,Butia,capitata,Butia capitata,NA,NA,Compra Ilio,NA,Sul Americano,Brasil,São Paulo,NA,mapa 132,NA,NA,NA,NA,NA,Diierberguer,NA,NA,Limeira,-47.4000015258789,-22.5599994659424,NA,"20999",auto,NA,NA,NA,NA,NA,NA,NA,"184710",NA,NA,"35",São Paulo,SP,Sudeste
-47.35,-21.466667,"197",2017-09-11 17:07:15-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Arecaceae,Cocos,leiospatha,Cocos leiospatha,Barb.Rodr.,NA,"Burchell, WJ","5350",Southern America,Brazil,São Paulo,NA,NA,NA,P03P2N0096,NA,"1827","08",Olaria to Rio Pardo,NA,"25",NA,-47.35,-21.466667,NA,NA,NA,"-47.35","-21.466667",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"240",2019-11-21 09:59:27-03,IBt,SP,"216422",S,Plantae,NA,NA,Arecaceae,Butia,capitata,Butia capitata,(Mart.) Becc.,"Medeiros Costa, JF","Cordeiro, I; Kirizawa, M; Pabst, G","351",NA,Brasil,São Paulo,NA,NA,SP055823,SP055823 SP055823_01 SP055823_02 SP055823_03 SP055823_04 SP055823_05,NA,"1986","10",Ilha do Cardoso,NA,"13",Cananéia,-47.9199981689453,-25.0100002288818,NA,"37574",auto,NA,NA,NA,NA,"1994","06","06",NA,NA,NA,"35",São Paulo,SP,Sudeste
