X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,scientificNameAuthorship,county,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.42,-22.75,"2",2021-03-15 16:37:00-03,NY,NYBG,"502552",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Rubiaceae,Richardia,stellaris,Richardia stellaris,J. H. Kirkbride Jr.,I. Silberbauer-Gottsberger,255R-51072,"1972","10","05",South America,Brazil,São Paulo,18 km north of Botucatu (14 km east of Sao Manuel). Along the Sao Manuel-Piracicaba highway. Near ex-RR station 13 de Maio,-48.42,-22.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60206' target='other'> <mi>dwc_moreinfo</mi></a>,NY00502552,(Cham. & Schltdl.) Steud.,Botucatu,"550","550",NY00502552_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"5",2021-02-08 11:10:07-03,UNESP-IBB,BOTU,"11217",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,"Gottsberger, I.S.","Gottsberger, I.S.","30971","1971","09","30",NA,Brasil,São Paulo,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.",-48.416667,-22.75,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio",BOTU011217,(Cham. & Schltdl.) Steud.,Botucatu,NA,NA,NA,"1976",48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"85",2019-11-13 11:30:32-03,USP,SPF,"10853",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Richardia,astroites,Richardia astroites,"Hoehne, W","Hoehne, W",s.n.,"1941","11","04",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00010853,(K.Schum.) Kuntze,São Paulo,NA,NA,SPF00010853,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"86",2019-11-13 11:30:32-03,USP,SPF,"13520",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Richardia,astroites,Richardia astroites,"Hoehne, W","Hoehne, W",s.n.,"1948","11","29",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00013520,(K.Schum.) Kuntze,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"87",2019-11-13 11:30:32-03,USP,SPF,"16112",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Richardia,astroites,Richardia astroites,"Joly, AB","Joly, AB",s.n.,"1946","11","27",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00016112,(K.Schum.) Kuntze,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"88",2019-11-13 11:30:32-03,USP,SPF,"13516",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,"Hoehne, W","Hoehne, W",s.n.,"1948","08","05",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00013516,(Cham. & Schltdl.) Steud.,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"110",2019-11-01 15:09:46-03,UnB,UB,"156042",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,"Gottsberger, IS","Gottsberger, IS",4-78R-15372221,"1971","09","30",Southern America,Brasil,São Paulo,"18km north of Botucatu, (14km east of São Manuel). Along teh São Manuel - Piracicaba highway. Near ex-PR station 13 de maio.",-48.416667,-22.75,NA,"Cerrado vegetation, xeromorphic treee & scrub woodland form, on gentle slope.",NA,(Cham. & Schltdl.) Steud.,Botucatu,"550","550",NA,"1976","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"111",2019-11-01 15:09:46-03,UnB,UB,"156043",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,"Gottsberger, IS","Gottsberger, IS",65A-309712221,"1971","03","15",Southern America,Brasil,São Paulo,"18km north of Botucatu, (14km east of São Manuel). Along teh São Manuel - Piracicaba highway. Near ex-PR station 13 de maio.",-48.416667,-22.75,NA,"Cerrado vegetation, xeromorphic treee & scrub woodland form, on gentle slope.",NA,(Cham. & Schltdl.) Steud.,Botucatu,"550","550",NA,"1976","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"112",2019-11-01 15:09:46-03,UnB,UB,"156044",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,"Gottsberger, IS","Gottsberger, IS","4852221","1970","10","16",Southern America,Brasil,São Paulo,"18km north of Botucatu, (14km east of São Manuel). Along teh São Manuel - Piracicaba highway. Near ex-PR station 13 de maio.",-48.416667,-22.75,NA,"Cerrado vegetation, xeromorphic treee & scrub woodland form, on gentle slope.",NA,(Cham. & Schltdl.) Steud.,Botucatu,"550","550",NA,"1976","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"126",2019-11-21 10:18:33-03,IBt,SP,"81375",S,Plantae,NA,NA,Rubiaceae,Richardia,stellaris,Richardia stellaris,NA,"Hoehne, FC",s.n.,"1918","10","14",NA,Brasil,São Paulo,Bairro Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,(Cham. & Schltdl.) Steud.,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
