X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"288",2019-11-13 11:28:42-03,USP,SPF,158618A,PreservedSpecimen,Plantae,Poaceae,Axonopus,chrysoblepharis,Axonopus chrysoblepharis,"Fantinati, MR","46","2002","02","27",NA,Brasil,NA,NA,NA,SPF00158618,NA,NA,(Lag.) Chase,"Garcia, CA",São Paulo,Itirapina,"Estação Ecológica de Itirapina, Lagoa Nova.",-47.8199996948242,-22.25,"728","728",SPF00158618,"22843",auto,"2003",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"363",2019-11-21 10:14:52-03,IBt,SP,"9774",S,Plantae,Poaceae,Axonopus,chrysoblepharis,Axonopus chrysoblepharis chrysoblepharis,"Loefgren, A",CGG4244,"1899","04","12",NA,Brasil,NA,NA,"Deitada, ascendente.",SP009974,NA,NA,(Lag.) Chase,"Garofalo, B",São Paulo,Araraquara,Cerrado.Lageado.,-48.1699981689453,-21.7900009155273,NA,NA,SP009974,"29178",auto,"1987",NA,NA,NA,NA,NA,NA,NA,chrysoblepharis,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"364",2019-11-21 10:14:52-03,IBt,SP,"415442",S,Plantae,Poaceae,Axonopus,chrysoblepharis,Axonopus chrysoblepharis,"Foresto, EB; Fantinati, MR","16","2002","02","27",NA,Brasil,NA,NA,NA,SP041214,NA,NA,(Lag.) Chase,"Garcia, CA",São Paulo,Itirapina,"Estação Ecológica de Itirapina, Lagoa Nova. Caminho Estrada de Ferro- ponte do Ribeirão do lobo, distante 1500m da ponte do Ribeirão do Lobo.",-47.8199996948242,-22.25,"728","728",SP041214,"22843",auto,"2003",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"365",2019-11-21 10:14:52-03,IBt,SP,"64600",S,Plantae,Poaceae,Axonopus,chrysoblepharis,Axonopus chrysoblepharis,"Mattos, J","8983","1961","05","23",NA,Brasil,NA,NA,NA,NA,NA,NA,(Lag.) Chase,"Longhi Wagner, HM",São Paulo,Mogi Guaçu,"Fazenda Campininha, Perto de Pádua Sales. 1km NE da sede.",-46.9421997070312,-22.372200012207,NA,NA,NA,"39309",auto,"1998",NA,NA,NA,"06",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
