X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,day,county,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.08666667,-20.51444444,"596",2020-06-22 14:18:01-03,UNESP-IBILCE,SJRP,"33297",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2315.0","2008","03",América do Sul,Brasil,São Paulo,Fazenda Primavera,-50.08666667,-20.51444444,NA,"Árvore, 4,5m, fruto maduro. Biota",NA,NA,NA,"15",Votuporanga (P3),NA,NA,"-50.08666667","-20.51444444",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"597",2020-06-25 20:09:02-03,UNESP-IBILCE,SJRP,"22792",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,A.A. Rezende & F. Tomaseto,"616.0","2000","04",América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,NA,"Árvore ca. 5m, fruto maduro marrom",NA,NA,NA,"04",Paulo de Faria,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"598",2020-06-25 20:09:02-03,UNESP-IBILCE,SJRP,"22793",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,A.A. Rezende & F. Tomaseto,"616.0","2000","04",América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,NA,"Árvore ca. 5m, fruto maduro marrom",NA,NA,NA,"04",Paulo de Faria,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.24638889,-20.54361111,"599",2020-06-22 14:18:01-03,UNESP-IBILCE,SJRP,"33331",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2904.0","2008","07",América do Sul,Brasil,São Paulo,Fazenda São João,-49.24638889,-20.54361111,NA,"Árvore, 6m, fruto imaturo marrom esverdeado, raque alado. Biota",NA,NA,NA,"31",Nova Granada (G6),NA,NA,"-49.24638889","-20.54361111",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.24638889,-20.54361111,"600",2020-06-22 14:18:01-03,UNESP-IBILCE,SJRP,"33223",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2858.0","2008","07",América do Sul,Brasil,São Paulo,Fazenda São João,-49.24638889,-20.54361111,NA,"Árvore, 4m, fruto imaturo marrom esverdeado, raque alado. Biota",NA,NA,NA,"31",Nova Granada (G6),NA,NA,"-49.24638889","-20.54361111",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"601",2020-06-24 22:04:58-03,UNESP-IBILCE,SJRP,"09959",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Stranghetti, V.",NA,NA,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,NA,"Árvore 20 m, com fruto imaturo.;",NA,NA,NA,NA,Paulo de Faria,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"645",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"5832",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel.,"Cordeiro, L.","44","1985","07",NA,Brasil,São Paulo,Fazenda Campininha,-46.9421997070312,-22.372200012207,NA,Árvore com frutos (Obs: O fruto encontra-se registrado na carpotéca com o n° 367.).,NA,NA,"Giannotti, E.","24",Mogi Guaçu,NA,NA,NA,NA,"39309",auto,"1985","07","30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"646",2020-06-15 15:30:40-03,UNESP-RC,HRCB,"30276",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel.,"Stranghetti, V.","375","1994","08",NA,Brasil,São Paulo,Próximo a Estação Ecológica de Paulo de Faria.,-49.3800010681152,-20.0300006866455,NA,"Árvore, ca 20m com fruto imaturo. Beira da estrada.",NA,NA,"Pinto, R.B.","10",Paulo de Faria,NA,NA,NA,NA,"29574",auto,"2013","11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810278,-21.1775,"777",2019-11-13 11:22:18-03,USP,SPF,"203560",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Dipteryx,alata,Dipteryx alata,Vogel,"Teixeira, SP","39","2009","11",NA,Brasil,São Paulo,"Universidade de São Paulo, Viveiro Central do Campus.",-47.810278,-21.1775,NA,NA,SPF00203560,NA,"Mansano, VF","08",Ribeirão Preto,NA,NA,"-47.810278","-21.1775",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3400001525879,-20.4300003051758,"781",2019-11-13 11:22:18-03,USP,SPF,"120419",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Dipteryx,alata,Dipteryx alata,Vogel,"Pereira-Noronha, MR","1507","1996","03",NA,Brasil,São Paulo,Fazenda Santa Isabel.,-51.3400001525879,-20.4300003051758,NA,NA,SPF00120419,NA,"Pereira-Noronha, MR","13",Ilha Solteira,NA,NA,NA,NA,"31913",auto,"1996","03",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810278,-21.1775,"810",2020-05-08 11:12:28-03,UEFS,HUEFS,"183303",PreservedSpecimen,Plantae,Angiospermae,Fabales,Leguminosae Subfam. Papilionoideae,Dipteryx,alata,Dipteryx alata,Vogel,"Teixeira, S.P.","39","2009","11",NA,Brasil,São Paulo,"Universiadade de São Paulo, Viveiro Central do Campus.",-47.810278,-21.1775,NA,NA,HUEFS0183303,NA,C.Carvalho,"08",Ribeirão Preto,NA,NA,47W48'37'',21S10'39'',NA,NA,"2017","06",NA,Rosanae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"829",2020-05-08 11:12:28-03,UEFS,HUEFS,"131953",PreservedSpecimen,Plantae,Angiospermae,Fabales,Leguminosae Subfam. Papilionoideae,Dipteryx,alata,Dipteryx alata,Vogel,"Peres, F.S.","3","2003","01",NA,Brasil,São Paulo,"Parque Estadual Alberto Löfgren, próximo da casa 4, área administrativa.",-46.6300010681152,-23.5400009155273,NA,NA,HUEFS0131953,NA,C.Carvalho,"20",São Paulo,NA,NA,NA,NA,"53584",auto,"2017","06",NA,Rosanae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9728,-20.4228,"848",2019-01-25 15:40:43-02,IAC,IAC,"29546",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"L.C. Bernacci; R. Belinelo; P.R.P. Andrade & O. Camargo","811","1994","11",NA,Brasil,São Paulo,"IAC, Estação Experimental",-49.9728,-20.4228,NA,NA,NA,NA,R.R. Silva (1),"29",Votuporanga,NA,NA,"-49.9728","-20.4228",NA,NA,"2005","11","29",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"849",2019-01-25 15:40:43-02,IAC,IAC,"41373",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,J.E.A. Bertoni & A. Geremias,"324","2000","09",NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Abacateiro, L17, P23",-47.086761,-22.863721,NA,NA,NA,NA,J.Y. Tamashiro,"15",Campinas,NA,NA,"-47.086761","-22.863721",NA,NA,"2004","04","15",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"850",2019-01-25 15:40:43-02,IAC,IAC,"41504",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,A. Geremias,"405","2001","01",NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Abacateiro",-47.086761,-22.863721,NA,NA,NA,NA,J.Y. Tamashiro,"03",Campinas,NA,NA,"-47.086761","-22.863721",NA,NA,"2004","04","03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"853",2019-01-25 15:40:43-02,IAC,IAC,"52010",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,P.B.L. Castro & J.F. Benedito,"32","2009","12",NA,Brasil,São Paulo,"EMEI Villagelim, pátio da escola.",-47.0608,-22.9056,NA,NA,NA,NA,P.B.L. Castro,"22",Campinas,NA,NA,"-47.0608","-22.9056",NA,NA,"2010","01","08",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"854",2019-01-25 15:40:43-02,IAC,IAC,"52014",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,P.B.L. Castro & J.F. Benedito,"27","2009","12",NA,Brasil,São Paulo,"EMEI Villagelim, pátio da escola.",-47.0608,-22.9056,NA,NA,NA,NA,P.B.L. Castro,"22",Campinas,NA,NA,"-47.0608","-22.9056",NA,NA,"2010","01","08",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"880",2020-11-12 16:59:25-03,UEL,FUEL,"23419",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Leguminosae,Dipteryx,alata,Dipteryx alata,Vogel,"Itoman, MK","15","1991","02",NA,Brasil,São Paulo,Instituto Florestal,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"Tamashiro, JY","05",Bauru,NA,NA,NA,NA,"29186",auto,"1999",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"881",2020-11-12 16:59:25-03,UEL,FUEL,"17068",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Leguminosae,Dipteryx,alata,Dipteryx alata,Vogel,"Stranghetti, V","375","1994","08",NA,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.3800010681152,-20.0300006866455,NA,NA,NA,NA,"Tamashiro, JY","10",Paulo de Faria,NA,NA,NA,NA,"29574",auto,"1999",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"1031",2019-05-06 11:57:42-03,UFU,HUFU,"4323",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Itoman, M.K.","15","1991","02",NA,Brasil,São Paulo,Estação Experimental de Bauru,-49.060001373291,-22.3099994659424,NA,"Caule rugoso claro, ca. de 15 m. Corola amarelo alaranjado.",HUFU00008843,NA,NA,"05",Bauru,NA,NA,NA,NA,"29186",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"1045",2021-03-04 15:43:13-03,IF,SPSF,"14470",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,NA,M.K.Itoman,"15","1991","02",América do Sul,Brasil,SP,E.E.Instituto Florestal,-49.060001373291,-22.3099994659424,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"05",Bauru,NA,NA,NA,NA,"29186",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7700004577637,-22.3500003814697,"1046",2021-03-04 15:43:13-03,IF,SPSF,"46258",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,E.L.Longhi & I.L.Lima,NA,"2012","10",América do Sul,Brasil,SP,Floresta Est. De Pederneiras,-48.7700004577637,-22.3500003814697,NA,"COLETA: SPSFw: 6199;",NA,NA,G.A.D.C. Franco,"30",Pederneiras,NA,NA,NA,NA,"31029",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1052",2021-03-04 15:43:13-03,IF,SPSF,"30885",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,NA,F.S.Peres & J.A.Pastore,"3","2003","01",América do Sul,Brasil,SP,P.E.Alberto Lofgren,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: proximo a casa 4&nf;;",NA,NA,NA,"20",São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3400001525879,-20.4300003051758,"1064",2020-03-04 16:04:21-03,UNESP-IS,HISA,"5171",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Noronha,M.R.P et al","1507","1995","08",NA,Brasil,São Paulo,Fazenda Santa Isabel,-51.3400001525879,-20.4300003051758,NA,"Mata mesófila alta, cortada por córrego, relativamente bem preservada.Àrvore, ca 15m, frutos imaturos verdes acastanhados.Nome vulgar: baru.",NA,NA,"Noronha,M.R.P","03",Ilha Solteira,NA,NA,NA,NA,"31913",auto,"1996","03","13",Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3400001525879,-20.4300003051758,"1088",2019-11-21 10:05:37-03,IBt,SP,"306393",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Pereira Noronha, MR; et al.","1507","1995","08",NA,Brasil,São Paulo,Fazenda Santa Isabel (antiga Fazenda Lagoinha),-51.3400001525879,-20.4300003051758,NA,NA,NA,NA,"Pereira Noronha, MR","03",Ilha Solteira,NA,NA,NA,NA,"31913",auto,"1996","03","13",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1089",2019-11-21 10:05:37-03,IBt,SP,"31665",S,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Pereira, A",s.n.,"1934","03",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Hoehne, FC","06",São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1090",2019-11-21 10:05:37-03,IBt,SP,31665a,Carpo,Plantae,NA,NA,Fabaceae,Dipteryx,alata,Dipteryx alata,Vogel,"Pereira, A",s.n.,"1934","03",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Hoehne, FC","06",São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
