X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,barcode,imagecode,continentOcean,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,class,order,individualCount,phylum,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"3",2015-07-02 14:01:06-03,JBP,HPL,"1924",S,Plantae,Begoniaceae,Begonia,santos-limae,Begonia santos-limae,H. Lorenzi,"2377","2000","09","01",Brasil,SP,Nova Odessa,"Instituto Plantarum, coleção de begonias, canteiro 81, origem Domingos Martins-ES.",-47.29,-22.77,"8440",auto,Brade,H. Lorenzi,"2000","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"58",2019-11-21 10:01:53-03,IBt,SP,"359226",S,Plantae,Begoniaceae,Begonia,santos-limae,Begonia santos-limae,"Jacques, EL","787","1998","05","25",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,"53584",auto,Brade,"Jacques, EL","2001","10",NA,NA,NA,NA,NA,NA,Erva com caule rizomatoso. Estípulas castanhas. Folhas na superfície abaxial glauca. Flores estaminadas alvas. Estames amarelos. Inflorescência perdurou por aprox. 1 mês após seu crescimento total,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
