X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,identifiedBy,typeStatus,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.5800018310547,-20.7299995422363,"41",2021-03-01 16:39:04-03,UNICAMP,UEC,"95083",S,Plantae,Magnoliopsida,NA,Rubiaceae,Borreria,pulchristipula,Borreria pulchristipula,(Bremek.) Bacigalupo & E.L.Cabral,"Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R",97/354,"1997","01","30",NA,Brazil,São Paulo,Estrada sentido Bálsamo-Mirassolândia.,-49.5800018310547,-20.7299995422363,NA,NA,NA,"Sépalas verdes, pétalas lilazes.",UEC103046,UEC103046,Bálsamo,"Salas, RM",NA,"2009","10",NA,"13098",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.1399993896484,-20.6700000762939,"42",2021-03-01 16:39:04-03,UNICAMP,UEC,"103575",S,Plantae,Magnoliopsida,NA,Rubiaceae,Borreria,pulchristipula,Borreria pulchristipula,(Bremek.) Bacigalupo & E.L.Cabral,"Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R",97/288,"1997","01","28",NA,Brazil,São Paulo,Estrada de terra sentido Valentim Gentil - Floreal.,-50.1399993896484,-20.6700000762939,NA,NA,NA,"Sépalas verdes, pétalas brancas.",UEC103047,UEC103047,Floreal,"Salas, RM",NA,"2009","10",NA,"17486",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"68",2014-01-02 13:46:00-02,MO,MOBOT,"100660166",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Borreria,pulchristipula,Borreria pulchristipula,(Bremek.) Bacigalupo & E.L. Cabral,Keiichi Mizoguchi,Mizoguchi 2309,"1985","3","14",South America,Brazil,São Paulo,Bairro Quironbo.,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,NA,NA,Bauru,J. Bacigalupo (SI),NA,NA,NA,NA,"29186",auto,NA,NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
