X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,locality,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,class,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.084167,-23.366667,"11",2021-03-01 16:21:37-03,UNICAMP,UEC,"169959",S,Plantae,Magnoliopsida,NA,Apocynaceae,Aspidosperma,compactinervium,Aspidosperma compactinervium,Kuhlm.,NA,"Rochelle, ALC",J1031,NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,-45.084167,-23.366667,NA,Indivíduo J1031 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041735,UEC041735,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,NA,"Castello, ACD","2018","12","-45.084167","-23.366667","450","450",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"16",2019-08-20 10:03:00-03,UNICAMP,UEC,"150236",S,Plantae,Magnoliopsida,NA,Apocynaceae,Aspidosperma,compactinervium,Aspidosperma compactinervium,Kuhlm.,NA,"Bertoncello, R; Pansonato, M","850","2007","02","26",NA,Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"Parque Estadual Serra do Mar, Morro do Cuscuzeiro","34265",auto,"Bertoncello, R","2008",NA,NA,NA,"970","970",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
