X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,fieldNumber,class,individualCount,day,yearIdentified,monthIdentified,county,coordinatePrecision,geoFlag,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.408394,-20.588552,"1",2021-03-15 16:37:00-03,NY,NYBG,"00527551",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Lamiaceae,Hyptis,alpestris,Hyptis alpestris,A.St.-Hil. ex Benth.,R. M. Harley,L. Riedel,"2346","1834","06",South America,Brazil,São Paulo,V[ill]a Franca,-47.408394,-20.588552,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=634946' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527551,NY00527551_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"12",2019-10-07 09:16:12-03,UEFS,HUEFS,"164505",PreservedSpecimen,Plantae,Angiospermae,Lamiales,Lamiaceae,Hyptis,alpestris,Hyptis alpestris,A.St.-Hil. ex Benth.,R.M.Harley,"Macedo, E.E.","37845","2006","03",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,HUEFS0164505,HUEFS0164505,NA,NA,Asteranae,NA,"07","2011","10",Pedregulho,"27552",auto,NA,"35",São Paulo,SP,Sudeste
