X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,phylum,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,continentOcean,preparationType,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"1",2015-07-02 14:00:12-03,JBP,HPL,"12898",S,Plantae,Amaryllidaceae,Griffinia,nocturna,Griffinia nocturna,Rav.,Julie Dutilh,"2012","07","27",H. Lorenzi,"7131","2011","11","16",Brasil,SP,Nova Odessa,"Coletado em cultivo no Jardim Botânico Plantarum; originário de Barra do Garças - MT.",-47.29,-22.77,"8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"7",2019-08-20 09:58:56-03,UNICAMP,UEC,"171100",S,Plantae,Amaryllidaceae,Griffinia,nocturna,Griffinia nocturna,Ravenna,NA,NA,NA,NA,"Dutilh, JHA",s.n.,"2011","01","18",Brazil,São Paulo,Campinas,"Cultivada no IAC, procedência Cuiabá.",-47.060001373291,-22.8999996185303,"23900",auto,Liliopsida,NA,NA,NA,NA,NA,UEC045177,UEC045177,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"8",2020-09-04 11:58:30-03,UNICAMP,UEC,"171101",S,Plantae,Amaryllidaceae,Griffinia,nocturna,Griffinia nocturna,Ravenna,"Campos-Rocha, A","2020","07",NA,"Dutilh, JHA",s.n.,"1999","11","18",Brazil,São Paulo,Campinas,"Cultivada no IAC, sem procedência",-47.060001373291,-22.8999996185303,"23900",auto,Liliopsida,NA,NA,NA,NA,NA,UEC045180,UEC045180,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
