X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,locality,phylum,order,continentOcean,preparationType,occurrenceRemarks,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.310001373291,-22.1000003814697,"19",2019-11-19 15:45:27-03,UNEB,HUNEB,"14200",PreservedSpecimen,Plantae,Poaceae,Olyra,fasciculata,Olyra fasciculata,Trin.,NA,NA,NA,NA,"Munhoz, V.B.",NA,"1986","11","08",Brasil,São Paulo,Dourado,-48.310001373291,-22.1000003814697,NA,NA,NA,NA,HUNEB0014200,NA,Fazenda Monte Alto,Angiospermae,Florideophycidae,NA,NA,NA,NA,"13775",auto,Monocotyledoneae,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.310001373291,-22.1000003814697,"294",2020-11-12 17:02:36-03,UEL,FUEL,"3920",PreservedSpecimen,Plantae,Poaceae,Olyra,fasciculata,Olyra fasciculata,Trin.,"Longhi-Wagner, HM","2008","10","16","Munhoz, VB",s.n.,"1986","11","08",Brasil,São Paulo,Dourado,-48.310001373291,-22.1000003814697,NA,NA,NA,NA,OK,NA,Fazenda Monte Alto,Tracheophyta,Poales,NA,NA,NA,NA,"13775",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
