X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,locality,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.4099998474121,-22.6599998474121,"32",2020-11-04 11:15:03-03,ESALQ,ESA,"103998",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,vestita,Myrcia vestita,NA,NA,"Medeiros, D.A.","16903.0","2004","02",NA,Brasil,São Paulo,NA,NA,ESA103998,ESA103998,"Fernandes, T.M.",NA,"12",Assis,-50.4099998474121,-22.6599998474121,NA,NA,"23972",auto,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"33",2020-11-04 11:15:03-03,ESALQ,ESA,"30575",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,vestita,Myrcia vestita,DC.,NA,"Souza, V.C. ; Souza, J.P.","9545.0","1995","12",NA,Brasil,São Paulo,NA,"Arbusto, ca. 3 m alt.; frutos imaturos creme com manchas roxo-escuras.",ESA030575,ESA030575,"Kuntz, J.","Ca. 10 Km da cidade em direção a Lençóis, próximo à entrada da Fazenda Água do Bugre. Cerrado.","19",Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,NA,NA,"18363",auto,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"53",2020-02-10 17:56:13-03,UNICAMP,UEC,"127164",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,vestita,Myrcia vestita,A.DC.,NA,"Costa, IR; Costa, JY; Corrêa, AM; Silva, EA; Oliveira, VM","430","2002","09",NA,Brazil,São Paulo,NA,"arbusto, 1,5m, inflorescências com eixo cor de ferrugem",UEC020250,UEC020250,"Lima, DF","Estação Ecológica e Experimental de Mogi Guaçu, Fazenda Campininha","14",Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,"39309",auto,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"167",2020-09-12 05:00:02-03,US,US,"1570123",PreservedSpecimen,Plantae,NA,Myrtales,Myrtaceae,Myrcia,vestita,Myrcia vestita,DC.,NA,L. Riedel,"851",NA,NA,South America - Neotropics,Brazil,São Paulo,NA,NA,US01893142,US01893142_01 US01893142_02,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,NA,NA,NA,Dicotyledonae,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
