X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,class,order,continentOcean,locality,occurrenceRemarks,imagecode,phylum,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,fieldNumber,preparationType,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.590278,-24.580556,"1",2021-01-06 11:41:48-03,UFPI-MRV,HDELTA,"1840",PreservedSpecimen,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,"Andrade, I. M.","2016","04","12","Andrade, I. M.","4368","2015","03","21",Brasil,São Paulo,Iporanga,-48.590278,-24.580556,"48°35'25,00''W","24°34'50,00''S",HDELTA001840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"4",2019-11-21 14:29:53-03,UFJF,CESJ,"64104",PreservedSpecimen,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,A. Indriunas,"2014","04",NA,"V.A.O. Dittrich; A. Salino; P.O. Morais; F.A. Carvalho; L.C.R.S. Teixeira","956","2001","09","11",Brasil,São Paulo,Bananal,-44.3199996948242,-22.6800003051758,NA,NA,CESJ064104,NA,NA,América do Sul,"Estação Ecológica de Bananal, Altitude aproximada","Herbácea/subarbustiva de aprox. 0,5m de altura na Floresta Ombrófila Densa Montana. Corola rosado-avermelhada.",CESJ064104,Angiosperma,"26795","1250","1250",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"36",2019-11-13 11:14:06-03,USP,SPF,"110244",PreservedSpecimen,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,Anônimo,NA,NA,NA,"Pastore, JA","606","1995","07","21",Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,SPF00110244,NA,NA,NA,Parque Estadual do Jurupará,NA,SPF00110244,NA,"43112",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1699981689453,-22.6100006103516,"37",2019-11-13 11:14:06-03,USP,SPF,"118903",PreservedSpecimen,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,"Hirao, YV","2012","05",NA,"Árbocz, GF","2801","1996","05","25",Brasil,São Paulo,Piquete,-45.1699981689453,-22.6100006103516,NA,NA,SPF00118903,NA,NA,NA,NA,NA,SPF00118903,NA,"13434",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3163889,-20.7080556,"42",2019-01-25 15:38:00-02,IAC,IAC,"51947",S,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,M.C. Rodrigues,"2009","12","02","M.C. Rodrigues; B.O. Polisello & E.J. Carvalho","152","2009","11","05",Brasil,São Paulo,São José do Rio Preto,-49.3163889,-20.7080556,"-49.3163889","-20.7080556",NA,NA,NA,NA,"Subdistrito de Talhado; Sítios Nossa Senhora Aparecida e São Sebastião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3163889,-20.7080556,"43",2019-01-25 15:38:00-02,IAC,IAC,"51997",S,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,M.C. Rodrigues,"2009","12","15",M.C. Rodrigues & B.O. Polisello,"170","2009","12","03",Brasil,São Paulo,São José do Rio Preto,-49.3163889,-20.7080556,"-49.3163889","-20.7080556",NA,NA,NA,NA,"Subdistrito de Talhado; Sítios Nossa Senhora Aparecida e São Sebastião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"49",2021-03-04 15:46:56-03,IF,SPSF,"19221",PreservedSpecimen,Plantae,Cucurbitaceae,Stenostephanus,lobeliformis,Stenostephanus lobeliformis,Nees,C.Kameyama,"2011","01","20",J.A.Pastore & J.B.Baitello,"606","1995","07","21",Brasil,SP,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,NA,Magnoliopsida,Violales,América do Sul,"Parque Estadual de Jurupará, Fazenda Tucano","COLETA: XLS: SPSFAntigo&nf;Próximo a um córrego&nf;Herbácea com flores lilás e frutos verdes.;",NA,Magnoliophyta,"43112",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"55",2020-10-08 08:52:31-03,IBt,SP,"337721",S,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,NA,NA,NA,NA,"Brade, AC","20099","1949","10","06",Brasil,São Paulo,Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,Serra da Bocaina,NA,NA,NA,"26795",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"56",2020-07-02 08:39:45-03,IBt,SP,"285792",S,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,NA,NA,NA,NA,"Pastore, JA","606","1995","07","21",Brasil,São Paulo,Ibiúna,-47.2200012207031,-23.6499996185303,NA,NA,NA,NA,NA,NA,Parque Estadual de Jurupará,NA,NA,NA,"43112",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1699981689453,-22.6100006103516,"57",2020-08-13 18:01:41-03,IBt,SP,"299605",S,Plantae,Acanthaceae,Stenostephanus,lobeliiformis,Stenostephanus lobeliiformis,Nees,NA,NA,NA,NA,"Árbocz, GF","2801","1996","05","25",Brasil,São Paulo,Piquete,-45.1699981689453,-22.6100006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13434",NA,NA,auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
