X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,identifiedBy,coordinatePrecision,imagecode,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,class,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"9",2020-12-21 16:38:23-03,MBM,MBM,"46526",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Cyrtopodium,hatschbachii,Cyrtopodium hatschbachii,Pabst,"Handro, O.","405","1954","09","02",Southern America,Brazil,São Paulo,São Paulo,Pr. São Carlos,-46.6300010681152,-23.5400009155273,NA,NA,MBM046526,"Pabst, G.","53584",MBM046526,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.7099990844727,-20.7700004577637,"21",2020-08-01 18:19:14-03,UNESP-IBILCE,SJRP,"15403",PreservedSpecimen,Plantae,Tracheophyta,Asparagales,Orchidaceae,Cyrtopodium,hatschbachii,Cyrtopodium hatschbachii,Pabst,Wellington Forster,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Monte Aprazível,arredores,-49.7099990844727,-20.7700004577637,NA,"Terrestre; lab. Amarelo, flores vistosas, rosadas;",NA,NA,"24807",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liliopsida,NA,"35",São Paulo,SP,Sudeste
-49,-22,"43",2019-11-21 10:13:06-03,IBt,SP,"343575",S,Plantae,NA,NA,Orchidaceae,Cyrtopodium,hatschbachii,Cyrtopodium hatschbachii,Pabst,"Correa Gomes Jr, J","2094","1964","09","14",NA,Brasil,Mato Grosso do Sul,Três Lagoas,Faz. Araça,-49,-22,NA,NA,NA,"Batista, JAN",NA,NA,NA,"-49","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
